SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
Cc1ccccc1CC(=O)NC[C@@H]1CN(Cc2ccccc2)CCO1,0.8801,2.3678,-6.09,-8.78
CC(=O)Nc1cccc(NC(=O)CCn2cnc3cc(C)c(C)cc32)c1,0.7375,2.1022,-6.28,-9.45
C[C@H](NC(=O)N(CCC(F)(F)F)C1CCC1)c1nnc2ccccn12,0.8951,3.1181,-6.01,-8.11
Cc1ccccc1C[C@@H](C)NC(=O)CN(C)CC#N,0.7876,2.6861,-5.46,-6.92
C[C@@H](NC(=O)c1ccco1)C(=O)Nc1ccc2c(c1)CCC(=O)N2,0.7984,2.6302,-6.18,-8.93
C#Cc1cc(F)c(NC(=O)c2cc(S(N)(=O)=O)c(C)o2)c(F)c1,0.831,2.7148,-6.03,-8.65
Cc1nn(C)c(C)c1[C@H](C)[NH2+]CC1(CC(C)C)CC1,0.8414,4.1382,-5.4,-7.33
O=C([O-])c1cccc(N2C(=O)C[C@H](N3CCOCC3)C2=O)c1,0.6664,3.0792,-5.8,-7.62
CCNC(=O)NNC(=O)[C@H]1CC(=O)N(c2cccc(Br)c2)C1,0.6986,2.6816,-5.69,-8.06
CCO[C@@H]1C[C@@H]([NH+](C)Cc2cn(C)c(=O)n(C)c2=O)C12CCCCC2,0.8269,5.0135,-5.78,-7.87
O=C(Cc1ccccc1Cl)N1CC[C@@H](c2ccccc2)C1,0.8416,2.2126,-6.07,-8.28
CCn1ncc([C@H]2C(C#N)=C(N)OC3=C2C(=O)CCC3)c1C,0.9011,3.3631,-5.61,-7.55
COCCn1c(S[C@H]2CCCCC2=O)nc2ccc(Br)cc2c1=O,0.7062,2.8989,-6.16,-7.98
O=C(COc1cccc2c1NC(=O)CO2)Nc1ccccc1Cl,0.9022,2.1366,-6.14,-8.64
CCOC(=O)N1CCC(NC(=O)Cc2ccc(-n3c(=O)[nH]c4ccccc4c3=O)cc2)CC1,0.617,2.2807,-6.54,-9.38
CC(=O)Nc1ccc(SCCCC(=O)Nc2nc(C)cs2)nn1,0.5879,2.4668,-5.75,-8.19
O=C(NC[C@@H](O)c1ccc(F)cc1)C1CCN(C(=O)N2CCCC2)CC1,0.8582,2.5541,-6.02,-8.87
Cc1cccc([C@@H]2[C@H]3[NH+]=c4ccccc4=C3CCN2Cc2ccoc2)n1,0.7665,4.3014,-6.37,-8.47
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,0.4611,3.9944,-5.88,-8.08
CC(C)N(C(=O)COc1ncc(Cl)cn1)c1ccccc1Cl,0.8345,2.4579,-5.82,-7.83
COc1ccc(NS(=O)(=O)c2c(C(=O)N3CCC(C)CC3)c(C)n(C)c2C)cc1,0.8061,2.3157,-6.03,-8.56
Cc1cc(C(=O)N2CCC[C@@H]2C(=O)NC[C@@H](O)c2cccc(C(F)(F)F)c2)ccc1[N+](=O)[O-],0.5018,3.0979,-6.58,-10.09
C[C@@H](NC(=O)c1cccc(SCC#N)c1)[C@@H](C)N1CCOCC1,0.8081,3.2594,-5.66,-7.79
CO[C@](C#N)(c1ccccc1)C(F)(F)F,0.7592,3.2022,-5.28,-6.69
C[C@H](c1nc(Cc2ccc(Cl)cc2)no1)[S@@](=O)C1CCCC1,0.8243,3.4918,-5.95,-8.41
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)N3CCC[C@H](C(=O)[O-])C3)C2)cc1,0.6819,3.14,-6.17,-7.72
COc1ccccc1-c1noc(-c2ccc(N3CCCC3=O)cc2)n1,0.7293,2.0446,-6.42,-8.75
COc1ccc2c(c1)OC[C@@H](CNC(=O)Cc1csc(C(C)=O)c1)C2,0.8057,2.9522,-5.92,-8.42
CC[C@@H]1CCC[C@H](OCc2cc(Cl)ccn2)C1,0.8016,3.0754,-5.35,-7.05
CC(=O)c1cccc(NC(=O)CSc2nc3cc(C)[nH]c3c(=O)n2C(C)C)c1,0.376,2.4587,-6.24,-9.26
CC[C@H]1C[C@]1(O)c1cc(C)c(Br)s1,0.8642,4.3333,-5.16,-6.19
COc1cc(OC)c(NC(=O)[C@H](C)Sc2nnc(-c3cccnc3)o2)cc1Cl,0.5739,2.7469,-6.19,-8.23
NC(=O)CN1C(=O)[C@@]2(SCC(=O)N2c2cccc(F)c2)c2ccccc21,0.8882,3.4197,-6.18,-8.64
CC[C@H]1CC[C@@](C(=O)[O-])(C2CCCC2)C1,0.714,3.7729,-5.32,-6.43
Cc1cccc(NC(=O)CSc2nnc(-c3cccc(Br)c3)o2)c1,0.6328,2.0179,-5.51,-9.27
CCNC(=O)NC(=O)[C@@H](C)Sc1nc2cc(Cl)ccc2c(=O)n1CC(C)C,0.5636,2.7562,-6.25,-8.38
COCCCN(C(=O)[C@H]1CC=CCC1)[C@@H]1CCS(=O)(=O)C1,0.5488,3.424,-5.55,-7.68
CC1CCN(c2nc3c(c(=O)[nH]2)C[NH+](Cc2c(F)cccc2F)CC3)CC1,0.8534,4.0461,-6.35,-8.8
O=CN[C@@H](NC(=S)Nc1cccc2ccccc12)C(Cl)(Cl)Cl,0.3304,2.9726,-6.12,-7.47
C[NH+](C)C(C)(C)COc1cc(CCl)c2ccccc2n1,0.8563,3.2799,-5.65,-8.11
O=C1[C@H]2CCCN2c2ccc(S(=O)(=O)N3CCOCC3)cc2N1C/C=C/c1ccccc1,0.6964,2.9801,-6.56,-8.33
COC(=O)[C@H]1CCCN1C(=O)[C@@H]1C=C[C@@H]([NH3+])C1,0.5131,4.2538,-5.47,-6.33
c1nc(NCC2(c3ccc4c(c3)OCO4)CCOCC2)c2nc[nH]c2n1,0.7427,2.9174,-6.37,-9.5
COC(=O)[C@@]1(F)CCN(c2c(C#N)cnc3c(C)cc(C)cc23)C1,0.7936,3.4236,-5.94,-8.3
Cc1cc(C)cc(N2C(=O)NC(=O)/C(=C\c3ccc(C)o3)C2=O)c1,0.6803,2.3798,-6.13,-8.38
O=C1[C@H]2CCCN2C(=O)CN1[C@H]1CC[NH+](C2CC2)C1,0.6694,4.8438,-5.64,-7.07
O=C(N/N=C\c1ccccc1Br)c1ccc(O)cc1O,0.5957,2.1273,-5.81,-8.38
COCCN(C)C(=O)N[C@H](C)c1ccc(NC(=O)NC2CC2)cc1,0.7155,2.5177,-5.68,-8.23
O=C(Nc1sc2c(c1C(=O)NCCCO)CCCC2)c1ccccc1,0.6948,2.0499,-5.06,-8.47
O=C1NC(=S)/C(=C/c2ccc(-c3ccc(C(=O)[O-])cc3)o2)S1,0.6874,2.9631,-5.93,-7.74
CC(C)[C@H](NS(=O)(=O)CCC(=O)[O-])c1ccccc1,0.787,3.0542,-5.48,-6.69
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccccc1C(=O)Nc1nccs1,0.8381,3.3283,-6.0,-8.23
CC(C)[C@@H](S[C@@H](C)c1cccs1)C(=O)NC(C)(C)C,0.8681,3.5864,-5.36,-6.96
C[C@H](Oc1cccc(Cl)c1)C(=O)NNc1ccc(F)cc1F,0.8264,2.4845,-5.99,-8.77
COc1ccc2c(c1)[C@@H]([NH2+]Cc1cc(C)on1)CC2,0.9096,3.745,-5.63,-7.87
CCc1ccc(-c2csc3[nH]cnc(=S)c23)cc1,0.6915,2.7341,-5.83,-8.12
CCSCc1ccc(C(=O)NCc2ccc(N3CCCC3=O)cc2)cc1,0.8037,2.0262,-6.34,-8.78
COc1ccc2[nH]cc(C(=O)N[C@@H]3CC[C@@H]([NH3+])C3)c(=O)c2c1,0.7664,3.4877,-6.03,-8.19
COc1ccc(Br)cc1[C@H]1C(C#N)=C(N)Oc2cc(OC(=O)c3ccco3)ccc21,0.4451,3.019,-6.34,-8.69
CCOC(=O)c1cn(C)nc1NC(=O)c1ccc(C)c(NC(=O)c2ccco2)c1,0.619,2.3018,-6.31,-9.0
CCc1ccc(C(=O)NNC(=O)N[C@H]2C[C@@H]2C)cc1,0.7233,2.6879,-5.58,-7.55
C[C@H]1CC2=C(C[C@@H]1[C@@H]1NC(N)=[NH+]c3nc4ccccc4n31)C(C)(C)CCC2,0.6816,4.7506,-6.17,-8.25
CN(CC(F)(F)F)C(=O)C[NH+]1CCCN(C(=O)c2ccsc2)CC1,0.8458,4.1625,-5.84,-7.67
CN1CCO[C@H](C[NH2+]C2CCCCCCCCCCC2)C1,0.8672,4.1002,-5.56,-7.31
COc1cccc(C(=O)NCC2(O)CCCCCC2)c1F,0.8396,2.2167,-5.8,-7.99
CC(=O)N[C@@H](C)C(=O)Nc1ccc2c(c1)OCO2,0.8345,2.3158,-5.58,-7.09
C[NH+]1CCCN(Cn2nc(-c3ccccc3F)ccc2=O)CC1,0.8811,3.7235,-6.09,-7.66
CC[C@H](CNC(=O)c1cccc(-c2nnc(C)o2)c1)c1ccccc1,0.7399,2.535,-6.22,-9.25
CCOc1ccc(CNC(=O)Nc2cn(C)nc2CC)cc1OC,0.8171,2.2761,-5.68,-8.36
COc1ccc2c(C)c(C(=O)N3CCCO[C@@H](Cn4cccn4)C3)oc2c1,0.7073,2.957,-6.1,-8.72
Cc1cc(C)n(-c2ccc(=O)n(CCNC(=O)Cn3cnccc3=O)n2)n1,0.6212,2.6038,-6.14,-8.91
CCN(CC)C(=O)Cn1c(CNC(=O)c2ccccc2F)nc2ccccc21,0.6832,2.1069,-6.24,-8.54
CCOc1cc(C(F)(F)F)n(-c2ccccc2N)n1,0.8732,2.48,-5.77,-7.78
Cc1cc(F)ccc1NCC(=O)N1CCc2ccccc21,0.9388,1.9606,-6.2,-8.95
COCCOc1ncccc1CNC(=O)C1=Cc2cc(F)ccc2OC1,0.7696,2.4907,-5.89,-8.48
COc1ccc(CNC(=O)CCC(=O)N2CCN(c3nc4cccnc4s3)CC2)cc1,0.6085,2.251,-6.28,-8.6
CCOC(=O)N1CCN(C(=O)c2ccccc2NS(=O)(=O)c2cccs2)CC1,0.797,2.1329,-6.07,-7.91
COc1cccc(OCC(=O)Nc2ccc(-c3cc[nH]n3)cc2)c1,0.7306,2.1698,-5.96,-9.07
Cc1n[nH]c(-c2ccc(NC(=O)C(=O)NC[C@@H](C)[NH+](C)C3CC3)cc2)n1,0.5421,4.1092,-5.94,-8.6
O=C(CSc1nnc(-c2cccs2)o1)N(C1CCCC1)[C@H]1CCS(=O)(=O)C1,0.6544,3.1486,-6.21,-7.32
Cc1cccc(OCCNC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)c1,0.612,2.3179,-5.74,-8.74
O=C(NCCC1=CCCCC1)[C@H]1CC12CCN(C(=O)CCc1cccnc1)CC2,0.717,3.5339,-6.17,-8.16
C[C@@H]1[C@H](NC(=O)CC2=c3ccccc3=[NH+]C2)C(=O)N(c2ccccc2)N1C,0.7104,4.2579,-6.34,-8.74
Cc1cccc(OCCNC(=O)CCc2c(C)nc3cc(C)nn3c2C)c1,0.6526,2.2929,-5.77,-8.98
COC[C@H](C)[NH2+][C@H](Cc1ccccc1)C1CC1,0.7618,3.8097,-5.26,-7.2
N#Cc1cn(C[C@H]2CCCC[C@H]2O)c(=O)nc1[O-],0.7764,3.9891,-5.5,-6.61
Cc1noc(C2CCN(C(=O)NCc3cc[nH+]c(N4CCCC4)c3)CC2)n1,0.8864,3.2949,-6.12,-8.87
O=C(NNC(=O)c1c[nH]c2ccccc12)c1ccc2c(c1)COCO2,0.6246,2.2647,-6.5,-9.69
COCCCCC(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1,0.6695,2.1745,-5.68,-8.19
C[C@]1(c2nc3ccc(Br)cc3s2)CC[NH2+]C1,0.8598,4.2417,-5.63,-7.33
CCN(CC)S(=O)(=O)c1ccc(NCc2ccco2)nc1,0.8492,2.2381,-5.6,-7.28
Cc1cc(C)cc(CSC[C@H]([NH3+])c2ccccc2C)c1,0.8885,3.1469,-5.72,-7.59
C[C@H](Nc1ccc(CCN2CCOCC2)cc1)C(=O)Nc1cccnc1Cl,0.7135,2.5637,-6.03,-8.6
CCOC(=O)[C@H](CC)[NH+](C)Cc1ccc(C)o1,0.7528,4.3019,-5.22,-6.44
CCN(C)C(=O)Nc1cccc(OC(F)F)c1,0.8844,2.0457,-5.29,-6.68
COC(=O)[C@](NC(=O)c1ccccc1C)(Nc1ncc(C)s1)C(F)(F)F,0.609,3.0593,-5.61,-8.42
CC[C@@]1(C)C[NH2+][C@H](C)CN1C[C@@H]1Cc2ccccc2S1,0.9204,4.758,-5.77,-7.11
CCc1ccc(CCC(=O)N2CCC(C(N)=O)CC2)cc1,0.8992,1.8194,-5.79,-8.21
CC[NH2+][C@H](C(C)C)C1CCC(C(F)(F)F)CC1,0.7919,4.0571,-5.38,-6.78
C[C@H]1CCN(C(=O)C(=O)N(C)Cc2ccccc2F)c2ccccc21,0.787,2.8934,-6.25,-8.36
CC(C)CC(=O)Nc1ccc(OCc2cc(=O)n3ccccc3n2)cc1,0.7398,2.1039,-5.96,-9.37
N=C1/C(=C/c2cccc3ccccc23)C(=O)N=C2SC=C(c3ccccc3)N12,0.6252,2.5635,-6.66,-9.24
COCCN(CC(=O)[O-])C(=O)N[C@H]1CC[NH+]2CCC[C@H]12,0.5524,5.2865,-5.1,-7.49
C/C(=N\NC(=O)[C@H](C)Oc1ccc(Cl)cc1)c1ccccc1,0.6759,2.2793,-5.89,-8.56
Cc1c(C(=O)NCc2ccc(C(=O)Nc3ccccc3)cc2)nc2cccc(Cl)n12,0.4691,2.2628,-6.76,-9.93
O=C(Cn1c(-c2ccccn2)noc1=O)C12CC3CC(CC(C3)C1)C2,0.8556,3.8426,-6.18,-8.51
CCNC(=O)CN(CC)C(=O)c1cccnc1,0.816,1.9763,-5.15,-6.51
C[NH+]1CCN(c2ccc(C(=O)NC3CCCC3)cc2[N+](=O)[O-])CC1,0.6247,3.1298,-5.93,-8.24
O=C(Nc1ccccc1F)N1CCC[C@H](c2nnc(C(F)(F)F)o2)C1,0.8323,2.8828,-6.25,-8.72
COc1ccc2[nH]cc(CC(=O)NC[C@H](O)c3ccc(F)cc3)c2c1,0.6447,2.5116,-6.16,-9.15
CCn1cnc(S(=O)(=O)NC[C@H]2CCCC[C@@H]2CCl)c1,0.8177,3.5516,-5.54,-7.67
Cc1ccc(S(=O)(=O)[N-]c2ccccc2-n2cnnn2)c(C)c1,0.7339,3.1537,-6.11,-8.94
Cc1ccc(SCCNC(=O)N2CCC[C@@H](c3nc(C)no3)C2)cc1,0.6538,2.8228,-6.07,-8.55
CCc1cccc2c1NC(=O)/C2=C1/SC(=S)N=C1[O-],0.6311,3.444,-5.63,-7.1
O=C(CSCC(F)(F)F)NCc1cc[nH+]c(N2CCCCCC2)c1,0.8465,3.3764,-5.82,-8.06
CC(C)CCCNC(=O)C(=O)Nc1ccc(N(C)C)nc1,0.6172,2.2015,-5.39,-7.52
CCOC(=O)c1cn[nH]c1-c1ccc([N+](=O)[O-])c(C)c1,0.5247,2.2837,-5.7,-7.66
CCOc1ccc(CN(C(=O)c2ccc(Cl)cc2Cl)[C@H]2CCS(=O)(=O)C2)cc1,0.6722,2.6326,-6.2,-7.57
Cc1ccc(N2C(=O)C[C@@H](C(=O)OCC(=O)NC(=O)NC3CCCC3)[C@H]2c2cccs2)cc1,0.6307,3.232,-6.35,-7.99
CC(C)[NH2+][C@]1(CO)CSCC(C)(C)C1,0.7368,5.062,-4.95,-6.08
c1ccc(-c2cnc(C[NH+]3CCC[C@@H]3CN3CCOCC3)o2)cc1,0.8963,4.0781,-5.91,-8.32
CC(=O)N(Cc1ccc(NC(=O)N(C)CC[C@H](C)O)cc1)C1CC1,0.8048,2.7422,-5.67,-8.07
C[C@H](C(=O)N[C@@H](C)C1CCCCC1)c1ccsc1,0.8776,3.1209,-5.55,-7.59
COc1ccc(/C=C\C(=O)[C@@H](C#N)c2nnc(-c3ccccc3)n2C)cc1F,0.6151,2.985,-6.16,-8.4
O=[N+]([O-])c1ccc2nc(NCCO)sc2c1,0.6247,2.2058,-5.4,-7.33
O=C(Nc1cc2c(cc1Br)OCCO2)[C@@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1,0.71,2.6319,-6.5,-9.06
Cc1ccccc1CC(=O)N[C@@H](C(=O)N1CCOCC1)C(C)C,0.8957,2.4287,-5.7,-7.97
CC(=O)c1ccc(NC(=O)N[C@@H]2CC=CCC2)cc1C,0.6539,2.7227,-5.68,-8.19
O=C(Cc1cccc2ccccc12)NNC(=O)c1ccc(NC(=O)C2CCCCC2)cc1,0.5267,2.0029,-6.69,-10.14
C[C@@H](CSC(C)(C)C)[NH2+]C[C@]1(O)CCc2ccccc21,0.8742,4.2662,-5.58,-7.01
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC5(C4)OCCO5)C3=CC[C@@]21C,0.6652,5.1501,-6.1,-7.65
CN(C(=O)c1cccc(-n2cnnn2)c1)c1ccc2ccccc2c1,0.5793,2.1752,-6.52,-9.45
CCCn1c(NC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)nc2ccccc21,0.574,2.3233,-6.65,-9.31
CC1=NN(c2ccc(C(=O)N3CCC(OCc4ccccc4)CC3)cc2)CC1,0.7882,2.3194,-6.22,-8.98
CCc1nnc(NS(=O)(=O)c2ccc3ccccc3c2)s1,0.802,2.0576,-5.87,-9.12
CC(C)c1ccc(C(=O)OCC(=O)Nc2ccc(F)cc2)cc1,0.8551,1.6057,-5.88,-8.96
CCOC(=O)C1(C)CCN(C(=O)NCC(C)(C)c2cccc(OC)c2)CC1,0.7734,2.4854,-5.81,-8.45
Cc1nc(C(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)ccc1C#N,0.8629,3.5125,-5.73,-8.02
C=CCOCC1CCN(C(=O)c2ccccc2SC)CC1,0.4578,2.2769,-5.56,-7.24
O=S(=O)(Nc1ccc(Br)cn1)c1cccc2cccnc12,0.7749,2.1157,-6.21,-8.42
CC1([C@H]([NH3+])Cc2c(F)cccc2Cl)CCCC1,0.8602,3.4736,-5.54,-7.25
NS(=O)(=O)c1ccc(NC(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)cc1,0.8578,2.3063,-6.29,-8.57
Cc1n[nH]c(C)c1NC(=O)N[C@@H](C)c1ccc(-c2ccc(F)cc2)cc1,0.636,2.5343,-6.43,-9.02
CCCOc1cc(C)ccc1NC(=O)NC,0.8221,1.824,-5.1,-6.28
N#CCCN(Cc1cccnc1)C(=O)c1ccc(Cl)c(Cl)c1,0.832,2.1168,-5.83,-7.69
CC(=O)N[C@@H]1C[C@H](CC(C)C)O[C@H](c2c[nH]nc2C2CCCCC2)C1,0.8375,4.0139,-6.11,-8.12
CC(C)Oc1ccc([C@H](C)[NH2+][C@H](CO)c2ccc(Cl)cc2)cc1,0.8139,3.5892,-5.72,-8.21
COc1ccc2[nH]cc([C@@H](C)NC[C@](C)(O)c3ccc(F)cc3F)c2c1,0.6224,3.2122,-6.2,-8.97
CC(C)C[C@H](CNc1cccc(F)c1C#N)CC(=O)[O-],0.8257,3.3065,-5.39,-6.71
Cc1ccc(C(=O)c2ccc(C[NH+]3CCC3)cc2)cc1C,0.8529,2.9381,-5.91,-8.29
CC[NH2+][C@H](c1cccc(OC)c1)c1cc(C)c(Br)s1,0.885,3.8506,-5.63,-7.83
CCC(CC)[C@@H](NC(=O)N1CCSCC1)c1cccs1,0.8916,3.1045,-5.53,-7.42
CC(C)OCCS(=O)(=O)N1[C@H](C[NH3+])CCC[C@H]1C,0.7559,4.0978,-5.41,-7.27
O=C(NC[C@H]1CC[NH+](C2CC2)C1)N[C@@H](c1cccc(C(F)(F)F)c1)C1CC1,0.6957,4.3828,-5.94,-8.7
COc1cccc(CC(=O)N2CCc3ccc(N)cc32)c1,0.8795,2.0022,-6.07,-8.55
C[C@H](OCCCNC(=O)Nc1cccc2c1OCCO2)c1ccccc1,0.7416,2.6771,-6.14,-8.71
CC[NH+]1CCC(NC(=O)[C@@H](C)Oc2ccc(C)cc2C)CC1,0.8598,3.7072,-5.76,-7.72
C[NH+](CC(=O)NCc1ccc(C(C)(C)C)cc1)[C@H]1CCSC1,0.864,3.991,-5.76,-7.38
CC[C@@H]1C(=O)NC(=O)C[C@]1(C)Cc1ccccc1OC,0.8579,3.3772,-5.79,-7.82
O=C(NNC(=O)c1cc2ccccc2o1)C(=O)NC1CC1,0.5519,2.1541,-6.08,-8.35
O=C1NC2(CCC3(CC2)NC(=O)N([C@H]2CCS(=O)(=O)C2)N3)NN1c1ccccc1,0.5495,4.723,-6.13,-8.43
CCOC(=O)c1cnn2c(C(=O)N3CCc4cc(C)ccc43)ccnc12,0.6781,2.4585,-5.97,-8.4
C[C@@H](c1ccc(F)c(F)c1)[S@](=O)CCCCC#N,0.7433,3.5282,-5.26,-7.0
CNC(=O)/C(=C\c1ccc(Cl)cc1)NC(=O)c1ccco1,0.8523,2.173,-5.77,-8.18
Cc1cc(C)cc(CCNC(=O)c2cnc3sc(C)cn3c2=O)c1,0.7934,2.4399,-6.13,-9.09
CS(=O)(=O)CCNC(=O)c1ccncc1C#CCCO,0.7201,2.5663,-5.38,-7.26
C[C@@H](NC(=O)/C(C#N)=C\c1ccco1)c1ccc(Br)cc1,0.6766,2.7208,-5.79,-8.02
c1ccc2c(c1)CCSC[C@@H]2[NH2+]CCCOC1CCOCC1,0.8154,3.9027,-5.72,-7.53
O=C(C[NH+]1CCC(=Cc2ccccc2)CC1)NCC(=O)c1ccccc1,0.7809,3.1962,-6.16,-8.78
C[C@H]1CN(CCCNC(=O)Nc2cc(C#N)ccc2Cl)C[C@H](C)O1,0.8004,2.9903,-5.8,-7.45
CC/C=C(/C)C(=O)N1CSC[C@@H]1C(=O)Nc1ccc2c(C)n[nH]c2c1,0.8236,3.358,-5.85,-8.32
CCNC(=O)CS(=O)(=O)c1ccc(C(C)C)cc1,0.8849,1.9425,-5.29,-6.89
CCCOc1cccc(/C=C2\N=C(c3cccc(F)c3)OC2=O)c1,0.6174,2.1933,-5.96,-8.68
C[C@H]1CN(C(=O)CNC(=O)Cc2cccc(F)c2)C(C)(C)CO1,0.914,2.9697,-5.96,-8.62
Cc1cccc(OC[C@@H](C)NC(=O)c2ccccc2Cn2cncn2)c1,0.7113,2.6072,-5.58,-9.09
COC(=O)c1cccc(CC(=O)N(C)c2ncccc2OC)c1,0.7904,2.1821,-5.75,-8.32
C[C@@H]1CC[C@@H](CO)C[NH+]1Cc1cnc(-c2cccs2)s1,0.9069,4.6724,-5.68,-7.11
O=C(C[C@@H]1CCS(=O)(=O)C1)OCc1nccn1Cc1ccccc1,0.744,2.8232,-5.89,-8.15
CCOC(=O)[C@H](C)NC(=O)c1noc2c1COc1ccc(C)cc1-2,0.8646,2.9378,-5.92,-8.5
CC(C)NC(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-],0.7193,3.3916,-5.26,-6.1
CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1,0.8599,3.7723,-5.3,-6.69
CC1(C)CC(N(Cc2ccccn2)Cc2ccc(Br)o2)CC(C)(C)[NH2+]1,0.8219,3.4602,-6.0,-7.65
N#C/C(=C\C=C\c1ccc(C#N)cc1)C(=O)c1ccc(F)c(Cl)c1,0.3517,2.5015,-5.96,-8.65
CC1CCC(NC(=O)C(=O)Nc2ccc3nc(C(C)C)sc3c2)CC1,0.8122,2.3298,-6.02,-8.74
C[C@@H](c1ccco1)N(C(=O)NCCCc1cccc(F)c1)C1CC1,0.77,2.8139,-5.96,-8.19
C[C@@H](CC1CCOCC1)N[C@H](c1ccc(F)cc1)C(F)(F)F,0.8204,3.2062,-5.74,-7.05
O=C([O-])C1CCN(c2ccnnc2)CC1,0.6486,2.9307,-5.39,-6.03
COC(=O)[C@@H]1CCN(C(=O)C[C@@H](C)Cc2cccc(F)c2)c2ccccc21,0.7461,3.0757,-6.24,-9.14
CCN(CC)C(=O)CCSc1nnc(-c2ccc3ccccc3c2)o1,0.5933,2.2386,-5.88,-8.8
CC(C)Cc1noc(CNc2ccc(C(F)(F)F)cc2Cl)n1,0.8716,2.3733,-5.65,-8.41
Cc1cccc(CN2CCOC[C@H]2C#N)c1C,0.7796,3.0016,-5.35,-6.87
COc1cccc(-c2nnn(CC(=O)N3CCCC3)n2)c1,0.8375,2.0534,-5.85,-7.98
CC[C@@H](NC(=O)Nc1cc(OC)c(OC)cc1F)c1cc(F)ccc1F,0.7948,2.6078,-6.06,-8.82
CCNS(=O)(=O)[C@@H]1CCN(c2ncc([N+](=O)[O-])cc2C)C1,0.6368,3.2245,-5.76,-7.87
CCOc1nc2cc(C#N)ccc2n1C(C)C,0.8127,2.4889,-5.5,-6.96
O=C(NCCc1ccccc1F)C(=O)Nc1cccnc1Cl,0.6695,1.9997,-6.02,-8.43
O=S(=O)(CCC1CC1)NC[C@@H]1COc2ccccc2O1,0.8649,2.8185,-5.6,-7.74
CC(C)(C)[C@H]1NN[C@H](NC(=O)NCC2=CC=C[C@H]3N=CC=C23)S1,0.6334,5.1771,-5.86,-7.65
CCNC(=O)[C@H](C)NC(=O)c1cc(-c2ccc(Cl)cc2)on1,0.8843,2.4899,-5.68,-8.04
CC(C)CC(=O)N1CCc2nc(NC(=O)[C@@H]3CCCO3)sc2C1,0.9141,2.9773,-5.8,-7.85
C=C(C)CO/N=C(/N)Cc1ccccc1,0.3453,2.367,-5.06,-6.53
O=C(N[C@@H]1CCCOc2ccccc21)N1CC[C@@H](Nc2ccccc2)C1,0.8844,2.8541,-6.29,-8.93
CCn1nc(C)c(NC(=O)N[C@@H]2CCCCc3ccccc32)c1C,0.834,2.6422,-6.43,-8.81
COc1ccc2c(c1OC)C(=O)O[C@H]2NNC(=O)[C@@H]1C=CN=N1,0.6147,4.1717,-5.51,-7.18
O=C(NCc1ccco1)C(=O)Nc1cc(Cl)ccc1Cl,0.856,1.9504,-5.78,-8.54
CCOc1ccc(Cl)cc1/C=C1/NC(=O)N(CC(=O)Nc2ccccc2)C1=O,0.5761,2.1682,-6.26,-8.81
C[C@@H]([NH2+][C@@H]1C[C@@H]2CCCc3cccc1c32)c1ccc(F)cn1,0.9241,4.2611,-6.11,-8.23
CN(CC[NH+](C)C)C(=O)c1ccc(NC(N)=O)cc1,0.664,2.991,-5.39,-7.15
CC(C)(O)[C@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1,0.7391,4.0628,-5.49,-7.33
N#Cc1cccc(C(=O)N[C@H](CC(F)(F)F)c2ccc(F)cc2)c1,0.854,2.5879,-6.15,-8.55
OC[C@H]1CN(c2nnc(Br)s2)CCO1,0.8545,3.3081,-5.15,-6.79
CCNC(=O)C1CC[NH+](Cc2cc(Br)ccc2OC)CC1,0.8375,3.4126,-5.52,-7.75
CCOC(=O)N1CCC([NH2+]CCc2cccc(C(N)=O)c2)CC1,0.8003,3.0669,-5.82,-8.26
COc1cccc2c1CC[C@@H]2[NH2+]C[C@@H](C)[S@](C)=O,0.866,4.5737,-5.54,-7.05
C[C@@]1(C(=O)N[C@@H]2CONC2=O)COC[C@@H]1[NH3+],0.4756,5.0163,-5.32,-6.41
CC[C@H](NC(=O)c1ccc2c(c1)CCCC2)c1c(C)nn(C)c1C,0.9293,2.7704,-6.32,-8.66
N#CCN(C(=O)COC(=O)CC12CC3CC(CC(C3)C1)C2)c1ccccc1,0.5686,3.6816,-5.84,-7.69
COC(=O)CN(Cc1ccc(F)c(F)c1)C1CCN(C(N)=O)CC1,0.8234,2.3354,-5.79,-7.48
CN(C)c1ncccc1N(C)C(=O)[C@H]1C[C@H]1c1ccc(Cl)c(Cl)c1,0.8151,3.2816,-6.09,-8.17
Cc1cc(C)c(O)c(NC(=O)[C@@H]2[C@@H]([NH3+])[C@H]3CC[C@@H]2C3)c1,0.717,4.7137,-5.79,-8.27
