SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
O=C(NCC[NH+]1CCCCCC1)[C@H]1CC(=O)N(CCc2ccccc2)C1,0.7521,3.6381,-5.91,-8.61
C=CCN(C(=O)CSCC(F)(F)F)[C@H]1CCS(=O)(=O)C1,0.6921,3.4355,-5.59,-7.13
COc1ccc(N)c(N2CC(C(C)C)C2)c1,0.7947,2.2077,-5.26,-6.28
CCS(=O)(=O)C[C@H](C)[NH+](C)Cc1ccc(F)c(Cl)c1,0.8606,4.1649,-5.27,-6.57
C[C@@H]1CCC[C@@H]([NH+](C)CCC(=O)NC(N)=O)C1,0.6309,4.6442,-5.34,-6.73
COc1cccc(C(=O)N[C@H](C)c2nnc3n2CCN(Cc2ccc(-c4ccccc4C)cc2)CC3)c1,0.3984,2.7843,-6.71,-8.82
CC[NH+]1CC[C@@H](NCCn2cnnc2C2CC2)[C@H](C)C1,0.7734,4.8603,-5.37,-7.46
CCn1nc(C)c([C@H](C)[NH2+]CC[C@@H](C)[S@](C)=O)c1C,0.8213,4.866,-5.21,-6.79
CN(CCOCC1CC1)c1cccc(F)c1C(N)=[NH2+],0.4195,3.0007,-5.51,-7.15
CC1=C[C@H]2C[C@@H]1[C@H]1C(=O)N(c3ccc(OC(F)(F)F)cc3)C(=O)[C@H]21,0.6145,4.243,-6.07,-7.42
Cc1ccc(N(C(=O)c2cccc([N+](=O)[O-])c2)[C@H]2C=CS(=O)(=O)C2)cc1,0.6071,2.946,-6.06,-8.31
Cc1ccc(CCNC(=O)c2csc3c2CC[C@H](C)C3)cc1,0.9023,2.5458,-5.98,-8.39
Cc1nn(C)c(C)c1C(=O)N1CCO[C@H](/C(N)=N/O)C1,0.3327,3.266,-5.63,-7.42
CC(C)Cn1ncnc1/C=C1\CC[C@@H]([NH3+])C1,0.831,4.4261,-5.21,-6.66
CCN(CC)S(=O)(=O)/N=C(\[O-])CCc1c[nH]c2ccc(C)cc12,0.617,3.0893,-5.88,-7.52
Cc1cccc([C@H]2N=C(c3ccc4nc([O-])oc4c3)CS2)c1,0.7272,3.8336,-6.04,-8.47
CC[NH2+][C@H]1CCN([C@@H](CC)c2cccs2)[C@@H](C)[C@H]1C,0.8795,4.776,-5.54,-6.89
CCC(CC)(NC(=O)N(C)C1CC[NH2+]CC1)C(=O)[O-],0.6486,4.4343,-5.44,-7.5
O=C(Nc1ccc(Oc2ccccc2)cc1)[C@H]1CC(=O)n2ncnc2N1,0.751,2.9952,-6.28,-8.56
CCCCNC(=O)NNC(=O)c1cc([N+](=O)[O-])ccc1Cl,0.4379,2.0576,-5.42,-7.81
CC(C)(C)C(=O)C[C@](O)(c1ccccc1)C(F)(F)C(F)F,0.8406,3.1651,-5.58,-7.71
CC(C)c1ccc2nc(NC(=O)c3ccco3)sc2c1,0.7821,2.0722,-5.79,-8.62
COc1ccc2c(c1)=C(CC[NH2+][C@H]1CC(=O)N(c3ccccc3)C1=O)C[NH+]=2,0.5731,4.3674,-6.22,-8.6
C[C@H]1CCCC[C@@]12NC(=O)N(CC(=O)N1CCN(S(=O)(=O)c3ccc4ccccc4c3)CC1)C2=O,0.6505,3.5874,-6.62,-9.99
CCNC(=O)NNC(=O)c1sc2cccc(F)c2c1C,0.7441,2.2947,-5.88,-8.24
Cc1cnc(S[C@H]2CC[C@](CO)([NH2+]C(C)C)C2)nc1,0.7949,4.6961,-5.46,-7.49
NC(=O)[C@@H]1Cc2ccccc2N1Cc1nnc(-c2ccccc2Br)o1,0.7294,2.8662,-6.28,-8.7
CCn1cc(Cl)c2nc(CCl)cc(=O)n21,0.759,3.4541,-5.67,-7.22
CC/[NH+]=C(/NCc1ccc(C)c(F)c1)N1CCC(OCC)CC1,0.6316,3.0827,-5.77,-8.51
Cc1cc2c(C)cc[n+](CCCS(=O)(=O)[O-])c2cc1C,0.6395,3.219,-5.83,-7.89
C[NH+](C)CCCCNc1ncc(Cl)cc1F,0.7393,3.5519,-5.11,-6.03
C[NH+](C1CCC([NH3+])CC1)[C@@H]1CCCC[C@@H]1O,0.5784,5.6505,-5.3,-6.36
O=C(C[C@H](c1ccccc1)N1CCOCC1)N1CCc2[nH]c3ccccc3c2C1,0.7428,2.7915,-6.62,-9.42
Cc1ccc(-c2nnn(Cc3nc4ccccc4s3)n2)cc1,0.5825,2.1466,-6.03,-9.06
N#Cc1nc(/C=C/c2ccccc2)oc1NCCCn1ccnc1,0.675,2.6775,-5.89,-8.11
CCC[NH+]1Cc2cccc(N[C@H](C)C(=O)NC(=O)Nc3ccccc3)c2C1,0.632,3.8741,-6.22,-8.75
Cc1cc2ncc([C@H](C)[NH2+]C[C@H](C(C)C)N3CCOCC3)c(C)n2n1,0.8572,4.1681,-5.85,-8.26
C[C@H](NC(=O)C1C[C@@H](C)O[C@H](C)C1)c1cccc(-n2cncn2)c1,0.9366,3.4141,-6.01,-8.48
CC1(C)C[C@@]2(C)OC(=O)[C@@H](c3ccccc3)N2C(=S)N1,0.635,3.7417,-5.8,-6.51
Cc1cc([C@H]2CCCN2CCc2ccc([N+](=O)[O-])cc2)no1,0.6257,2.7707,-5.84,-8.18
CC[C@H]([NH2+]C[C@@H](C)N1CCc2ccccc21)C(=O)Nc1cc(C)on1,0.8026,3.9623,-5.97,-8.67
CSC1=NC(=O)[C@H]2C(=N1)NC(=O)C[C@H]2c1cccc(O)c1,0.8171,3.9646,-5.84,-8.01
C[C@@H](CN(C)c1nc(-c2ccncc2)nc2c1cnn2C)N1CCOCC1,0.6779,3.2075,-6.2,-8.39
CC[C@@H]1C[NH+](CCNC(=O)C(C)(C)O)Cc2cc(OC)ccc2O1,0.6904,4.3055,-5.68,-7.57
Cc1ccc([O-])c(C[NH2+][C@@H]2CCCC[C@@H]2OC2CCCC2)[nH+]1,0.8887,5.2414,-5.7,-7.7
COC(=O)c1c(C)nn2c1ncc1c(=O)n(N3CC[NH+](C)CC3)ccc12,0.5683,3.8781,-6.29,-8.36
Cc1ccc(C(=O)Nc2nc3ccc(C(=O)OC(C)C)cc3s2)cc1,0.7042,1.9233,-6.21,-9.22
CCCCCc1nn2c(C)c(-c3ccccc3)nc2s1,0.6461,2.2359,-5.8,-8.05
Cc1cccc(OCC(=O)NCc2ccc(-c3nc4ncccc4o3)cc2)c1,0.5547,2.1056,-6.22,-9.56
CSC1=N/C(=C/c2ccc3c(c2)OCO3)C(=O)N1CN1CC[NH+](C)CC1,0.7601,3.7105,-5.92,-7.42
COCCCNC(=O)N(C[C@@H]1C[C@H]1C)C(C)C,0.6946,3.0814,-5.09,-6.72
C[C@H](Oc1ccc(F)cc1)C(=O)Nc1ccc(Br)cc1,0.9153,2.0202,-5.9,-8.58
Cc1ccc(S(=O)(=O)NC[C@H]2CN3CCCC[C@@H]3CO2)cc1,0.9123,2.9695,-5.79,-8.03
O=C1NCCN1[C@H]1CCCN(c2ccc3cc([N+](=O)[O-])ccc3n2)C1,0.682,2.9163,-6.05,-8.3
COCCCn1ccc(NC(=O)N[C@@H](C)c2ccccc2C)n1,0.7713,2.6346,-5.69,-7.93
Cc1nc(C)c(CC(=O)NN=C(c2ccccc2)c2ccccc2)c(=O)[nH]1,0.5413,2.3887,-6.25,-9.09
COc1cccc(C[C@@H](C(=O)NC[C@@H]2CCOC2)n2nnnc2C)c1,0.8025,3.2165,-5.75,-8.47
O=C(N[C@@H]1CC(=O)N(Cc2ccccc2Cl)C1)c1ccoc1,0.9416,2.698,-6.04,-8.39
O=C(NNC(=O)c1c[nH]c2cccc(F)c12)C(=O)NC1CC1,0.4752,2.3886,-6.12,-8.14
O=C(Nc1ccc(F)cc1F)c1[nH]c2ccc(Cl)cc2c1Cl,0.6765,2.1043,-6.35,-9.17
CC[NH2+]C[C@H](Cc1nc(C)cs1)c1ccc(Cl)cc1,0.8721,3.6816,-5.49,-7.48
COc1ccccc1/C=C/C(=O)Nc1ccccc1C(N)=O,0.8315,1.8222,-5.95,-8.62
CCCNc1nnc(S[C@@H]2CCN(c3cccc([N+](=O)[O-])c3)C2=O)s1,0.5822,3.103,-6.09,-8.18
CS[C@@H](CO)[C@@H](C)NC(=O)Nc1cnccc1C,0.7592,3.458,-5.25,-6.35
C[C@H]1Cc2cc([N+](=O)[O-])ccc2N1Cn1nc(-c2ccncc2)n(C2CC2)c1=S,0.3587,3.3039,-6.27,-7.66
CSCC[C@H](C(=O)Nc1ccc(C(C)=O)cc1)N1C(=O)c2ccccc2C1=O,0.5738,2.5896,-6.21,-8.96
CC(C)n1nccc1NC(=O)c1cc2ccccc2n1Cc1ccccc1F,0.5408,2.3033,-6.67,-9.0
O=C1CCCN1CCC[NH2+]Cc1ccccc1F,0.7494,3.1394,-5.47,-6.98
Cc1ccc(S(=O)(=O)c2ccc(C(=O)Nc3ccccc3F)o2)cc1,0.7684,2.0047,-6.46,-8.92
C[C@H](OC(=O)c1ccc(COc2ccccc2C#N)o1)[C@H]1CCCO1,0.7485,3.2599,-5.97,-8.35
CCCC(=O)N1CCC(C(=O)NN=C(c2ccccc2)c2ccccc2)CC1,0.6176,2.1016,-6.2,-8.94
Cc1cccc(NC(=O)[C@H]2CCCN(Cc3cnc(N(C)C)s3)C2)n1,0.8894,2.9045,-5.9,-8.35
CCOc1ccc2c(c1)CN(C(=O)C[C@H]1CCCO1)CC2,0.8548,2.6113,-5.85,-7.48
O=C(Nc1ccc(Cl)cn1)C1CCN(C(=O)c2ccc3[nH]cnc3c2)CC1,0.7266,2.3072,-6.38,-9.47
CC(C)(CNC(=O)NC[C@H]1CCN(c2ccccc2)C1)C(N)=O,0.7391,2.6888,-5.72,-8.42
O=C(c1cnn(-c2ccc(F)cc2)c1-n1cccc1)N1CCN([C@@H]2CCS(=O)(=O)C2)CC1,0.5964,3.0754,-6.38,-8.44
Cc1ccc(NC(=O)NCC2CC[NH+](Cc3ccccc3F)CC2)cc1F,0.7405,3.1566,-6.26,-9.19
CCC[C@H](C)NC(=O)c1cc(Br)c(Br)s1,0.8623,2.8033,-5.38,-6.8
Cc1ncccc1NC(=O)N[C@@H]1CCC[C@@H]1CNC(=O)OC(C)(C)C,0.7789,3.1178,-5.88,-8.03
O=C(NCc1ccsc1)c1ncccc1C(F)(F)F,0.9417,2.311,-5.65,-7.63
COc1ccccc1S(=O)(=O)N1C[C@H](c2ccccc2)O[C@H](C)C1,0.8533,2.7816,-6.24,-8.38
CC(C)c1ccc2c(c1)[C@H]([NH2+]CC[C@H](C)O)CCC2,0.8404,4.1045,-5.13,-8.06
CCNC(=O)CO[C@@H]1CC[C@@H]([NH3+])C1,0.6111,4.0258,-4.96,-5.88
O=C(Cn1cc(C(=O)c2ccncc2)c(=O)c2cc(Br)ccc21)Nc1ccccc1F,0.4352,2.2709,-6.02,-9.12
CNC(=O)c1ccc(N(C)C[C@H]2CC[NH+](Cc3ccccc3)C2)[nH+]n1,0.7647,4.9325,-6.03,-8.41
O=C(C[C@H]1S/C(=N\N=C\c2cccc(O)c2)NC1=O)Nc1ccc(Cl)c(Cl)c1,0.4909,3.2884,-6.35,-9.02
O=c1c2c(ncn2Cc2ccco2)n(Cc2ccccc2)c(=O)n1Cc1cc(-c2ccco2)on1,0.3522,2.7262,-6.52,-9.03
COc1ccc2nc(-n3nc(C)c4c3NC(=O)C[C@H]4c3ccc(Cl)cc3)sc2c1,0.5061,3.0912,-6.52,-9.5
CC[C@@H](C)C(=O)N1CCC[C@@H](C(=O)NCCn2cccc2)C1,0.8724,3.0673,-5.7,-8.45
CCCN1C(=O)CCc2cc(NC(=O)c3cccc(OC)c3O)ccc21,0.8631,2.1362,-6.16,-8.89
Cc1ncoc1C(=O)N1CCC[C@H](O)C1,0.7359,2.9712,-5.27,-6.21
Cc1cc(F)ccc1[N-]S(=O)(=O)c1c[nH]c2ncccc12,0.8052,3.3133,-6.18,-8.7
[O-]c1ccc(-c2ccc(F)cc2)[nH+]c1,0.6673,3.8795,-5.37,-6.48
CC[C@H](C)S(=O)(=O)NC[C@@H]1C[C@H](O)C[NH+]1Cc1ccccc1,0.6561,4.7129,-5.65,-7.45
C[C@H]1CCCCN1c1ccc(N2CCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)nn1,0.5078,2.836,-6.44,-8.19
CC(=O)N[C@H](CC(=O)Nc1ccccn1)c1ccc(Cl)cc1,0.8903,2.3699,-5.87,-8.19
CC(C)C[NH+]1CC[C@H](NC(=O)OC(C)(C)C)[C@@H](C)C1,0.8159,4.654,-5.41,-7.77
CC(=O)c1ccc(NC(=O)C[NH+]2CCN(c3nc(C(C)C)c4c(c3C#N)CCC4)CC2)cc1,0.6636,3.488,-6.47,-9.1
CC(C)(C)CC(=O)N1CCC2(CC1)Nc1ccccc1C(=O)N2CC(F)(F)F,0.8243,3.2905,-6.21,-8.95
C[C@H]1C[C@H](C)CN(C(=O)CSc2nnc(-c3c[nH]c4ccccc34)o2)C1,0.7069,3.1748,-6.2,-9.14
O=C1CCCc2cc(C(=O)Cn3cccc(C(F)(F)F)c3=O)ccc2N1,0.8516,2.476,-6.39,-9.08
CC(/C=C/c1ccccc1)=N\NC(=O)c1cccnc1,0.6823,2.1133,-5.8,-8.43
COc1ccc(C)cc1[C@H](C)NC(=O)Cc1c[nH]c2c(C)cccc12,0.733,2.5833,-6.42,-9.07
CC(=O)N[C@H]1CCCN(C(=O)CCCC2CCCC2)C1,0.8408,2.5618,-5.6,-7.55
C[C@@H](CN/C(N)=[NH+]/Cc1ccco1)Oc1ccccc1,0.5207,3.5017,-5.69,-7.78
CCc1ccccc1NC(=O)C(=O)NC[C@H](c1ccc(F)cc1)N1CC[NH+](C)CC1,0.6198,3.4663,-6.3,-8.45
CCc1nnsc1C(=O)N1C[C@H](C)[C@@H](C(=O)OC)C1,0.7733,3.4115,-5.36,-7.5
CCc1nc(CCNC(=O)N[C@H]2C[C@@H]2C)sc1C,0.8596,3.2539,-5.25,-7.72
COc1cc([C@@H](C)[NH2+][C@@H](C)c2c(C)noc2C)ccc1O,0.887,3.9431,-5.71,-7.69
CCOCCN(C)C(=O)N[C@H]1CCN(c2cccc(Cl)c2)C1,0.8177,2.6653,-5.68,-8.38
Cc1ccc(CNC(=O)CCc2nc(-c3ccsc3)no2)cc1,0.7536,2.0941,-5.87,-8.8
O=c1oc2cc(O)ccc2cc1-c1cccc(Cl)c1,0.6853,1.9952,-6.22,-8.65
CCN(c1ccc(C(=O)NCc2ccc([S@](C)=O)cc2)cc1)C(C)C,0.8228,2.671,-5.83,-8.61
CN(Cc1nnc(-c2ccccc2)o1)C(=O)c1cnn2c(-c3ccccc3)ccnc12,0.4387,2.3976,-6.58,-8.81
CCCn1c(C)nnc1S[C@H](C)c1ccc(F)c(F)c1,0.7775,2.7584,-5.5,-7.73
Cc1ccc(CNC(=O)CC[C@@H]2N=C3c4ccccc4NC(=S)N3C2=O)o1,0.7755,3.2067,-6.32,-7.85
O=C([O-])COc1ccc(/C=C/C(=O)c2ccc(F)cc2F)cc1[N+](=O)[O-],0.322,2.6413,-5.97,-8.6
C[C@@H](Cc1ccco1)NC(=O)C1=NN(c2ccccc2)C(=O)[C@H](C)N1,0.8666,3.3758,-6.01,-8.35
Cc1cc(C)cc(-n2c(C)cc(/C=C(\C#N)C(=O)NCc3cccs3)c2C)c1,0.4933,2.5121,-6.49,-9.21
O=C(OCc1nc(C2CC2)cs1)c1sccc1Br,0.7805,2.6776,-5.71,-7.33
COc1ccc(CN2C(=O)[C@H]3Cc4ccccc4C[NH+]3C[C@@]2(C)C(=O)NC2CCCCCC2)cc1,0.6526,4.1233,-6.44,-9.21
CC[S@](=O)[C@@H]1CCC[C@H](NC(=O)N(C)CCc2ccccn2)C1,0.8665,3.6627,-5.78,-7.92
Cc1sc2ccccc2c1S(=O)(=O)OCC(F)(F)C(F)F,0.6129,2.8319,-5.79,-8.4
COc1ccc(Cl)cc1S(=O)(=O)NCc1nc2cccnc2n1C,0.747,2.258,-6.05,-8.17
O=C(COC[C@H]1CCCCO1)N1CCC[C@H]([C@@H]2C[C@H](C(F)(F)F)n3ncnc3N2)C1,0.7712,4.3156,-6.22,-8.37
Cc1ccc2nc([C@H](C)Cl)n([C@@H](C)c3nc(C)cs3)c2c1,0.6346,3.3145,-6.01,-8.35
Cn1cc(C(=O)N2CCO[C@@H](c3ccc(Cl)c(Cl)c3)C2)c(C(C)(C)C)n1,0.7632,3.0354,-6.21,-8.36
CC(C)[NH+]1CCCN(Cn2nc(-c3cccs3)oc2=O)CC1,0.8913,4.1432,-5.97,-7.37
CC(=O)Nc1ccc(OC(=O)c2nc(C3CC3)n3ccccc23)cc1,0.5858,2.2572,-6.25,-8.56
CCn1nc(C)c2nc(SCC(=O)[O-])n(CC3CC3)c21,0.7368,3.2466,-5.54,-7.65
C[C@@H]1[NH2+]CCC[C@H]1C(=O)N[C@@H]1CCCC[C@@H]1O,0.625,4.5597,-5.32,-6.75
COc1ccc(CN(C(=O)c2ccno2)[C@@H]2CCCC[C@H]2C)cc1OC,0.7831,3.1658,-6.0,-7.71
Cc1ccc(OCc2csc(CC(=O)Nc3ccccc3)n2)c([N+](=O)[O-])c1,0.4891,2.1158,-5.76,-8.73
COC[C@@H](C)NC(=O)Nc1ccc(C)c(C(F)(F)F)c1,0.8945,2.5206,-5.59,-7.87
Cc1cncc([N-]S(=O)(=O)c2c(Cl)cc(Cl)cc2Cl)c1,0.8026,3.4211,-5.96,-7.98
O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C(=O)N1CNc1ccccc1C(F)(F)F,0.682,4.289,-6.08,-7.87
Cc1ccc(-c2cc3c(=O)n(Cc4nc(-c5ccccn5)no4)ccn3n2)cc1C,0.4614,2.6146,-6.23,-8.68
O=C(c1ccc(S(=O)(=O)C(F)F)cc1)N1CCC[C@H]1c1ccccc1,0.8309,2.474,-6.26,-8.77
Cc1cc(C)c(/N=C(\O)CN(C)C(=O)c2cc3cc(C)ccc3nc2C)c(C)c1,0.4964,2.6895,-6.05,-8.75
CCO[C@H](CCNC(=O)[C@@H]1SCCc2ccccc21)C(C)C,0.8339,3.5889,-5.67,-7.6
[NH3+][C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COCc1ccccc1,0.7867,3.7904,-5.9,-8.25
CC[C@](C)(C(=O)c1ccoc1)[NH+]1CCCC1,0.7795,4.7969,-5.09,-6.19
COCCC(=O)N1CCC[C@@H](c2noc3nc(C(C)C)cc(C(F)(F)F)c23)C1,0.757,3.3235,-6.33,-8.41
Nc1ccc(Cl)cc1S[C@H]1CS(=O)(=O)C[C@@H]1O,0.8003,3.5593,-5.69,-7.15
COc1ccc(C(=O)O[C@H](C)/C(O)=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.3828,2.9465,-6.38,-8.99
COc1ccc2[nH]c3c(=O)n(CCc4ccccc4)cnc3c2c1,0.6285,2.0964,-6.3,-9.04
Cc1ccc(C(=O)[C@@H](C)Br)cc1Cl,0.587,2.4692,-4.95,-5.42
COC(=O)[C@H](C)Oc1ccc(Cl)cc1C,0.7464,2.2275,-5.2,-6.39
CCCc1nnc2sc(-c3ccc(NC(=O)c4cccc(C)c4)cc3)nn12,0.5606,2.1829,-5.83,-9.74
NC(=O)[C@@H](Cl)c1cccc(C2CC2)c1,0.7634,2.7191,-5.34,-6.52
COc1ccc(C(=O)[O-])cc1NC(=O)[C@H]1CC(O)=Nc2c(C)c(-c3ccc(C)cc3)nn21,0.6365,3.51,-6.49,-8.61
COCCSc1nc2ccc(C)cc2c(=O)n1C,0.481,2.0947,-5.6,-7.53
N#Cc1cccc(N2CCC[C@@H](c3[nH]ncc3Cc3ccccc3)C2)n1,0.7849,2.9786,-6.12,-9.0
Cc1ccc(CNC(=O)Cn2cnc3ncccc3c2=O)cc1,0.7905,2.027,-6.12,-8.45
CC1=CC[C@@H]2[C@@](C)(CCC[C@@]2(C)C(=O)[O-])[C@@H]1C[C@]12O[C@H]1[C@@H](O)C(CO)=C[C@H]2O,0.4802,5.4857,-6.06,-8.34
CCO[C@H]1CCCN(C(=O)NNC(=O)CC2CCCCC2)C1,0.782,2.8298,-5.7,-8.61
[NH3+][C@@]1(CO)CCC[C@H]1CCOc1cccc2cccnc12,0.8803,3.714,-5.71,-7.46
Cc1nc2ccc(NS(=O)(=O)c3c(C)c(C)c(C)c(C)c3C)cc2o1,0.7491,2.4431,-6.23,-8.88
C=C1C=C([O-])N2C(=NC(NC[C@@H]3CCCO3)=N[C@H]2c2ccc(Cl)cc2)N1,0.8386,4.109,-5.84,-8.25
O=C(CSc1ccccc1)N1CCC(Cc2ccc(-n3cccc3)cc2)CC1,0.5504,2.1768,-6.51,-9.03
Cc1nn(C)c(C)c1C(=O)Nc1ccc(Br)c2cccnc12,0.7607,2.2412,-6.12,-8.29
Cc1ccc(CN2C[C@]34C=C[C@H](O3)[C@H](C(=O)N(C)Cc3ccccn3)[C@H]4C2=O)cc1C,0.702,4.8623,-6.45,-8.28
CC(C)COCCC(=O)Nn1cnc2sc3c(c2c1=O)CCCC3,0.8133,2.6786,-6.01,-8.05
CCc1ncc(C[NH+](C)Cc2cc(C(N)=O)cs2)s1,0.8378,4.3051,-5.56,-7.29
CC[NH+]1CCN(c2ccc(C[NH2+]Cc3ccc(OC)c(F)c3)cn2)CC1,0.7426,4.0107,-5.87,-8.22
CCCCc1noc([C@H](C)[NH+]2CCC(CNC(C)=O)CC2)n1,0.7849,4.1527,-5.47,-8.08
CC[NH+]1CCN(C(=O)CCC2CCN(C(=O)c3cccc(C(=O)OC)c3)CC2)CC1,0.6984,3.1093,-6.16,-8.14
C[C@H]1C[C@@H]1c1ccc(/C=C/C(=O)NC[C@](C)(O)c2ccc(F)cc2)o1,0.7882,3.4721,-6.1,-8.57
CC(=O)c1ccc(NC(=O)N2CC[C@@H](C)C[C@@H]2C)cc1C,0.8403,2.87,-5.74,-8.57
C[C@H](NCc1ccnc(OC2CCCCC2)c1)c1ccc2[nH]c(=O)[nH]c2c1,0.6194,2.9528,-6.29,-8.84
CCCn1ccnc1CC(=O)c1ccco1,0.7234,2.4328,-5.01,-6.16
C[C@H]([NH2+][C@@H](C)c1ccc2c(c1)OCCO2)C(=O)Nc1ccc(Cl)cc1,0.8603,3.4857,-6.1,-8.76
Cc1ccccc1CCNC(=O)CCN1C(=O)[C@@H](C)Oc2ccccc21,0.8696,2.5393,-6.18,-8.57
[NH3+]C[C@@H]1CC[C@H](C(=O)Nc2ccc(-n3cncn3)nc2)O1,0.78,3.8048,-4.92,-8.3
CCC[NH2+][C@H](CC)Cc1ccc2nccnc2n1,0.8348,4.0984,-5.24,-7.22
CC[C@@H](NC(=O)CNC(=O)c1cccc(OC)c1)c1cccc(Cl)c1,0.7953,2.3001,-5.97,-8.87
COc1cccc(C[NH+]2CC[C@H](Nc3ccccc3)C2)c1O,0.7869,3.8749,-5.95,-8.42
Cn1ccnc1C(=O)c1ccc(N2CCC[C@@H]2C(C)(C)O)c([N+](=O)[O-])c1,0.4998,3.2593,-6.07,-8.38
O=[N+]([O-])c1c(-c2ccccc2)nc2ccccn12,0.5099,2.187,-5.87,-8.05
CSc1nc2c(c(=O)[nH]1)CCCC2,0.5448,2.7342,-5.15,-6.47
CCOc1ccc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)cc1S(=O)(=O)N(C)C,0.589,2.3127,-6.35,-9.11
O=C(Nc1ccccc1C(=O)NCc1ccccc1)c1cnc2ccccc2n1,0.5497,1.8715,-6.59,-10.08
Cc1ccc(C)c(S(=O)(=O)NCCNC(=O)Cc2cccc(Cl)c2)c1,0.7248,1.9771,-5.4,-8.97
CCCCc1[nH]ncc1C(=O)[O-],0.6918,3.1795,-4.88,-5.29
CCCn1cc(CNC(=O)C(=O)Nc2c[nH]ccc2=O)c(C)n1,0.6994,2.736,-5.83,-8.44
Cc1ccc(F)cc1S(=O)(=O)N[C@H]1CC[NH2+]C[C@@H]1C,0.8443,4.0405,-5.58,-7.88
CCCOc1ccc(CNC(=O)[C@@H]2C[C@@H]3C=C[C@H]2C3)cc1,0.8144,3.7551,-5.5,-7.72
C#CCN(CCN(C)c1ccccc1)[C@@H]1CCS(=O)(=O)C1,0.7417,3.1152,-5.56,-6.94
C=CCn1c(C)c(C)n2c3c(=O)n([C@@H](C)C(C)=O)c(=O)n(C)c3nc12,0.6643,3.3952,-6.12,-8.17
Cc1cc(NC(=O)NCc2ccc(NC(=O)NC(C)C)cc2)n(C)n1,0.6705,2.1146,-5.98,-8.74
CC(C)(C)N(Cc1ccccc1)C(=O)CN1C(=O)c2cccc3cccc1c23,0.67,2.2242,-6.54,-8.96
CC(C)CN1C(=O)N[C@@](NC(=O)c2ccccc2F)(C(F)(F)F)C1=O,0.6362,2.9408,-6.21,-8.35
C=CC[C@]1(CO)CCCN(C(=O)Cc2ccc3c(c2)OCO3)C1,0.8454,3.0539,-5.78,-8.5
COc1cccc([C@@H]2CC(=O)Nc3c2c(C)nn3-c2nncc(-c3ccc(Cl)cc3)n2)c1,0.5052,3.2343,-6.74,-9.68
NS(=O)(=O)c1ccc(NCc2ccccc2O)cc1,0.7925,1.7925,-5.85,-7.98
COc1ccc(CCC(=O)Nc2ccc(C)c(N3CCCCC3=O)c2)cc1,0.8376,1.9336,-6.29,-9.03
C[C@@H](CC#N)[NH2+]CCC(=O)NC1CC1,0.6022,4.1819,-5.04,-5.9
CCNC(=O)N1CC[C@@H]([NH2+][C@H](C)[C@@H]2CN(Cc3ccccc3)CCO2)C1,0.7819,3.9899,-5.86,-8.32
COc1ccc(CN(C)C(=O)c2ccc(N)c([N+](=O)[O-])c2)cc1F,0.515,2.0906,-5.84,-8.17
CCCOc1c(Cl)cc(C[NH+]2CC[C@@]3(CCOC3)C2)cc1OCC,0.8167,4.7278,-5.56,-7.73
C[C@H]1CCC[C@H](/C([O-])=N/S(=O)(=O)c2ccccc2[N+](=O)[O-])C1,0.3628,3.626,-6.02,-7.47
COCC1CCN(C(=O)Nc2cc(F)c(OC)cc2OC)CC1,0.9037,2.1367,-5.72,-7.51
Cc1n[nH]c(SCCC(=O)NCc2ccc(Br)s2)n1,0.7765,2.849,-5.79,-7.99
C[C@]1(C[NH2+]CC[NH3+])CCCO1,0.4762,5.7108,-4.8,-4.89
C[C@H]1C[C@@H]([NH2+]CC(C)(C)O)CS1,0.6676,5.4036,-5.06,-5.82
C[C@@H](O)[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1,0.8268,3.2759,-5.48,-6.94
C[C@H](NC(=O)c1ccnn1C)C12CC3CC(CC(C3)C1)C2,0.9289,4.1948,-5.6,-7.95
O=C(NCCOc1ccc(F)cc1F)N[C@H]1CCCC[C@H]1CO,0.7012,2.9092,-5.88,-7.84
CNS(=O)(=O)c1ccc([C@@H](C)[NH2+]Cc2nc(C)sc2C)cc1,0.8365,3.7013,-5.78,-8.21
CCOC(=O)[C@]1(C[C@@H]2CC(c3ccccc3F)=NO2)CCC[NH+](C(C)C)C1,0.7746,4.4808,-5.93,-8.27
C[C@H](C(=O)Nc1ccc(NC(=O)CCc2ccncc2)cc1)n1cncn1,0.6704,2.5678,-5.96,-8.49
O=C(Cc1ccc(Cl)cc1)c1cccc(I)c1,0.5894,1.7611,-5.99,-8.71
COCCC[NH+]1CCC[C@]2(CCC(=O)N(CCc3ccccn3)C2)C1,0.748,4.7228,-5.74,-8.05
CC(C)c1nc(-c2ccc(F)cn2)nc([O-])c1Br,0.8552,3.0772,-5.67,-7.77
CC[C@@H](C)C(=O)NC[C@@H](C)Cc1ccc(OC)cc1,0.8209,2.5942,-5.22,-7.11
Cc1cc([N-]S(=O)(=O)C[C@@H]2CCCCO2)ccc1Oc1cccnc1,0.7742,3.6281,-6.1,-8.13
