smiles,docking,source,rank
[C@@]1(C(=O)N2CCC[C@H]2C(N)=O)CCC[C@@H]1Nc1nc2ccccc2s1,-10.3,AIEMG,776
[N+]c1ccc(N2CCN(C(=O)Cc3ccccc3)CC2)cc1,-10.3,AIEMG,777
[C@H](CCN(C)C(=O)NCc1nc(C2CCCCC2)n[nH]1)c1ccc(Cl)cc1,-10.3,AIEMG,778
Cc1[nH]c(=O)nnc1N1CCN(C(=O)c2cc(Cl)ccc2Cl)CC1,-10.3,AIEMG,779
[NH+]/1(SCc2ccc(F)cc2)C[NH+](Cc2ccc(C(F)(F)F)cc2)C1=O,-10.3,AIEMG,780
S[C@H]1CCCN(C(=O)Cc2cccc(OCc3ccccc3)c2)C1,-10.3,AIEMG,781
[C@](C#Cc1cccc(C(=O)[O-])c1)c1ccccc1F,-10.3,AIEMG,782
[C@]Sc1cccc(C(=O)N[C@H]2C[C@@H]2Cc2ccc(Cl)cc2)c1,-10.3,AIEMG,783
[C@H](c1ccccc1Br)CN1C=C(c2ccccc2)N=N1,-10.3,AIEMG,784
[N+]1=CCCC[C@@H]1C(=O)NC[C@H](c1ccccc1)N1CCN(C(=O)c2ccc3c(c2)OCCO3)CC1,-10.3,AIEMG,785
[C@H]1C(=O)N(CCC[NH+](C)Cc2cnc(-c3ccccc3)o2)C(=O)c2ccccc21,-10.3,AIEMG,786
c1ccc(-c2ccccc2CN2CCN(c3cccc[nH+]3)CC2)cc1,-10.3,AIEMG,787
[C@][N+][C@]1(Cc2ccc(C(C)(C)C)nc2)NC(=O)N(CC(=O)N2CCN(c3ccccc3)C2=O)CC1,-10.3,AIEMG,788
[N+]1=C[C@H](c2cc(OCc3ccccc3)ncc2[O-])CC(=O)N1c1ccc2c(c1)OCO2,-10.3,AIEMG,789
Fc1ccc(-n2cc(Cl)cc(C(=O)/C=C/c3ccc(Cl)cc3)c2=O)cc1,-10.3,AIEMG,790
FN(C(=O)c1ccccc1F)c1nc([C@H]2CCCN(C(=O)c3ccccn3)C2)nc2cccc(F)c12,-10.3,AIEMG,791
FC(F)(F)CC1CCN(C(=O)c2cc3ccc(Cl)cc3s2)CC1,-10.3,AIEMG,792
[P@@]=C(Nc1ccc(-n2cccc2C(F)(F)F)cc1)c1ccccc1,-10.3,AIEMG,793
[C@@]1(COc2ccc(F)cc2)NC(=O)N(c2ccc(Cl)cc2Cl)C1,-10.3,AIEMG,794
Fc1ccc(Oc2ccc(CSc3nncc(Cl)c3F)o2)cc1,-10.3,AIEMG,795
[C@H]1CC[C@@H](C)[C@H](NCc2ccc(OCc3ccccc3)cc2)C1=O,-10.3,AIEMG,796
FC(F)C1CCN(C(=O)CNc2cccc(OCC(F)(F)Cl)c2)CC1,-10.3,AIEMG,797
[C@@][C@@H](Cc1ccccc1)NC(=O)c1ccc(Cl)cc1O,-10.3,AIEMG,798
Clc1cc(C[C@H](O)c2ccccc2)sc1-c1ccccc1,-10.3,AIEMG,799
CCOCc1nc2c(=O)n(Cc3ccccc3)nc(C)c2c2cc(-c3ccccc3)nn12,-10.3,ChEMBL,800
O=c1c2ccc(Cl)cc2ncn1Cc1ccc2c(c1)OCO2,-10.3,ChEMBL,801
O=C(Nc1nc(C2(C(=O)O)CC2)cs1)c1cccc(COc2ccccc2)n1,-10.3,ChEMBL,802
[C@@][C@@H](SCC(=O)N1CCN(c2ccccc2)CC1)C(=O)NC(=O)NCc1ccccc1,-10.3,AIEMG,803
COc1cc2c(NCc3ccc4c(c3)CCC4)ncnc2c(OC)c1OC,-10.3,ChEMBL,804
CCn1ncc2c3c(NCc4ccc(OC)c(Cl)c4)nnc(NCc4ccncc4)c3cnc21,-10.3,ChEMBL,805
CN1CCN(S(=O)(=O)c2ccc(Nc3nc(NCc4ccccc4)c4ncn(C)c4n3)cc2)CC1,-10.3,ChEMBL,806
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)s4)ccc3OCC)nn12,-10.3,ChEMBL,807
[C@H]Oc1ccc(NC(=O)NC2CCCC2)cc1OCc1cnn(-c2ccc(F)cc2)c1-n1cccc1,-10.3,AIEMG,808
Cc1nn(Cc2ccccc2)c(=O)c2ncn3nc(-c4ccccc4)cc3c12,-10.3,ChEMBL,809
O=C(O)/C=C/c1ccc2c(=O)[nH]c3cc(C(F)(F)F)ccc3n12,-10.3,ChEMBL,810
COc1ccc(-c2ccc3nc(NCC4CCOCC4)c(=O)n(CC4CCCCC4)c3n2)cn1,-10.3,ChEMBL,811
CCCOc1ccc(-c2csc(C)n2)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1,-10.3,ChEMBL,812
[C@](O)(Cn1cc([N+](=O)[O-])ccc1=O)c1ccc(Oc2ncccc2OC(F)F)cc1,-10.3,AIEMG,813
Clc1cc(C(=O)Nc2cccnn2)ccc1NC[C@H](O)c1ccccc1,-10.3,AIEMG,814
CCOc1ccc(-c2ccc(C(=O)NO)cn2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-10.3,ChEMBL,815
[N+]1=CC[C@H](c2ccccc2F)CN1Cc1ccccc1,-10.3,AIEMG,816
O=c1c(NCC2CCOCC2)nc2ccc(-c3ccc(O)nc3)nc2n1CC1CCCCC1,-10.3,ChEMBL,817
[C@H]Oc1cccc(C(=O)Nc2cccc(C[NH+](Cc3ccc(F)cc3)C(C)C)c2)c1,-10.3,AIEMG,818
CN1C(=O)c2[nH]c(Cc3ccc(C(F)(F)F)cc3)nc2N2C1=N[C@@H]1CCC[C@@H]12,-10.3,ChEMBL,819
O=c1c(NCC2CCOCC2)nc2ccc(-c3cnc(O)nc3)nc2n1CC1CCCCC1,-10.3,ChEMBL,820
O=C(O)CCC(=O)NCc1ccc2c(c1)CC(=O)N2C(=O)c1ccccc1,-10.3,ChEMBL,821
COCc1ccc(-c2nn(Cc3ccccc3)c3cc(C)ccc23)o1,-10.3,ChEMBL,822
[C@@]1(Cc2cccc(C(F)(F)F)c2)NC(=O)N(Cc2ccc(COC(N)=O)cc2)C1=O,-10.3,AIEMG,823
CCOC(=O)C1C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,-10.3,ChEMBL,824
[C@@](N)(c1ccc(C(=O)N2CCOCC2)cc1)[C@H]1Oc2ccccc2C[C@H]1O,-10.3,AIEMG,825
Clc1nc(-c2ccc(F)cc2)nc(-c2ccccc2F)n1,-10.3,AIEMG,826
FC(F)(F)c1ccc(C(=O)N[C@H]2CCCN(c3ccccc3F)C2=O)cc1,-10.3,AIEMG,827
[C@]1([C@@H](c2ccc3c(c2)OCO3)N[C@@H](CO)c2ccccc2)c2ccccc21,-10.3,AIEMG,828
[C@@]1(C(=O)Nc2ccccc2)[C@@H](C2CCCC2)[NH+]c2ncccc21,-10.3,AIEMG,829
[C@@](C#Cc1ccccc1)C(=O)Nc1cccnc1Oc1cccc(Cl)c1,-10.3,AIEMG,830
[C@H]1C(C#N)C(=O)N(CCN2CCN(c3ccccc3F)CC2)c2ccccc21,-10.3,AIEMG,831
[NH+]1CCN(Cc2c[nH+]c3ccccc3n2)C[C@@H]1Cc1ccccc1,-10.3,AIEMG,832
[C@H]1CCN(C(=O)NCc2ccc(-n3ccnc3)cc2)c2ccccc21,-10.3,AIEMG,833
[C@H]Oc1ccc(-c2ncco2)cc1NC(=O)c1ccnc(OCCc2cccnc2)c1,-10.3,AIEMG,834
[N+]=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccc(Cl)c(Cl)c1,-10.3,AIEMG,835
ClCc1ccc(S(=O)(=O)N2CCN(Cc3ccc(C(=O)NC(=O)C4CC4)cc3)CC2)cc1,-10.3,AIEMG,836
[C@](C#N)(C(=O)Nc1cccc(C(=O)N2CCC[C@@H](C)C2)c1)c1ccccc1,-10.3,AIEMG,837
[C@]1(CC(=O)N2CCC[C@H]3CCCC[C@@H]32)CN(c2cnccn2)C1,-10.3,AIEMG,838
FC(F)(F)c1ccccc1SC1CCN(C(=O)c2ccccc2[N+](=O)[O-])CC1,-10.3,AIEMG,839
Fc1ccc(COc2ccccc2CN2CCN(Cc3ccco3)CC2)cc1,-10.3,AIEMG,840
[NH+]Nc1cccc(C(=O)NCc2cc(=O)n(C)c3c2CCC3)c1,-10.3,AIEMG,841
Fc1ccccc1CNC(=O)c1ccccc1-c1cccnc1,-10.3,AIEMG,842
Clc1ccccc1O[C@@H]1C=C[C@H](C(=O)N[C@H](C(=O)[O-])c2ccccc2F)C1,-10.3,AIEMG,843
F[N+]([O-])=C(CC[NH+]1CCn2cccc2C1)c1c([O-])c2ccccc2oc1=O,-10.3,AIEMG,844
[C@@]1(c2cccc(Cl)c2)NC(=O)N1CCCN1CCN(c2cccc[nH+]2)CC1,-10.3,AIEMG,845
Fc1ccc(-n2ncc3c(=O)n(-c4cccc(F)c4)ncc32)cc1,-10.3,AIEMG,846
COc1ccc(NC(=O)C(C)Nc2nc3c(cnn3-c3ccccc3Cl)c(=O)[nH]2)cc1,-10.3,ChEMBL,847
CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4cc(Cl)ccc34)nnc21,-10.3,ChEMBL,848
[C@@](C)(C#N)c1cccc(CC[NH+]2CCC[C@]2(C)C(=O)c2ccccc2)c1,-10.3,AIEMG,849
CCc1cc(C#N)cc2c(NCc3ccc(OC)c(Cl)c3)ccnc12,-10.3,ChEMBL,850
[C@@](C#Cc1ccc(OC(F)F)cc1)NC(=O)c1ccc(-c2ccco2)cc1,-10.3,AIEMG,851
[N+]=Cc1cccc(/C=C/C(=O)Nc2ccccc2OC(F)F)c1F,-10.3,AIEMG,852
Clc1cccc([C@H]2CCCN2CCNC(=O)c2ccccc2F)c1,-10.3,AIEMG,853
[C@@]Oc1ccccc1C(=O)NCCc1n[nH]c2ccccc12,-10.3,AIEMG,854
FC(F)(F)c1ccc(OCC(=O)N2CCC(COc3ccccc3)CC2)cc1,-10.3,AIEMG,855
FC(F)(F)Oc1cccc(-c2csc(NC3CCCCC3)n2)c1,-10.3,AIEMG,856
[C@H](C)NC(=O)c1cccc(C#Cc2c(F)cccc2OC(F)F)c1,-10.3,AIEMG,857
COc1cccc(C2=CC[C@@H](CNC(=O)c3ccc4c(c3)CCN4CCCOC)C2)c1,-10.3,AIEMG,858
[C@]1(c2ccccc2)NC(=O)/C1=NC1=[N+]([O-])[C@H](C(=O)Nc2ccccc2)CC1=O,-10.3,AIEMG,859
[C@@](C#Cc1ccc(Cl)cc1OCCN1CCCCC1=O)c1cccc(F)c1,-10.3,AIEMG,860
[C@]1(CNC(=O)c2ccccc2CN2CCCCC2)N(C2CC2)[C@H](O)c2ccccc21,-10.3,AIEMG,861
Fc1cc(/C=N/N=C2\Sc3ccccc3N2)ccc1OCc1ccccc1,-10.3,AIEMG,862
[C@@](CCC(=O)Nc1ccc(F)cc1Cl)c1cccc(-n2cccn2)c1,-10.3,AIEMG,863
[NH+]=C(/NCC(=O)NCc1ccccc1)N1CCN(c2ncccn2)CC1,-10.3,AIEMG,864
[C@H]Oc1ccc(CNC(=O)c2ccc(-c3ccc(Cl)cc3Cl)cc2)cc1OC,-10.3,AIEMG,865
[C@@]Oc1cccc(NC(=O)CCNC(=O)N2CCN(c3ccc(F)cc3)CC2)c1,-10.3,AIEMG,866
[C@@]Oc1cc(-c2ccncc2)nc(S[C@@H](C)C(=O)NCc2ccccc2)c1C,-10.3,AIEMG,867
O=C(Nc1nc(C2(C(=O)O)CCOCC2)cs1)c1cccc(COc2ccccc2)n1,-10.3,ChEMBL,868
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)N[C@H](C)C(=O)O)n1,-10.3,ChEMBL,869
[C@]1(c2ccccc2)NC(=O)N(CC(=O)NCc2cc(C#N)ccc2F)C1=O,-10.3,AIEMG,870
Cn1nc(-c2ccc(Cl)cc2)s/c1=N\c1cccc(C(=O)O)c1,-10.3,ChEMBL,871
c1ccc(CCNc2nc(-c3ccccc3)nc3ccccc23)cc1,-10.3,ChEMBL,872
C[C@H](NC(=O)c1cccnc1)c1ccc(Oc2ccc(Cl)cc2)cn1,-10.3,AIEMG,873
[N+]c1ccccc1-c1nnc(-c2ccccc2Br)[nH]1,-10.3,AIEMG,874
[C@H]Oc1ccc(-c2nc([C@@H](C)NC(=O)N[C@@H]3CCOC3)sc2C)cc1F,-10.3,AIEMG,875
[P@@]=C(/NCC(=O)N1CCc2ccccc21)c1ccc(F)cc1F,-10.3,AIEMG,876
[C@@]Oc1cccc(NC(=O)C2CN(C(=O)Cc3ccccc3)C2)c1,-10.3,AIEMG,877
c1ccc(CNc2nc(-c3ccncc3)nc3ccccc23)cc1,-10.3,ChEMBL,878
Fc1ccc([C@H]2C[NH2+][C@H](N(Cc3ccccc3)[NH2+]Cc3ccccc3)C2)cc1,-10.2,AIEMG,879
[C@]1(C(=O)/C=C/c2ccccc2Oc2ccccc2)=NC(=O)[C@H]1C,-10.2,AIEMG,880
COc1ccc(C(=O)Nc2ccccc2[N+](=O)[O-])cc1OC1CCCC1,-10.2,ChEMBL,881
N#Cc1cc(NC(=O)[C@@H]2CC(=O)N(C3CCCCC3)C2)cc(Cl)c1Cl,-10.2,AIEMG,882
Fc1cc(Oc2ccc(Cl)cc2)c2ccccc2c1NC1CCCCC1,-10.2,AIEMG,883
Cc1ccc2ncnc(NCc3ccc4c(c3)OCO4)c2c1,-10.2,ChEMBL,884
Cn1c(=O)[nH]c(=O)c2c1nc(S)n2CC(O)COc1ccc2ccccc2c1,-10.2,ChEMBL,885
COc1ccc2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,-10.2,ChEMBL,886
[N+]1=NC(=O)C[C@@H](Cc2cccc(Br)c2)N1c1ccccc1,-10.2,AIEMG,887
[C@](O)(C[NH+](C)c1nc(-c2ccccc2F)nn1-c1ccccc1)c1ccc2c(c1)OCO2,-10.2,AIEMG,888
[N+]c1ccc(N2CCN(C(=O)CCn3cc(C(F)(F)F)cn3)CC2)cc1,-10.2,AIEMG,889
[C@]1(Cc2cccs2)NC(=O)N(CC(=O)N2CCC([C@@H](N)c3ccccc3)C2=O)CC1,-10.2,AIEMG,890
C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CCC(Cl)CC1,-10.2,ChEMBL,891
[C@H]Oc1ccccc1-c1nc2ccccc2n1CC(=O)NC[C@H](C)c1ccccc1,-10.2,AIEMG,892
NS(=O)(=O)c1cccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)c1,-10.2,ChEMBL,893
CCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O,-10.2,ChEMBL,894
[C@@](CC(=O)N[C@@H](C)c1ccc(F)cc1)c1cccc(F)c1F,-10.2,AIEMG,895
O=C(Cc1csc(NC(=O)CCCCCc2ccccc2)n1)NO,-10.2,ChEMBL,896
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,-10.2,ChEMBL,897
Cc1nn(Cc2ccccc2)c(=O)c2nc(CCCC(=O)O)n3nc(-c4ccccc4)cc3c12,-10.2,ChEMBL,898
[C@H]Oc1ccccc1C(=O)N1CC[C@H]([NH2+]Cc2ccnc(C(=O)NC)n2)C1,-10.2,AIEMG,899
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)cc4)ccc3OCC)nn12,-10.2,ChEMBL,900
[C@H](C)c1ccc(CN2CCN(C(=O)[C@@H]3CC=CCC3)CC2)cc1,-10.2,AIEMG,901
[C@H]1C[C@@H](C(=O)NC2CCN(c3ccc(F)c(Cl)c3)C2)CC1,-10.2,AIEMG,902
[C@]1(C(=O)N/C=C/c2ccccc2)O[C@H]1Cc1ccc(O)cc1,-10.2,AIEMG,903
[N+]=C1C(=NC(=O)c2ccccc2)S/C1=C/c1cccc(F)c1,-10.2,AIEMG,904
[N+]1=C(C2CCN(S(=O)(=O)c3ccccc3Cl)CC2)N=C1N[C@@H]1C=CCC1,-10.2,AIEMG,905
[C@H]1c2ccc(Cl)c(Cl)c2CCN1C(=O)c1ccccc1OCc1ccccc1,-10.2,AIEMG,906
[N+](=O)c1ccccc1NC(=O)c1cc[nH+]c(N2CCCCC2)c1,-10.2,AIEMG,907
[C@]1(C(=O)Nc2ccc(NC(=O)CC=C3CCSCC3)cc2)CCCCC1,-10.2,AIEMG,908
[P@@]=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(C(F)(F)F)cc1,-10.2,AIEMG,909
[C@H]Oc1ccc(NC(=O)c2nn(-c3ccccc3)nc2C)c(C=O)c1OC,-10.2,AIEMG,910
[C@H](=C[C@H](O)c1ccn(C2CCCC2)n1)C(=O)Nc1cccc(OC)c1,-10.2,AIEMG,911
Fc1ccccc1OCc1ncc(-c2ccccc2F)o1,-10.2,AIEMG,912
[C@H]1CC[C@@H](Cn2cc(-c3c[nH]c4ccccc34)nn2)C1,-10.2,AIEMG,913
c1cncc([C@H](CNC(=O)N[C@@H]2CCC[C@H](S(C)(=O)=O)C2)n2cc[nH+]c2)c1,-10.2,AIEMG,914
[C@]1(c2cccc(Br)c2)NC(=O)N(CC(=O)Nc2ccc(C#N)cc2)C1=O,-10.2,AIEMG,915
[N+]n1cc(CN2CC[C@H](c3cccnc3)C2)c2c1CC[NH2+]C2,-10.2,AIEMG,916
[C@@]1(CNc2cccc(C(F)(F)F)c2)CCCN(c2cnccc2F)C1,-10.2,AIEMG,917
[C@]1(c2ccccc2)N[C@@H](C(=O)Nc2ccc([N+](=O)[O-])cc2)C1,-10.2,AIEMG,918
[C@](C#CNC(=O)Nc1cccc2cnccc21)n1cnnn1,-10.2,AIEMG,919
[N+]=Cc1ccc2c(c1)OC(=O)N2CC(=O)Nc1ccc(Cl)cc1,-10.2,AIEMG,920
[C@]1(CCC[NH2+]CCc2cccn2CC2CC2)c2ccccc2NC1Oc1cccnc1,-10.2,AIEMG,921
[C@H]OC(=O)C1CCN(C(=O)Nc2ccc(CS(N)(=O)=O)c(C(F)(F)F)c2)CC1,-10.2,AIEMG,922
[C@@](C#N)(C(=O)Nc1cc([N+](=O)[O-])c[nH]c1=O)c1ccc(Cl)cc1Cl,-10.2,AIEMG,923
O[C@H](Cn1cnc2ccc(F)cc21)c1cc(Br)cc2c1OCOC2,-10.2,AIEMG,924
Cl[C@H](CO/N=C1/NC(=O)c2ccccc21)c1ccco1,-10.2,AIEMG,925
[C@@][C@@H](Sc1nc2ccccc2c(=O)[nH]1)C(=O)NNC(=O)c1[nH]ccc1C,-10.2,AIEMG,926
[N+]c1cc(C[NH+]2CC=C(c3ccc(Cl)s3)CC2)ccc1[O-],-10.2,AIEMG,927
[C@@](C#Cc1nc(-c2cccnc2)no1)c1ccccc1O,-10.2,AIEMG,928
[C@@]Oc1ccc(NC(=O)NC[C@H](O)c2ccccc2Cl)cc1O[C@@H](C)C(=O)N(C)C,-10.2,AIEMG,929
[C@@][C@]1(C(=O)OCCCn2ccc3cc(F)ccc32)CCCC1=O,-10.2,AIEMG,930
FC(F)(F)Cc1csc(CN2CC(c3n[nH]c(=O)n3Cc3ccc(F)cc3)C2)n1,-10.2,AIEMG,931
[C@H]n1c(SCCC(=O)N[C@H]2CCCc3ccccc32)nnc1-c1ccc(F)c(F)c1,-10.2,AIEMG,932
Cl[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C2CC2)s1,-10.2,AIEMG,933
Clc1cc(F)ccc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1,-10.2,AIEMG,934
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(CO)CC(=O)OC)n1,-10.2,ChEMBL,935
[C@@]1(NC(=O)c2ccccc2F)Nc2ccccc21,-10.2,AIEMG,936
[C@](O)(C[NH+](C)[C@@H](C)c1nc2ccccc2c(=O)[nH]1)c1ccccc1,-10.2,AIEMG,937
[C@]1(C(=O)c2ccc(C(C)(C)C)cc2)[NH+]=C(C#N)c2ccccc21,-10.2,AIEMG,938
CCCOc1ccc(NC(=O)C2CCN(C)CC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,-10.2,ChEMBL,939
[C@H](C(=O)Nc1ccc2oc(C3CCCCC3)nc2c1)[C@@H]1CSCCO1,-10.2,AIEMG,940
[C@H]1CN(C(=O)C(=O)NC[C@@H]2CCC(O)(CC(F)(F)F)C2)CCC1(C)C,-10.2,AIEMG,941
[C@@]1(Cc2ccc(CC(C)C)cc2)NC(=O)N(CC(=O)NCc2ccccc2)C1=O,-10.2,AIEMG,942
[N+]N/Cn1c(=O)oc2cc(-c3cc4c(cc3C#N)CCCC4)ncc2s1,-10.2,AIEMG,943
[C@]Oc1ccccc1CC(=O)N1CCN(C(=O)C2C[C@@H]2CN2C(=O)C[C@H]2C(=O)c2ccccc2Br)CC1,-10.2,AIEMG,944
[C@@]n1c(-c2cc(-c3ccc(C)cc3)ccc2Cl)nc2ccccc21,-10.2,AIEMG,945
[N+]c1cc(C[NH2+][C@H]2CCCc3c(Br)cccc32)cc(OC)c1O,-10.2,AIEMG,946
Clc1ccc(COc2cc(Cl)c3ccccc3n2)cc1,-10.2,AIEMG,947
[N+]c1ccc(C(=S)N2CCC(c3nc4ccccc4s3)CC2)cc1F,-10.2,AIEMG,948
[C@H](c1ccccc1F)[C@H]1CCCN1C(=O)CCc1cc[nH+]c(Cl)c1,-10.2,AIEMG,949
[C@](CC(=O)NCc1ccc2c(c1)CCC[NH2+]2)NCc1ccc(F)cc1,-10.2,AIEMG,950
CCOc1ccc(C2CCC(CC(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-10.2,ChEMBL,951
CCCOc1ccc(NC(=O)CCCNC(C)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,-10.2,ChEMBL,952
COc1cc2c(=O)n(CCc3ccc4c(c3)OCO4)cnc2c(OC)c1OC,-10.2,ChEMBL,953
[C@@]1(CNC(=O)Nc2cnc(Cc3ccccc3)o2)CCCCC1=C,-10.2,AIEMG,954
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,-10.2,ChEMBL,955
CCCOc1ccc(-c2nc(C)cs2)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1,-10.2,ChEMBL,956
[C@@](CNC(=O)c1ccccc1)N1CCC(c2ccccc2)=[NH+]1,-10.2,AIEMG,957
FC(F)(F)c1ccccc1NCC1CCN(C(=O)COc2ccccc2)CC1,-10.2,AIEMG,958
O=C(/C=C/c1ccccc1)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,-10.2,ChEMBL,959
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCC(=O)NO)n1,-10.2,ChEMBL,960
[C@](O)(c1ccccc1Br)C1CCN(C(=O)c2ccccc2)CC1,-10.2,AIEMG,961
[C@](O)(c1ccc(F)cc1)C1(C(=O)NCc2nc3ccccc3o2)CC1,-10.2,AIEMG,962
[C@H]Oc1ccc(Br)cc1NC(=O)COc1cccc2ccccc12,-10.2,AIEMG,963
[C@]1(C(C)C)[C@@H](C(=O)Nc2cnn(C[C@@H](O)c3ccccc3)c2)C(=O)N(CCC(F)(F)F)[NH+]1C,-10.2,AIEMG,964
[C@](COC(=O)Cc1cccc2ccccc12)NCc1ccc(F)cc1,-10.2,AIEMG,965
c1ccc(C[C@H](CO)NC(=O)CSC2[NH+]=c3ccccc3=[NH+]C2)c(C)c1,-10.2,AIEMG,966
[C@]([NH3+])c1cc(CNC(=O)CCCc2c[nH]c3ccccc23)ccc1[N+](=O)[O-],-10.2,AIEMG,967
[C@](O)([C@@H]1CCC[NH+](Cc2cccc([N+](=O)[O-])c2)C1)c1ccccc1,-10.2,AIEMG,968
[N+]1=CN=C(NCc2ccc([N+](=O)[O-])cc2F)c2ccccc21,-10.2,AIEMG,969
[C@H]Oc1ccc([C@@H](CNC(=O)COc2ccc(F)c([N+](=O)[O-])c2)C(F)(F)F)cc1,-10.2,AIEMG,970
[N+]c1cccc2c1CN(Cc1cc(F)ccc1F)CC2,-10.2,AIEMG,971
Cl[C@@H](C(=O)NCc1n[nH]c2ccccc12)C1CCOCC1,-10.2,AIEMG,972
[P@@]C1CCCC[C@H]1c1ccc(F)c(OCc2ccc(F)cc2)c1,-10.2,AIEMG,973
[N+]c1cccc(-c2cnn(CS(=O)(=O)c3nnc(NCc4ccco4)o3)c2)c1,-10.2,AIEMG,974
FC(F)(F)c1ccc(Cl)c(-c2ccc(Nc3ncccn3)n2C(F)(F)F)c1,-10.2,AIEMG,975
[P@@]1CCN(C(=O)Nc2ccccc2)/C1=C/c1ccccc1,-10.2,AIEMG,976
FC(F)(F)CC[NH+](Cc1ccncc1)C(=O)c1cccc(C[C@@H]2CCCO2)c1,-10.2,AIEMG,977
[C@]Oc1c(C(=O)/C=C/c2ccc(F)cc2F)c(C)c(C#N)c(Cl)n1,-10.2,AIEMG,978
[C@](O)(CC(=O)NCc1nc2ccccc2[nH]c1=O)c1ccccc1,-10.2,AIEMG,979
[C@@][C@@H](Cc1ccc(Cl)cc1)C(=O)NC[C@@]1(O)COc2ccccc21,-10.2,AIEMG,980
[C@@]Oc1nc(NC(=O)CCc2ccccc2)cc2c1nc(N)n2C,-10.2,AIEMG,981
[C@@H](C[C@@H](O)COc1ccc(Br)cc1F)NNC(=O)c1cc(Cl)c2ccccc2n1,-10.2,AIEMG,982
O=C(O)CCC(C(=O)O)c1csc(NC(=O)c2cccc(COc3ccccc3)n2)n1,-10.2,ChEMBL,983
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(C)C(=O)O)c1,-10.2,ChEMBL,984
[N+](=O)c1ccc([N+](=O)[O-])cc1CCNC(=O)[C@@H](c1ccccc1)C(F)F,-10.2,AIEMG,985
[NH+](CCN1CCN(c2ccccc2C(=O)Nc2ccccc2)CC1)N1CCN(c2ccccc2F)CC1,-10.2,AIEMG,986
[C@H](c1cccc([N+](=O)[O-])c1)N1CCN(C(=O)Cc2csc(Cc3ccccc3)n2)CC1,-10.2,AIEMG,987
[C@H]Oc1ccc(OCc2ccccc2NC(=O)[C@H](C)Oc2ccc(Br)c(C)c2)cc1,-10.2,AIEMG,988
[C@H](C)NC(=O)CNc1ccccc1C(=O)NNC(=O)c1ccc(F)cc1,-10.2,AIEMG,989
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)O)n1,-10.2,ChEMBL,990
Cc1ncc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3ccccc3F)c2n1,-10.2,ChEMBL,991
CCOc1ccc(Cc2ccc(/C=C/C(=O)NO)cc2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-10.2,ChEMBL,992
O=C(Cc1csc(NC(=O)c2cccc(COc3ccccc3)n2)n1)NO,-10.2,ChEMBL,993
[C@H]1CCN(C(=O)Cn2nc(CC(=O)Nc3ccc(F)cc3)nn2)[C@@H]1C,-10.2,AIEMG,994
[C@H]1CCN(Cc2cccc(OCC(=O)NCCc3ccccc3)c2)C1,-10.2,AIEMG,995
Cn1nc(-c2ccc(Cl)cc2)s/c1=N\c1cccc(C(=O)O)c1O,-10.2,ChEMBL,996
[C@H](c1ccccc1)[C@@H]1CCCN1c1ccc(F)c(Cl)c1,-10.2,AIEMG,997
CCCOc1ccc(C(=O)CN2CCOCC2)cc1-c1nc(C(C)C)c(Br)c(=O)[nH]1,-10.2,ChEMBL,998
Fc1ccc(C2=NS(=O)(=O)c3cc(F)ccc3O2)cc1C(F)(F)F,-10.2,AIEMG,999
CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)NCC(=O)O)c1,-10.2,ChEMBL,1000
