smiles,egfr,her2,qed,sa,source
CCc1cc(C2(C3=CC(=O)CN3)C=C(CN)C(F)=C(C)O2)c(N)c(CO)c1C=S=O,-7.3,-8.0,0.3901,4.9025,seed42
CNC1(C2=CC(=O)CC(c3c(C)nc(Cl)c(C)c3N(C)O)=C2CN)C=CCC1,-7.6,-7.7,0.398,4.4996,seed42
CC1(C)C(N)=CC(C2=CCC=C2)=C(c2nc(N)c(N)c(Cl)c2N)C1(O)[SH]=O,-7.6,-7.7,0.4159,4.8949,seed42
CNC1=C(C2=CC=CNC2)CC(N2C=CCCC2)(C(O)(O)F)C(N)=C1S,-7.4,-7.9,0.3215,4.9479,seed42
CNC1=C(C)C(N)=C(NCN)C(N)(C2=C3C(N)=CC(N)=C3C=C(C)N2)C1,-7.6,-7.7,0.3645,4.4923,seed42
COC(=C1N=C(C2N=NC(NC=O)N2C)N=C(CF)N1)C(C)(C)N(C)C,-7.6,-7.6,0.4954,5.3733,seed42
COC(N)(NC1(S)CC(N)=C(CO)N=C1C)C(C)(F)C1=CC(C)=CC=C1,-7.6,-7.6,0.3802,4.8912,seed42
CC1=CSC(C2=C(C)C(C3(O)NN3C)=C(O)N=C2SCN(C)C)=C(F)C1,-7.6,-7.6,0.3968,5.0668,seed42
CC1=C(C2=C(N(C)C=O)C=C(C3=CC=NC=C3)C=C2)C(N(C)C)C=CO1,-7.6,-7.6,0.7747,3.8342,seed42
Cc1cc(O)c(N(SC2=NN(C(O)F)CC(N)C2=O)C2CCC=N2)cc1S,-7.6,-7.6,0.3351,5.4847,seed42
CC1=CC(C(=C=O)C[SH]=O)=CN(C2(C)C(C)=CN(C3=CC(Cl)=CC3)C(C)=C2C)C1S,-7.6,-7.6,0.4556,5.8752,seed42
CCc1c(CN(C)OC)c(S)c(-c2cc[nH]n2)c(CN)c1C1(C)C=CCN1,-7.6,-7.6,0.3338,4.8148,seed42
CNc1c(C)c(N=C2C=NC=C(C(NC)C3(C)C=C(C(C)C(N)Cl)CO3)C2CN)c(C)c(NO)c1O,-7.6,-7.6,0.086,5.9068,seed42
CCC1=CCCC=C1OC1=C(N)C=CNC1=C(NC(C)=O)C1=C(Cl)C(=O)C(=O)C(N)=C1,-7.6,-7.6,0.3778,4.2512,seed42
COC12CC(=O)C(C(C)=O)=C(CC(=O)CN)C1C=CC(C)=C2N1C=C(S)CC1,-7.6,-7.6,0.5223,4.9627,seed42
CC1=CC(N)=C(C2=CC(Cl)=C(C)C(C)(C3(N)C=CC=C3)S2)N(C)C1(C)C,-7.6,-7.6,0.7268,4.8834,seed42
CNC1=C(N(C)C2CC(N)=CCS2)CC=C(C2=C(C)C(F)=C(S)C(O)=C2)N1C,-7.6,-7.6,0.5579,4.9213,seed42
CC1=C(N)C(N)=C(C(=O)C2=CC(ON)(C3CN3)NC=C2C=O)C(O)=C1O,-7.2,-8.0,0.0644,5.0568,seed42
CNC(O)(C1=CC(C)C(C2=CCC=N2)=CC1)c1c(N)c(N)nc(N)c1CN,-7.5,-7.6,0.3317,4.9724,seed42
Nc1ccc(C2=C(C(=O)C3(N)C=CCC3)SC(OCF)=C(CO)[SH]2N)c(F)c1,-7.6,-7.5,0.2672,5.1123,seed42
CC(=O)N1C=C(NN)C(C)NC1=C(C)C1=C(C2(O)CN=CC=N2)C(=O)C(CNC=O)=C(C)C1,-7.5,-7.6,0.2056,5.4486,seed42
CCC(=O)c1c(N)nc(O)c(C)c1C1=CN(C(N)(CN)C(=O)N(C)C)CC1,-7.5,-7.5,0.5071,4.3132,seed42
CCCC1=C(N2C(O)=C(O)N3C=CC(CC)=CC32O)C(C(C)C(C)O)=C(C)C(C)=C1C,-7.5,-7.5,0.5143,4.7927,seed42
CC1=CC(C)(C2C(C(N)(O)O)=NC(=C(N)C3=C(Cl)C(O)NC(=O)N3)C(N)=C2N)NC1,-7.5,-7.5,0.1626,5.5755,seed42
NNC1(C(=O)C(N)=O)C=CC(C(N)(N)C2(C=O)CCC(N)=C2N)=C(C=O)C1,-7.5,-7.5,0.0756,5.3461,seed42
COc1c(Br)c(N2C=C(C)CC2)c(C2=C(C)C(C)=CC(C)N2C)c(C)c1C=O,-7.5,-7.5,0.5567,4.3219,seed42
C#CC(NC)c1c(O)c(C(F)(Br)OC=O)cc(OC2N=C(C)CO2)c1OC,-7.4,-7.6,0.3594,5.2034,seed42
CC1=C(C)C(F)(C2=C(N)C(N)=C(C3=CC=C(N)C3)C(S)=C2)C(C)=C(Cl)N1,-7.5,-7.5,0.2946,4.7364,seed42
CC1=C(C2=NC=CC=N2)SC(O)=C1C(C=O)C1=CC=CC(OC2CO2)=C1,-7.5,-7.5,0.5308,4.0165,seed42
CC1=C(C2=CC=CC2)C(C2=C(C=O)C(O)=C(CF)N=N2)=CC=C1N(C)C,-7.5,-7.5,0.8273,3.5767,seed42
CC1=C(C2=C(O)CC(O)=C2C)C(C)(C(=O)O)N=C(C2=CC=C(N)C=C2)S1,-7.5,-7.5,0.5976,4.0838,seed42
CCNC1=C(C2=CSC(I)=C(CC)C2)C(N)=C(C2=NC(C)=CC=C2)NC1,-7.5,-7.5,0.5398,3.9444,seed42
CC1=CC(O)=C(C(N)C2=C(C3(N)C=CC(O)=C3C(=O)C=O)SC(=N)CN2C)C=C1C,-7.5,-7.5,0.3508,4.8402,seed42
CNC1=C(C(=O)O)C=C(N(C2=CC=CC=C2)C2=NCC=C2)C(Cl)=C1C#N,-7.5,-7.5,0.8514,3.2903,seed42
CNCC1=C(C2(N)C=CC(C(C)(C)N)=C(C(N)Cl)O2)C(O)=C(C)C=C1O,-7.5,-7.5,0.2563,4.7037,seed42
COC1C2=CCCC2=C(C)N(C)C1CC1(C(=O)CC(C)=O)OC(=O)CC=C1F,-7.5,-7.4,0.5121,5.0081,seed42
C=NC(=O)N(CC1=C(C(=N)N)C(C)=C(F)C(Cl)=C1O)C1(F)C=CCC=C1,-7.5,-7.4,0.3207,4.2865,seed42
CCNC1=C(C(=O)C(N)(O)O)C(O)=C(N2C=C(F)C(C(C)C=O)=C(C(S)C(C)=O)C2)OC1(O)Cl,-7.4,-7.5,0.0923,5.5863,seed42
CC1(C23N=CC(F)=C(N)N2C(O)(F)C(=O)C(C(=O)C(O)F)=N3)CC=CN1,-7.4,-7.5,0.4597,5.8309,seed42
CC(=O)C(=O)C1=C(Br)C(N(C)C=O)=C(N2C=C(C3=CCC=CC3)CC(C)=C2C)C(N)=C1S,-7.5,-7.4,0.1331,4.3364,seed42
CCC1=C(N(C)C2=C(C)C(N)(OCN)C(C)=C(Cl)S2)C(C)=C(Cl)C=C1C,-7.4,-7.4,0.6623,4.3438,seed42
CC1=CC(C2(C3=CCCC=C3)C(C)=C(O)C(C)=C(N)C2(C)C)C=C(N)C1,-7.4,-7.4,0.6009,4.8784,seed42
CC1=C(C2(C)C=CC=CN2)N=CC(C)(C2=CC=NC2)C1(Cl)c1ccccc1,-7.4,-7.4,0.7449,4.976,seed42
CCN(C)C1(C2=C(N)C=C(C3=CCC=N3)C(C)=C2)C(Br)=NN=C(F)[SH]1C,-7.4,-7.4,0.5452,5.2189,seed42
Cc1c(O)cc(C=C2C=NCC2)cc1C1=C(C2=CC=COC2)C(C)(O)C(C=O)=CS1,-7.4,-7.4,0.7081,4.84,seed42
COC1(NC2=NN=C(N(C=N)C=O)NC2C)CC(C=O)=C(C(N)C(C)N)C1,-7.4,-7.4,0.1569,5.8364,seed42
CC1=CC(N)(C(=O)C2=NC(=O)S(=O)C(O)=C2C2=C(N)C=C(C=O)C(C=O)=C2N)C(Cl)=C1,-7.4,-7.4,0.3684,5.1655,seed42
CCC(C)C(=S)C1(C2=CC=CC2)NC(N2C=CCC(C)=C2)=NC(O)=C1N,-7.4,-7.4,0.6566,5.0694,seed42
CC1=CCN(N(C=CC=O)c2cc(Cl)cc(C)c2C2=NNCC2)C(C)C1O,-7.3,-7.4,0.4609,4.8159,seed42
C=C1C(CO)=C(C2(C(C)=O)C=CCC2)C=CC1(OC)C1(F)C=C(C)C=CC1,-7.3,-7.4,0.7331,5.3431,seed42
CCCc1nc(C=C2CCC(CC)=C2OC[SH]=O)nc(CNC=O)c1C(C)C,-7.3,-7.4,0.4345,4.3402,seed42
Cc1cc(C(C=O)(C2=C(C=O)NC(N)=CN2CO)C(N)(N)F)cc(N2C=NCC2)c1C(N)=O,-7.4,-7.3,0.142,4.9186,seed42
CCCC1=C(O)C(N)=C(C)C(C2=CC=CC=C2C2=CCC=C2)(C(C)C)C1,-7.4,-7.3,0.6672,3.9507,seed42
CC1=C(F)C=CC(N)(c2cc(N)c(N)c(C)c2CN)N1C(C)C1=CCC=C1,-7.4,-7.3,0.6102,4.8196,seed42
CCc1c(N)c(NC)c(C2C=CCC(N)=C2)c(C2(N)C(=O)CC=C2Cl)c1N,-7.3,-7.3,0.398,4.9646,seed42
CCc1c(N)c(C)c(N(C)C)c(-c2ccccc2)c1OC1(OC)C=CCN1,-7.3,-7.3,0.463,3.9714,seed42
CC1=C(c2c(C3=C(C=O)C(O)C(C)=C(CN)N3)ncc(F)c2F)C(C)(C)CC1,-7.3,-7.3,0.6891,4.3397,seed42
CC1=C(S)C(O)(C2(C(=O)O)C=CN(C3=CCC(O)CC3)C2)C(=O)OC1(O)Br,-7.3,-7.3,0.2374,5.4879,seed42
C=CCC(=O)C(NC)(N1CNC=C1C)C1(Cl)NC(=S)C(C)=C(N)[SH]1CC,-7.3,-7.3,0.142,5.7875,seed42
CNC1=C(NC2=C(OC)C(C=C3C=C(C=S)C(Cl)=C(N)C3OC)=C(C(C)=O)CN2C)CC=C(N)C1=O,-7.3,-7.3,0.3434,5.1398,seed42
CCC1=C(C(C)(C=O)C2(S)CC=CC2)C=C(N)NC1(S)Nc1nnccc1N,-7.3,-7.3,0.1817,5.3041,seed42
CNC1=CNC(C)(c2cccc(C=O)c2)C(C(N)(N)C(=O)C2=CCC=C2)=C1,-7.3,-7.2,0.4483,4.385,seed42
CCC1=CN(C2=C(S)C(O)=C(C)C(O)=N2)C(=O)CN1C1=C(C)C=CC=C1,-7.3,-7.2,0.7201,3.4793,seed42
CCC1=CNN=C1C1=NC(C(N)(ON)C(=O)SC)=C(C(N)=O)C(C)=C1N,-7.2,-7.3,0.3372,4.4769,seed42
CC(=O)C1=C(N)C=C(C2=CSC(C3=CC(N)=CC3=O)=C(NS)S2)C(C)=C1,-7.2,-7.3,0.3468,4.013,seed42
Cc1nc(Cc2nccc(C(=O)C=O)c2C)sc1C(N)=C1N=C(S)CN1C,-7.2,-7.3,0.3438,3.8888,seed42
C=C1C=CC=C(C(=O)C2=C(N)C=C(C(N)NC)C(C3(N)CC3N)=C2N)N1,-7.2,-7.3,0.2133,5.0737,seed42
Cc1c(N)c(C23CC(N)=C(F)C2(N)C(N)C(O)=NC3=O)c(NO)c(N)c1F,-7.1,-7.4,0.2414,5.268,seed42
CC1=C(C2=C(C)C(N)=C(C=O)CN2C)C(NC2=C(N)C(F)=CC=C2)=C(S)C(S)=N1,-7.2,-7.2,0.2887,3.8128,seed42
CNC1=CC(C2=C(Cl)C(CO)=C(C(C)=O)C(C)(C3(C)CC=CC3)C2=O)C=CN1,-7.2,-7.2,0.6157,4.998,seed42
CC1=CC=C(C)C(C2(OC3(C)NOCO3)C(C(N)=O)=CC(N)=CN2C)=C1,-7.2,-7.2,0.7284,4.7882,seed42
CNc1c(C=O)c(C)c(C(=O)F)c(C(=O)NC(C)C)c1C1=C(N)CCN1CN,-7.2,-7.2,0.4075,3.7454,seed42
CCC(=O)C1=NC(C)C(C(=O)N(C)C#CF)=C(C2=CC=CC=C2C)C1=O,-7.2,-7.2,0.6162,4.0089,seed42
CC1=CC=C(Cl)C=C1C1=C(C(=O)C2=CNC=C2)C(C)=C(OC=O)N=C1O,-7.2,-7.2,0.5258,3.2427,seed42
CNN1C(O)=C(c2c(N)c(O)c(N)c(N)c2C2C=CCC2)SC(O)(O)C1(C)F,-7.2,-7.2,0.1184,5.0386,seed42
CC(=N)NC(N)(N)C1(O)N=C([SH]=O)C(N)=C2NCC(C(CF)CC(O)O)=C21,-7.2,-7.2,0.0918,5.8296,seed42
CNC(O)(O)C1(F)C=C(C)C(C)C(C2(C(C)CN)NC(O)=CC=C2C)=C1,-7.2,-7.2,0.3233,5.5658,seed42
CC1=CC=C(N(C)C(Cl)(C2=C(S)C(N)=C(N)C(=O)C2)C2=C(C#N)C(O)=CC(C)=C2C)C1,-7.2,-7.2,0.3114,4.7089,seed42
CC1=CN(C2(C3=C(N)C(C)N(CO)C(=O)C3)N=C(N)C(N)=C(C=O)N2)C=CC1,-7.2,-7.2,0.3785,5.3255,seed42
C=C(C)N1C(F)=CC(CC)N(O)C1(C1=C(C2(C)C=CCCC2)C(O)=CC(=O)C1)C1(N)CCC=C1F,-7.2,-7.2,0.3448,5.6896,seed42
CCC1=CC(CC)(C2(O)CC(O)=C(O)C(C=O)=C2C(C=O)CC)[SH](CC)C1,-7.2,-7.2,0.2851,5.7294,seed42
CC1=C(Cl)C(=O)N(C(O)C2(O)N=C(CO)OC(C=O)O2)C(=O)C1(C)CN,-7.2,-7.2,0.2983,5.405,seed42
CCC1=CC(Cl)(C(=O)ON)N=C(C2=CCC=C(NC)C2)N1C(C)(C)NC,-7.2,-7.2,0.3706,4.964,seed42
CCCC1=CC(C(=O)C(=O)C(C)=O)(C2(C=O)C=C(C)C(F)=C(O)C2NC)CC1,-7.2,-7.1,0.2856,5.1218,seed42
CC1(C2=C(C#N)C(N)=C(O)CN2c2nc(CF)ccc2C(N)(O)S)C=CCC1,-7.0,-7.3,0.2957,4.8918,seed42
NCC1=CC(CS)=C(N)C(N)=C1C1=NN=C(O)C(C(=O)Br)(C(O)(O)O)S1,-7.2,-7.1,0.1207,4.8539,seed42
COC1=C(O)C(=O)CC(N)=C1C1=C(C(=O)O)C(C)=C(C2=CCC=CS2)C(C)(C)C1=O,-7.1,-7.2,0.6203,4.198,seed42
NC(=O)C1=C(C(=O)C(N)C=O)NCC(S)(OC(=O)C(=O)C2(O)C=CNC2)N1,-7.1,-7.2,0.0543,5.5348,seed42
CCN(C1=C(N(S)S)C(C2(C=O)C=CCC(C)=C2)=CN=C1C1=NC(=O)C=CC1)C1C=NCC1=O,-7.3,-7.0,0.3431,5.5105,seed42
CNC1=C(CC2(S)C(C(N)=O)=C(C(C)C)C(C(=O)CO)=NC2N)CC(Br)=C(N(OC)C2=CC=CC=C2)O1,-7.1,-7.2,0.2045,5.0192,seed42
COC1=C(O)C(N)=C(C2=C(CF)C=CN2)C(C(=O)N(S)CN)=C1C(O)F,-7.1,-7.1,0.1924,4.4963,seed42
NOC1(c2c(N)nc(C(N)=O)c(S)c2N)C=C2C(=CS1)CC(C(N)N)=C2O,-7.1,-7.1,0.1842,5.0507,seed42
CCC1=C(N2CC2)C(C2=C(O)C=CC(C(C)O)=N2)=C(OC(C)=O)C(O)=C1,-7.1,-7.1,0.4286,3.472,seed42
CC(N)C1=C(C2=CC=CC2)NC(N(C(=O)C(O)(O)O)C(N)(N)O)=C1CN,-7.1,-7.1,0.2383,4.6419,seed42
CNC1(O)N=CC(C2(S)C=NCC2)=C(N)N1C(C)(N)c1cccc(C=O)c1,-7.1,-7.1,0.2774,5.2524,seed42
CN(C1=CC=CC=C1)C(Cl)N(CO)C1(O)C(=O)C=CC(C(Cl)=S=O)=C1O,-7.1,-7.1,0.2089,4.7087,seed42
NCC(=O)c1nc(C=O)ccc1C1=C(C=O)C(F)(N2CC=CC2)N=C([SH]=O)C1,-7.1,-7.1,0.2287,4.9929,seed42
CNC1(O)NC(O)=C(C(C)(C)N)C(O)=C1NC(F)(C1=CC=CC1)C(C)O,-7.1,-7.1,0.2456,5.3153,seed42
CCCC(N)(C(C)NN)N1CC(F)(C(O)(OC(N)O)C(C)NC)N=C1CC,-7.1,-7.1,0.0969,5.7435,seed42
CNC1=C(O)C(OC2=C(C(N)=O)C(=O)C(=O)C(S)=N2)=C(N)C(C=O)=C1S,-7.1,-7.1,0.0979,4.1193,seed42
CCC1=CC(O)(C(N)(ON)C2=NC(NC)(N(O)C(=O)O)N=C(N)S2)N(S)C1,-7.1,-7.1,0.0801,5.7686,seed42
CCC1(OC(C)NC)C(F)=C(C2=CC=CC=C2)C(OCF)=C(N)C1(C)C,-7.1,-7.1,0.7085,4.246,seed42
CNC(O)(F)C(=O)c1c(O)c(N=C(C)N)c(N)c(N)c1N1CC=C(C(=O)O)C1,-7.1,-7.1,0.062,4.4425,seed42
CC1=C(C2=C(N(CN)C3=CC=CC3)OC(ON(C)C)=CC2(C)C)C=C(C(C)Cl)C=C1,-7.1,-7.1,0.3562,4.6123,seed42
CN(CF)C1=C(C2=CC=CCN2)CNC(Cl)(C(=O)C(=O)C2C=CCC2)[SH]1NO,-7.1,-7.1,0.1045,5.6772,seed42
CN(C)C1=C(N(CF)C(=O)C2=CC(Cl)C(CF)=C(N)S2)NC=C(C2(C)C=CCC2)N1C,-7.1,-7.1,0.3508,5.4903,seed42
CCC(N)(C(C)=O)C(=O)NC12C=CC(=O)NC1(N)C(C#N)=C(C)C(Br)=C2O,-7.1,-7.1,0.3814,5.1148,seed42
C#CC1(C=N)NC(C2=NNC(C)(CO)C(N=N)=C2)=C(CC#N)C(N)=C1O,-7.1,-7.1,0.2087,5.7783,seed42
CCCc1nc(F)c(N)c(C2(C3=COCC3=NCN)OC=C(C)C(C)=C2C)c1CC,-7.1,-7.1,0.6847,4.7997,seed42
COc1cccc(CN)c1-c1nc(N2C=CCC2)c(C)c(CN)c1OCN,-7.1,-7.1,0.6398,3.4269,seed42
CC1=C(C2=CN(C)CC2)CN2C(CS)=C(C(=O)N(C)CO)CN(CN)C2(F)O1,-7.1,-7.1,0.3377,5.0287,seed42
CCC1=C(C(Cl)(CC)C(N)CC(N)(S)CC)C(C)(NNC=O)NCC1=O,-7.1,-7.1,0.1056,5.54,seed42
CCC1=C(C)[SH](N)C(=C(C2=C(C)C(=O)CC(C)=C2)C(CC(=O)F)(C(C)=O)C2=CCN=N2)N=C1,-7.0,-7.1,0.4055,5.6637,seed42
CCN(CC)C1(c2nc(OC(C)=O)c(CO)c(C(C)O)c2F)CC=C(CF)C1,-7.1,-7.0,0.5176,4.5862,seed42
COC1=C(C(C(C)C(N)O)C(N)(O)F)SC(F)(C(C)(O)N(S)CC=O)S1,-7.0,-7.1,0.1274,5.9906,seed42
CNC(N)(C1=CCC(C)=CN1)C1=C(C)NCC(OC)=C1C1=CC=CC=C1,-7.1,-7.0,0.6133,4.2522,seed42
CCC1C=C(C2(S(C)=O)NCNC(C)(C(C)=O)N2)CC(C=O)=C1C#CN,-7.1,-7.0,0.2274,5.8442,seed42
CN(S)C(C)(C(N)=O)C1=C(S)CC(=O)C(O)=C1C(O)C(N)(O)C1=CCCN1,-7.0,-7.0,0.199,5.4379,seed42
CCCC1=C(C2(Cl)C=CC(NC)=C2)C(F)=C(C=NC)C(O)(C=O)C1C=O,-7.0,-7.0,0.4037,5.4444,seed42
CCC1(c2cc(N)c(NC)c(-c3cccnc3C=O)c2CS)CC=CN1S,-7.0,-7.0,0.3309,4.472,seed42
CCC1=C(C(=O)NC)C(C2(CO)CC(C)=CN2)=NC(C)(N(C)CNC)C1=O,-7.0,-7.0,0.4625,4.9594,seed42
CNC(=O)C(O)(Br)C1=C(N)CN(C(S)(C(=O)NC)N(CN)C2(S)C=C(C)CC2)C=N1,-7.0,-7.0,0.1007,5.6924,seed42
CC1C=CC=C(N)C1C1=CC(CO)=C(Br)C(=O)C1(C=O)N(C)C1=NNCC1,-7.0,-7.0,0.449,5.4557,seed42
CCC(C)(N)C1(OC2=CCCN2)N=C(C2(N)C=CNC=C2N)N=C(NN)C1O,-6.9,-7.1,0.1914,5.9249,seed42
COC1=C(N(N)C(=O)NC2(SC)CC(=O)N2)C(C(O)NCN)=NC(=O)C1,-7.0,-7.0,0.09,5.1003,seed42
CCCC1=C(NCC)C(=NC(CN)=C2N=CC=C2C)C(C)C(F)=C1SN,-7.0,-7.0,0.5899,4.8394,seed42
CCC1(C(O)F)C(C2=CC=C(C)C=C2)=C(CCCl)C(N)=C(NC)C1(N)O,-7.0,-7.0,0.3821,4.5712,seed42
COC1=C(Cl)C(C2=CCC=C2)=C(C2(N)C=C(C)NC(N)=C2C)C(O)N1C,-7.0,-7.0,0.6002,5.006,seed42
CNC1(C(C)=O)C(F)=C(O)C(Cl)(C2=CC(CN)C=C(C)N2C)C(N)=C1Cl,-7.0,-7.0,0.5336,5.2785,seed42
CC(=O)C1=C(O)C(C2=CCC(O)=C2Cl)=C(N)C(NC(N)N)(C(=O)F)C1N,-7.0,-7.0,0.2359,4.9623,seed42
NS(=O)(C=S)=C(C(=O)C1=C(O)C(O)=NC(N=O)=C1Cl)C1(F)OC(C=O)O1,-7.0,-7.0,0.2456,5.1522,seed42
CC(=O)C(C)(Cl)C1=NN(C2(C(O)CF)ON=C(C(C)(F)CCN)N=C2N)CC1,-7.0,-6.9,0.4849,5.6681,seed42
COC(C)C1=C(CN)C(N)=C(CN)C1(F)C(=S)C(=O)C1=C(CCO)CC(=O)N=N1,-6.9,-7.0,0.3782,5.1495,seed42
CC1=NCC(C(=O)C2=C(C#N)C(N(C)C)=C(F)C(O)=C2C)=C(N2CC2)C1,-6.9,-6.9,0.6619,3.7417,seed42
CC(C)(N)C1=C(C(O)C=O)CCC1(F)Cc1sc(C(=O)S)c(C(=O)S)c1ON,-6.9,-6.9,0.1772,5.1814,seed42
CN(C1=CC(S)=C(F)C(Cl)=C1N)C1(C2=C(O)C=CC=C2)C=C(N)C=CN1,-6.9,-6.9,0.4084,4.3349,seed42
CCC(=O)C1=C(C2=CCNC2)C(C(=O)C(N)NC)N(C#N)C(C(=O)[SH]=O)=N1,-6.9,-6.9,0.2154,5.4301,seed42
CCC1=NC2=CC(C)C(C)CC2=CC1(NC(N)Cl)C(CO)(OC)C1=CNCC1,-6.9,-6.9,0.2947,5.8944,seed42
CCC1=CC(=O)N(C(=C2OC=NC=C2C)C(O)(NC)NC)C(CNC)C1,-6.9,-6.9,0.489,4.9108,seed42
CNc1cc(CF)nc(C2(N)CC(N)=C(O)N2)c1C(=O)N(C)C(S)C(C)S,-6.9,-6.9,0.2724,5.2215,seed42
CCC(NC)C1(C2=C(C)C=C(C)C(N)N2)C=CC(C(C)N)=CN1C1=CCNC1,-6.9,-6.9,0.4758,5.595,seed42
CCNC(C)C(O)(CCl)N(N)C1(S)N=CC(CC2=NCC(=O)C(=O)S2)(C(=O)OC(=O)C(C)NC)N=C1O,-6.9,-6.9,0.0248,5.9182,seed42
CNC1C=CCC=C1C1(Cl)SCC(=O)C(C2=C(OC)C=CC(C)C2)=C1N,-6.9,-6.9,0.5665,5.2331,seed42
CCc1c(OCNC)c(C)cc(C(C)(O)CN)c1N(OC)OC1=C(N)NCC1,-6.9,-6.9,0.2872,4.5201,seed42
CC1=C(NC(C)(C)N(C)C)N(C2=C(C)N(C)C(N(C)C)=C(OCC(C)C(N)=O)S2)OC1,-6.9,-6.9,0.5084,4.7739,seed42
CCC1(C2=C(O)C(N)=C(F)C(N)=C2C)NN=C(C(C#N)CO)C(N)=C1C,-6.9,-6.9,0.263,4.7653,seed42
CC(N)N(C)C(C1=CC(C2=NOC(Cl)=CN2)=C(O)C(N(C)C)=C1[SH]=O)(C1=NC(N)=CCC1=O)N(C)CS,-6.9,-6.9,0.182,5.8108,seed42
C=C(N)C1=NC(N)=C(N)C(C2=C(C)C=CC=C2)(C2(S)CC=C(C)C=N2)O1,-6.9,-6.9,0.6121,4.8005,seed42
C=COC1(SC2=CC=C(OC(C)=O)C(=C(C)N(CC)CN)O2)C=NCN1,-6.9,-6.9,0.3746,5.173,seed42
CC1=NCCN1c1c(N)c(C)c(C(=C=O)C(N)(N)CBr)c(S)c1C(C)NCN,-6.9,-6.9,0.114,4.8074,seed42
CN1C(=O)NC1C1(C(=O)Cl)C=C(O)CC(NC#N)(C2=CNC=CC2)S1=O,-6.9,-6.9,0.3026,5.872,seed42
CCC1=C(NCN)C(N)=C(C(C)(N)[SH]2C(=O)SC(=O)C=C2F)C(C)=C1C,-6.9,-6.9,0.2921,4.9685,seed42
CN=C(O)C1(C=O)C(C(N)=O)=C(C=O)C(C2(Cl)C=COCC2)=CC1NC,-6.9,-6.8,0.2601,5.604,seed42
CC(=O)CC1=C(N(C)C2=CC(C)CC=C2)C(S)(C2(N)C=CCC2)SC=C1C,-6.9,-6.8,0.5042,5.3617,seed42
CC(=O)C(NC1=C(N)NC(O)=NN1C1=C(C(C)=O)C(N)=C(N)C(N)=C1C)=C1C=CN=C1C(C)N,-6.8,-6.9,0.1571,4.8456,seed42
CNC1(C2=C(C(=O)C(=O)OC(=O)OC)OC(S)(Cl)C(F)=C2S)CN=C(C=O)C1,-7.0,-6.7,0.1415,5.3046,seed42
CC1=CC=C(C2=CC=C(O)C=C2)C(CS)(C2=CCC(N)=C(N(C)C)S2)C1,-6.8,-6.9,0.6536,4.3621,seed42
CNC1=C(C)CC(NC)(C2=C(C(C)(C)O)N=C(C(C)(S)Cl)C(Cl)=N2)C=N1,-6.9,-6.8,0.4366,5.0948,seed42
COC1=NC(O)(c2cc(N)c(C)cc2CF)N(N(C)C2=CCCC2)C(C)=C1O,-6.7,-6.9,0.6837,4.3883,seed42
CCNC1=C(C(C)(N)O)N=CC(C2(NC)CNC(C(C)N)=C(C)O2)=C1O,-6.8,-6.8,0.3427,5.064,seed42
CC1=CC(Cl)=NCC1(O)C(C)C1(CC=O)C(N(C)O)=CC(=O)C(O)=C1N,-6.8,-6.8,0.4109,5.414,seed42
CNC1(N)NC(C(N)Cl)=C(N)C(CO)=C1C1=CC(C(N)O)=C(O)C=C1C,-6.8,-6.8,0.1655,4.9953,seed42
CC(=O)C1=C(C(=O)c2ccc(F)cc2Cl)C(N(C)C=O)=C(C2=CCCN2C)[SH](C)C1=O,-6.8,-6.8,0.3026,4.3657,seed42
COC(C)(C1=C(N(C)C2=C(C)N=C(CS)NN2)OC(=O)C2CCN=C12)C(C)O,-6.8,-6.8,0.375,5.4428,seed42
CCC1=C(C)C=C(OC)C(S)(CC2(C3=CN=CC=C3)C=CC=CN2C)O1,-6.8,-6.8,0.7712,4.7811,seed42
CCN(C1=C(N)C(=N)C(C)(O)N(C(N)O)C1=O)C1(C)C=C(C)C(N)=C1O,-6.8,-6.8,0.2999,5.306,seed42
CNC(C1=C(C)C=C(NC=O)C(O)=C1N)(C(N)O)C1(O)C=C(N)C=C1N,-6.8,-6.8,0.1178,5.049,seed42
CCCC(N)(S)C(C(C)=O)C1=C(N2C=CCC(C(=O)N(C=O)CN)=C2C)C(N)=CCC1=S(=O)=O,-6.8,-6.8,0.1497,5.4543,seed42
CNC(N)(N)C1=C(N(C=O)C(C)(CS)C2=CC=CC2)C=CC(=C(N)C2=C(Cl)NC(=O)CO2)S1,-6.8,-6.8,0.1227,5.3343,seed42
CCC1=NC(O)=CC(C(F)(COCO)C2=C(C(=O)C(C)O)N(CO)C(=O)CC2C)=N1,-6.8,-6.8,0.3956,4.815,seed42
CNC1(C2=CC=CC=C2)SC=C(N2C=CC(O)C=C2)C(N)=C1C1(N)OC1O,-6.8,-6.8,0.4765,5.1175,seed42
CC1=C(C2=C(N)C(=O)C(N)(F)N=C2F)N(C)C(C(=O)C(S)S)=C(C=O)N1,-6.8,-6.8,0.1879,4.985,seed42
CCc1nc(C2=C(C(N)(C3=C(S)CN(CC)C3)C(C)O)OC(F)=C(C(N)=O)C2)c(C(C)=O)c(NC)c1SC,-6.8,-6.8,0.1643,5.0281,seed42
CCC(CC)C1=C(NC)OC(C)(OC2(C(C)(C)N)C=CC=CN2)N(C)C1,-6.8,-6.7,0.645,5.0606,seed42
