smiles,egfr,qed,sa,her2,source
[C@@]Oc1cccc(NC(=O)CCNC(=O)N2CCN(c3ccc(F)cc3)CC2)c1,-8.5,0.866,2.403151297795553,-10.3,seed42
[C@@]c1n[nH]c2cc(NC(=O)NC[C@@H](O)c3cccnc3)cc(=O)n12,-8.4,0.626,3.686420716538336,-10.4,seed42
[C@@](O)(CNC(=O)N1CCc2cc(F)ccc2C1)c1ccccc1,-8.4,0.895,2.377518094652157,-10.4,seed42
[C@@][C@@H]1[C@@H](C(=O)NCC[NH+](C)Cc2cc(C#N)cc(F)c2)n2c(nc3ccc(Cl)cc32)S1,-8.9,0.6769999999999999,4.870332657112202,-9.9,seed42
[C@@](CCC(=O)Nc1ccc(F)cc1Cl)c1cccc(-n2cccn2)c1,-8.5,0.787,2.59449931309972,-10.3,seed42
c1nc(NCc2n[nH]c(=O)[nH]2)cn2c(C[C@@H]3CCCO3)c([C@@H]3CCCO3)cc12,-8.9,0.6789999999999999,4.303243276406105,-9.9,seed42
[N+]1=CCC2=c3ccccc3=[NH+][C@@H]2[C@H]1c1ccc(F)cc1,-8.8,0.8069999999999999,4.864595811704712,-10.0,seed42
[C@@][C@@H](Cc1ccc(Cl)cc1)C(=O)NC[C@@]1(O)COc2ccccc21,-8.6,0.957,3.679721735864304,-10.2,seed42
c1ncc(CN2CCC[C@](CO)(C(F)(F)F)C2)nc1-c1cc[nH+]c(N(C)C)c1,-9.1,0.919,4.335010615582021,-9.7,seed42
[C@](O)(CC(=O)NCc1nc2ccccc2[nH]c1=O)c1ccccc1,-8.6,0.748,2.4497986902776425,-10.2,seed42
Cln1ccnc1Cc1ccc(OC2CCC(Nc3ncccn3)CC2)cc1,-9.1,0.775,2.7239694233764844,-9.7,seed42
Cl/C=C(\CCc1c(F)cc(F)cc1Cl)c1ccc(Cl)cc1,-8.7,0.6729999999999999,2.523637254384424,-10.1,seed42
Clc1ccc(-c2ccc(C[NH2+][C@H]3C[C@H]3C3CCC3)cc2F)cc1,-7.6,0.917,3.710183188599661,-11.2,seed42
COc1cccc(C(=O)Oc2cccc3ccccc23)c1,-8.3,0.615,1.5990300012644525,-10.4,seed42
[C@@]1(CCOc2ccccc2)N[C@@H](c2ccccc2)N1Cc1ccccc1,-8.8,0.75,2.660915992335683,-9.9,seed42
[N+]=Cc1c(N)ccc2ccc(-c3ccc(F)cc3)cc12,-8.9,0.638,2.577020248832733,-9.8,seed42
[N+]=Cc1cccc(/C=C/C(=O)Nc2ccccc2OC(F)F)c1F,-8.4,0.731,2.818422241418263,-10.3,seed42
[N+]c1ccc(S(=O)(=O)/N=C(\[O-])[C@@H]2C[C@H]2c2cccc(Cl)c2)cc1OCC(F)(F)F,-8.8,0.583,4.183349073625764,-9.9,seed42
[N+]c1ccccc1-c1nnc(-c2ccccc2Br)[nH]1,-8.4,0.865,3.086711600867175,-10.3,seed42
Clc1cc(C[C@H](O)c2ccccc2)sc1-c1ccccc1,-8.4,0.768,2.588401924642828,-10.3,seed42
Clc1cccc([C@H]2CCCN2CCNC(=O)c2ccccc2F)c1,-8.4,0.866,2.4046756742404813,-10.3,seed42
[C@](C#Cc1ccc(CCC(=O)N2CCN(C(C)C)CC2)cc1)c1c([O-])c(CC(N)=O)s1C,-9.0,0.576,4.046580284361103,-9.7,seed42
[C@@]Oc1nc(NC(=O)CCc2ccccc2)cc2c1nc(N)n2C,-8.5,0.829,2.8873828039900182,-10.2,seed42
[C@@](=C(/N)N1CCC[C@@H]1c1nc2c([nH]1)CCCC2)c1ccccc1,-8.7,0.896,3.466102346155636,-10.0,seed42
[C@@](CNCCN1C(=O)c2ccccc2C1=O)Nc1ccc2nn(C)c([O-])c2c1,-8.7,0.442,3.2457735062011253,-10.0,seed42
[N+]=C1CCC[C@H](Oc2cc(C(F)(F)F)c(-c3ccccc3)o2)N1,-8.1,0.918,4.031992429692009,-10.6,seed42
[N+]=Cc1cc(Nc2ccc(F)cc2)sc1-c1cccc(Cl)c1,-8.6,0.738,2.908747533010933,-10.1,seed42
[N+]=C(c1ccccc1)N1CCN(c2nc3ccccc3o2)CC1,-8.0,0.618,2.587469410982882,-10.7,seed42
Clc1ccc2c(c1)CCC[C@@H]2[NH2+]Cc1cc(F)cc(Br)c1,-8.6,0.907,3.672558229813066,-10.1,seed42
Cl[C@@H](C(=O)NCc1n[nH]c2ccccc12)C1CCOCC1,-8.5,0.931,3.216247826282172,-10.2,seed42
Cl[C@@H](C(=O)N1CCc2ccccc21)C1CC[NH+](C=C2CC2)CC1,-8.7,0.923,4.326321864872213,-10.0,seed42
[C@@]1(Cc2ccc(-n3cccn3)c(Cl)c2)SC(=S)N1c1ccccc1F,-8.9,0.65,2.766243543868949,-9.7,seed42
[C@@](C#Cc1ccc(C(=O)NN)nn1)c1ccc(N2CCCCC2)cc1,-8.6,0.4649999999999999,2.9265823215296454,-10.0,seed42
[C@@](C)(C#N)c1cccc(CC[NH+]2CCC[C@]2(C)C(=O)c2ccccc2)c1,-8.3,0.897,4.281461621778204,-10.3,seed42
[C@@]1(NC(=O)c2ccc(N(C)C(C)(C)C)cc2)CCC[NH+]1Cc1ccccc1,-8.9,0.935,3.728120733162238,-9.7,seed42
[C@]1(C(=O)c2ccc(C(C)(C)C)cc2)[NH+]=C(C#N)c2ccccc21,-8.4,0.944,3.046301551819988,-10.2,seed42
[C@](O)(CCCc1ccc(Cl)cc1)C(=O)N1CCN(c2cccc[nH+]2)CC1,-8.5,0.927,3.271073181771353,-10.1,seed42
Fc1ccc(C(C)CC2(OCc3ccccc3)CCN(Cc3cccc(Cl)c3)CC2)nc1,-9.5,0.4639999999999999,3.088161091230928,-9.1,seed42
FC(F)(F)c1cc(/C=N/n2cnnc2)ccc1OC(=O)c1ccccc1F,-8.6,0.381,2.6200024800566464,-10.0,seed42
FC(F)(F)c1cc(-c2cncnc2)ccc1Oc1ccccc1Cl,-8.7,0.696,2.1844665143972577,-9.9,seed42
[N+]n1c(=O)oc2cc(NC(=O)c3cc([N+](=O)[O-])ccc3Cl)ccc12,-8.6,0.654,2.720166370423584,-10.0,seed42
[N+]1=CN=C(NCc2ccc([N+](=O)[O-])cc2F)c2ccccc21,-8.4,0.777,3.3308508297142287,-10.2,seed42
[N+]([O-])c1cc(C[NH+]2CC[C@H](Oc3cccc(C(F)(F)F)c3)C3=CCC[C@@H]32)c[nH]1,-8.6,0.6869999999999999,5.221225032655227,-10.0,seed42
[N+]=C/C=C/c1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2)cc1CN1C(=O)CCCS1,-8.6,0.5449999999999999,4.248117079119725,-10.0,seed42
Clc1ccccc1OCCN(Cc1ncc(-c2ccccc2)n1Cc1ccccc1)c1ccccc1,-9.1,0.284,2.354971487608521,-9.5,seed42
Clc1ccc2[nH]c3c(c2c1)CN(CCS(=O)(=O)c1ccc(Br)cc1)C3,-8.8,0.736,2.407602482113804,-9.8,seed42
Clc1ccccc1C[N+]1(CC[NH+]c2cccc3ccccc23)CCC1,-8.5,0.728,3.3051797925517743,-10.1,seed42
Cln1cc(-c2nnc(-c3cccnc3)nc2-c2ccc(CO)cc2)nc1C1CC1,-9.7,0.623,2.9038451413014457,-8.9,seed42
[C@](C(=O)Cn1nnc(-c2ccc(F)cc2)n1)N[C@@H]1CCC[C@H]1C1CC1,-8.1,0.862,3.712813358096176,-10.4,seed42
[C@@][C@](O)(c1cccc(OCC(F)F)c1)C(=O)c1ccc(C(C)(C)C)cc1,-8.2,0.863,3.213083109833569,-10.3,seed42
[C@@]1(CNC(=O)Nc2cnc(Cc3ccccc3)o2)CCCCC1=C,-8.3,0.95,3.0311266501438645,-10.2,seed42
[C@@]1(COc2ccccc2)NC(=O)N(C(C)Cc2ccccc2)C1=O,-8.4,0.912,2.899083700996334,-10.1,seed42
[C@@][C@@H]1CN(CC2CCN(c3ccc(NC(=O)[C@@H]4CCCO4)o3)CC2)N=N1,-8.5,0.953,4.387538473731372,-10.0,seed42
[C@@]1(CNC(=O)Nc2cccnc2Cl)Cc2ccccc21,-8.5,0.932,2.523318447911331,-10.0,seed42
[C@@](CNC(=O)c1ccccc1)N1CCC(c2ccccc2)=[NH+]1,-8.3,0.93,3.1166310494944494,-10.2,seed42
[C@@][C@@H](Cc1ccccc1)NC(=O)c1ccc(Cl)cc1O,-8.2,0.888,2.8475688663107963,-10.3,seed42
[C@@H](C[C@@H](O)COc1ccc(Br)cc1F)NNC(=O)c1cc(Cl)c2ccccc2n1,-8.3,0.414,3.185219774804562,-10.2,seed42
[C@]1(CNC(=O)Nc2ccc(Br)cc2)SC(SCC(=O)Nc2ccc(Cl)cc2)[C@H]1C,-8.4,0.515,3.390475214172465,-10.1,seed42
[C@]O[C@@H](COC(=O)NCc1cccc(O)c1)c1nc(C2CCCCC2)no1,-8.4,0.847,3.417314239857971,-10.1,seed42
[C@@](O)(c1ccccc1)c1nccn1CCC(=O)Nc1ccccc1F,-8.5,0.8039999999999999,2.2927743130997182,-10.0,seed42
FC(F)(F)C[NH2+]C1CCC(Cc2nnnn2-c2ccccc2)CC1,-8.5,0.884,3.3530394929532283,-10.0,seed42
FC(F)(F)COc1cc(F)ccc1CNC(=O)[C@@H]1CC=CC[C@@H]1C(=O)N1CCOCC1,-8.8,0.621,3.3536731862646345,-9.7,seed42
[N+]c1ccc(/C=C/C[NH+]2C[C@@H](O)C[C@H](c3ccccc3)N2)cc1Cl,-8.6,0.875,4.896669715059504,-9.9,seed42
[N+]=C(c1ccccc1F)N1CCC(C[NH2+]Cc2ccc(O)cc2)CC1,-8.7,0.72,3.4184935438689514,-9.8,seed42
[N+]c1ccc(Oc2cc(C(=O)NC3CC3)cn2-c2ccccc2)cc1,-8.4,0.851,2.91022431309972,-10.1,seed42
[N+]c1cc(C[NH2+][C@H]2CCCc3c(Br)cccc32)cc(OC)c1O,-8.3,0.942,4.340261068745262,-10.2,seed42
Cl[C@@H](Cc1ccccc1)C(=O)N1CCCc2ccccc21,-8.0,0.869,2.515920714050141,-10.5,seed42
Clc1ccc(COc2cc(Cl)c3ccccc3n2)cc1,-8.3,0.75,1.8499441773543024,-10.2,seed42
Cl[C@H](CC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc(N2CCCCC2)cc1,-8.8,0.47,2.672158280128139,-9.7,seed42
[C@]1(O)CCC[NH+](CC[NH+]2CCC(Cc3c[nH]c4ccccc34)C2)C1,-8.5,0.703,5.476563539544879,-9.9,seed42
[C@@]1(COc2ccc(F)cc2)NC(=O)N(c2ccc(Cl)cc2Cl)C1,-8.1,0.871,2.543632080666141,-10.3,seed42
[C@@]1(CCOCc2n[nH]c3c2CCC3)CN(C[C@@H](C)C#Cc2ccccc2)C1=O,-8.4,0.539,3.8204757187715135,-10.0,seed42
[C@@][C@@H]1CN(Cc2ccco2)C[C@@H](C(=O)Nc2ccccc2F)C1,-8.6,0.923,3.3565209508374227,-9.8,seed42
[C@@]Oc1ccc(NC(=O)NC[C@H](O)c2ccccc2Cl)cc1O[C@@H](C)C(=O)N(C)C,-8.2,0.6749999999999999,3.4309665017496567,-10.2,seed42
[C@@]1(C#N)C(=O)N(c2ccc(C[NH+]3CCC[C@@H]3C(=O)N3CCC(O)CC3)cc2)C1,-8.5,0.778,4.529388128120657,-9.9,seed42
[C@]1(C(C)(C)C)CN(Cc2ccc(OCc3ccccc3)cc2)CC1,-7.7,0.84,2.212379292284332,-10.7,seed42
Fc1cc(N2CCN(C/C(Cl)=C\C(=O)c3ccc(F)cc3)CC2)ccc1Cl,-8.4,0.604,2.406237905157859,-10.0,seed42
FC(F)c1cccc(CC(=O)N2CCC[C@@H](C(F)F)C2)c1,-8.0,0.857,2.9467599539509965,-10.4,seed42
[N+]=Cc1nc(CN2CCN(C(=O)c3ccco3)CC2)c2ccccc2[nH+]1,-8.3,0.733,3.496170177722769,-10.1,seed42
[N+]=Cc1cn(-c2ccccc2)nc1-c1cc([O-])nc(N(C)C)n1,-8.4,0.741,3.4414124356957263,-10.0,seed42
[N+]1=C(C2CCN(S(=O)(=O)c3ccccc3Cl)CC2)N=C1N[C@@H]1C=CCC1,-8.2,0.877,3.772537757888216,-10.2,seed42
[N+]/c1nnc(N2CCC[C@@H](CS(=O)(=O)c3ccccc3)C2)c(=O)[nH]1,-8.8,0.943,3.5067607617872056,-9.6,seed42
[N+]=Cc1cccc(-c2nc(CCc3ccccc3)no2)c1,-7.9,0.753,2.5748401464867605,-10.5,seed42
[N+]1=C[C@H](/C=C/c2cccn2-c2ccccc2)c2ccccc2N1,-9.0,0.858,3.7852923422209512,-9.4,seed42
[N+]1=N/N=C(c2ccc(Br)o2)S/C1=N\N=C/c1nc2ccccc2c(=O)n1CCC[NH+](CCC#N)C1CC1,-8.4,0.37,5.004567305258682,-10.0,seed42
Clc1ccc(-c2nc(COc3c(Cl)cccc3[N+](=O)[O-])co2)cc1,-8.5,0.542,2.271569003085041,-9.9,seed42
Clc1cccc(-c2cnc(SCc3ccc(-n4cncn4)cn3)[nH]c2=O)c1,-8.6,0.491,2.660121872256717,-9.8,seed42
ClC1=C[C@@H](c2ccc(C(=O)[O-])cc2F)S/C1=C\Nc1ccccc1,-8.5,0.873,3.642723883959152,-9.9,seed42
Cl[C@H](CO/N=C1/NC(=O)c2ccccc21)c1ccco1,-8.2,0.775,3.5395220493346686,-10.2,seed42
Cl[C@H](Cc1ccccc1)C(=O)N1CCN(c2ccc(Cl)cc2Cl)CC1,-8.5,0.79,2.547652031906402,-9.9,seed42
Clc1[nH]cc(S(=O)(=O)Oc2ccc(F)cc2)c1NCc1ccccc1,-8.3,0.709,2.422308657628431,-10.1,seed42
N(N[C@@H]N=C(c1cccs1)c1ccc(F)cc1)c1ccc(F)cc1,-8.4,0.47,2.6535914853086986,-9.9,seed42
[C@@](C#N)Cn1c(NC(=O)c2cccc(Cl)c2)nc2cc(Cl)ccc21,-8.5,0.841,2.674726242904045,-9.8,seed42
[C@@](CNC(=O)[C@@H]1CCCN(C(=O)NC[C@H]2CCCN(c3ncccn3)C2)C1)c1ccccn1,-9.0,0.748,3.576249063431847,-9.3,seed42
[C@@]c1cc(C(=O)NCC[NH2+][C@@H](C)c2ccc(Cl)cc2)ccc1O,-8.4,0.79,3.8685688054316536,-9.9,seed42
[C@@]Oc1ccc(C(=O)NCc2nc3ccc(OC)cc3[nH]c2=O)cc1OCC(N)=O,-8.4,0.575,2.7512817250458834,-9.9,seed42
[C@@]1([O-])CCC[C@H]1[NH2+]Cc1cccc(Oc2ccc(C#N)cc2)c1,-7.8,0.896,3.7747227520447417,-10.5,seed42
[C@@]1(C#N)CCC[C@@H]([NH2+]Cc2ccc(OCc3ccccc3F)cc2)C1,-7.9,0.956,3.714858838181355,-10.4,seed42
[N+]=Cc1ccc(F)cc1NC(=O)NCC1CCN(c2cnccn2)CC1,-8.3,0.881,2.863355643309814,-10.0,seed42
[N+]/C=C/c1cc(Cl)ccc1OCC(=O)N/N=C/c1ccccc1O,-8.3,0.703,2.7463984148497467,-10.0,seed42
[N+]=C1/C(=N/N=C\C=C\c2ccccc2)n2ncnc2N1,-8.3,0.738,3.8314790287682303,-10.0,seed42
ClC[C@H](c1nncn1-c1ccc(F)cc1)NCCc1ccccc1,-7.8,0.747,2.830201149634652,-10.5,seed42
Clc1c(Cl)cc(C[NH+]2CCCc3ccc(C(F)(F)F)cc32)cc1F,-8.9,0.644,4.081605804979307,-9.4,seed42
[C@](C#CNC[C@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1)c1cnnn1C1CC1,-8.6,0.704,3.7187550600264654,-9.7,seed42
[C@@][C@@H](NC(=O)c1cccc2cccnc12)c1ccccn1,-8.2,0.879,3.015548961212815,-10.1,seed42
[N+]c1ccc(OCc2cccc(C(=O)N3CCOCC3)c2)cc1O,-8.2,0.913,2.5530889912809887,-10.1,seed42
[N+]c1ccc(CC(=O)N2CCc3[nH]c4ccccc4c3C2)cc1,-8.7,0.857,2.73938776378899,-9.6,seed42
[N+](=O)c1ccccc1C(=O)N1CCN(c2ncc(Cl)cn2)CC1,-8.7,0.937,2.6720069058409663,-9.6,seed42
Fc1ccc(-n2nnc(/C=N/c3ccccc3)c2Cl)cc1,-8.4,0.77,2.53032684867933,-9.8,seed42
[N+]=C(c1ccc2ncccc2n1)c1cccc(F)c1,-8.3,0.736,2.6072721603077333,-9.9,seed42
ClCc1cccc(-n2ncc(C(F)(F)F)c2C(=O)N2CCN(c3ncccc3)CC2)c1,-8.8,0.645,2.6235003819240745,-9.4,seed42
Clc1cccc(CN(Cc2nccc3ccccc23)C2CCCC2)c1,-8.4,0.655,2.168389697715103,-9.8,seed42
Cl[C@@H]1CC[C@H](C(=O)N2CCC([C@H](O)c3ccccc3)CN2)O1,-8.3,0.913,4.3681719346190455,-9.9,seed42
[C@](O)(c1ccc(F)cc1)[C@@H]1Oc2ccccc2O[C@@H]1[NH3+],-8.1,0.952,3.6356707310761527,-10.1,seed42
[C@@](C#Cc1nc(-c2cccnc2)no1)c1ccccc1O,-8.0,0.8069999999999999,3.0779669454942056,-10.2,seed42
[C@@][C@]1(Cc2ccccc2)NC(=O)N(Cc2csc(-c3ccccc3)n2)C1,-8.2,0.83,3.2454651514761377,-10.0,seed42
[C@@][C@@H]1[C@@H](C(=O)[O-])CC(=O)N1[C@@H]1CCc2ccccc2C1,-9.0,0.845,4.174724684482902,-9.2,seed42
[C@@][C@]1(C(=O)OCCCn2ccc3cc(F)ccc32)CCCC1=O,-8.0,0.564,3.4816035539523646,-10.2,seed42
[C@@](O)(CCC(=O)Nc1cc(Cl)ccc1Cl)c1ccccc1O,-8.2,0.838,2.200689813681082,-10.0,seed42
[C@](O)(c1ccc(C(C)C)o1)C(=O)Nc1cnn(-c2ccc(Cl)cc2)c1,-7.8,0.7979999999999999,2.7249457416711493,-10.4,seed42
c1nc(-c2cccc(F)c2)sc1C(=O)OCc1ccc([N+](=O)[O-])cc1,-8.1,0.4669999999999999,2.1667340097411056,-10.1,seed42
[C@](C#N)(OCc1ccccc1OCC1CC1)c1nnc(-c2ccccc2)n1C,-7.7,0.6789999999999999,2.6995767754318933,-10.5,seed42
[N+]1(C(F)(F)C(F)F)CCCN(C(=O)Cc2ccc(F)cc2F)C1,-8.1,0.5499999999999999,3.2652511873658927,-10.1,seed42
Cl[C@@H](Cc1c[nH]c2ccccc12)c1nnc(C2CC2)s1,-8.0,0.8049999999999999,3.008751227053501,-10.2,seed42
Clc1cc(F)ccc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1,-8.0,0.818,1.926012672382118,-10.2,seed42
Cl[C@@H]([NH2+][C@@H]1CCCc2ccccc21)[C@@H](O)c1ccc(Cl)c(Cl)c1,-8.7,0.692,3.966215737297758,-9.5,seed42
Clc1ccc(Cl)cc1N1CCN(C(=O)c2ccccc2Cl)CC1,-9.1,0.852,1.8068313706069696,-9.1,seed42
[C@@][C@]1(C[C@H]2CCCO2)CCC[NH+](CC(=O)Nc2ccc(F)cc2)C1,-8.2,0.94,4.675378076263518,-9.9,seed42
[C@@]n1c(C)nnc1S[C@@H](C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,-9.1,0.48,3.0433373323525217,-9.0,seed42
[C@@][C@@H]1CN(Cc2ccc(C(=O)OCCN3CCOCC3)cc2)C(=O)N1Cc1ccccc1,-8.8,0.6779999999999999,3.0898732500398607,-9.3,seed42
[C@@](NC(=O)c1cccc(O)c1)c1ccc(Cl)c(Cl)c1,-8.2,0.931,2.48530815977996,-9.9,seed42
[C@@][C@@H]1C[NH+](CCNC(=O)Nc2ccc3c(c2)NC(=O)CC3)C1,-7.6,0.701,3.7309089651272034,-10.5,seed42
[C@@]n1c(OCc2ccccc2)nc2ncnc(Nc3cccc(S(=O)(=O)N(C)C)c3)c21,-9.5,0.5559999999999999,2.8897068504555445,-8.6,seed42
[C@@]1(C(=O)N[C@@H]2CCO[C@]3(CCOC3)C2)CCCN(CC2CCCCC2)C1,-8.2,0.914,4.29495120078407,-9.9,seed42
[C@@][C@]1(C(=O)N2CCC(N3CCN(C(=O)c4ccccc4F)C3)=NC2=O)CC1,-8.9,0.875,3.399772731068791,-9.2,seed42
[C@]1(C)CCC[C@@]1(O)c1cc(OCc2ccco2)n(-c2ccccc2)n1,-8.7,0.844,3.428304149034883,-9.4,seed42
[C@@H](C)CN(C)c1ccc(C(=O)c2c[nH]c(=O)[nH]2)cc1OCC(=O)Nc1cccc(F)c1,-8.7,0.537,2.866913252674016,-9.4,seed42
[C@]1(CNc2ccc(Cl)c(F)c2)NC(=O)N(Cc2ccc(C#N)cc2)C1=O,-8.1,0.871,2.637331913067454,-10.0,seed42
c1ccc(CC[C@@H]2CCCN(C(=O)C3CCCCC3)C2)c(OC(F)F)c1,-8.5,0.787,2.6580162526907127,-9.6,seed42
[C@](O)(c1ccccc1)[C@@H]1CCC[N+](NC(=O)/C=C/c2ccco2)C1,-7.8,0.736,3.745467523261025,-10.3,seed42
N[C@]1(C(N)=O)CCC[C@@H]1c1ccccc1NC(=O)C1=CCCC1,-8.9,0.874,3.550021273591592,-9.2,seed42
F[C@H](c1ccc(Cl)cc1)c1nc(CSc2n[nH]c([O-])n2)nn1Cc1cccs1,-8.8,0.526,3.746418307889714,-9.3,seed42
[N+]1=N/c2ccc(Cl)cc2C(=O)N1CC[NH+]1CCc2sccc21,-7.7,0.897,5.0440225819522695,-10.4,seed42
[N+]=Cc1cn(CC(=O)c2ccsc2)c2c1CCN(Cc1ccccc1)C2,-8.5,0.579,3.055161068411029,-9.6,seed42
[N+]n1ccnc1NCc1nc(-c2ccc(F)cc2)cc[nH+]1,-8.2,0.864,3.9258648058041743,-9.9,seed42
[N+]n1cc(CN2CC[C@H](c3cccnc3)C2)c2c1CC[NH2+]C2,-7.9,0.867,4.478701694378305,-10.2,seed42
[N+]n1ccc(CN2CCN([C@@H]3CCN(c4ccccc4)CC3)C2)c1Cl,-8.4,0.924,3.012183796766738,-9.7,seed42
[N+]1=CC[C@H](C2=NNC(c3cn(-c4ccccc4)cc3C(F)(F)F)C2)C1,-9.0,0.89,4.600838358096175,-9.1,seed42
[N+]=C(c1cccc(C(F)(F)F)c1)N1CCN(C(=O)c2ccc(=O)[nH]n2)CC1,-9.3,0.698,2.855988115684175,-8.8,seed42
[N+](=C/c1cccc2c1OCCO2)c1ccccc1[N+](=O)[O-],-8.5,0.573,3.003645133673027,-9.6,seed42
ClCc1cccc(OCC(=O)Oc2ccccc2C(F)(F)F)c1,-8.1,0.537,2.086901551819988,-10.0,seed42
ClCc1cc[nH+]c(N2CCC[C@H]2c2noc(C34CC4CC3)n2)c1,-8.7,0.888,4.99614184241436,-9.4,seed42
Cl[C@H]1CCC[C@H](Oc2cccc(COc3ncccc3F)c2)C1,-7.7,0.82,3.129492279508751,-10.4,seed42
Cl[C@@H](CCC(=O)Nc1nccnc1-c1nccn1C1CC1)c1ccccc1,-8.1,0.696,3.09891128127809,-10.0,seed42
ClN1[C@H](N(Cc2ccccc2)N2CCC[C@H]2CC(CO)COCCc2ccccc2)CC1=O,-8.1,0.369,4.081237091082992,-10.0,seed42
[C@H](O)[C@H](NC(=O)N1CCC[C@@H](OCc2ccccc2)C1)c1nc(C(C)(C)C)cs1,-8.5,0.8119999999999999,3.5853632066677745,-9.5,seed42
[C@]1(SCCn2ccccc2=O)CS(=O)(=O)c2ccccc21,-8.0,0.944,2.952350543509091,-10.0,seed42
[C@@]1(c2ccccc2)NC(=O)N(Cc2ccc(F)cc2)S1,-8.0,0.956,2.6724152648874586,-10.0,seed42
[C@@](C#N)c1ccc(CNC(=O)C2CCN(c3ccc(F)cc3)CC2)cc1,-8.5,0.881,2.371955643309816,-9.5,seed42
[C@@][C@@H]1Cc2cc(C(=O)Nc3cc[nH+]cc3)ccc2N1CN1CCOCC1,-7.9,0.885,4.051597337710955,-10.1,seed42
[C@@]1(CCc2ccccc2)CCCC(=O)N1c1ccccc1,-8.6,0.893,2.190817069563684,-9.4,seed42
[C@@]1(C[NH+]2CCC(N(C)c3cccc(F)c3)CC2)CN(c2cnccn2)C1=O,-8.7,0.87,3.9040200446782576,-9.3,seed42
[C@@](CN/C=C1\C(=O)NC(=O)c2ccccc21)CCn1cc(Cl)cn1,-8.3,0.5569999999999999,3.0967592253947,-9.7,seed42
[C@@H](C(=O)Nc1cccc(Br)c1)c1ccc(F)cc1F,-8.1,0.891,2.310548798386636,-9.9,seed42
c1ccc(-c2cnc(NC[C@@H]3CCCC[NH2+]3)n2C2CC2)cc1[N+](=O)[O-],-8.5,0.703,4.001586999403693,-9.5,seed42
[C@]1(C(=O)NCCCNc2ccc(F)cc2F)N=C(c2ccccc2)OC1(C)C,-8.0,0.7939999999999999,2.687438898119334,-10.0,seed42
[C@]1(C[NH+]2CCC[C@@H]2CNC(=O)COc2ccccc2NC(=O)[C@H]2C[C@H]2C)NC1=O,-8.4,0.498,4.536460995901011,-9.6,seed42
[C@]1(CCC[NH2+]CCc2cccn2CC2CC2)c2ccccc2NC1Oc1cccnc1,-7.8,0.5489999999999999,4.200882694254199,-10.2,seed42
[C@][C@@](C)(C(=O)N1CC[C@@H](Nc2ccccc2)C1)c1ccccc1,-7.9,0.92,3.1553069648234366,-10.1,seed42
[C@]1(Cc2cccnc2)C[C@]2(C)CC(=O)N1[C@@H](c1ccc(-n3cncn3)cc1)N2,-8.4,0.84,4.80300221555037,-9.6,seed42
FC(F)(F)C1=N[C@@H](Nc2cccc(F)c2F)Nc2ncnn21,-8.5,0.913,3.901731346138903,-9.5,seed42
[N+]c1ccc(S(=O)(=O)N2CCOCC2)nc1N[C@@H]1C(=O)NCC2(CCCCC2)N1,-9.3,0.7,4.630521665769582,-8.7,seed42
[N+]1=CC=C[C@H]1Cc1nnc(-c2ccc(Cl)cc2)n1Cc1ccccc1F,-8.3,0.771,3.542436001678566,-9.7,seed42
[N+]c1ccccc1-c1ccccc1NC(=O)[C@@H](CC(=O)[O-])C(=O)[O-],-8.9,0.7949999999999999,3.8439386721121735,-9.1,seed42
[N+]1=Cc2sccc2CN1CC(=O)N1CCN(Cc2nc3ccccc3s2)CC1,-8.6,0.74,3.2810540692224404,-9.4,seed42
[N+]=Cc1ccc2c(c1)OC(=O)N2CC(=O)Nc1ccc(Cl)cc1,-7.8,0.824,2.6207849800744256,-10.2,seed42
[N+]c1ccc(OCc2nc(C(=O)Nc3ccc(Cl)cc3Cl)cs2)cc1,-8.2,0.746,2.661297173338074,-9.8,seed42
[N+]/c1cc([N+](=O)[O-])ccc1C(=O)N1CCc2cc(Cl)ccc21,-8.2,0.71,2.7530877960266054,-9.8,seed42
Clc1cc(CCNC(=O)[C@@H]2CC(Br)=C3C=CC=C[C@@H]23)ccc1O[C@H](C#N)C(=O)[O-],-8.6,0.731,4.433659097547978,-9.4,seed42
Clc1ccc(-c2noc(CSc3nnnn3Cc3ccccn3)n2)cc1,-8.1,0.5469999999999999,2.346641877076049,-9.9,seed42
Cl[C@@H](CC(=O)NCCc1ccccc1)C(=O)c1ccc(F)cc1,-8.2,0.704,2.4554778734789924,-9.8,seed42
ClCc1ccc(N2CCC[C@H](OC(=O)Cc3ccc(F)cc3Cl)C2)cc1,-8.6,0.608,2.715034015684475,-9.4,seed42
[C@]1(CC2CCN(C(=O)c3cccc(Cl)c3)CC2)NC(=O)N=C1SCc1nccs1,-8.1,0.8049999999999999,3.0645742621805665,-9.8,seed42
[C@@](Cc1ccccc1)C(=O)Nc1ccc(F)c(C(=O)NCCOC2CCCCC2)c1,-8.1,0.69,2.5448411414915064,-9.8,seed42
[C@@]1(C(=O)NNc2cccc(Cl)c2)CC[C@H](O)[C@@H]1Oc1ccc(OC(C)C)cc1,-8.6,0.693,3.4295082498343863,-9.3,seed42
