smiles,qed,sa,egfr,her2,source
COC(=O)C1(N(C)C(=O)c2c(C)oc3ncc(C)c(C)c23)CCSCC1,0.7658,4.5138,-8.1,-7.9,seed42
CCC[C@@H]1C(=O)NCCN1C(=O)C(=O)Nc1ccc(N(C)C)c(C)c1,0.8009,4.2398,-7.6,-8.4,seed42
C[C@@H](Nc1nc2cc(Cl)ccc2s1)c1ccccc1,0.7231,5.0,-7.7,-8.3,seed42
C[C@@H]1CCC[C@H](NC(=O)CNc2cc(S(N)(=O)=O)ccc2Cl)[C@@H]1C,0.7367,4.3023,-7.9,-8.1,seed42
C=CCN1C(=O)C(C(C)=O)[C@@H](c2ccc(F)cc2)N1/N=C/c1ccc(OC)cc1OC,0.3685,4.6192,-7.7,-8.3,seed42
CCS(=O)(=O)N(CC(=O)Nc1cc(C)ccn1)c1ccccc1,0.8786,4.3613,-7.8,-8.2,seed42
N#Cc1ccc(N/C=C2/C(=O)NC(=S)N(c3ccccc3Br)C2=O)cc1,0.447,4.4745,-8.0,-7.9,seed42
CCC[C@H]1CN(C(=O)NC(=N)NC(=O)NC2CCCC2)CCO1,0.4649,3.9711,-8.0,-7.9,seed42
CCN(C(=O)Nc1ccc(OC)cc1[N+](=O)[O-])C1CCCCC1,0.6602,4.4362,-8.0,-7.9,seed42
Cc1nc2cc(NC(=O)C(=O)NCC(C)(C)C[C@H](C)C)ccc2o1,0.8237,4.2438,-7.4,-8.5,seed42
CCc1ccc(NC(=O)/C(C#N)=C/c2cccc(OC)c2)cc1,0.6748,4.3986,-7.6,-8.3,seed42
CCCN(CCC)c1nc(-c2cccnc2)nc2c1CCN(C(C)=O)C2,0.7986,4.8982,-7.8,-8.1,seed42
Cn1ncc2c(NS(=O)(=O)c3ccc(Br)cc3)ncnc21,0.7631,4.8304,-7.7,-8.2,seed42
COc1ccc(NC(=S)NNC(=O)Cc2ccc(F)c(F)c2)cc1,0.5837,4.5187,-7.7,-8.2,seed42
Cc1ccsc1C(=O)OCCCn1nnc2ccccc2c1=O,0.5307,5.0,-7.8,-8.1,seed42
C#CCN1CCN(CN2C(=O)[C@@H](c3ccccc3)Oc3ccccc32)CC1,0.7836,5.0,-7.8,-8.1,seed42
COc1ccccc1N/C(O)=C(/C(=O)C[C@H](C)C(=O)OC)c1ccccc1,0.4182,4.1007,-8.1,-7.8,seed42
Cc1cncc(C(=O)Nc2sccc2C(=O)NC2CC2)c1,0.9115,5.0,-7.8,-8.1,seed42
C[C@H](Sc1cccc[n+]1[O-])C(=O)N(C)Cc1ccc(Cl)cc1,0.4786,3.9405,-7.4,-8.4,seed42
COc1ccc(C[NH+]2CCCN(C(=O)C(C)(C)c3cnn(C)c3)CC2)cc1O,0.7935,4.9576,-7.8,-8.0,seed42
CC[C@@H](NC(=O)NCCc1cn[nH]c1)c1ccc(C)cc1,0.7639,4.3058,-7.9,-7.9,seed42
Cc1cccc(NC(=O)[C@@H](C)N2CCCN(CC(F)(F)F)C2=O)c1,0.9137,4.3858,-7.5,-8.3,seed42
C[C@H]([NH+](C)[C@@H]1CCC[C@H](C2CC2)C1)C(=O)N1CCCC[C@H]1C,0.8465,5.0,-7.9,-7.9,seed42
O=C(NC[C@@H]1CCCCO1)[C@@H]1C[C@H]1c1ccc(F)cc1,0.9184,5.0,-7.5,-8.3,seed42
CC1(C)CN(C(=O)[C@@H]2C[C@@H]2c2cccc(F)c2)CCS1,0.8338,4.7518,-7.8,-8.0,seed42
C[C@@H]([NH3+])c1cccc(OCc2nc3ccccc3s2)c1,0.8001,5.0,-7.8,-8.0,seed42
CC[C@@H](Cc1ccccc1)NC(=O)c1cnc([C@@H]2CCCO2)s1,0.8775,5.0,-7.7,-8.1,seed42
CC(C)(C)OC(=O)N1CCCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,0.7529,4.3505,-7.6,-8.2,seed42
O=C(c1ccccc1)[C@H]1CCC[NH+]1[C@H](C(=O)N1CCOCC1)c1ccccc1,0.8017,5.0,-8.2,-7.6,seed42
COc1ccccc1C[C@H](C)N(C)C(=O)[C@H]1CC(=O)N(C2CC2)C1,0.8025,4.9878,-7.6,-8.2,seed42
CCOc1ncccc1CNC(=O)C(=O)Nc1cc(C#N)ccc1Cl,0.7976,4.4441,-7.5,-8.2,seed42
CC(C)[C@H](Sc1nc2ccccc2[nH]1)C(=O)N[C@@H]1CCS(=O)(=O)C1,0.7886,4.7019,-7.3,-8.4,seed42
CC(=O)C1=C(C)C(C(=O)[C@@H](C)OC(=O)c2ccc(Cl)cc2)=N[C@H]1C,0.7666,3.9337,-7.2,-8.5,seed42
COc1ccccc1OCC(=O)Nc1cccc(C)c1C,0.9163,4.7585,-7.6,-8.1,seed42
COc1cc(OC)cc(C(=O)Nc2cc(C(=O)N(C)C)c(C)o2)c1,0.9099,4.3729,-7.7,-8.0,seed42
CCOCc1ccccc1NC(=O)N(Cc1c(F)cccc1Cl)C1CCCC1,0.6151,5.0,-7.6,-8.1,seed42
CC(C)(CNC(=O)c1cc(F)cc(Cl)c1)[NH+]1CCCC1,0.8711,4.6393,-7.9,-7.8,seed42
COc1ccc(OCC(=O)Nc2cc(Cl)ccc2O)cc1,0.8331,4.6785,-7.6,-8.0,seed42
COCC[C@H](NC(=O)N1CCCCC1)Cc1cccc(C)c1,0.877,4.5766,-7.7,-7.8,seed42
CS[C@@H]1CC[C@@H](NC(=O)Nc2ccccc2)[C@H]1c1cccs1,0.8623,4.726,-7.8,-7.7,seed42
COc1ccc(C(C)(C)C)cc1NC(=O)C[NH+]1CCN(CC(F)(F)F)CC1,0.8072,4.5121,-7.3,-8.2,seed42
C[C@@H](N[C@@H]1CCN(C(C)=O)C1)c1nc2ccccc2n1C,0.9365,4.9913,-7.8,-7.7,seed42
C[C@H]1C[C@@H]1NC(=O)NC1(c2cccc(F)c2)CCCC1,0.8735,4.8964,-7.7,-7.8,seed42
Cc1ccccc1[C@@H]1C[C@@H]1C(=O)N1CCC([NH3+])CC1,0.8556,5.0,-7.6,-7.9,seed42
CC(C)c1nc(C(=O)NCc2nc(-c3ccco3)n[nH]2)n[nH]1,0.6506,4.8301,-7.4,-8.1,seed42
COc1ccc(N2CC[NH+](CCS(=O)(=O)c3ccccc3)CC2)cc1,0.8297,5.0,-7.4,-8.1,seed42
CCN(CC)C(=O)CCNC(=O)c1cnn(-c2ccc(Cl)cc2)c1,0.8356,4.4379,-7.4,-8.1,seed42
CCCN(Cc1noc([O-])n1)C(=O)Nc1ccc(C)c(Cl)c1,0.912,4.4295,-7.4,-8.1,seed42
CCN(CC(C)(C)O)C(=O)N[C@H]1CCCc2ccc(F)cc21,0.8982,4.2324,-7.5,-8.0,seed42
O=C(O[C@H](CO)c1ccc(Cl)cc1)c1ccc(F)cn1,0.8812,4.3717,-7.4,-8.1,seed42
CCN(CC)C(=O)N[C@@H](C)c1ccc(NC(=O)c2cccs2)nc1,0.8404,4.3898,-7.6,-7.9,seed42
Cc1cccc(N(CCC#N)C(=O)Cn2ncc(Cl)c(Cl)c2=O)c1,0.8163,4.2401,-7.4,-8.1,seed42
CC(=O)Nc1ccc(Sc2ncnc3c2sc2ccccc23)c([N+](=O)[O-])c1,0.3004,5.0,-7.7,-7.7,seed42
O=C([O-])[C@@H]1[C@@H]2C(=O)N([C@@H]3CCC(=O)N(Cc4ccco4)C3)C=C2C1=O,0.6527,5.0,-8.0,-7.4,seed42
COC(=O)c1cc(COc2c(C)cc(C)cc2C(C)=O)on1,0.624,4.3368,-7.5,-7.9,seed42
Nn1c(SCc2ccc(Cl)cc2)nnc1-c1ccco1,0.5919,4.7177,-7.4,-8.0,seed42
Cc1ccc([N-]S(=O)(=O)N(C)CC(=O)NC(N)=O)cc1F,0.8207,3.759,-7.5,-7.9,seed42
CC(C)CC(=O)Nc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,0.611,4.4898,-7.3,-8.1,seed42
NC(=O)C1CC[NH+]([C@@H]2CCOC3(CCCCC3)C2)CC1,0.7806,4.6885,-7.6,-7.8,seed42
CCCC[NH+](C)C1CCN(C(=O)c2cc([N+](=O)[O-])ccc2C)CC1,0.6373,4.5754,-7.7,-7.6,seed42
COC(=O)N1CC[C@@H](OC(=O)c2ccccc2[N+](=O)[O-])C1,0.4766,4.3757,-7.4,-7.9,seed42
Cc1ccc(N[C@@H](C)C(=O)N2CCOC[C@@H]2C)c(C)c1,0.9211,4.3968,-7.4,-7.9,seed42
Cc1cc(C)c(C(=O)N2CC[NH+](C3CCCCC3)CC2)c(=O)[nH]1,0.8418,5.0,-7.3,-8.0,seed42
CCC[C@@H](C)N1C[C@@H](C(=O)OCc2ccc3c(c2)OCCO3)CC1=O,0.7401,5.0,-7.3,-8.0,seed42
COc1ccc(OC)c(C(=O)c2ccccc2[N+](=O)[O-])c1,0.4797,4.5103,-7.7,-7.6,seed42
CC1(C)CN(c2ccc(F)cc2C#N)C[C@H]1C(N)=O,0.8795,4.1256,-7.6,-7.7,seed42
COC[C@@H]1CCCN(C(=O)Nc2ccc(CC[NH+]3CCSCC3)cc2)C1,0.7928,5.0,-7.5,-7.8,seed42
O=C(NC[C@@H]1C[C@H](O)C[NH+]1Cc1ccccc1)Nn1cccc1,0.6252,4.8906,-7.7,-7.6,seed42
OC1=Nc2cc(Cl)ccc2O[C@@H]1c1ccccc1,0.839,4.6051,-7.6,-7.7,seed42
O=C(c1cnccn1)N1CSC[C@H]1C[NH2+]Cc1cccc(O)c1,0.8317,4.8902,-7.7,-7.6,seed42
CC[NH+](CC(=O)N(Cc1ccccc1)[C@@H]1CCS(=O)(=O)C1)C1CC1,0.7671,4.9122,-7.4,-7.9,seed42
CCN(Cc1ccc(N)cc1)C(=O)N[C@H]1CCC[C@@H](S(C)(=O)=O)C1,0.7935,4.1674,-7.1,-8.2,seed42
CC(C)NC(=O)c1cccc(S(=O)(=O)[N-]c2cn(C)cn2)c1,0.9102,4.4688,-7.4,-7.8,seed42
O=C1CCCCN1CNS(=O)(=O)c1ccc(F)cc1,0.9002,4.2885,-7.4,-7.8,seed42
COc1ccccc1NS(=O)(=O)c1csc(-c2ccsc2)n1,0.7604,4.8982,-7.2,-8.0,seed42
COc1cc(Cl)cc(C)c1C[C@H]([NH2+]CCC)c1ccccc1,0.8225,4.6172,-7.4,-7.8,seed42
O=C(NC1CC1)[C@@H](NC[C@@H]1CC[NH+](C2CC2)C1)c1ccccc1,0.6924,5.0,-7.5,-7.7,seed42
COCCNC(=O)NC[C@@H]1C[C@]12CCc1ccccc12,0.8049,4.9142,-7.4,-7.8,seed42
O=S(=O)(CCCn1ccnc1)N[C@H]1CCN(c2ccc(Cl)cc2)C1,0.8125,4.8423,-7.2,-8.0,seed42
COCc1cc(C(=O)N[C@@H]2CCO[C@@H]2c2ccc(Cl)c(F)c2)no1,0.8933,4.9937,-7.2,-7.9,seed42
COC(=O)C1=C(C)Nc2nnnn2[C@@H]1c1ccc(OC)c(OC)c1,0.8329,4.7544,-7.2,-7.9,seed42
O=C(Nc1nncs1)NC1CCC(Cn2cc[nH+]c2)CC1,0.898,4.8288,-7.4,-7.7,seed42
O=C(Nc1ccc(CC(=O)NC2CCC2)cc1)C1CC1,0.8634,5.0,-7.6,-7.5,seed42
O=C(NCCCn1c(CCl)nc2cccnc21)c1ccsc1,0.5565,4.921,-7.5,-7.6,seed42
CSCC[C@@H](NC(N)=O)C(=O)N[C@H](C)c1ccc(C)c(F)c1,0.7169,3.6429,-7.6,-7.5,seed42
O=C(Nc1ccncc1)c1cc(-c2ncc[nH]2)no1,0.7422,4.9212,-7.6,-7.4,seed42
Cc1ncc([C@H](C)NC[C@@H](c2ccccc2)[NH+]2CCCC2)s1,0.8574,5.0,-7.3,-7.7,seed42
CCCS(=O)(=O)[C@H](C)C(=O)NC[C@H]1Cc2ccccc2O1,0.8598,4.2464,-7.2,-7.8,seed42
Cc1nc(CC(=O)NCc2ccc(N3CCOCC3)cc2)cs1,0.912,5.0,-7.2,-7.8,seed42
Cc1ccsc1-c1nc([C@]2(C)CCCO2)no1,0.8212,4.5457,-7.4,-7.6,seed42
COc1cc(OC)cc(C(=O)NCc2ncccc2C)c1,0.9162,4.7349,-7.4,-7.6,seed42
COc1cc(OC)c(C(=O)NC[C@@H](C)N2CCOC[C@@H]2C)cc1OC,0.803,4.4131,-7.2,-7.8,seed42
O=C(NCC(=O)N1CCCC1)N[C@H]1CCN(CC(F)(F)F)C1,0.7942,4.2244,-7.6,-7.4,seed42
CC[C@@H](C)Nc1cccc(C(=O)N2CCC(C)(C)C2)c1,0.9061,4.4597,-7.3,-7.7,seed42
CN(Cc1ccccc1)C(=O)NCCCOC1CCCCC1,0.7825,4.5071,-7.1,-7.9,seed42
C=CCNC(=O)CC(=O)N[C@H](C)c1ccc(F)c(F)c1,0.6176,3.7034,-7.6,-7.4,seed42
CC[C@@H](C(=O)N1CCO[C@H](C(N)=O)C1)c1ccccc1,0.8874,4.3362,-7.4,-7.6,seed42
CCOc1ccc([C@H](C)NC(=O)N(C)CCc2ccsc2)cc1,0.8295,4.3592,-7.1,-7.9,seed42
O[C@@H](C[C@@H](O)C(Cl)(C1)C(F)(F)F)c2ccccc21,0.5664,3.887,-7.4,-7.5,seed42
CCCCc1nnc(NC(=O)N2CCOC[C@H]2C[C@H](C)O)o1,0.8235,4.1535,-7.5,-7.4,seed42
C[C@@H](NC(=O)Nc1ccccc1N(C)C)c1cn2ccsc2n1,0.7715,4.8369,-7.0,-7.9,seed42
COc1ccc(C)cc1NC(=O)[C@H]1SCC[C@H]1C(N)=O,0.8825,4.2948,-7.3,-7.6,seed42
CCOC(=O)c1sc(Nc2ccc(F)c(F)c2)nc1C(=O)[O-],0.8407,4.479,-7.6,-7.3,seed42
O=C([O-])C1(CC(=O)NC[C@H]2CN(C3CC3)CCCO2)CCCCC1,0.7608,4.7709,-7.4,-7.4,seed42
C[NH+](Cc1ccccc1)C[C@@H]1CCC[NH+]1C1CCCC1,0.7818,5.0,-7.4,-7.4,seed42
COc1cc(-c2nnc(SCCN3CCOCC3)o2)cc(OC)c1C,0.6933,4.9557,-7.0,-7.8,seed42
N#C/C(=C/Nc1ccc(Cl)cc1)C(=O)N[C@H]1CC=CCC1,0.5088,3.9632,-6.8,-8.0,seed42
C[C@H]([NH2+][C@@H]1CCO[C@@]2(CCSC2)C1)C1CCCCC1,0.8618,4.3799,-7.3,-7.4,seed42
Cc1noc(C)c1COC(=O)[C@H](c1c(F)cccc1Cl)N(C)C,0.7804,4.2474,-7.6,-7.1,seed42
COc1ccccc1/C=C/C(=O)Nc1ccncc1,0.8534,4.5441,-7.2,-7.4,seed42
CS[C@H]1CCCC[C@@H]1NC(=O)N1CCC(N2CCCC2=O)CC1,0.8592,4.6588,-7.9,-6.7,seed42
C[C@@H]1CN(C(=O)NCc2nncn2C2CC2)[C@H](C)C[NH2+]1,0.7811,4.8968,-7.2,-7.4,seed42
CSC[C@@H](C)N(C)C(=O)NC[C@H]1CCCN(c2ncccn2)C1,0.8611,4.2114,-7.1,-7.5,seed42
C[C@H]1CCOCCN1C(=O)NCC[C@@H](O)c1ccco1,0.8778,4.333,-7.5,-7.1,seed42
CC[C@H](CCO)CNC(=O)NCc1ccccc1-n1cncn1,0.6874,4.263,-7.1,-7.5,seed42
C[C@@H](Cn1cncn1)Nc1cnc(-c2ccccc2)nc1,0.7759,4.8849,-7.0,-7.6,seed42
CCOC(=O)c1c(-c2ccccc2)csc1NC(C)=O,0.8757,4.4774,-7.3,-7.3,seed42
C[C@H]1C[C@@H](C)C[NH+](Cc2ccccc2N)C1,0.7223,4.5278,-7.4,-7.1,seed42
CCOc1ccc(O)c(C[NH+]2C[C@H]3[C@@H](C2)C3(C)C)c1,0.8612,5.0,-7.0,-7.5,seed42
CC[C@@H](CCO)CNC(=O)c1c[nH]c2ccccc12,0.7459,4.3542,-7.3,-7.2,seed42
CCC[C@@H](C[NH2+][C@H](C)C1CCCCC1)c1ccccc1,0.7706,4.5309,-7.2,-7.3,seed42
C[C@H](C(=O)N1CCC[C@@H]1CC(C)(C)C)N1CC[NH+](Cc2ccco2)CC1,0.8683,4.9108,-7.7,-6.8,seed42
CCc1c(C)nc(-c2nccn2CC(C)C)[nH]c1=O,0.9159,4.1679,-7.5,-7.0,seed42
C[NH+]1CCC[NH+](Cc2ccc(OC[C@H]3CCCO3)cc2)CC1,0.7709,5.0,-7.2,-7.3,seed42
NC(=O)[C@H]1C[NH2+]CCN1Cc1ccc(C(F)(F)F)cc1,0.8182,4.4169,-7.3,-7.2,seed42
CC(C)S(=O)(=O)CC(=O)N[C@H](C)c1ccc(Cl)cc1Cl,0.8977,3.6257,-7.2,-7.2,seed42
COC(=O)[C@H](C)CN(C)C(=O)c1cc2cccc(OC)c2o1,0.793,4.2966,-7.2,-7.2,seed42
CCCCC(=O)Nc1nn(C[C@@H](C)CO)c(C)c1C,0.796,3.6581,-7.4,-7.0,seed42
COc1cc(/C=N\NC(=O)COc2ccccc2)ccc1OC,0.6284,4.556,-6.9,-7.5,seed42
CCc1ccc([C@H](CC(=O)[O-])[NH+]2CCCC2)cc1,0.8024,4.7366,-7.2,-7.2,seed42
COCCN(Cc1ccncc1)C(=O)N[C@@H](C)c1nc(C(C)(C)C)cs1,0.799,4.2243,-7.5,-6.9,seed42
CC(C)c1nc(CS(=O)(=O)CCc2nncn2C2CC2)no1,0.7548,4.5839,-6.9,-7.5,seed42
CC(C)(C)N1C[C@H](C(=O)N2CCN3C(=O)NC[C@H]3C2)CC1=O,0.7332,4.5675,-7.1,-7.3,seed42
Cn1cc([C@H]2C[C@@H]2c2ncccn2)c(=O)n(C)c1=O,0.7683,4.7878,-7.3,-7.1,seed42
COc1ccc(/C=C2/NC(=O)N([C@H](C)C(=O)[O-])C2=O)c(Br)c1,0.6162,4.2088,-7.1,-7.3,seed42
CC(C)C[C@@H]1NC(=O)C[C@@]12CC[C@H](C(=O)N1CCOCC1)C2=O,0.778,4.5496,-7.2,-7.1,seed42
Cc1nc(-c2ccc(O)c(C(N)=O)c2)cs1,0.8331,4.381,-7.2,-7.1,seed42
CCOc1ccc(NC(=S)Nc2cccc(Cl)c2)cc1,0.8121,4.5909,-6.9,-7.4,seed42
C[C@@H]1C[NH+](Cc2ccc(C[NH2+][C@@H](C)CCCO)cc2)CC[C@@H]1[NH3+],0.4845,4.537,-7.1,-7.2,seed42
Cc1cccc(CN(C(=O)[C@@H](C)Sc2ncn[nH]2)C(C)C)n1,0.8277,4.1009,-7.1,-7.2,seed42
COc1ccc([C@H](C)NC(=O)[C@H](C)n2cncn2)cc1OC,0.8791,4.4002,-7.1,-7.2,seed42
CC[NH2+][C@]1(C(N)=O)CCC[C@@H]1CCOc1cccc(C#N)c1,0.7846,4.3416,-7.1,-7.2,seed42
CC[C@@H]([NH3+])Cc1nnc(-c2cc(Cl)ccc2Br)s1,0.9232,4.3089,-7.0,-7.3,seed42
CCO[C@H]1C[C@H]1C(=O)c1cc(NC(=O)c2cccs2)[nH]c1,0.806,4.8653,-7.1,-7.1,seed42
Cc1cc(NC(=O)NCc2ccncc2)n[nH]1,0.7469,4.4284,-7.1,-7.1,seed42
CCSCc1ccc(NC(=O)NCCC2CCCC2)cc1,0.7701,4.4257,-6.7,-7.5,seed42
CCc1cc(C[C@H](C)NC(=O)N2CCCC2)n[nH]1,0.8542,4.3792,-6.9,-7.3,seed42
O=C(Cn1cccc(C(F)(F)F)c1=O)[N-]c1nccs1,0.8748,4.4196,-7.1,-7.1,seed42
CCCc1nc(C(=O)N[C@H]2CCCC[C@H]2CO)n[nH]1,0.7423,4.207,-6.7,-7.4,seed42
CC(C)[C@H](NC(=O)N1CCOC[C@@H]1C1CC1)c1ccccc1,0.9277,4.9752,-7.6,-6.5,seed42
O=C([O-])C[C@@H]1CN(CCOc2ccc(Br)cc2)C(=O)O1,0.7631,4.3144,-7.0,-7.1,seed42
CNc1cc(COc2cccc([C@@H](C)[NH3+])c2)n[nH]1,0.7457,4.2721,-7.0,-7.1,seed42
CN(Cc1ccccc1)C(=O)[C@@H]1C=C[C@@H]([NH3+])C1,0.7696,4.351,-6.8,-7.3,seed42
N#Cc1csc(C(=O)N(CCO)Cc2ccccc2)c1,0.9166,4.2457,-6.8,-7.3,seed42
CSCc1ccc(C(=O)N(Cc2cccnc2)C2CC2)cc1,0.8143,5.0,-6.6,-7.5,seed42
CN(C(=O)CSc1ccc(Br)cn1)[C@@H]1CCC[C@@H]1CO,0.8214,4.1822,-6.8,-7.2,seed42
CCOC(=O)C[C@@H](C)CNC(=O)COc1ccccc1C,0.7453,3.8814,-6.7,-7.3,seed42
Cc1cccc(CCC(=O)NCC(C)(C)O)c1,0.8175,3.8257,-6.9,-7.1,seed42
C=CC[NH+](C)CCc1nnnn1-c1ccccc1,0.7223,4.212,-6.9,-7.0,seed42
Nc1cccc(NC[C@H]2CCS(=O)(=O)C2)c1,0.7765,4.1713,-7.0,-6.9,seed42
O=C([O-])C[C@H](Cc1cccc(O)c1)C1(C#N)CCOCC1,0.8724,3.9836,-6.9,-7.0,seed42
CC[S@@](=O)[C@@H]1CCCC[C@@H]1NC(=O)N1CCN(C=O)CC1,0.7704,3.5695,-7.2,-6.7,seed42
CCCn1nc(C(C)C)c2c1n1nc([S-])n1Cc1[nH+]ccn1CC2,0.6765,4.9819,-7.5,-6.4,seed42
C[NH+](CCC1C[C@@H]2CC[C@H](C1)[NH2+]2)C1(C#N)CCCCC1,0.7774,4.7664,-6.8,-7.1,seed42
C[C@H](CNc1cn[nH]c(=O)n1)Cc1ncnn1C,0.7462,3.9994,-7.1,-6.8,seed42
COC(=O)c1ccc(C(=O)N(C)CC(=O)NC(C)C)cc1,0.8237,3.8523,-6.6,-7.3,seed42
Cc1cc(C(=O)Nc2cccnc2OCC(C)C)on1,0.9073,4.482,-6.3,-7.6,seed42
CC(C)(C)c1nnc(N2CCC(OCC#N)CC2)c(=O)[nH]1,0.8913,3.9935,-6.6,-7.3,seed42
CCC(=O)Nc1cccc(NCc2ccsc2)c1,0.8601,4.5457,-6.9,-6.9,seed42
CCOc1ccc(NCc2cnc(N(C)C)s2)c(C)c1,0.8832,4.3673,-6.8,-7.0,seed42
C=CCN(CC(=O)[O-])C(=O)NC1(C#N)CCCCCC1,0.5864,3.145,-6.6,-7.2,seed42
[NH3+]CCC(=O)N1CCc2cc(C(=O)[O-])ccc2C1,0.7108,4.623,-6.9,-6.9,seed42
CCN(Cc1ccccc1O)C(=O)NCC(C)(C)C[NH+](C)C,0.7062,3.6395,-6.7,-7.1,seed42
C/C(=N/O)C(C)(C)[N-]c1cc(Br)ccc1F,0.5049,3.3944,-7.1,-6.7,seed42
CNC(=S)N(Cc1ccc(F)cc1)C1CCCCC1,0.8536,4.2413,-7.0,-6.8,seed42
O=C([O-])c1ccc(N2CCNC2=O)cc1,0.7123,4.4386,-6.7,-7.0,seed42
CCN(C(=S)Sc1ccc(F)cc1)[C@H]1CCS(=O)(=O)C1,0.6279,3.866,-6.9,-6.8,seed42
CCCCCC(C)(C)CNc1ccc(C(C)=O)cc1C,0.5206,3.6983,-6.9,-6.8,seed42
C[C@H]1CC[C@H](C)N(C(=O)c2csc(C#CC#N)c2)C1,0.7378,3.8918,-6.6,-7.1,seed42
CN(CCCn1cc[nH+]c1)C(=O)c1cccnc1N,0.847,4.3729,-7.0,-6.7,seed42
CC1CCC(C(=O)O[C@H](C)Cn2cc[nH+]c2)CC1,0.7689,4.2614,-6.7,-6.9,seed42
CCc1noc(CC)c1CNC(=O)N[C@H](C)CC,0.8177,3.5305,-6.5,-7.1,seed42
C[NH+](C/C=C/c1ccc(F)cc1)C[C@H]1CCOC1,0.8335,4.3615,-6.8,-6.8,seed42
CN(C)c1ccc(C(=O)NCCC[NH+]2CCCC2)cc1,0.7447,4.6638,-6.8,-6.8,seed42
COc1cc(C)sc1C(=O)NCc1csc([N+](=O)[O-])c1,0.6795,4.283,-6.6,-7.0,seed42
CN(C(=O)[C@H]1C[C@@H]1[N+](=O)[O-])c1ccc(Cl)c(Cl)c1,0.6344,4.0177,-6.6,-6.9,seed42
C[NH+]1CCC(N2CCC[C@H]2Cn2cncn2)CC1,0.7799,4.6952,-6.9,-6.6,seed42
C[NH2+][C@@H](C=C(C)C)c1ccc(OC(C)C)c(F)c1,0.8012,3.5942,-6.7,-6.8,seed42
CC(C)[C@@H](CO)[NH2+][C@@H]1CS(=O)(=O)c2ccccc21,0.8147,4.1111,-6.6,-6.9,seed42
CC(=O)N1CCc2cc(C(=O)Nc3cc4c(cc3Cl)NC(=O)N(C)C4=O)ccc21,0.6716,5.0,-10.3,-10.6,seed123
Cc1ccc(C)c(-c2nnc(SCc3cc(=O)oc4ccc(OC(F)F)cc34)o2)c1,0.3012,5.0,-9.7,-10.8,seed123
Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCN(C(=O)Nc2ccccc2)CC3)cc1,0.5609,5.0,-9.7,-10.7,seed123
Cc1[nH]c(S[C@H](C)c2nc3ccccc3c(=O)[nH]2)nc(=O)c1Cc1ccccc1,0.3903,5.0,-9.6,-10.6,seed123
O=C(NC1(c2nc(-c3cc(F)c(F)c(F)c3)no2)CC1)c1ccccc1,0.7234,5.0,-9.2,-10.7,seed123
O=C1CCc2c1nc(NNC(=O)c1ccccc1Cl)n2Cc1ccccc1Cl,0.615,5.0,-9.4,-10.4,seed123
COc1cccc(-n2cc(CNC(=O)C3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)nn2)c1,0.5692,5.0,-9.6,-10.0,seed123
NC(=O)[C@@H]1CN(C(=O)Nc2cccc(OC3CCCC3)c2)c2ccccc2O1,0.8497,5.0,-10.0,-9.6,seed123
O=C(CN1C(=O)NC2(CCC1)Oc1ccc(C(F)(F)F)cc1C2)N1CCCCC1,0.8134,5.0,-9.1,-10.5,seed123
CCOc1ccc([N-]S(=O)(=O)c2cccc(C(=O)Nc3cccc4cnccc34)c2)cc1,0.4163,5.0,-9.4,-10.2,seed123
COc1ccccc1NC(=O)c1cccc(N2C(=O)C(=O)c3ccccc32)c1,0.7069,5.0,-9.6,-10.0,seed123
O=C(Nc1cccc(O)c1)c1cccc(S(=O)(=O)Nc2cccc(F)c2)c1,0.6245,5.0,-9.5,-10.0,seed123
Fc1ccccc1[C@H](NCc1[nH+]ccn1Cc1ccccc1)c1c(F)cccc1F,0.4744,5.0,-9.9,-9.5,seed123
Cc1cc(C)cc(C2=CCN(C(=O)[C@@H]3N=NC4=C3CCC4)CC2)c1,0.8052,5.0,-9.2,-10.2,seed123
CCCCc1c(C(=O)NCc2cc(=O)[nH]c3ccccc23)sc2ccccc12,0.4858,5.0,-9.3,-10.0,seed123
O=C(NCc1cccc(F)c1)c1nc(-c2cccc(C(F)(F)F)c2)no1,0.7139,5.0,-8.9,-10.4,seed123
O=S(=O)(/N=C(\[O-])COc1ccc2c(c1)CCCC2)c1cccc(F)c1,0.6035,4.9547,-9.4,-9.8,seed123
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cccc(OCc2cc[nH]c2)c1,0.4442,5.0,-9.0,-10.0,seed123
Cc1ccc(NC(=O)[C@H](C)S(=O)(=O)c2nnc(C3CCCCC3)s2)c(C)c1,0.809,4.8904,-8.8,-10.2,seed123
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4s3)CC2)cc1,0.7025,5.0,-9.5,-9.4,seed123
C[C@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)NCc2ccc3c(c2)OCO3)C1=O,0.7292,5.0,-9.0,-9.9,seed123
Cc1ccc(CN2C[C@H](C(=O)NCc3ccc4c(c3)OCCO4)CC2=O)cc1,0.8652,5.0,-9.0,-9.9,seed123
