smiles,qed,sa,egfr,her2,dual_docking,source
CC(C)=Cc1cc(-c2cc(-c3csc(C)n3)c(Br)s2)ccc1C,0.445,2.2,-6.7,-6.3,-6.5,seed42
CCCC(CNS(=O)(=O)C[NH+](C)CC)(Oc1c(F)cccc1NC(=O)c1ccccc1Cl)[C@@H](C)OCC,0.3108,5.0,-6.4,-6.6,-6.5,seed42
CCNc1c(CNCOc2ccc(C#N)cc2)ccc([NH+]2CCC(OC)CC2)c1OC[C@@H](C)C(=O)NC,0.2417,5.0,-6.8,-6.2,-6.5,seed42
COc1ccnc(C(=O)N2CCC[C@H](C[C@@H]3OC[C@H]4CCCN4C3c3scnc3C3CC3)C2)c1,0.6126,5.0,-7.0,-5.9,-6.45,seed42
CCCSC1([C@@H](C)c2ccsc2)CNCCC1C(=O)NNc1ccccc1,0.5687,5.0,-6.5,-6.4,-6.45,seed42
COc1ccc(-c2ccc3sc(C(C)N[C@H]4CC[C@H]([NH+](C)C[C@@H](C)C#N)C4)nc3c2)cc1,0.5406,5.0,-6.0,-6.9,-6.45,seed42
CCCOc1ccc(F)c(Cc2c(-c3cc(OC)cc(OC)c3)[nH]c3ccccc23)c1,0.3608,5.0,-6.9,-6.0,-6.45,seed42
Cc1c(NC(C=Cc2ccco2)c2cccs2)cc(Cl)cc1SC(C)C,0.4094,4.5,-6.4,-6.5,-6.45,seed42
COC[C@H](C)NCc1nc(-c2cc(-c3ccc(C)c(C=C(C)C)c3-c3n[nH]c(C)n3)sc2Br)cs1,0.221,5.0,-7.2,-5.7,-6.45,seed42
C[NH+](C)CC(C)(C)c1cccn2c(Cc3cnc(N(N)C4[CH]OCCC4)s3)nnc12,0.4339,5.0,-6.6,-6.3,-6.45,seed42
Cc1cc(F)c(Cl)cc1[C@H]1C[NH+](C)C(NC2CCCCCC2)C(Nc2cc(Cl)ccc2Cl)N1C,0.4371,5.0,-6.8,-6.1,-6.45,seed42
CCC[SH](NC(=O)Cc1ccccc1)C(C)[NH+](CC)C(CNC(=O)[CH]CC(N)=NO)c1scnc1C,0.068,5.0,-6.8,-6.1,-6.45,seed42
Cc1cnc(NC(=O)C2CCCCC2NC(C)C)cc1-c1nccn1C,0.8632,3.8,-7.0,-5.8,-6.4,seed42
C[C@@H]1CCCN(C(=O)N(C(=O)Cc2ccccc2)C(=O)N2CCCC[C@H]2C)C1,0.7755,2.3,-6.8,-6.0,-6.4,seed42
N#Cc1ccc(OC(OC(F)F)[NH+]2CCCCCC2[C@H]2Cc3ccccc3O2)cc1,0.736,5.0,-6.6,-6.2,-6.4,seed42
Cc1ccc(OCc2cc(Oc3cc(CC(C)[CH]O)cc(O)c3C)ccc2C#N)cc1,0.473,5.0,-6.4,-6.4,-6.4,seed42
CC(CNC(=O)NC1CCCCC1)[C@H](O)CC(CC(=O)NC1CCCCCC1)[C@@H](C)N,0.3368,5.0,-6.6,-6.2,-6.4,seed42
Cc1[nH+]c([C@H](O)C(C)c2csnn2)cn1CC1CC(N)(c2nnn[n-]2)CC(=O)N1C,0.4925,5.0,-6.6,-6.2,-6.4,seed42
CNCc1ccc(CCBr)c(Sc2ccc(C)cc2)c1-c1cn[nH]c1,0.5209,4.5,-6.3,-6.4,-6.35,seed42
FC(F)(F)c1ccc(C2CCCNCC(S)C2NCc2cccs2)cc1,0.6488,3.6,-7.0,-5.7,-6.35,seed42
FC(F)Oc1ccccc1-c1ccc(S)c(-c2ccccc2Cl)c1,0.5166,3.0,-6.9,-5.8,-6.35,seed42
CNC(=O)NC(C)([CH]O)Cc1cc(O)c(C)c(Oc2ccc(C#N)cc2)c1N1CCCCC1=O,0.493,5.0,-7.1,-5.6,-6.35,seed42
Cc1c(C(=O)N2CCN(C)CC2)nn(CSc2ccccn2)c1C=Cc1cccc(C[NH+](C)C)c1,0.491,5.0,-6.7,-6.0,-6.35,seed42
C[C@@H]1C[CH]CN(c2ccsc2[C@@H](O)c2coc3ccc(C(C)(C)C)cc23)C1,0.6103,2.7,-7.3,-5.4,-6.35,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(Nc3n[nH]c(C)n3)c2)CC1N,0.5728,5.0,-6.7,-6.0,-6.35,seed42
CCc1nc(-c2c(-c3csc(N(Nc4cc(F)cc(F)c4)S(C)(=O)=O)n3)cnn2CC)no1,0.3676,5.0,-7.0,-5.7,-6.35,seed42
CC[C@@H](O)c1cn(CC2CC(N)(c3nnn[n-]3)CC(=O)N2C)c(C)[nH+]1,0.6824,5.0,-6.5,-6.2,-6.35,seed42
Cc1ccsc1-c1c[nH]c(-c2c(NNc3ncccn3)csc2[C@@H](C)O)c1,0.3417,5.0,-6.5,-6.2,-6.35,seed42
COc1ccc(F)c(Nc2cccc(OC(F)F)c2-c2ccc(S)c(-c3ccccc3Cl)c2)c1,0.2489,5.0,-6.9,-5.8,-6.35,seed42
CCc1cccc(C)c1N(Nc1nccc(-c2cc(Br)cs2)n1)c1csc([C@@H](C)O)c1-c1ccc[nH]1,0.1617,5.0,-6.5,-6.2,-6.35,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(NC3C(N)[NH+](C)C[C@H](c4cc(Cl)ccc4C)N3C)c2Cl)CC1N,0.3222,5.0,-6.6,-6.1,-6.35,seed42
C[NH2+]NC(=O)C(O)(CCc1nccs1)OC(c1ncccc1C(C)(C)O)[NH+]1CCC(OC)CC1,0.1171,5.0,-6.5,-6.2,-6.35,seed42
CCOC(NNc1cc(F)ccc1F)[C@@H]1CCC[NH+]1Cc1ccccc1F,0.487,5.0,-6.4,-6.2,-6.3,seed42
COC(=O)[C@H](C)c1cc(C(F)(F)F)ccc1C1CCCNCC(S)C1NCc1cccs1,0.3988,5.0,-6.7,-5.9,-6.3,seed42
Cc1ccc(C(C=Cc2ccco2)(Nc2cc(Cl)ccc2C)c2ccnc(Cl)c2)s1,0.3025,4.8,-6.7,-5.9,-6.3,seed42
CCc1cccc(C)c1N(Nc1ncccn1)c1csc([C@H](O)CN2CCSCC2)c1-c1ccc[nH]1,0.2461,5.0,-6.7,-5.9,-6.3,seed42
Cc1ccc(SCCc2nnco2)cc1NCc1ccc(Cl)cc1,0.6028,4.8,-6.6,-6.0,-6.3,seed42
COc1ccc(-c2ccc3sc(C(C)N[C@H]4CC[C@H]([NH+](C)C)C4)nc3c2)cc1C,0.6452,4.5,-6.1,-6.5,-6.3,seed42
CCS(=O)(=O)C(=C(C)C)c1cc(-c2cc(-c3csc(CN[C@@H](C)COC)n3)c(Br)s2)ccc1C,0.2807,5.0,-6.8,-5.8,-6.3,seed42
COc1cc(OC)c(C(O)C(CSc2ccc(Cl)cc2)SC)c(-c2cccc(Cl)c2)c1[NH2+]C(C)C,0.2013,5.0,-6.0,-6.6,-6.3,seed42
C[C@@H]1CC(Nc2cncc(-c3nncn3C)c2)C[C@@H](C)C1,0.9411,2.5,-6.5,-6.0,-6.25,seed42
COc1ccc(-c2cccc3c2COC3N2CCC(C(N)=O)CC2)cc1OC,0.8602,4.3,-6.3,-6.2,-6.25,seed42
C[C@@H]1CCCCN1C(=O)NC(=O)Cc1ccccc1,0.887,1.2,-6.1,-6.4,-6.25,seed42
CCCOc1ccc(F)c(Cc2c[nH]c3ccccc23)c1,0.7218,2.9,-6.5,-6.0,-6.25,seed42
O=[SH](=O)c1ccc(-c2ccc3ccoc3c2)cc1,0.7185,1.7,-6.3,-6.2,-6.25,seed42
Cc1ccc(-c2ccc3c(c2)OCC=C3)cn1,0.7382,0.6,-6.2,-6.3,-6.25,seed42
O=C(NCc1cccnc1)C(CC(=O)N1CCSCC1)[C@H]1CN2CCC[C@@H]2CO1,0.7469,5.0,-6.3,-6.2,-6.25,seed42
CNC(=O)[C@H](C)N(c1ccc(Cl)cc1)c1cccc(SC[N-]S(=O)(=O)CNC(C)=O)c1,0.5006,5.0,-6.6,-5.9,-6.25,seed42
CCCC([CH]OCC)(CNS(=O)(=O)C[NH+](C)CC)Oc1c(F)cccc1NC(=O)c1ccccc1Cl,0.3202,5.0,-6.2,-6.3,-6.25,seed42
C[NH+](C)c1cc(Cc2ccc(O)cc2)c(Cc2cc(F)c(F)cc2-c2ccc(Br)s2)c2c1C=CC(C(=O)NC1CCCC1)O2,0.1889,5.0,-6.9,-5.6,-6.25,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(NC3C(Nc4cc5ccccc5[nH]4)[NH+](C)C[C@H](c4cc(Cl)ccc4C)N3C)c2Cl)CC1N,0.1438,5.0,-7.5,-5.0,-6.25,seed42
CS(=O)(=O)[N-]CSc1cccc(Nc2ccc(Cl)cc2)c1,0.7875,4.1,-5.9,-6.5,-6.2,seed42
CCC(Nc1ccc(F)cc1Cl)C(=O)c1ccccc1,0.8187,2.7,-6.5,-5.9,-6.2,seed42
C[C@H]1CN(c2ccc3[nH]c(-c4cccnc4)nc3c2)C[C@H](C)O1,0.7894,2.5,-6.0,-6.4,-6.2,seed42
CCC(=O)Nc1ccc(Br)cc1-c1cc2ccccc2o1,0.7086,2.2,-6.5,-5.9,-6.2,seed42
Cc1c(C(=O)N2CCN(C)CC2)nn(CSc2ccccn2)c1C=Cc1ccccc1,0.5522,5.0,-6.5,-5.9,-6.2,seed42
COc1ccc(-c2ccc3sc(C(C)N[C@@H]4C[CH]CC4)nc3c2)cc1,0.67,3.7,-5.9,-6.5,-6.2,seed42
COc1ccc(-c2ccc3sc(C(C)N[C@H]4CC[C@H]([NH+](C)C)C4)nc3c2)cc1,0.6675,4.5,-5.9,-6.5,-6.2,seed42
CC(C)[C@H](O)CC(CC(=O)NC1CCCCCC1)[C@@H](C)N,0.6324,3.2,-6.5,-5.9,-6.2,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(Nc3n[nH]c(C)n3)c2Cl)CC1N,0.5447,5.0,-6.4,-6.0,-6.2,seed42
COC(=O)c1ccc(C2CN(C(F)F)C[C@H](O)[C@@H]2C)cc1[C@H](O)CNc1nncs1,0.442,5.0,-7.2,-5.2,-6.2,seed42
Cc1cnc(-c2cnc(NC(=O)C3CCCCC3NC(C)C)cc2-c2nccn2C)s1,0.5955,5.0,-6.8,-5.6,-6.2,seed42
CCO[C@H](C)C(Oc1c(F)cccc1NC(=O)c1ccccc1Cl)C(CC)OC,0.5608,5.0,-6.6,-5.8,-6.2,seed42
CCOCNNc1c(F)ccc(F)c1C(=O)N(C)C[C@H](C)Oc1ccccc1,0.368,5.0,-6.3,-6.1,-6.2,seed42
Cc1cc(C)cc(OC(CC(Cc2cccnc2)N2CCCC[C@H]2C)NC#N)c1,0.4111,5.0,-7.1,-5.3,-6.2,seed42
[C]C(Cl)C[NH+]1CC(NCc2cccc(OC)c2)C(Nc2cccnc2Cl)C1,0.4615,5.0,-6.8,-5.6,-6.2,seed42
CCOC(NNc1c(F)ccc(F)c1C(=O)N(C)C)[C@@H]1CCC[NH+]1Cc1ccccc1F,0.4048,5.0,-6.6,-5.8,-6.2,seed42
C[C@@H](O)c1scc(NNc2nccc(-c3cc(Br)cs3)n2)c1-c1ccc[nH]1,0.2838,5.0,-6.6,-5.8,-6.2,seed42
CC(=O)c1ccc(Nc2occc2Cc2ccncc2)cc1,0.7156,3.2,-6.2,-6.1,-6.15,seed42
CC(C)[NH2+]Cc1cccc(OCc2ccccc2F)c1Cl,0.8677,3.2,-5.9,-6.4,-6.15,seed42
CNC(=O)NC(C)Cc1cc(O)c(C)c(Oc2ccc(C#N)cc2)c1N1CCCCC1=O,0.6381,4.9,-6.6,-5.7,-6.15,seed42
COc1ccccc1CNc1nc(CNC(C)N(C)c2cscn2)nn1C,0.546,5.0,-6.2,-6.1,-6.15,seed42
NN(c1ncc(Cc2nnc3ccccn23)s1)C1[CH]OCCC1,0.5805,4.4,-6.2,-6.1,-6.15,seed42
Cc1ccc(Cl)cc1NC(C=Cc1ccco1)c1cccs1,0.6052,3.2,-6.2,-6.1,-6.15,seed42
Cc1ccc(C(C=Cc2ccco2)Nc2cc(Cl)ccc2C)s1,0.5733,3.2,-6.0,-6.3,-6.15,seed42
CC(C)(c1ccncc1)c1cc(-c2cccnc2CC2[CH]COC2)sc1Cl,0.5634,4.0,-6.4,-5.9,-6.15,seed42
CCNc1c(CNCOc2ccc(C#N)cc2)ccc([NH+]2CCC(OC)CC2)c1OC,0.4009,5.0,-6.7,-5.6,-6.15,seed42
Cc1ccsc1-c1c[nH]c(-c2c(NNc3ncccn3)csc2[C@@H](C)OCn2ccnn2)c1,0.2457,5.0,-6.4,-5.9,-6.15,seed42
CCc1nc2cc(-c3ccc(OC)c(C)c3)ccc2s1,0.6857,1.9,-5.8,-6.4,-6.1,seed42
CN(CCC#N)c1ccc2c(-c3ccncc3OCC3CC3)ccnc2c1,0.6249,5.0,-6.4,-5.8,-6.1,seed42
Cc1ncccc1NCC(C)OC(=O)c1ccccc1CNC1CC1CO,0.5893,5.0,-6.3,-5.9,-6.1,seed42
C[C@@H]1CC(N(Oc2ccccc2C#N)c2cncc(-c3nncn3C)c2)C[C@@H](C)C1,0.5896,4.6,-6.5,-5.7,-6.1,seed42
CCOC([C@@H]1CCC[NH+]1C)N(Nc1cc(F)ccc1F)C(=O)c1ccccc1Br,0.4838,5.0,-6.1,-6.1,-6.1,seed42
Cc1ccc(Cl)cc1[C@H]1C[NH+](C)C(N)C(Nc2cc(Cl)cc(N3C[CH][C@@H](C)C(NC(N)=O)C3)c2Cl)N1C,0.3817,5.0,-6.4,-5.8,-6.1,seed42
Cc1cnc(NC(=O)C2CCCCC2)cc1-c1nccn1C,0.9454,2.5,-5.9,-6.2,-6.05,seed42
COc1cc(NC2CC2)c(F)cc1Nc1ccc2c(c1)CCC2,0.8435,3.7,-6.4,-5.7,-6.05,seed42
Cc1ccc(Nc2cc([C@@H]3CCO[C@@H]3C)ccc2CCC=O)nc1,0.8108,3.7,-6.4,-5.7,-6.05,seed42
CCn1cc(-c2csc(N(Nc3cc(F)cc(F)c3)S(C)(=O)=O)n2)cn1,0.6445,5.0,-6.2,-5.9,-6.05,seed42
Nc1occc1Cc1ccncc1-c1nc2ccccc2[nH]1,0.6057,3.0,-6.2,-5.9,-6.05,seed42
COc1ccc(CNC(c2ccccc2)N(C)C)c(N2C[C@H](C)C[C@@H](C)C2)c1,0.7134,4.2,-6.4,-5.7,-6.05,seed42
Cc1ccc(Oc2cc([C@H](C)n3cccn3)ccc2F)c(C)c1,0.6747,2.7,-6.4,-5.7,-6.05,seed42
Cc1ncccc1Nc1cc(F)cc(Cc2cc(Cl)ccc2OCC(N)=O)c1NCC=O,0.3981,5.0,-6.4,-5.7,-6.05,seed42
CC(C)CC(=O)N[C@H]1COCC1Cc1ncccc1-c1cc(C(C)(C)c2ccncc2)c(Cl)s1,0.4202,5.0,-6.7,-5.4,-6.05,seed42
CCc1nc(-c2c(-c3csc(N(Nc4cc(F)cc(F)c4CO)S(C)(=O)=O)n3)cnn2CC)no1,0.3154,5.0,-6.4,-5.7,-6.05,seed42
CS(=O)(=O)c1ccc(-c2ccc3ccoc3c2)cc1,0.7169,1.7,-5.8,-6.3,-6.05,seed42
CC(C(=O)NCc1cccnc1)[C@H]1CN2CCC[C@@H]2CO1,0.9047,3.0,-5.8,-6.3,-6.05,seed42
Cc1c(O)cc(CC(C)[CH]O)c(N2CCCCC2=O)c1Oc1ccc(C#N)cc1,0.7483,4.3,-6.3,-5.8,-6.05,seed42
COc1cccc(CNCOc2ccc(C#N)cc2)c1NC(C)C,0.5741,4.5,-6.1,-6.0,-6.05,seed42
CC(C)[C@@H](C)Nc1ccccc1NNC(=O)C1CCCC1,0.6986,3.2,-6.1,-6.0,-6.05,seed42
Cc1cc(F)c(Cl)cc1[C@H]1C[NH+](C)C(NC2CCCCCC2)CN1C,0.7997,2.5,-5.8,-6.3,-6.05,seed42
Cc1ccc(Nc2cccc(NCc3cnccc3-c3nccn3C)c2C(C)C)c(C)n1,0.3808,5.0,-6.6,-5.5,-6.05,seed42
Cc1cc(F)c(Cl)cc1[C@H]1C[NH+](C)C(N)C(Nc2cc(Cl)cc(N3C[CH][C@@H](C)C(NC(N)=O)C3)c2Cl)N1C,0.3707,5.0,-6.5,-5.6,-6.05,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(NC3C(N)[NH+](C)C[C@H](c4cc(Cl)ccc4C)N3C)c2Cl)CC1NC(N)=O,0.2507,5.0,-6.5,-5.6,-6.05,seed42
Cc1[nH+]c([C@H](O)C(C)c2csnn2)cn1CC1CC(N)(c2nnn[n-]2)CC(=O)N1CC[S@](C)=O,0.351,5.0,-6.3,-5.8,-6.05,seed42
O=C([C@H](Oc1ccccc1)c1ccccc1)N1CCCC1,0.859,2.4,-6.1,-5.9,-6.0,seed42
NC(=O)c1ccc(-c2cc3ccccc3o2)nc1,0.7456,1.7,-5.8,-6.2,-6.0,seed42
NC(=O)C1CCN(C2OCc3ccccc32)CC1,0.8581,1.7,-6.3,-5.7,-6.0,seed42
Cc1ncccc1NC1C([C@@H]2CCCCO2)CC[C@@H]2CO[CH]CN12,0.9231,3.0,-6.1,-5.9,-6.0,seed42
COc1ccc(Oc2cccc(CCC=O)c2Nc2ccc(C)cn2)cc1,0.5672,5.0,-6.3,-5.7,-6.0,seed42
CC(=O)c1ccc(Nc2occc2Cc2ccncc2)cc1N1C[C@@H](C)O[C@H](C)C1,0.5929,4.8,-6.2,-5.8,-6.0,seed42
Cc1cc(F)c(Cl)cc1[C@H]1C[NH+](C)C(N)C(Nc2cc(Cl)cc(N3C[CH][C@@H](C)CC3)c2Cl)N1C,0.5516,5.0,-6.5,-5.5,-6.0,seed42
CCSc1cc(Cl)cc(NC(C=Cc2ccco2)c2cccs2)c1C,0.4295,4.5,-6.4,-5.6,-6.0,seed42
COc1ccc(-c2ccc3scnc3c2)c([SH](CC#N)c2csc(C(C)C)n2)c1,0.3486,5.0,-6.2,-5.8,-6.0,seed42
O=C(Cc1ccccc1)Nc1ccc2c(c1)S[CH]C2,0.9197,1.9,-5.7,-6.2,-5.95,seed42
Cc1c(C(=O)N2CCN(C)CC2)nn(C)c1C=Cc1cccc(C[NH+](C)C)c1,0.837,3.8,-6.4,-5.5,-5.95,seed42
C[C@@H]1CCCCN1C(=O)N(C=O)C(=O)Cc1ccccc1,0.8012,2.0,-5.9,-6.0,-5.95,seed42
COc1ccnc(C(=O)N2CCC[C@H](C[C@H]3CN4CCC[C@@H]4CO3)C2)c1,0.8249,3.8,-6.2,-5.7,-5.95,seed42
C[C@@H](C#N)C1CC(c2cccc(C(=O)O)c2Nc2c(F)cccc2F)CC(=O)N1,0.7071,4.4,-5.9,-6.0,-5.95,seed42
C[C]OC1(N2CCN(C(C)=O)CC2)CCOCC1c1cc(Cl)cc(Cl)c1,0.7782,3.6,-6.2,-5.7,-5.95,seed42
CC(C)=Cc1cc(-c2ccc(Br)s2)ccc1C,0.6468,0.6,-6.0,-5.9,-5.95,seed42
CCNc1cc(-c2ccccc2OC(F)F)c(COc2ccccc2F)nc1Cl,0.4418,5.0,-6.2,-5.7,-5.95,seed42
CCc1cccc(C)c1N(Nc1nccc(-c2cc(Br)cs2)n1)c1csc([C@H](O)CN2CCSCC2)c1-c1ccc[nH]1,0.1285,5.0,-6.7,-5.2,-5.95,seed42
O=C1CC(c2cccc(C(=O)O)c2Nc2c(F)cccc2F)CCN1,0.7928,3.6,-6.1,-5.8,-5.95,seed42
COc1ccccc1CN(c1ccc2c(c1)CCO2)c1nc(C)nn1C,0.7058,4.3,-6.1,-5.8,-5.95,seed42
CS[C@H](C)c1cc(-c2ccnc3cc(N(C)CCC#N)ccc23)ccn1,0.6125,4.0,-6.6,-5.3,-5.95,seed42
Cc1ncccc1-c1cc(C(C)(C)c2ccncc2)c(Cl)s1,0.6347,2.2,-6.1,-5.8,-5.95,seed42
CCC(=O)NCc1cccc(-c2cc(Br)ccc2Oc2ccccc2[N+](=O)[O-])n1,0.3878,5.0,-6.3,-5.6,-5.95,seed42
Cc1[nH+]ccn1CC1CC(c2nnn[n-]2)CC(=O)N1CNC(=O)c1cccs1,0.6205,5.0,-6.1,-5.8,-5.95,seed42
CCC(=O)NCc1cccc(-c2cc(Br)ccc2O)n1,0.9016,2.5,-6.0,-5.8,-5.9,seed42
Cc1c(O)cc(CC(C)[CH]O)cc1Oc1ccc(C#N)cc1,0.8716,2.7,-5.9,-5.9,-5.9,seed42
CC(C)NC1CCCCC1C(=O)Nc1cc(-c2nccn2C)ccn1,0.8769,3.8,-6.0,-5.8,-5.9,seed42
CN(CCC#N)c1ccc2c(-c3ccncc3)ccnc2c1,0.7351,2.7,-6.1,-5.7,-5.9,seed42
C=CCNC(=O)c1ccc(C)c(O)c1N1CCC(c2ccoc2)C[C@@H]1C,0.7972,3.5,-6.0,-5.8,-5.9,seed42
CCNCc1ccc(CCBr)c(Sc2ccc(C)cc2)c1,0.6786,3.4,-6.2,-5.6,-5.9,seed42
CCC=Cc1cc([C@@H]2Cc3ccccc3S2)co1,0.7582,1.6,-5.7,-6.1,-5.9,seed42
CC(C)[C@@H](C)Nc1ccccc1N(C=O)NC(=O)C1CCCC1,0.5988,4.0,-6.2,-5.6,-5.9,seed42
Cc1c(C2NC[C@H](C)O[C@H]2C)cccc1[N+](=O)[O-],0.646,1.5,-6.0,-5.8,-5.9,seed42
O=C(NCOCCc1ccc([N+](=O)[O-])cc1)c1ccccc1Br,0.3465,4.6,-6.3,-5.5,-5.9,seed42
CC(C)(C)OC(=O)NCC[CH]Oc1cc(Nc2ncccn2)ccc1NC[C@H]1CCCO1,0.4686,5.0,-5.9,-5.9,-5.9,seed42
Cc1[nH+]ccn1CC1CC(c2nnn[n-]2)CC(=O)N1,0.7487,3.4,-5.8,-6.0,-5.9,seed42
COc1ccc(-c2ccc3sc(C(C)N[C@@H]4C[CH]CC4)nc3c2)c(SCC#N)c1,0.4736,5.0,-5.9,-5.9,-5.9,seed42
CC(CNC=O)c1ccc(S(=O)(=O)NC2CC2)cc1Nc1cc(Cl)ccc1NOOCC(=O)[O-],0.1272,5.0,-6.2,-5.6,-5.9,seed42
CCNCc1ccc(C)c(Sc2ccc(C)cc2)c1,0.855,2.1,-6.0,-5.7,-5.85,seed42
CCNc1cc(-c2ccccc2OC(F)F)cnc1Cl,0.8289,3.3,-5.8,-5.9,-5.85,seed42
C[C@@H]1CCCCN1C(=O)c1cc(Br)ccc1CO,0.9119,1.2,-6.0,-5.7,-5.85,seed42
O=CCNc1c(Cl)cc(F)cc1Cc1cccc(Cl)c1,0.8325,3.0,-5.8,-5.9,-5.85,seed42
CC(C)C(C1=Cc2ccccc2OC1)c1nnn[n-]1,0.8395,2.5,-6.2,-5.5,-5.85,seed42
CC(=O)NCS(=O)(=O)[N-]CSc1cccc(Nc2ccc(Cl)cc2)c1,0.6573,5.0,-6.3,-5.4,-5.85,seed42
CC(C)(C)c1ccc2occ([C@H](O)c3cccs3)c2c1,0.7285,1.4,-6.3,-5.4,-5.85,seed42
O=C(NC1CCCC1)C1C=Cc2ccccc2O1,0.8664,1.4,-5.9,-5.8,-5.85,seed42
FC(F)OC[NH+]1CCCCCC1[C@H]1Cc2ccccc2O1,0.9188,3.0,-5.9,-5.8,-5.85,seed42
COc1ccc(-c2cc(CC=Cc3ccco3)sc2OCC#N)cc1OC,0.5376,5.0,-6.0,-5.7,-5.85,seed42
COC(=O)[C@H](C)C1CC[C@@H]2CO[C@@H](C)C(c3scnc3C3CC3)N12,0.7811,3.8,-5.9,-5.8,-5.85,seed42
CCCC(Oc1c(F)cccc1NC(=O)c1ccccc1Cl)[C@@H](C)OCC,0.5936,5.0,-6.2,-5.5,-5.85,seed42
C[CH]Nc1n[nH]c(CNC(=O)c2ccco2)c1C(C)Nc1cc(C)on1,0.4888,5.0,-5.9,-5.8,-5.85,seed42
CCc1c[nH]nc1N[C@@H](C)C(C)Nc1ccccc1C#N,0.7609,3.5,-5.9,-5.7,-5.8,seed42
CCn1cc(C2CCC(N3CCCCC3=O)C2)cn1,0.8384,2.2,-5.7,-5.9,-5.8,seed42
Cn1cc(Nc2cc(C[C@H]3CCCO3)c(O)cc2O)c(CO)n1,0.4952,4.1,-5.7,-5.9,-5.8,seed42
Cc1cc(C)cc(OC(CCN2CCCC[C@H]2C)NC#N)c1,0.4972,3.2,-5.9,-5.7,-5.8,seed42
C[NH2+]NC(=O)C(O)(CCc1nccs1)OCc1ncccc1C(C)(C)O,0.2071,5.0,-5.9,-5.7,-5.8,seed42
COc1ccc(-c2cccc(CC=O)c2)cc1O,0.8385,1.9,-5.6,-6.0,-5.8,seed42
Cn1ccnc1C[NH+](Cc1ccccc1)Cc1ccc(F)c(Cl)c1,0.7294,4.0,-6.0,-5.6,-5.8,seed42
CCc1cccc(NC(COC)[C@H](C)c2cccc(C)c2OSC)c1,0.6036,4.7,-6.0,-5.6,-5.8,seed42
CCSCC(O)c1c(OC)cc(OC)cc1-c1cc(Cl)ccc1Nc1ccc(N(C)C)cc1,0.3356,5.0,-6.3,-5.3,-5.8,seed42
COc1cc(OC)c(C(O)C(CSc2ccc(Cl)cc2)SC)c(-c2cccc(Cl)c2)c1,0.3171,5.0,-6.0,-5.6,-5.8,seed42
CCCc1cc(N(C2C[NH+]3C(Oc4ccc(F)cc4)CC[C@@H]3CN2NCC=O)[C@@H]2CC(=O)N(C)C2)n(C)n1,0.4305,5.0,-6.3,-5.3,-5.8,seed42
Cc1ccc(O)cc1Sc1ccc(F)cc1,0.8474,0.9,-5.5,-6.0,-5.75,seed42
CCSCC(O)c1c(OC)cc(OC)cc1-c1cccc(Cl)c1,0.7756,4.0,-5.9,-5.6,-5.75,seed42
CCc1nc(-c2sccc2Oc2cc(C)ccc2C)no1,0.6961,3.0,-5.8,-5.7,-5.75,seed42
Cc1csc(C2NC(c3cccc([N+](=O)[O-])c3C)[C@H](C)O[C@H]2C)n1,0.674,3.1,-5.8,-5.7,-5.75,seed42
COC(=O)c1ccc(C2CN(C(F)F)C[C@H](O)[C@@H]2C)cc1,0.6857,2.3,-6.0,-5.5,-5.75,seed42
Cc1cnc(N(Nc2ccc(Cl)c(Cl)c2)C2[CH]OCCC2)s1,0.7874,3.6,-5.5,-5.9,-5.7,seed42
CC(C)c1ccccc1Nc1cc(Cl)ccc1NOOCC(=O)[O-],0.4323,5.0,-5.7,-5.7,-5.7,seed42
Cc1ccc(Nc2cccc(NCc3cccnc3)c2C(C)C)c(C)n1,0.6122,3.7,-5.8,-5.6,-5.7,seed42
CCc1cccc(C)c1Nc1csc([C@@H](C)O)c1-c1ccc[nH]1,0.5868,3.2,-5.6,-5.8,-5.7,seed42
C[CH]Oc1cc(Nc2ncccn2)ccc1NC[C@H]1CCCO1,0.8166,4.8,-5.8,-5.5,-5.65,seed42
C=CCNC(=O)c1ccc(C)c(O)c1N1CCCC[C@@H]1C,0.8375,2.2,-5.3,-6.0,-5.65,seed42
COc1cccc(CNCOc2ccc(C#N)cc2)c1,0.6462,3.2,-6.1,-5.2,-5.65,seed42
O=C1CC(c2cccc(C(=O)O)c2)CCN1,0.7892,1.2,-5.6,-5.7,-5.65,seed42
COC(CCNC(=O)C(O)CCc1nccs1)Oc1ccc(F)cc1,0.6282,5.0,-5.9,-5.4,-5.65,seed42
COc1cccc(CN(COc2ccc(C#N)cc2)C2CC[NH+](C(=O)NC(C)C)C2)c1,0.6366,5.0,-5.4,-5.9,-5.65,seed42
CCC(=O)NCc1cc(-c2ccc(F)cn2)ccn1,0.9163,2.5,-5.7,-5.5,-5.6,seed42
O=C(CNc1ccc(F)cc1Cl)c1ccccc1,0.851,2.2,-5.7,-5.5,-5.6,seed42
