smiles,qed,sa,egfr,her2,dual_docking
C[C@H](Nc1ccccc1CN)c1ccccc1,0.8389,1.6,-6.3,-5.3,-5.8
OCc1cc2cc([C@@H]3CCCNC3)ccc2o1,0.8338,1.4,-5.8,-5.8,-5.8
Cc1ncsc1C(F)(Cc1cccs1)[C@H](O)Cc1cnn(C)c1,0.7416,4.6,-6.0,-5.6,-5.8
NC(Nc1ccc(F)c(F)c1F)c1ccc(Br)cc1,0.6605,2.3,-5.5,-6.1,-5.8
Cc1ncc([C@]2(C)CCC(N)(SCC(F)(F)F)O2)s1,0.8693,2.9,-5.8,-5.8,-5.8
COCCCNC(=O)C1(c2ccccc2C#N)[NH+]CCOC1NC(=O)c1ccc(C)cc1,0.5167,5.0,-6.3,-5.3,-5.8
O=C(Nc1ccoc1C=CCF)c1ccccc1F,0.9143,2.5,-5.9,-5.6,-5.75
Cc1csc(Nc2ccc(-c3sc(N)nc3C)cc2C)n1,0.7455,2.8,-6.1,-5.4,-5.75
C#Cc1ccc(-c2nc(C(=O)NCCC(C)C[C@@H](C)OCC)co2)cc1,0.6939,5.0,-5.8,-5.7,-5.75
CSC1(N)CC(NC(=O)c2ccoc2C)[C@@](C)(c2cnc(C)s2)O1,0.8077,3.9,-5.5,-6.0,-5.75
CCc1nc(C(=O)c2ccccc2F)c(-c2cccc(OC)c2)s1,0.6287,3.5,-6.1,-5.4,-5.75
Cc1cc(-c2cccc([N+](=O)[O-])c2)ccn1,0.57,1.2,-5.6,-5.9,-5.75
Clc1ccc(SC2CCCN(c3cccc(Br)c3)CCC2)cc1,0.5574,2.2,-6.0,-5.5,-5.75
C#Cc1c([C@@H]2CCCC[NH+]2C)cnc2ccccc12,0.7669,0.6,-6.2,-5.3,-5.75
CC(C)=CC1CCC(c2ccc(F)cc2F)OC1,0.7088,0.9,-5.8,-5.7,-5.75
CS(=O)(=O)NCCCc1ccc(O)cc1OC(C(=O)[O-])C(=O)Nc1ccc(Cl)cn1,0.3341,5.0,-5.8,-5.7,-5.75
O=CC1CC1[C@@H]1CN(CCC[NH+]2CCCCCC2)CCO1,0.7191,3.7,-6.0,-5.5,-5.75
COc1ccc(Cc2sccc2Cn2cnnc2Sc2ccc(-c3ccoc3)cc2F)cn1,0.2753,5.0,-6.2,-5.3,-5.75
CCSCc1cc(-c2ccccc2O)cc2c1OCO2,0.9212,2.7,-5.9,-5.5,-5.7
O=C(NCc1ccccc1)c1n[nH]c(=O)[nH]1,0.6783,2.3,-5.7,-5.7,-5.7
CCN(c1cc(F)cc(F)c1)c1cccc(C)c1C,0.771,1.4,-5.9,-5.5,-5.7
C[C@@H]1O[C@@H](C)CC(COCc2ccccc2)(c2[nH]cc[nH+]2)C1N(C)C,0.8755,4.0,-5.9,-5.5,-5.7
CO[C@@H]1C(N2CCC(O)(C(C=O)Nc3nc(C)cs3)CC2)C(N[C@@H](C)c2ccccc2)O[C@@H]1C,0.464,5.0,-6.2,-5.2,-5.7
C[C@H]1CN(CCc2cc3ccccc3[nH]2)C[CH]O1,0.8972,1.9,-5.3,-6.1,-5.7
CC1CC[NH+](CC(c2ccsc2)c2cc(OCC(=O)[O-])cs2)CC1C(=O)NC1CCCC1,0.5769,5.0,-6.1,-5.3,-5.7
C=C(Nc1ncccc1N[C@@H]1CCS(=O)(=O)C1)c1nncn1C,0.837,4.7,-5.6,-5.7,-5.65
C#Cc1ccc(-c2nc(C(=O)NCCCC)co2)cc1,0.6698,2.7,-5.7,-5.6,-5.65
CCS(=O)(=O)c1cc(N)c(O)cc1-c1cc(F)cc(Br)c1,0.638,2.6,-5.9,-5.4,-5.65
C[C@@H]1O[C@@H](C)CC(COCc2ccccc2)C1N(C)C,0.8257,2.4,-5.4,-5.9,-5.65
CC(C)=Cc1ccc2cccnc2c1,0.6571,-0.2,-5.8,-5.5,-5.65
CCc1ccc(N[C@H]2CCS(=O)(=O)C2)cc1,0.8753,1.7,-5.5,-5.7,-5.6
CN(CC(=O)Oc1nc2ccccc2s1)c1ccccc1,0.6929,3.0,-5.6,-5.6,-5.6
O=CN(CN1CCCC1=O)c1cccc(Cl)c1-c1n[nH]c2ccccc12,0.7013,4.6,-5.5,-5.7,-5.6
CC(OCC(=O)[O-])c1cc(SCF)ncc1-c1ccc(Cl)cc1F,0.697,4.9,-5.7,-5.5,-5.6
Oc1ccc(Cl)cc1C1C[NH2+]CCN1C1CCNC1,0.7327,2.0,-5.6,-5.6,-5.6
CC[NH+](CC)C([CH]c1cc(F)c(CO)cc1OC)CNCc1ccc(Cl)cc1,0.5353,5.0,-5.6,-5.6,-5.6
CCCCNC(C)(NC(=O)CC)NC(=O)[C@H]1CCC(c2nc(C)cs2)O1,0.4504,5.0,-5.6,-5.6,-5.6
C[C@@H]1CCCN(C(NC(=O)CN)c2ccccc2C(=O)Nc2ccccn2)C1,0.7118,4.6,-5.7,-5.4,-5.55
CC(NCCc1cccs1)N1CCCC(OC(F)(F)F)C1=O,0.8685,4.4,-5.4,-5.7,-5.55
COC(=O)c1ccc(CO)c([NH+]2CCCCC2)c1,0.7751,1.7,-5.7,-5.4,-5.55
N#Cc1ccc(O)c(-c2ccc3c(c2)OCO3)c1,0.8305,1.2,-5.8,-5.3,-5.55
Cc1ccc(NC(=O)Cc2cscc2C)nc1,0.9043,1.7,-5.5,-5.6,-5.55
CCc1nc(Cc2nc3ccccc3n2C)no1,0.7055,2.5,-5.6,-5.5,-5.55
CC(C)c1noc(CCc2ccccc2[N+](=O)[O-])n1,0.6101,3.3,-5.6,-5.5,-5.55
C[C@H]1COc2c(cccc2-c2ccnc(Cl)c2)O1,0.7358,1.2,-5.8,-5.3,-5.55
CO[C@@H]1C(N2CCC(O)(C(C=O)Nc3nc(C)cs3)CC2)CO[C@@H]1C,0.7255,4.9,-5.8,-5.3,-5.55
COc1ccccc1OC1(I)[C@H](COC(F)(F)F)CCS1(=O)=O,0.4933,4.5,-5.5,-5.6,-5.55
Cc1cc(-c2sc(N)nc2C)ccc1F,0.8046,0.7,-5.4,-5.6,-5.5
CC(CC(=O)Nc1ccc(F)cc1)[C@@H](C)N,0.8228,1.7,-5.8,-5.2,-5.5
CC1CC[NH+](CC(c2ccsc2)c2cc(OCC(=O)[O-])cs2)CC1,0.8066,4.8,-5.7,-5.3,-5.5
Cc1n[nH]c(C)c1Cc1ccccc1,0.767,0.6,-6.0,-5.0,-5.5
O=C(NCc1ccccn1)c1ccccc1,0.8452,1.4,-5.2,-5.7,-5.45
C#CCOc1ccc(C#N)cc1-c1ccc2c(c1)OCO2,0.8093,2.2,-5.4,-5.5,-5.45
Oc1ccccc1-c1ccc2c(c1)OCO2,0.7928,0.9,-5.7,-5.2,-5.45
CSC(C#CCO)Cc1cscc1CC(=O)Nc1ccc(C)cn1,0.7778,3.8,-5.1,-5.8,-5.45
Cn1cc(C[C@@H](O)C(F)(Cc2cccs2)c2cncs2)cn1,0.7523,4.6,-5.6,-5.3,-5.45
CN1CC(c2c(F)cccc2Cl)C(C(=O)N2CCOCC2)C1=O,0.7668,2.6,-5.6,-5.3,-5.45
O=C([O-])CCCc1ccc(O)cc1OCC(=O)[O-],0.6383,3.8,-5.1,-5.8,-5.45
N#Cc1ccc(CNC(=O)c2n[nH]c(=O)[nH]2)cc1,0.6977,2.6,-5.6,-5.2,-5.4
O=C(Nc1ccccn1)c1ccccc1,0.8042,0.9,-5.3,-5.5,-5.4
CCC(=O)OCC(N)(NC[C@H]1CCCO1)C1CCN(C(C)=O)CC1,0.5208,4.6,-5.3,-5.5,-5.4
CCc1ccc(N[C@H]2CCS(=O)(=O)C2)c(CBr)c1,0.8627,2.5,-5.6,-5.1,-5.35
C[C@@H](N)CCC(=O)Nc1ccc(F)cc1,0.7969,1.7,-5.5,-5.2,-5.35
CN(CCc1cccs1)C1C[NH+](C)CCN1c1cscc1C#N,0.8905,3.8,-5.0,-5.7,-5.35
Cc1cc(-c2cc(N)cc([N+](=O)[O-])c2)ccn1,0.487,1.5,-5.4,-5.3,-5.35
CCSCc1ccccc1NCc1ccccn1,0.849,2.9,-5.2,-5.4,-5.3
CCc1nc(C(=O)c2ccccc2F)cs1,0.7651,1.7,-5.4,-5.2,-5.3
C[NH+](C)NCc1cccc(Cc2csc(CSC(F)F)n2)n1,0.7154,5.0,-5.2,-5.4,-5.3
COc1ccc(CCCC(=O)[O-])c(OCC(=O)[O-])c1,0.5917,4.3,-4.9,-5.7,-5.3
CCOc1ccc(C(C)Nc2nc(C)cs2)cc1,0.8832,2.7,-5.3,-5.3,-5.3
Cc1cccc(Nc2cccc(Cl)c2)c1,0.7868,0.6,-5.5,-5.1,-5.3
Cc1cccc(-c2sc(N)nc2C)c1,0.7751,0.4,-5.1,-5.5,-5.3
Cc1ccncc1NCC(O)N(C)CCc1cccs1,0.7689,4.0,-5.6,-5.0,-5.3
CCC(=O)OCCNc1cc(F)ccc1F,0.6217,2.5,-4.8,-5.8,-5.3
Fc1ccc(C2CCCCO2)c(F)c1,0.6729,0.4,-5.3,-5.3,-5.3
NCc1cccc(Cc2csc(CSC(F)F)n2)n1,0.8907,4.1,-5.2,-5.3,-5.25
Cc1nc(C)c(C(F)(F)[C@H](O)Cc2cnn(C)c2)s1,0.9375,3.1,-5.3,-5.2,-5.25
CC(C)S(=O)(=O)Cc1ccc(S(=O)(=O)N2CCCCC2)s1,0.8155,3.9,-5.2,-5.3,-5.25
C[NH+]1CCN(CN(CC2CC2)C(=O)c2ccccc2-c2cnccn2)CC1,0.8211,4.8,-5.6,-4.9,-5.25
Brc1cccc(N2CCCCCCC2)c1,0.7367,0.1,-5.4,-5.1,-5.25
CO[C@H]1OCC[NH2+]C1NC(=O)c1ccccc1Br,0.8295,2.3,-5.4,-5.1,-5.25
COc1ccccc1OC1(I)[C@H](C)CCS1(=O)=O,0.596,2.3,-5.3,-5.2,-5.25
Cc1ccc(COc2ccccc2F)o1,0.7683,1.4,-5.0,-5.4,-5.2
CC(NCCc1cccs1)N1CCCCC1=O,0.8714,2.7,-5.0,-5.4,-5.2
COC(=O)c1cc(C2CC2)cc([N+](=O)[O-])c1C,0.4583,2.0,-5.2,-5.2,-5.2
C[C@@H]1CCC(NC2CCCCC2)O1,0.7097,0.6,-4.9,-5.5,-5.2
CC(C)(C)c1csc(-c2ccc(C=O)cn2)n1,0.7634,1.2,-5.3,-5.1,-5.2
CCc1nc2cc(CNC(C)=O)ccc2n1C,0.8748,1.7,-5.1,-5.2,-5.15
CC[C@@H]1CC(=O)N(Cc2ccc(Br)o2)C1,0.8473,1.7,-5.1,-5.2,-5.15
O=CN(CN1CCCC1=O)c1cccc(Cl)c1,0.7681,2.5,-5.0,-5.2,-5.1
Cn1c(CCc2cccs2)nc2ccccc21,0.6878,1.9,-5.1,-5.1,-5.1
CCCOc1ccc(F)cc1[C@H]([NH3+])CC,0.7986,1.9,-4.9,-5.3,-5.1
CSC1(N)CC[C@@](C)(c2cnc(C)s2)O1,0.8119,1.5,-5.4,-4.8,-5.1
c1cc2c(cc1NC1CC1)COC2,0.7442,1.1,-5.2,-5.0,-5.1
CCCc1ccc(F)cc1,0.5891,-0.2,-5.0,-5.2,-5.1
c1ccc2ncccc2c1,0.5312,-0.7,-4.8,-5.4,-5.1
Cc1nc(Cc2cccc(CN)n2)cs1,0.8574,1.7,-4.7,-5.4,-5.05
O=C(Nc1ccoc1)c1ccccc1F,0.8184,1.2,-4.9,-5.2,-5.05
Cc1ncsc1C(F)[C@H](O)Cc1cnn(C)c1,0.906,2.8,-5.1,-5.0,-5.05
C=C(Nc1cccc(C)n1)c1nncn1C,0.8445,2.0,-5.1,-5.0,-5.05
CC[NH+](CC)C(C)[C@@H]([NH3+])c1cc(F)ccc1OC,0.7613,2.7,-5.1,-5.0,-5.05
CCNc1cccc(C)c1C,0.6814,-0.2,-4.8,-5.3,-5.05
CCC(=O)NC(C)(NCCC(C)C)NC(=O)[C@H]1CCCO1,0.5868,4.3,-5.1,-5.0,-5.05
CCCc1ccc(F)c(F)c1,0.6172,0.1,-5.1,-5.0,-5.05
CC(C(=O)Nc1cccc(Cl)c1)N(C)C[SH](=O)=O,0.799,3.1,-5.1,-4.9,-5.0
CCS(=O)(=O)Cc1cnc(Cl)c(NC(=O)C2C[CH]OC2)c1,0.8315,3.9,-4.9,-5.1,-5.0
CC(N)N1CCCC(OC(F)(F)F)C1=O,0.7579,1.6,-4.9,-5.1,-5.0
CC[NH+](CC)C(C)[C@@H]([NH3+])c1cc(F)c(CO)cc1OC,0.6566,3.5,-5.2,-4.8,-5.0
CC(=O)c1ccc(Cl)cc1,0.5685,-0.4,-4.8,-5.2,-5.0
CCC[C@H]1COc2ccccc2O1,0.6927,0.6,-5.0,-5.0,-5.0
Cc1nc(C)c(C(F)[C@H](O)Cc2cnn(C)c2)s1,0.9245,2.8,-4.9,-5.0,-4.95
C[C@@H]1CC(=O)N(Cc2ccc(Br)o2)C1,0.8157,1.2,-4.9,-5.0,-4.95
CCC(=O)OCC(N)C1CCN(C(C)=O)CC1,0.7297,2.0,-5.0,-4.9,-4.95
C=C(C)C(C)c1cnc([C@@H]2CCCO2)s1,0.7293,1.4,-5.0,-4.9,-4.95
COc1ccc(CCCC(=O)[O-])cc1,0.6935,1.9,-5.0,-4.9,-4.95
CCCc1ccccc1F,0.5891,-0.2,-5.2,-4.7,-4.95
C=C(Nc1ccccn1)c1nncn1C,0.8126,2.0,-4.6,-5.3,-4.95
CC[C@@H]1CCCCN1c1sc(N)nc1C,0.8412,1.2,-4.8,-5.1,-4.95
C[NH+](C)NCc1cccc(Cc2csc(CS)n2)n1,0.543,3.8,-4.9,-4.9,-4.9
Cc1ccc(NC=O)cc1Cl,0.6762,0.4,-4.4,-5.4,-4.9
CCCc1c(F)cccc1F,0.6172,0.1,-5.0,-4.8,-4.9
CC(N)N1CCC(N2CC[NH+](C)CC2)C(OC(F)(F)F)C1=O,0.6719,3.2,-4.9,-4.9,-4.9
CCNc1ccc(N2CCOCC2)c(C)c1C,0.8696,1.4,-4.9,-4.8,-4.85
Cc1ccc(S(=O)(=O)N2CCCCC2)s1,0.801,1.5,-4.8,-4.9,-4.85
Cc1ccc(NC2CC2)cc1,0.6775,0.3,-4.9,-4.8,-4.85
O=Cc1ccccc1-c1cnccn1,0.6698,0.9,-5.0,-4.7,-4.85
CCCCNC(C)(NC(=O)CC)NC(=O)[C@H]1CCCO1,0.4566,4.3,-4.8,-4.9,-4.85
CC(SCC(=O)[O-])c1cnc([C@@H]2CCCO2)s1,0.8133,3.3,-4.7,-4.9,-4.8
CC(OCC(=O)[O-])c1ccnc(SC(F)F)c1,0.7213,3.6,-4.9,-4.7,-4.8
CC(C)CCNC(C)NC(=O)C(C)C,0.6412,1.9,-4.7,-4.9,-4.8
Cc1onc(NC(=O)OC=O)c1SCC(F)(F)F,0.5189,3.5,-4.7,-4.9,-4.8
O=C(Nc1cccnc1Cl)C1C[CH]OC1,0.7822,1.5,-4.8,-4.8,-4.8
COC(=O)c1ccc(CO)cc1,0.6656,0.4,-4.8,-4.8,-4.8
Cc1cccc(C(=O)OC(C)C)c1,0.6504,0.1,-4.8,-4.8,-4.8
CCc1cc2ccccc2[nH]1,0.6347,-0.2,-5.0,-4.6,-4.8
CCN[C@@H]1CC[C@@H]([NH+](C)CCn2ccnc2)C1,0.7261,3.2,-4.8,-4.8,-4.8
Cc1ccc(N[SH](=O)=O)c(Cl)c1,0.7207,1.0,-5.0,-4.5,-4.75
Cc1ccc(C=O)cc1,0.5164,-0.7,-4.6,-4.9,-4.75
Clc1ccccc1Cc1nccs1,0.7391,0.9,-5.0,-4.4,-4.7
C[C@@H](Sc1ccccn1)C1COCCN1,0.79,1.7,-4.5,-4.9,-4.7
CC(OCC(=O)[O-])c1ccnc(SCF)c1,0.6965,3.3,-4.7,-4.7,-4.7
Cc1ccc(NC(=O)NC(C)C)nc1,0.7535,0.7,-4.4,-5.0,-4.7
OCc1cc2ccccc2o1,0.6698,0.1,-5.0,-4.4,-4.7
O=C([O-])COc1csc(Cc2ccsc2)c1,0.8116,3.0,-5.1,-4.3,-4.7
CCc1ccnc(SC(F)F)c1,0.6779,1.2,-4.6,-4.8,-4.7
CN1CCC(C(=O)N2CCOCC2)C1=O,0.5413,1.0,-4.6,-4.8,-4.7
C#Cc1ccc(-c2ncco2)cc1,0.6121,0.1,-4.8,-4.6,-4.7
Cc1ccc(NC(=O)NC(C)(C)C)nc1,0.7421,0.2,-4.7,-4.6,-4.65
CC[C@@H]([NH3+])c1cc(F)ccc1OC,0.7595,0.9,-4.5,-4.8,-4.65
CSc1ccc(NCC(F)(F)F)cc1,0.7851,1.5,-4.5,-4.7,-4.6
CCS(=O)(=O)c1ccc(O)c(N)c1,0.5467,1.0,-4.7,-4.5,-4.6
CNC(COC)c1ccccc1[N+](=O)[O-],0.5905,2.5,-4.7,-4.5,-4.6
NCc1ccc(Br)cc1,0.7116,-0.4,-4.4,-4.8,-4.6
O=C(Nc1cccnc1)C1C[CH]OC1,0.7642,1.2,-4.7,-4.5,-4.6
CNC(COCSCC#N)c1ccccc1[N+](=O)[O-],0.3395,4.6,-4.6,-4.6,-4.6
CNC(=O)[C@H](C)C[C@@H]1CC(=O)N(C)C1,0.7058,1.2,-4.4,-4.7,-4.55
CN(CC(=O)O)c1ccccc1,0.7314,0.9,-4.5,-4.6,-4.55
CSC(C#CCO)Cc1cscc1C,0.7983,0.9,-4.5,-4.6,-4.55
CCCOc1ccc(F)cc1,0.6498,0.6,-4.5,-4.6,-4.55
c1coc(CCc2ncno2)c1,0.6884,1.7,-4.3,-4.8,-4.55
CC(=O)NNc1cnccc1C,0.6387,0.7,-4.5,-4.6,-4.55
CCc1nc2ccccc2n1C,0.6246,0.1,-4.5,-4.5,-4.5
c1csc(Cc2ccsc2)c1,0.6642,0.6,-4.6,-4.4,-4.5
c1ccc2[nH]ccc2c1,0.5439,-0.7,-4.4,-4.6,-4.5
CC(=O)c1ccccc1,0.517,-0.7,-4.6,-4.3,-4.45
C#CCOc1ccc(C#N)cc1,0.6103,0.1,-4.3,-4.6,-4.45
CO[C@@H]1C(N2CCC(O)CC2)CO[C@@H]1C,0.7165,1.2,-4.4,-4.4,-4.4
O=CNc1cccc(Cl)c1,0.6499,0.4,-4.3,-4.5,-4.4
CCc1nc(C(C)C)no1,0.6278,0.4,-4.3,-4.5,-4.4
O=Cc1ccccc1F,0.5199,-0.4,-4.3,-4.5,-4.4
CC(C)(N)C[C@@H]1CCS(=O)(=O)C1,0.6931,0.7,-4.6,-4.2,-4.4
CCSCc1ccccc1,0.6414,0.3,-4.3,-4.4,-4.35
Cc1ccc(N)nc1,0.5375,-0.9,-4.0,-4.7,-4.35
CC(O)N(C)CCc1cccs1,0.7196,1.4,-4.2,-4.3,-4.25
CCOc1ccc(F)cc1,0.6116,0.1,-4.2,-4.2,-4.2
CNCc1ccc(Br)cc1,0.7708,0.1,-4.2,-4.1,-4.15
CN(C)c1ccccc1,0.5468,-0.7,-3.9,-4.4,-4.15
c1cc(OC[C@@H]2CCCO2)cs1,0.7173,1.4,-4.0,-4.3,-4.15
Nc1ccc(Cl)cn1,0.5725,-0.6,-3.7,-4.5,-4.1
Cc1ccccc1,0.4588,-1.5,-4.0,-4.2,-4.1
COCc1ccccc1,0.5811,-0.2,-4.0,-4.1,-4.05
NCc1ccccc1,0.5719,-0.7,-4.2,-3.9,-4.05
C[NH+]1CCN(c2cscc2C#N)CC1,0.7017,0.7,-3.9,-4.2,-4.05
Cn1cc(C[C@@H](O)C(F)F)cn1,0.7315,1.5,-4.0,-4.0,-4.0
CCc1ccncc1,0.5313,-0.7,-4.1,-3.8,-3.95
Fc1ccccc1,0.4618,-1.2,-3.8,-4.0,-3.9
Cc1ncsc1C(F)[C@@H](C)O,0.7436,0.7,-3.9,-3.9,-3.9
NCc1ccccn1,0.5699,-0.4,-3.7,-3.8,-3.75
CSc1ccccc1,0.5179,-0.7,-3.7,-3.6,-3.65
Clc1ccccc1,0.4834,-1.2,-3.8,-3.5,-3.65
CCNc1nc(C)cs1,0.6816,0.4,-3.6,-3.6,-3.6
Cc1ncsc1N1[CH]CC(C(=O)Nc2cccc(Br)c2)C(C(=O)NCc2cc(CN3CCCC3=O)co2)C1,0.3954,5.0,-7.2,0.0,-3.6
CCN(c1ccc(N2CCOCC2)c(CNC2CC2)c1)N1CCC2(CC1C(=O)Nc1ccccc1C)OCCO2,0.4908,5.0,-7.0,0.0,-3.5
CCCNS(C)(=O)=O,0.5923,0.7,-3.7,-3.3,-3.5
CCNC(=O)C(C)C,0.5658,-0.4,-3.5,-3.4,-3.45
c1ccccc1,0.4426,-1.5,-3.4,-3.2,-3.3
Cc1nc(N)sc1N1[CH]CC(C(=O)Nc2cccc(Br)c2)C(C(=O)NCc2cc(CN3CCCC3=O)co2)C1,0.3485,5.0,-6.5,0.0,-3.25
CCC(=O)O,0.4908,-0.9,-2.9,-3.1,-3.0
C#CCN1CCN(C2CS(=O)(=O)C[C@@H]2Nc2cccnc2NC(=Cc2c(C)nn(C)c2C)c2nncn2C)CC1,0.3828,5.0,-5.8,0.0,-2.9
CCc1nn(C)cc1CNCN(C(=O)CN)C(c1ccccc1C(=O)Nc1ccccn1)N1CCC[C@@H](C)C1,0.3248,5.0,0.0,0.0,0.0
