smiles,qed,sa,egfr,her2,dual_docking
FCCOc1ccc2oc(-c3ccc(F)cc3)cc2c1,0.6941,2.7,-5.5,-6.1,-5.8
CCn1nc(C)c(NC2CC2COc2cc(Cl)cc([NH2+])c2Cl)c1C,0.7678,4.6,-6.1,-5.5,-5.8
C[CH]C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.7069,3.8,-6.1,-5.5,-5.8
Cc1ccc(F)cc1Nc1ccc2c(c1)OCO2,0.8763,1.7,-5.9,-5.6,-5.75
Cc1csc(C(C)c2cccc(C(N)=O)c2)n1,0.9049,1.7,-5.9,-5.6,-5.75
Cc1cc(-c2cnn(C(C)CS(N)(=O)=O)c2C)ccc1[O-],0.9131,3.1,-5.7,-5.8,-5.75
Cc1cc(CN2C[C@H](O)[C@@H](C)CC2c2cccnc2Cl)[nH]n1,0.8535,2.8,-5.6,-5.9,-5.75
CN(C)c1c(NC2CC[NH+](C)CC2)cccc1N1CCc2sccc2C1,0.8629,3.5,-5.9,-5.6,-5.75
COC1CC[NH+](c2ccc(C(N)=O)cc2)C(C#Cc2ccccc2)C1,0.8361,2.2,-6.0,-5.5,-5.75
CCc1ccccc1NC[C@@H](C)NC[CH]Cc1ncnn1C,0.6973,5.0,-5.8,-5.7,-5.75
CCOc1ccccc1NC1CCC[C@H](CNc2ccccc2C)N1C=O,0.6849,5.0,-6.1,-5.4,-5.75
C[C@@H](OCN1C([NH+]2CCCC[C@@H]2C)CCC[C@@H]1C)c1cccs1,0.8863,3.2,-5.7,-5.8,-5.75
Cc1nc(N(c2c(C)nn(C)c2C)C2CC2COc2cc(Cl)ccc2Cl)no1,0.5766,5.0,-5.7,-5.8,-5.75
CC1CCCC(c2ccc(Cl)nc2)C1,0.6368,0.1,-5.5,-6.0,-5.75
COCC[C@H](C)C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.5229,5.0,-5.9,-5.6,-5.75
CCN(CCC(=O)c1ccc(Cl)cc1)C(C)NC1CCCCCCC1,0.5025,4.2,-6.0,-5.5,-5.75
CCNC(=O)NN(C(=O)c1c(Br)cccc1SC)C1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.3641,5.0,-6.2,-5.3,-5.75
O=C(c1ncn[nH]1)N1[CH]CC(c2ccc(Cl)cc2F)CC1,0.9277,2.6,-6.0,-5.4,-5.7
ClC(Cl)(Cl)C1O[CH]CC1Nc1ccc2c(c1)CCC2,0.8217,2.0,-6.0,-5.4,-5.7
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1csc(-c2ncc[nH]2)c1,0.6036,5.0,-5.9,-5.5,-5.7
CC(=O)C(=O)c1ccc(C)cc1,0.4902,0.1,-5.7,-5.7,-5.7
CN1CCN(C(=O)CCNCCc2ccc(F)cc2)CC1,0.7986,3.5,-5.8,-5.6,-5.7
Cc1cc(N(C2CNCC[NH+]2C)[C@@H](O)C2CC2)n(C)n1,0.6007,3.3,-5.3,-6.1,-5.7
COc1ccc(C2CCC(C)(O)CC2)cc1OC,0.8955,1.4,-5.5,-5.8,-5.65
CCn1cc(C2CN(Cc3ccn[nH]3)C[CH][C@H]2C)cn1,0.9266,3.0,-5.8,-5.5,-5.65
O=S1(=O)CCCN1c1ccc2c(c1)NCCC2,0.8254,1.5,-6.0,-5.3,-5.65
CCn1nc(C)c(NC2CC2COc2cc(Cl)ccc2Cl)c1C,0.8169,4.3,-6.0,-5.3,-5.65
CCc1nc(-c2cccc([NH2+]C3CC3)c2)no1,0.8125,2.7,-5.7,-5.6,-5.65
CCCc1ccc(OC(C)COC([NH3+])C(C)C)cc1,0.7353,3.4,-5.8,-5.5,-5.65
Cc1cc(-c2cnn(C(C)CS(=O)(=O)NCN(C)c3ccccc3)c2C)ccc1[O-],0.5585,5.0,-5.9,-5.4,-5.65
Cc1csc(NCOc2cccc(CC3CC3[CH]O)c2N2C(=O)CCC2=O)n1,0.522,5.0,-5.9,-5.4,-5.65
CC[NH+]1CCN(Cc2ccc(F)cc2Nc2ccc3c(c2)OCO3)C(c2ccc([S@@](C)=O)cc2)C1,0.5246,5.0,-6.6,-4.7,-5.65
CC1CCCC(c2cccnc2)C1,0.6373,-0.2,-5.5,-5.8,-5.65
C[C@@H]1CC(c2ccc(Cl)cc2F)CCN1C(=O)c1ncn[nH]1,0.9242,2.6,-5.6,-5.6,-5.6
CCOC(=O)NC(C)[NH+](CC)c1ccccc1NC(=O)OC(C)C,0.6663,4.1,-5.5,-5.7,-5.6
C[NH+](C)C1CCc2ccc(NC3C[CH]OC3C(Cl)(Cl)Cl)cc21,0.8076,2.8,-6.2,-5.0,-5.6
CCc1cc(CCN2C(=O)C(OC(F)(F)F)CC(NC=O)C2COC)no1,0.6306,5.0,-5.3,-5.9,-5.6
O=C(Nc1ccccc1F)c1ccccc1Cl,0.8633,1.2,-5.6,-5.5,-5.55
OC1(Cc2ccc(Br)cc2)CCCC1,0.8592,0.6,-5.8,-5.3,-5.55
COc1c(Cc2cccc(F)c2)cccc1NCCON,0.6079,4.0,-5.8,-5.3,-5.55
CCc1ccc(OC(C)COC([NH3+])C(C)C)cc1,0.7566,2.9,-5.6,-5.5,-5.55
CCCc1ccc(OC(C)COCC(C)C)cc1,0.6919,3.1,-5.6,-5.5,-5.55
CN(C)c1ccc(-c2cccc(O)c2)cc1,0.8281,0.6,-5.4,-5.6,-5.5
CN(C)c1ccccc1N1CCc2sccc2C1,0.8146,1.4,-5.6,-5.4,-5.5
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1ccsc1,0.8447,3.6,-5.8,-5.2,-5.5
CCc1ccccc1NC[C@@H](C)NC[C@@H](C)Cc1ncnn1C,0.7468,5.0,-6.0,-5.0,-5.5
CCc1nccc(-c2ccc(Cl)c([N+](=O)[O-])c2)c1C(F)(F)F,0.5943,2.9,-5.6,-5.4,-5.5
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1cscc1[C@@H](C)CO,0.6944,4.9,-5.7,-5.3,-5.5
CCc1cc(C(C)N2C[C@@H](C)C[C@H](C)C2)no1,0.8063,1.4,-5.6,-5.4,-5.5
CC[C@@H]1CCC(COc2cccc(C)c2)C[NH2+]1,0.8482,1.6,-5.5,-5.5,-5.5
CC[C@@H]1CSc2ccccc21,0.6135,-0.2,-5.4,-5.6,-5.5
Fc1ccc(Nc2c(F)cccc2F)cc1,0.8149,1.2,-5.4,-5.5,-5.45
COc1cccc(-c2ccc(F)cc2)c1F,0.7503,0.9,-5.4,-5.5,-5.45
CC(C)NC(=O)Nc1ccc(NC(=O)[S]=O)nc1N1CCOC1=O,0.7474,4.3,-5.5,-5.4,-5.45
CC[NH+]C(C(=O)Nc1ccccn1)C(C)(C)O,0.6476,2.5,-5.5,-5.4,-5.45
CCOc1cnccc1NCc1ccccc1,0.8535,2.4,-5.3,-5.6,-5.45
COc1ccccc1NCCONc1cccc(C)c1,0.5981,3.7,-5.8,-5.1,-5.45
Cc1cc(-c2cnn(C(C)C)c2C)ccc1[O-],0.7941,0.9,-5.6,-5.3,-5.45
Oc1ccccc1OCCc1cccnc1,0.8512,1.9,-5.2,-5.6,-5.4
COc1ccc(-c2cc(-c3nccs3)ccc2O)c(OC)c1,0.7841,3.0,-5.8,-5.0,-5.4
CNNc1c(F)cccc1OCc1ccccn1,0.7961,3.0,-5.1,-5.7,-5.4
Cc1nn(C)c(C)c1NC1CC1COc1cc(Cl)ccc1Cl,0.8856,3.8,-5.8,-5.0,-5.4
CO[C@H](C)c1cc(NCc2cccc(Cl)c2)cs1,0.856,2.7,-5.0,-5.8,-5.4
CC[C@@H]1CSc2cc(Cc3cnn(C)c3)ccc21,0.8367,1.9,-5.6,-5.2,-5.4
CNN1CCC2(CC1)OCC(Cc1ccncc1)O2,0.8801,2.5,-5.6,-5.2,-5.4
CC[C@@](C)(O)c1ccc(F)cc1,0.7187,0.1,-5.1,-5.7,-5.4
OCNc1nc(Cn2cncn2)c(COCC2CC2)s1,0.7087,5.0,-5.0,-5.7,-5.35
CC[C@H]1c2ccc(Cc3cnn(C)c3)cc2SC1[NH+](C)C,0.934,2.7,-5.6,-5.1,-5.35
CCOc1ccccc1NC1CCC[C@H](C)N1C=O,0.8296,2.7,-5.5,-5.2,-5.35
CCC[NH+](C)c1c(NC2C[CH]OC2C(Cl)(Cl)Cl)ccc2c1CCC2,0.7459,3.8,-5.8,-4.9,-5.35
CC(C)(C)C(=O)NCc1nc2ccccc2[nH]1,0.8323,1.2,-5.1,-5.5,-5.3
CNNc1ccccc1OCc1ccccn1,0.7716,2.7,-5.1,-5.5,-5.3
OCN1C(Oc2ccccc2Cl)COC[C@H]1C1CC1,0.9189,3.0,-5.5,-5.1,-5.3
CNNc1c(I)cccc1OCc1ccccn1,0.6398,3.0,-5.3,-5.3,-5.3
CC(CCl)[C@H](C)NC[C@@H](C)Cc1ncnn1C,0.7594,3.5,-5.3,-5.3,-5.3
CC(C)[C@H](C)N(C[C@@H](C)Cc1ncnn1C)SCC(=O)[O-],0.626,5.0,-5.3,-5.3,-5.3
CC(=O)Nc1cccc(C)c1C(N)=NO,0.2929,1.0,-5.5,-5.1,-5.3
COc1ccc([C@H](O)c2csc(C=O)n2)cc1NCCO,0.6706,4.6,-5.6,-4.9,-5.25
CN1C(Oc2ccccc2Cl)COC[C@H]1C1CC1,0.8406,2.2,-5.0,-5.5,-5.25
CC(C)[C@H](C)NC[C@@H](C)Cc1ncnn1C,0.7983,2.7,-5.2,-5.3,-5.25
O=C(Nc1ccccc1)C1CCCC1,0.7611,0.6,-5.3,-5.2,-5.25
CC[NH+](CC)c1cc(N2CC[C@@H](C)[C@H](O)C2)ccc1NC(=O)OC(C)C,0.7252,3.8,-5.3,-5.2,-5.25
COC1CC[NH+](c2ccc(C(N)=O)cc2)CC1,0.7811,1.7,-5.3,-5.2,-5.25
CCNN[C@H](CNC1CCCCCCC1)C(C)C,0.6123,2.9,-5.3,-5.2,-5.25
CCC(=O)N1CCN(CN[C@H]2CC[C@@H]([NH+](C)C)C2)C(N(C)C(C)=O)C1,0.6396,4.1,-5.3,-5.2,-5.25
C[C@@H](Cl)c1cc(O)ccc1Cc1cscn1,0.8457,1.7,-5.1,-5.3,-5.2
Cc1n[nH]c(C(=O)N2CCCC[C@H]2C)n1,0.7521,1.0,-5.1,-5.3,-5.2
CC[NH+](C(=O)NC(N)=O)C(C(=O)Nc1ccccn1)C(C)C,0.5988,3.4,-5.3,-5.1,-5.2
COc1ccccc1NCCONc1ccccc1,0.5911,3.7,-5.4,-4.9,-5.15
CCCOC([NH3+])C(C)CC(=O)Nc1ccc(Cl)cn1,0.7488,3.8,-4.7,-5.6,-5.15
C[CH]OCCOc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.7985,3.2,-5.0,-5.3,-5.15
CC[NH+]C(C(=O)Nc1ccccn1)C(C)C,0.7565,2.2,-5.3,-5.0,-5.15
Cc1nc(CCCCN2CC[NH+](C)CC2)sc1C,0.8015,2.7,-4.9,-5.3,-5.1
[NH2+]c1cc(Cl)cc(OCC2CC2)c1Cl,0.7977,1.7,-4.7,-5.5,-5.1
C[S@](=O)CCCc1ccc(F)c(F)c1,0.7574,1.7,-5.2,-5.0,-5.1
CN1C(Oc2ccccc2Cl)COC[C@H]1C1(NN)CC1,0.6492,3.3,-5.1,-5.1,-5.1
Cc1nc(-c2cccc(O)c2)no1,0.7186,0.7,-5.2,-5.0,-5.1
CCC[NH2+]c1c(C)cccc1OC[C@@H](O)CO,0.6018,3.2,-4.9,-5.3,-5.1
C[NH2+]C(CCN1CC[NH+](C)CC1)Cc1nc(C)c(C)s1,0.7131,3.5,-5.2,-5.0,-5.1
C[NH+](C)[C@@H]1CC[C@@H](NNc2ccccn2)C1,0.63,2.2,-5.0,-5.2,-5.1
Cc1csc(C(C)c2ccccc2)n1,0.7263,0.6,-5.2,-4.9,-5.05
Clc1ccc(O[C@@H]2CCCO2)cc1,0.7278,0.9,-4.9,-5.2,-5.05
C[CH]OCCOc1ccc(C)c(C)c1,0.6693,1.6,-4.9,-5.2,-5.05
C[NH2+]c1cc(Cl)c(-c2c(NC(=O)NOC)ccc(Br)c2Cn2ccnn2)cc1Cl,0.3557,5.0,-5.4,-4.7,-5.05
COc1ccc([C@H](O)c2csc(C=O)n2)cc1,0.8424,2.5,-5.1,-4.9,-5.0
C[C@H](CN[C@@H](C)CCCl)Cc1ncnn1C,0.7414,3.5,-5.3,-4.7,-5.0
C[C@@H](OCN1CCCC[C@@H]1C)c1cccs1,0.7948,1.9,-4.9,-5.1,-5.0
C[C@@H](OCN1CCCC[C@@H]1C)c1cc(N)cs1,0.8962,2.2,-5.0,-4.9,-4.95
COc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.8103,0.9,-4.9,-5.0,-4.95
CCN1CCO[C@H](c2cn(CC)c(CC(C)C)[nH+]2)C1,0.8151,2.7,-4.7,-5.2,-4.95
CCCc1ccc(OC(C)C)cc1,0.686,0.8,-5.0,-4.9,-4.95
CC[NH+]1CCN(OC)C(N(C)C2CCCCC2)C1,0.7842,2.2,-4.9,-5.0,-4.95
CC(=O)C(=O)c1ccccc1,0.4697,0.1,-5.2,-4.7,-4.95
CCN(CC)C(=O)c1ccc(C)cc1O,0.8249,0.9,-5.1,-4.8,-4.95
[CH]OCCOc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.8027,2.7,-4.8,-5.1,-4.95
c1ccc2c(c1)CCCN2,0.5708,-0.7,-4.8,-5.1,-4.95
Cc1cc(CN2CC[C@H](C)[C@@H](O)C2)[nH]n1,0.7613,1.2,-4.9,-4.9,-4.9
CCNC(=O)c1ccc(C)cc1,0.7066,0.1,-4.9,-4.9,-4.9
CCC(=O)N1CCN(CN[C@H]2CC[C@@H]([NH+](C)C)C2)CC1,0.6907,3.0,-4.7,-5.1,-4.9
CC(C)NC[C@@H](C)Cc1ncnn1C,0.7635,2.2,-4.9,-4.9,-4.9
CON1CC[NH+](C)CC1N(C)C1CCCCC1,0.7504,1.7,-4.7,-5.1,-4.9
Cc1cc(CN2C[CH][C@@H](C)CC2)[nH]n1,0.774,0.9,-4.8,-5.0,-4.9
CCC(=O)N1CCCC[C@@H]1C,0.5651,-0.4,-4.4,-5.3,-4.85
NC(=O)c1ccccc1,0.5859,-0.4,-4.7,-4.9,-4.8
C[C@@H]1[CH]CN(Cc2ccn[nH]2)CC1,0.7431,0.9,-4.9,-4.7,-4.8
COC(C)CCn1cnc2ccccc21,0.7646,1.9,-4.8,-4.8,-4.8
Cc1cccc(OC[C@@H](O)CO)c1,0.7212,1.4,-4.6,-5.0,-4.8
CC(C)c1ccc(NC=O)cc1,0.6809,0.6,-4.9,-4.6,-4.75
CC[NH+](CC)c1ccccc1NC(=O)OC(C)C,0.8422,2.2,-4.5,-4.9,-4.7
CN(CNS(C)(=O)=O)c1ccccc1,0.7478,2.0,-4.9,-4.5,-4.7
CCN(CC)CCC(=O)c1ccc(Cl)cc1,0.7106,2.4,-4.7,-4.7,-4.7
CCc1ccc(Br)cc1,0.6303,-0.7,-4.7,-4.7,-4.7
CCNc1cc(C)cc(CCS)c1,0.704,1.1,-4.7,-4.7,-4.7
CCc1ncccc1C(F)F,0.6425,0.4,-4.4,-5.0,-4.7
CCNC(=O)c1ccc(C)cc1[NH+](C)CC,0.7783,1.4,-4.6,-4.8,-4.7
[NH2+]C1(c2ccc(F)cc2Cl)CC1,0.6863,0.4,-4.8,-4.6,-4.7
OCNc1ncc(COCC2CC2)s1,0.7034,3.5,-4.4,-4.9,-4.65
CCCc1nc2ccccc2[nH]1,0.718,0.6,-4.6,-4.7,-4.65
Cc1cc(O)ccc1-c1nccs1,0.7515,0.4,-4.8,-4.5,-4.65
CC(=O)Nc1cccc(C)c1,0.6493,-0.4,-4.7,-4.6,-4.65
C[NH2+]c1c(C)cccc1OC[C@@H](O)CO,0.5792,2.2,-4.6,-4.7,-4.65
Cc1ccc(O)cc1[C@@H](C)Cl,0.6429,-0.4,-4.7,-4.6,-4.65
O=C(NO[CH]C1CC1)c1ccoc1,0.7144,2.2,-4.6,-4.7,-4.65
CCn1nc(C)c(NC2CC2CO)c1C,0.7858,2.2,-4.5,-4.7,-4.6
CC(C)OC(=O)Nc1ccccc1,0.7574,0.4,-4.5,-4.7,-4.6
Cc1ccc(C=O)c(O)c1,0.594,-0.4,-4.7,-4.5,-4.6
CC(C)NC(=O)Nc1ccc(NC(=O)[S]=O)nc1,0.7708,2.4,-4.7,-4.4,-4.55
CCCOc1ccc(C#N)cc1,0.6813,0.6,-4.4,-4.7,-4.55
Cc1ccc(Br)cc1,0.5625,-1.2,-4.4,-4.7,-4.55
CC[NH+]CC(=O)Nc1ccccn1,0.6475,1.7,-4.7,-4.4,-4.55
Oc1ccc(-c2nccs2)cc1,0.7256,0.4,-4.5,-4.6,-4.55
CCNc1cc(C)cc(C)c1,0.6814,-0.2,-4.5,-4.6,-4.55
CC(C)Cc1ncnn1C,0.612,0.4,-4.3,-4.8,-4.55
C[NH2+]c1c(CCn2cnnn2)noc1C,0.7003,3.1,-4.5,-4.5,-4.5
CC1(c2nc(C3CC3C(=O)N[C@@H]3CCS(=O)(=O)C3)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.47,5.0,-9.0,0.0,-4.5
CCc1ncccc1C(F)(F)F,0.639,0.2,-4.5,-4.4,-4.45
Cc1ccc(O)cc1,0.5359,-1.2,-4.3,-4.6,-4.45
C[C@@H](Sc1ccccn1)S(=O)C(N)=O,0.7953,1.8,-4.2,-4.6,-4.4
O=CNc1ccccc1,0.5861,0.1,-4.2,-4.6,-4.4
NC(=O)Nc1ccccn1,0.5938,0.2,-4.2,-4.6,-4.4
Cc1cccc(O)c1,0.5359,-1.2,-4.2,-4.6,-4.4
Cc1ccc(F)cc1,0.4796,-1.2,-4.3,-4.5,-4.4
Nc1c(F)cccc1F,0.5282,-0.6,-4.1,-4.7,-4.4
Cc1cccc(NCCON)c1,0.5232,1.4,-4.5,-4.3,-4.4
Cc1cc(O)ccc1Cl,0.5898,-0.9,-4.4,-4.3,-4.35
CCCc1cnn(CC)c1,0.623,0.6,-4.5,-4.2,-4.35
COc1ccc(Cl)cc1,0.5851,-0.4,-4.0,-4.6,-4.3
CCc1cc(CC)on1,0.602,0.1,-4.1,-4.5,-4.3
Oc1ccc(Cl)cc1,0.5671,-0.9,-4.0,-4.5,-4.25
COc1ccccc1NCCON,0.5265,2.2,-4.2,-4.3,-4.25
O=[S]C(=O)Nc1ccccn1,0.6768,0.5,-4.2,-4.2,-4.2
CNNc1ccccc1F,0.6061,0.4,-4.1,-4.3,-4.2
COc1cccc(C)c1,0.5532,-0.7,-4.2,-4.1,-4.15
CN(C)c1ccccc1,0.5468,-0.7,-3.9,-4.4,-4.15
CN(CN)c1ccccc1,0.6154,0.1,-4.4,-3.9,-4.15
Fc1cccc(Cl)c1,0.5063,-0.9,-4.0,-4.3,-4.15
COc1cc(Cl)ccc1Cl,0.64,-0.1,-4.1,-4.1,-4.1
CCOc1cccnc1,0.5939,0.1,-4.0,-4.2,-4.1
CCNc1ccccn1,0.6428,0.1,-4.2,-3.9,-4.05
c1ccc2[nH]cnc2c1,0.5584,-0.4,-4.0,-4.1,-4.05
CCC(=O)N1CCN(C)CC1,0.5401,-0.1,-4.0,-4.1,-4.05
COc1ccccc1F,0.5574,-0.4,-3.8,-4.2,-4.0
O=CNC(=O)c1ccco1,0.5937,0.7,-3.9,-4.1,-4.0
Brc1ccccc1,0.542,-1.2,-3.8,-4.1,-3.95
COc1ccccc1O,0.6128,-0.4,-3.9,-3.9,-3.9
Cc1csc(CCO)n1,0.6693,0.4,-3.7,-4.1,-3.9
Clc1ccccc1,0.4834,-1.2,-3.8,-4.0,-3.9
Fc1ccccc1,0.4618,-1.2,-3.8,-4.0,-3.9
CO[C@H](C)c1cc(N)cs1,0.7126,0.4,-3.8,-3.8,-3.8
COc1ccc(C2CCC(O)(CON3CC(c4cccn4C)[NH+]CC3N(C)C3(N4CCCCCC4)CCCCC3)CC2)cc1OC,0.3957,5.0,-7.6,0.0,-3.8
Cc1nc(CCO)sc1C,0.7015,0.4,-3.6,-3.9,-3.75
CCc1nc(C)cs1,0.5621,-0.4,-3.5,-3.8,-3.65
Cc1csc(NCO)n1,0.6037,0.7,-3.4,-3.8,-3.6
CO[C@H](C)c1cccs1,0.616,0.1,-3.6,-3.5,-3.55
c1ccccc1,0.4426,-1.5,-3.4,-3.6,-3.5
Nc1ccccn1,0.5127,-0.9,-3.5,-3.5,-3.5
CC(C)CCNC(=O)Cn1cnnc1-c1ccc(F)c(N(C(=O)c2ccccc2Cl)C(=O)N2C[CH]O[C@@H](C)C2)c1,0.4262,5.0,-6.6,0.0,-3.3
COCC[C@H](C)c1cccc2c1CN(c1cc(C)cc(NC(C)=O)c1)C(C#CCO)(C(C)(C)OC)C2,0.5175,5.0,-6.2,0.0,-3.1
COCC[C@H](C)c1cccc2c1CN(c1cc(C)cc(NC=O)c1)C(C#CCO)(C(C)(C)OC)C2,0.4123,5.0,-6.2,0.0,-3.1
CCc1cc(C(CN2C(=O)C(OC(F)(F)F)CCC2COCC(N)=O)N2C[C@@H](C)C[C@H](C)C2)no1,0.5215,5.0,-6.0,0.0,-3.0
CCN(CC)CC,0.5184,-0.2,-2.8,-3.1,-2.95
CC(C)(C)c1noc(-c2ccc(NC(=O)c3ccccc3[CH]Oc3ccc(-c4ccc(C#N)cc4)cc3)cc2Cl)n1,0.2155,5.0,0.0,0.0,0.0
