smiles,qed,sa,egfr,her2,true_docking_score
N[C@@H](NC(=O)[C@@H]1CC[C@]([NH2+]C2CC2)C1=O)c1ccc(N2CCCC2)c(Cl)c1,0.5032,4.2089,-8.5,-9.99,
Fc1cc(-c2nc(C3CC3)no2)ccc1NC(=O)c1ccccc1OCC(F)F,0.6215,2.3917,-8.4,-10.09,
Fc1cc(F)ccc1NC(=O)c1cnc(-c2ccccc2)s1,0.7807,1.936,-8.8,-9.690000000000001,
C[C@H](Oc1ccccc1)/C([O-])=N/S(=O)(=O)c1ccc2c(c1)OCCO2,0.5886,3.0716,-8.3,-10.190000000000001,
NS(=O)(=O)c1ccccc1/C=C/CCS(=O)(=O)c1ccccc1,0.8631,2.3116,-8.8,-9.690000000000001,
O[C@@H](NS(=O)(=O)c1coc3ccccc13)[C@@H]1CCOc2ccccc21,0.6992,3.4894,-8.3,-10.190000000000001,
OC[C@@H]1c2ccccc2NC(=O)[C@H]1CCc1ccccc1F,0.9111,3.1344,-8.9,-9.49,
Nc1[nH]c2ccccc2c1C(=O)N1CCC[C@H]1CN1CCOCC1,0.899,2.8707,-8.7,-9.690000000000001,
F[C@@H]1c2ccccc2C(=O)C1=C(CC)c1ccccc1Cl,0.6776,3.1313,-9.1,-9.290000000000001,
[NH3+][C@@]1(c2c(O)cccc2Br)[C@H](c2ccc3c(c2)OCCO3)n2nc(-c3ccccc3)nc2C1,0.4438,3.9393,-9.6,-8.790000000000001,
Oc1c([C@H]2C[NH2+]C(c3ccccc3)=NN2Cc2ccccc2)sc3ccccc31,0.5421,3.5699,-9.6,-8.790000000000001,
Nn1c(-c2ccccn2)nnc1C1(c2ccc(F)cc2F)CCCC1,0.7429,2.7678,-8.3,-10.09,
F[C@]1(OCc2ccco2)[C@H](c2ccc(F)cc2)Sc2ccccc21,0.6146,3.5761,-8.7,-9.690000000000001,
Fc1c(-c2cccs2)n2nc(SCC(=O)Nc3ccccc3Cl)sc2n1,0.4556,2.6628,-8.3,-10.09,
O=c1n(CCc2ccccc2)n2n1CCN(Cc1cnn(C(F)(F)F)c1)C2,0.6789,3.3214,-8.4,-9.99,
NNC(=O)c1cccc(CNC(=O)c2cccc(Br)c2)c1,0.4488,1.789,-8.5,-9.89,
c1cn([C@H]2CCC[C@@H](N3CCCC3=O)C2)c(-c2ccccc2)n1,0.8676,3.0664,-8.5,-9.89,
O[C@H]([C@@H](O)c1cccc2cccnc12)c1ccc(F)cc1,0.7761,2.8082,-8.7,-9.690000000000001,
Fc1cc(=O)n(CCc2ccccc2)c2c1NC(=O)[C@H]2c1ccco1,0.7954,3.1856,-8.8,-9.59,
[NH3+][C@H]1CN(C(=O)c2cccs2)[C@H](CC[C@@H]2COc3ccccc32)C1=O,0.9052,4.1584,-8.3,-10.09,
Cn1cnc2c1nc(-c1ccccc1Cl)n2Cc1ccccc1Cl,0.5284,2.3483,-8.5,-9.89,
Fc1ccc(Cn2nc(COC3CCCC3)nc2C2CCCC2)cc1,0.7705,2.4619,-8.5,-9.790000000000001,
N#C[C@H]1CN(C(=O)c2ccccc2O)[C@H](Nc2ccccc2)C[C@H]1O,0.7975,3.5753,-8.3,-9.99,
Oc1c(Cl)cccc1-c1ncc2c(c1-n1cnnc1)CCCC2,0.7816,2.9906,-8.4,-9.89,
Oc1c(C[NH+]2CCC[C@@H](c3nccs3)C2)cccc1OCc1ccccc1,0.688,3.9601,-8.4,-9.89,
F[C@]1(c2ccccc2)NC(NC(=O)c2ccccc2)O1,0.8413,3.1799,-8.4,-9.89,
c1cc2[nH]c(C3CCCC3)nc2c(COc2ccccc2)c1,0.7498,2.0605,-8.5,-9.790000000000001,
N#C[C@H](C(=O)Nc1csc(c2ccccc2)n1)c1ccccc1,0.7885,2.6357,-8.3,-9.99,
C[C@@]1(Cc2ccccc2)CCN(CCC(=O)Nc2ccccc2Br)C1,0.759,2.6358,-8.4,-9.89,
Cc1[nH]c2ccccc2c1C(=O)Nc1cnccc1C,0.7454,2.0222,-8.4,-9.89,
C[C@H](Oc1ccc(OC(F)(F)F)cc1)C(=O)Nc1ccc(CC(=O)N(C)C)cc1,0.7572,2.5072,-8.5,-9.790000000000001,
C[C@H]([NH2+]CCc1cccnc1)c1nc(-c2ccc3c(c2)OCCO3)cs1,0.7268,3.5362,-8.3,-9.99,
N[C@H](c1ccccn1)[C@@H]1CCCN(C(=O)c2cc3ccccc3s2)C1,0.7796,3.0989,-8.5,-9.790000000000001,
CN[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@@H](C)C1CCCCC1,0.8437,2.9079,-8.7,-9.59,
Fc1cc(F)cc(C(=O)N(Cc2ccccc2F)[C@@H]2CCS(=O)(=O)C2)c1,0.8159,2.7429,-8.7,-9.59,
O[C@@H]([NH2+]C[C@@H](O)c1ccc2c(c1)OCCOCCO2)c1c(C)noc1C,0.6565,4.4393,-8.7,-9.59,
C=C1C=C(C(=O)Cc2ccccc2)CC(=O)N1c1ccc(Cl)cc1,0.8324,2.5419,-8.7,-9.59,
Cc1cc(O)cc(C)c1NC(=O)[C@@H](C)Oc1ccc(F)cc1F,0.8444,2.5127,-8.4,-9.790000000000001,
Cn1cc(/C=N/NC(=O)CCNC(=O)c2ccco2)c2ccccc21,0.5324,2.2712,-8.3,-9.89,
c1ccc(NCc2ccc(CS(=O)(=O)c3ccccc3)cc2)cc1,0.7304,1.6906,-8.3,-9.89,
[NH3+]S(=O)(=O)c1ccc(-c2nncn2-c2cc(Cl)c(Cl)cc2)s1,0.7588,3.0575,-8.4,-9.790000000000001,
[NH3+]C[C@H]1CCCC[C@@H]1C(=O)N1CCO[C@@H](c2cccc(C(F)(F)F)c2)C1,0.8881,3.8067,-8.3,-9.89,
N#C/C(=C\c1ccccc1O)c1nc2c(F)cccc2[nH]1,0.7053,2.4942,-8.3,-9.89,
N#Cc1nc([C@H]2CCCN(C(=O)c3ccsc3)C2)ccc1NC(=O)c1ccco1,0.7088,3.1983,-7.9,-10.290000000000001,
[NH3+][C@H]1[C@H]2OCCC[C@H]2[C@H]1C(=O)Nc1ccnn1C1CCCCCC1,0.8267,4.1649,-8.4,-9.790000000000001,
N[C@@H]([C@@H]1CCOC2(CCN(c3cccc[nH+]3)CC2)C1)c1ccccc1,0.936,4.636,-8.4,-9.790000000000001,
c1csc(NCc2ccccc2)c(Sc2nc3ccccc3[nH]2)c1=O,0.5359,2.5542,-8.8,-9.39,
O[C@@H](Nc1cccc(NC(=O)c2ccccc2)c1)c1cccs1,0.6192,2.473,-8.4,-9.790000000000001,
C#Cc1ccccc1-n1c(Cc2nccs2)nc2cc(S(=O)(=O)N3CCCC3)c(C)cc21,0.4181,2.9146,-9.6,-8.59,
O[C@H](CCc1c[nH]c2ccccc12)C(=O)Nc1cccc(Cl)c1,0.6675,2.4821,-8.5,-9.690000000000001,
Nc1nc(CSc2ccccc2Br)c(=O)[nH]c1-c1ccccc1,0.6612,2.4127,-8.2,-9.99,
F[C@@]1(c2ccc(Cl)cc2Cl)C[NH+]=C1Oc2ccccc2O,0.8898,3.7215,-8.6,-9.59,
Fc1c(/C=C2\CCCCC2)ccc2ccncc12,0.7035,2.6218,-8.5,-9.690000000000001,
O=[N+](Cc1ccc(-n2cccc2)cc1)NCc1cccc(OC2CCCCC2)c1,0.4262,2.738,-7.6,-10.59,
c1n[nH]c(-c2ccccc2OCCO[C@@H]2CN(Cc3ccc(Cl)c(F)c3)CCO2)n1,0.549,3.064,-8.2,-9.99,
Nn1c(SCC(=O)Nc2ccccn2)nc2ccccc21,0.5672,2.1686,-8.7,-9.49,
OC(c1ccccc1OCc1ccncc1)c1cccc(F)c1,0.7775,2.3941,-8.6,-9.59,
C=Cc1cccc(C(=O)OCc2ncnn2Cc2ccc(C)cc2)c1,0.6464,2.2551,-8.2,-9.99,
FCC/C=C/C=C1/CCC[C@@H](c2c[nH]c3ccccc23)C1,0.744,3.3508,-8.6,-9.59,
c1csc(Cl)c1[C@H]1CCc2[nH]ncc2[C@H]1S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.5864,3.8297,-8.7,-9.49,
N[C@H](Sc1ccnn1-c1ccc2ccccc2c1)C(=O)NCC(F)(F)F,0.5271,3.2748,-8.2,-9.99,
c1ccc2c(c1)CCC[C@@H]2[NH2+]Cc1ccc(Cl)c(F)c1,0.8891,3.4806,-8.6,-9.49,
O=C(NC[C@H]1CCC[NH+]1Cc1ccco1)c1ccc(S(=O)(=O)N2CCCC2)c(F)c1,0.6829,4.019,-8.5,-9.59,
c1n[nH]c2c1[C@H](CCc1ccccc1Br)CC(=O)N2,0.9121,3.3199,-8.8,-9.290000000000001,
F[C@]1(NCCCC[NH2+]Cc2ccc(F)cc2)CCCCc2ccccc21,0.4188,3.8008,-8.0,-10.09,
C/c1nc(NCc2cccc(OC)c2)nn1-c1ccccc1,0.7849,1.9913,-8.2,-9.89,
c1cc(S(=O)(=O)[C@@H]2CCC[NH2+][C@H](Cc3ccccc3)C2)on1,0.9171,4.4128,-8.4,-9.690000000000001,
O=[N+]([O-])[C@@H]1COc2ccc(P(=O)(O)c3cccc(F)c3)cc2O1,0.5158,4.0407,-8.1,-9.99,
Nn1cnc2ccc(NC(=O)c3ccc(Cl)cc3[N+](=O)[O-])cc21,0.4344,2.3879,-8.7,-9.39,
Fc1cc(C[NH+]2CCC[C@@H]2c2ccc(F)cc2)cnn1,0.9241,4.5835,-8.6,-9.49,
FCC[C@@]1(Cc2ccccc2)N=C2CC(c3ccccc3)=N[C@H]2C1,0.7783,3.7396,-8.3,-9.790000000000001,
O[C@@H](c1ccc2c(c1)CCO2)C1CN(c2ccccc2F)C1,0.9456,2.7627,-8.2,-9.89,
C[C@H](Sc1ccc(N)cc1)C(=O)N1CCC[C@H]1c1cccc(F)c1,0.666,2.8677,-8.5,-9.59,
F[C@@]1(O[C@H]2CCCCC[NH2+]C2CCc2ccccc2)C[C@@H](CCO)CCO1,0.7647,4.7018,-8.7,-9.39,
C[C@@]1(NC(=O)N[C@@H]2CCN(c3ccccc3)C2=O)CCCS1,0.8987,3.5523,-8.4,-9.690000000000001,
C[C@@]1(NC(=O)c2cccnc2)CCC(C)(C)Oc2ccc(Cl)cc21,0.8817,3.166,-8.9,-9.190000000000001,
CCn1c(=O)n(CC(=O)C(=O)N[C@@H]2CCCC[C@H]2C)c2ccccc2C1,0.8239,3.2944,-8.2,-9.790000000000001,
F[C@@]1(C[NH2+]Cc2ccccc2)[C@@H](c2ccccc2F)[NH+](Cc2ccco2)CS1,0.6373,4.8447,-8.3,-9.690000000000001,
Fc1cc2c(cc1OC)CC[NH+]([C@H]1C[C@H]1c1ccccc1)CC2,0.9186,4.2532,-8.3,-9.690000000000001,
O[C@@H](Oc1ccccc1)C1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1,0.8013,2.7898,-7.6,-10.39,
Fc1c(S(=O)(=O)CC(=O)Nc2ccc(OCC(F)F)cc2)ccc2c1OCCO2,0.725,2.635,-8.4,-9.59,
c1cc2ccccc2c2c(N3CCOCC3)cnnc12,0.6339,2.2609,-8.4,-9.59,
NO[C@H](c1ccccc1Cl)[C@@H](c1ccccc1F)[NH+]1CCCCC1,0.8135,4.2112,-8.8,-9.190000000000001,
O=C(NNC(=O)c1ncnn1Cc1ccc(Cl)cc1)C(F)(F)F,0.8192,2.5973,-8.1,-9.89,
NN=C1c2ccccc2[C@H]1[C@H]1c2ccccc2C1=O,0.6221,3.3716,-8.9,-9.09,
NC(=O)c1cc(-c2cccc(C(F)(F)F)c2F)[nH]c1C,0.8179,2.5973,-8.9,-9.09,
N=c1oc2ccccc2n1CCS(=O)(=O)c1ccc(Br)cc1,0.7551,2.4745,-8.6,-9.39,
c1coc(N2CCC[NH+](Cc3nc4ccccc4s3)CC2=O)c1,0.7963,4.0873,-8.6,-9.39,
[NH3+]CCc1cc(F)ccc1NC(=O)[C@H]1CCCN(c2ncccn2)C1,0.8549,3.1564,-8.5,-9.49,
NC(=O)C[C@H](NC(=O)C(=O)Nc1cccc(Br)c1)c1ccccc1Cl,0.6433,2.5899,-8.0,-9.89,
[NH3+]c1ccccc1S(=O)(=O)N1CCCC[C@@H]1C1CCCCC1,0.9292,3.2026,-8.7,-9.190000000000001,
N/C(=N/NC(=O)c1cc(F)ccc1I)c1ccccc1F,0.3596,2.3102,-8.7,-9.190000000000001,
OCc1ccc(CNC(=O)C2(c3ccccc3)CCOCC2)cc1,0.8881,2.1029,-8.7,-9.190000000000001,
Oc1ccc(-c2nnc(-c3ccc(S(=O)(=O)[O-])cc3)o2)cc1,0.7342,2.3855,-8.5,-9.39,
Oc1c(-c2ccc(CO)o2)cccc1-c1ccc(F)cc1,0.7653,2.0935,-8.4,-9.49,
[NH3+]c1[nH]ncc1CCCCCNC(=O)c1ccc(-c2ccco2)cc1,0.5502,2.6969,-8.2,-9.690000000000001,
Fc1c(Cl)ccc(Cl)c1N1CCO[C@@H](c2ccccc2)C1,0.7412,2.6902,-8.3,-9.59,
C/[NH2+][C@@H](Cc1ccc([C@]2(C)CCS(=O)(=O)C2)cc1F)c1c(C)nn(C)c1C,0.8398,4.4181,-8.1,-9.790000000000001,
NN=C(CO)O[C@H](Cc1ccccc1)C(=O)N1C[C@H]2CCCC[C@@H]2C1,0.3666,3.6795,-8.3,-9.59,
F[C@@H]1N[C@](O)(CN2COc3ccccc32)C(=S)O[C@]12COCO2,0.5939,5.2622,-8.3,-9.59,
C[C@@]1([NH2+]Cc2cccnc2OCc2cc3ccccc3n2CC(F)F)CCOC1,0.63,3.9786,-8.5,-9.39,
[NH3+][C@H]1[C@H]2CCC[C@@H]2S(=O)(=O)CC[C@H]1CCc1ccc(Cl)cc1,0.9169,4.3299,-8.2,-9.690000000000001,
Cc1oc(-c2ccc(S(=O)(=O)N3CCCC[C@H]3C)c(Cl)c2)[nH+]c1C,0.8299,3.7146,-8.2,-9.690000000000001,
[NH3+][C@@]1(CO)CCC[C@@H](Sc2ccnc(Nc3ccccc3)c2)C1,0.7881,3.8551,-8.5,-9.39,
Cn1c(CNS(=O)(=O)c2ccc(C(N)=O)cc2)cnc1-c1ccccn1,0.6712,2.3664,-7.9,-9.99,
N[C@H](Sc1ccc2c(c1)OCCO2)C(=O)NCc1ccc(F)cc1,0.6406,2.8008,-8.4,-9.49,
F[C@H]1[NH2+][C@@H](c2ccc3c(c2)OCCO3)C(C#N)=C(Nc2ccccc2)c2ccccc21,0.6336,3.8402,-9.6,-8.290000000000001,
FC(F)(O)[C@H]1CCCN(Cc2cnn(-c3ccccc3)c2)C1,0.944,2.8646,-8.0,-9.790000000000001,
c1csc(C[NH+]2CCN(Cc3cc(Cc4ccccc4)ncc3)CC2)c1,0.7258,3.2141,-7.8,-9.99,
N/[NH+]=C(\NCc1ccccc1F)NC[C@@H](c1ccco1)[NH+]1CCCC1,0.1974,4.6233,-8.3,-9.49,
O[C@H]([NH2+][C@@H]1CCOc2ccccc21)c1ccc(F)cc1F,0.8505,3.7925,-8.3,-9.49,
Cn1c(CCNC(=O)c2ccc3c(c2)OCO3)nnc1CCC(F)(F)F,0.8417,2.5105,-8.0,-9.790000000000001,
NOC(=O)c1ccc(CNC(=O)c2ccc3c(c2)OCO3)cc1,0.827,2.0263,-8.3,-9.49,
N#C[C@@H]1CCCCN1C(=O)CCCCn1cc(Cl)c2ccccc21,0.7567,2.8405,-8.0,-9.790000000000001,
c1cc(Br)cc(C[NH+]2CC[C@@H](c3nc4ccccc4[nH]3)C2)c1,0.7426,4.0119,-8.0,-9.790000000000001,
c1n[nH]c(OCc2cccc(C[NH+]3CCC[C@H]3[C@@H]3CCCC3)c2)c1,0.857,4.4005,-8.4,-9.39,
N/C(=N\OC(=O)c1ccccc1)c1nc2ccccc2s1,0.3488,2.197,-8.1,-9.690000000000001,
Nc1ccccc1NC(=O)c1ccc2c(c1)OCCO2,0.8211,1.8022,-8.7,-9.09,
O[C@@H](NCc1ccc(OC(F)F)cc1)c1cccc(S(=O)(=O)N2CCOCC2)c1,0.6264,2.8639,-8.1,-9.690000000000001,
Cn1nc(N)cc1C(=O)N1CCCc2ccccc21,0.8424,2.3925,-8.6,-9.190000000000001,
[NH3+]O[C@@H]1CCCCC[C@@H]1C(=O)N1CCC(c2ccc(F)cc2)CC1,0.6819,3.3626,-8.1,-9.690000000000001,
O=c1[nH]c(-c2ccc(Br)cc2)nc(S[C@H](CO)c2ccccc2)c1N,0.4351,3.0326,-8.1,-9.690000000000001,
NOS(=O)(=O)c1ccc(C(N)=O)c(Oc2cccc3c2OCCO3)c1,0.7447,2.6212,-8.2,-9.59,
N#C[C@@]1(CCc2ccc(C(=O)[O-])cc2)CCCN(C(=O)c2ccc(Cl)s2)C1,0.7698,3.4592,-8.6,-9.190000000000001,
c1n[nH]c([C@H]2CCN(C(=O)CCc3ccc(F)cc3)C2)n1,0.9343,2.7419,-8.1,-9.690000000000001,
Fc1cc([C@H](c2cccc(F)c2)[NH+](C)CCOc2ccccc2)ccn1,0.6597,3.7645,-8.2,-9.59,
O[C@@H](N[C@@H](c1ccccc1)c1ncccn1)c1cnccc1C(F)(F)F,0.6837,3.434,-8.1,-9.690000000000001,
F[C@H]1[NH2+][C@H](COCc2ccccc2F)CN1c1ccccc1Cl,0.8486,3.7665,-8.2,-9.59,
NC(=O)[C@@H](C1CC[NH2+]CC1)NC1CCN(C(=O)c2ccccc2)CC1,0.6846,3.572,-7.9,-9.790000000000001,
N/c1[nH]ncc1-c1ccc(C(=O)Nc2cccnc2)cc1,0.685,2.0928,-8.4,-9.290000000000001,
NN[C@H](c1nnc(-c2cscc2Br)n1-c1ccccc1)c1ccncc1,0.375,3.3528,-8.8,-8.89,
Fc1cc2ccccc2c(N2CCN(CCn3cc[nH+]c3)CC2)n1,0.6865,3.2585,-8.4,-9.290000000000001,
OC(/C=N/c1cnn(-c2ncccc2Cl)c1)c1ccccc1,0.7513,3.2919,-8.3,-9.39,
Fc1cc(F)c(C[NH+]2CCC[C@H](Oc3ccccn3)C2)cc1,0.9349,4.118,-8.3,-9.39,
[NH3+][C@]1(c2ccc(F)cc2)CCCC[NH+]1Cc1ccc(F)cc1,0.8638,4.1843,-7.9,-9.790000000000001,
O[C@@H](NCc1cccnc1-n1ccnc1)c1c(F)cc(F)cc1F,0.7038,3.225,-8.4,-9.290000000000001,
O=C(NCCCC(=O)Nc1ccc(F)cc1)NC[C@H](O)c1ccccc1,0.5462,2.3063,-8.0,-9.690000000000001,
C/C(=C/c1cc(Br)co1)C(=O)N(C)CCc1ccccc1C,0.7364,2.909,-8.0,-9.690000000000001,
Oc1c(I)cc(C[NH2+]Cc2cccc(F)c2)c2cc[nH]c12,0.5832,3.6008,-8.5,-9.190000000000001,
Fc1c(-c2ccc(F)cc2)nn(C2CCCCC2)n1,0.8262,2.4575,-8.2,-9.49,
NOn1cc(NC(=O)/C=C/c2ccco2)c2ncccc2c1=O,0.5475,2.9966,-8.2,-9.49,
NN(c1ccccc1)C(=O)c1ccc2c(c1)OCCO2,0.5146,2.1207,-8.5,-9.190000000000001,
NN1C(=O)[C@]2(CCCN(c3cc(C(F)(F)F)ccc3F)C2=O)N1,0.3471,3.9479,-8.1,-9.59,
NC(=O)c1cc(C(=O)N2CCN(c3ccc(C(N)=O)c[nH+]3)CC2)cs1,0.7781,3.3114,-8.5,-9.190000000000001,
F[C@@H]1NOc2ccc(=O)n(C(=O)c3ccccc3)c21,0.7873,3.3249,-8.6,-9.09,
Oc1cc(C[NH2+]Cc2ccc(Cl)s2)c(Oc2ccc(Cl)cc2)cc1,0.6434,2.9946,-8.0,-9.690000000000001,
O[C@H](C[C@H]1COc2ccccc21)c1cccc(OC(F)(F)F)c1,0.9166,3.1303,-8.5,-9.190000000000001,
FCCCCc1cccc(C[NH+]2CCC(Oc3ccccc3F)CC2)c1,0.7082,3.3216,-8.2,-9.49,
[NH3+][C@@]1([C@H]2CCCC[C@@H]2OCC(Cl)(F)F)c2ccccc2c2ccccc21,0.7778,3.8496,-8.1,-9.59,
F[C@@]1(Oc2ccc(F)cc2)CCC[C@H]([NH2+]Cc2ccc(F)cc2)[C@@H]1CO,0.8258,4.2922,-8.1,-9.59,
C[C@@]1(Sc2ccc([N+](=O)[O-])cc2)C(=O)CCN(Cc2ccccc2)C1=O,0.4574,3.0326,-8.2,-9.49,
Fc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,0.6701,1.814,-8.2,-9.39,
F[C@]1(C[NH2+]Cc2ccc(Cl)cc2)CCC[NH+](C2CCCC2)C1,0.8222,5.094,-8.3,-9.290000000000001,
C[C@@H]1COC2=C(C(=O)c3ccc(Cl)cc3)[C@H]2C12CCCC2,0.7443,4.0559,-8.4,-9.190000000000001,
C=CCSc1nc(SCC(=O)NCc2cccnc2)n(-c2ccc(F)c(F)c2)n1,0.4105,2.6885,-8.2,-9.39,
Fc1ccc(F)c(Oc2ccc(NC(=O)COc3ncc(Br)nc3)cc2)c1,0.6232,2.2931,-8.1,-9.49,
CCc1c(C(=O)Nc2cccc(Cl)c2)cnn1-c1ccc(OC)cc1OC,0.6843,2.1082,-7.9,-9.690000000000001,
FC1(F)C[NH+](Cc2ccc(Cc3ccccc3F)cc2)C1,0.8827,3.1061,-8.1,-9.49,
Oc1c(F)cccc1[C@H]1CCC[NH+]1Cc1ccc(O)cc1,0.8102,4.1509,-7.9,-9.690000000000001,
Fc1c(/C=C/c2cccnc2)nccc1NC(=O)c1ccco1,0.7988,2.5232,-8.1,-9.49,
NOn1c(CN2CCN(c3ccccc3)CC2)nc2c1CCCC2,0.8601,2.6864,-8.0,-9.59,
c1cn([C@@H]2CCCN(C(=O)c3cnn4ncnc4c3)C2)cc1,0.7167,3.3401,-8.1,-9.49,
Cc1ccc(S(=O)(=O)N(C)Cc2nc3ccccc3[nH]2)cc1,0.8047,1.9718,-8.0,-9.59,
O[C@H](C[C@H](O)Cc1cccc2ccccc12)c1ccco1,0.7532,2.8921,-8.3,-9.290000000000001,
OC(Nc1cccc2c1OCCO2)[C@H]1[C@H](O)C(=O)N(C2CC2)[C@@H]1c1ccccc1,0.6691,3.9757,-8.7,-8.89,
FCCc1ccccc1CCn1[nH]c2ccc(F)cc2c1=O,0.7718,2.5586,-8.3,-9.290000000000001,
[NH3+]c1noc(CCc2cccc3ccccc23)n1,0.7597,2.6792,-8.3,-9.290000000000001,
[NH3+][C@@]1(O)CCCC[C@@H]1CCS[C@H](c1ccccc1)[C@H]1CCCCC1,0.7408,4.0688,-8.1,-9.49,
Cn1cnc2nc(-c3ccc4c(c3)OCCCO4)[nH]c21,0.7353,2.7358,-8.2,-9.39,
O[C@@H](N[C@H]1CCO[C@]2(CCCOC2)C1)c1ccc(F)cc1C,0.8422,4.3723,-8.0,-9.59,
c1cnn(CCCc2cccc(NC3CC[NH+](C[C@@H]4CCCO4)CC3)c2)c1,0.7494,3.8536,-8.0,-9.49,
N=C(c1cc(Cl)ccc1Cl)NC[C@@H](O)c1ccc(F)cc1,0.5912,2.7831,-8.4,-9.09,
N[C@]1(C[NH2+]Cc2cccnc2-c2ccccc2)C[C@H](C)OO1,0.814,4.2846,-8.1,-9.39,
O=[N+]([O-])c1ccc(NC2=NS(=O)(=O)c3ccc(Cl)cc32)cc1,0.6702,2.391,-8.3,-9.190000000000001,
Nc1nc(CN2CCN(CCN3C(=O)NC4(CCC4)CCC3)C2)no1,0.7954,3.658,-7.9,-9.59,
CCn1cc(CCC(=O)N[C@@H](C)c2c(C)[nH]c3c(C)ccc(C)c32)nn1,0.7119,3.1757,-8.0,-9.49,
N[C@@H](c1ccccc1)C1(C(=O)Nc2ccccc2F)CC1,0.9052,2.6998,-7.8,-9.690000000000001,
[NH3+]c1ccc([C@@H]2CCCN2C(=O)c2ccccc2F)cc1,0.9058,2.9941,-8.3,-9.190000000000001,
Fc1c(Cl)cccc1CC[NH+]1CC[C@H](Nc2ccccc2)C1,0.8661,3.9566,-8.2,-9.290000000000001,
Fc1c(O)cccc1NC(=O)c1ccc(Cl)c(CO)c1,0.8152,2.0526,-8.5,-8.99,
C/C(=N\NC(=O)c1cccc(Cl)c1)c1ccccc1Br,0.6514,1.916,-7.8,-9.690000000000001,
O=[N+](Cc1cnccc1O)C1CCN(c2cccc[nH+]2)CC1,0.8697,4.1541,-8.2,-9.290000000000001,
O[C@@H]([NH2+]C[C@H]1C[NH+]2CCN1CC2)c1cccc(-c2ccc(F)cc2)n1,0.6117,5.5008,-8.0,-9.49,
Fc1ccc(Br)cc1CNC(=O)Cc1cccc(F)c1,0.9056,1.815,-8.3,-9.190000000000001,
Fc1cc(C[NH+]2CCCN(C(=O)c3cc(Cl)ccc3Cl)CC2)oc1,0.8999,4.0595,-8.3,-9.190000000000001,
O[C@@H](O)C[C@H]1OCC[C@@H]1Oc1cccc(-c2cccnc2)c1,0.8264,3.3419,-8.2,-9.290000000000001,
[NH3+]CCN(C(=O)c1cn(C2CCC2)cc1Cl)[C@H]1CCc2ccccc2C1,0.8609,3.6308,-8.3,-9.190000000000001,
C[C@@]1(C/C([O-])=C/c2ccc(NC(=O)C(C)(C)C)cc2)C(=O)N(C)C1=O,0.5124,3.019,-8.1,-9.39,
C[C@@]1([C@@H](C)c2ccccc2)CCC[C@@]1([NH3+])Cc1ccccc1Cl,0.83,3.855,-8.0,-9.49,
N[C@H]([NH2+]CC1CCCC1)c1cccc(N(C)Cc2ccccc2)c1,0.7691,3.3027,-7.9,-9.59,
N[C@H]([C@@H]1CCCN(C(=O)Cn2cccn2)C1)c1ncccc1C(F)(F)F,0.8991,3.4554,-7.9,-9.59,
CN(C(=O)c1ccsc1)S(=O)(=O)c1ccc(NC(=O)C2CCCC2)cc1,0.8458,2.307,-7.9,-9.49,
Oc1ccc(C(=O)N2CC[NH+]([C@@H]3CCCCCC3)CC2)cc1,0.8125,3.307,-8.0,-9.39,
c1coc(CCC(=O)NC[C@H]2Cc3ccccc3C[NH2+]2)c1,0.8614,3.587,-8.0,-9.39,
c1c(Cl)cccc1CN1CCO[C@H](COc2[nH+]cc(Cl)cc2Cl)C1,0.7826,3.5939,-7.9,-9.49,
F[C@@H]1N=C(c2ccccc2Cl)CN1c1ccc(Br)cc1,0.7167,3.0729,-8.1,-9.290000000000001,
[NH3+]C(CC(=O)c1ccc(C(=O)[C@@H]2C[C@H]2C)cc1)c1ccccc1,0.8336,3.4292,-7.6,-9.790000000000001,
Oc1c(O)cc(-c2ccccc2)cc1OCC(F)(F)F,0.8447,2.0797,-8.2,-9.190000000000001,
Oc1c([C@H]2CCC[NH+]2Cc2ccccn2)n2ccccc2n1,0.7668,4.4593,-8.2,-9.190000000000001,
c1csc2c1CCC[C@@H]2[NH2+]Cc1ccnc(-n2ccnc2)c1,0.8044,4.0163,-8.2,-9.190000000000001,
N#C[C@H](C(=O)c1cc(F)cc(F)c1)c1ccc(Cl)cc1Cl,0.763,2.759,-8.0,-9.39,
c1cc(C[NH2+]Cc2nnc(-c3ccccc3)o2)ccc1Br,0.7737,2.8541,-7.8,-9.59,
c1cc(Cl)cc(C[NH2+][C@@H]2CC[NH+](Cc3ccccc3)CC2)c1,0.8369,3.9463,-8.0,-9.39,
c1noc2[nH]nc(-c3cccc(C[NH+]4CCCC4)c3)c12,0.7553,4.2082,-8.3,-9.09,
c1noc2sc(C(=O)NCc3ccc(-n4cncn4)cc3)cc12,0.6225,2.7861,-7.9,-9.49,
O[C@@H]([NH2+][C@@H](Cc1ccccc1)C1CC1)C1CCCCCC1,0.6128,3.6363,-8.2,-9.190000000000001,
c1coc([C@H]2CCC[NH+](Cc3c[nH]nc3-c3ccccc3)C2)c1,0.7781,4.3732,-8.2,-9.190000000000001,
