smiles,qed,sa,egfr,her2,true_docking_score
NOc1csc(COc2ccc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)cc2)c1,0.5988,3.1118,-8.5,-9.790000000000001,
C[C@@]1(c2cc(NC(=O)[C@@H]3CC=CC3=O)cnc2)C(C)(C)CS(=O)(=O)C1=O,0.7987,4.3064,-8.5,-9.790000000000001,
[NH3+]C[C@H](Nc1ccc2c(c1)CCCCC2)c1ccccc1F,0.8336,3.0218,-8.5,-9.790000000000001,
O=C1[C@H](C(=O)NCc2ccccc2)CCC[C@@H]1S(=O)(=O)c1ccccc1,0.8192,2.995,-7.9,-10.39,
Oc1c(Cl)ccc([C@H]2CCC[NH+]2C2CCCCCC2)c1,0.802,4.383,-8.4,-9.89,
NOS(=O)(=O)c1ccc2c(c1)N(CCCCc1ccccc1)CC[NH2+]2,0.4403,3.2887,-8.5,-9.790000000000001,
N/[NH+]=C(/Nc1cccc(Br)c1)N1CCC[C@H]1c1ccccc1,0.3324,3.159,-8.5,-9.790000000000001,
N/O[C@H](C(=O)N[C@@H](CO)Cc1ccccc1)c1nc(-c2ccccc2)no1,0.5133,3.1371,-7.9,-10.39,
OC(NCC1(C[NH2+]Cc2c(F)cc(F)cc2F)CCCC1)c1ccccc1,0.6178,3.7987,-8.5,-9.790000000000001,
N[C@H](c1ccccc1C)c1nc(-c2ccc(F)cc2)no1,0.8011,2.5622,-8.5,-9.790000000000001,
[NH3+][C@]1(c2ccccc2)CCN(c2nc3ccccc3s2)C1,0.7899,3.2069,-8.4,-9.89,
F[C@@H]1Oc2ccccc2CN1NCc1cccc(F)c1F,0.8803,3.2757,-8.5,-9.790000000000001,
O=C(c1ccc(O)cc1)N1CCN(c2ccc(Cl)cc2)C(=O)C1,0.9201,1.9099,-8.4,-9.89,
N/[NH+]=C1/N=N[C@H](Sc2ccc(-c3ccccc3)o2)NS1=O,0.5597,4.7808,-8.6,-9.690000000000001,
c1nnoc1-c1ccccc1S(=O)(=O)C[C@@H](O)c1ccccc1,0.771,3.1088,-8.6,-9.690000000000001,
O[C@@H](c1ccc(F)cc1)[C@@H]1CCCN(C(=O)c2ccc(Cl)s2)C1,0.901,2.9535,-8.6,-9.690000000000001,
F[C@@H]1ON(Cc2ccc(Cl)c(CF)c2)[C@@H](Cc2ccccc2Cl)C1,0.6866,3.611,-8.6,-9.690000000000001,
FC(F)(F)C[C@@H]1CCCC[C@H]1NC(=O)Nc1ccnn1-c1ccc(Cl)cc1,0.7444,3.3407,-8.8,-9.39,
c1cc(OCc2ccc([N+](=O)[O-])cc2)c([N+](=O)[O-])cc1NC(=O)c1ccco1,0.4817,2.1005,-8.3,-9.89,
Oc1c([C@@H]2CCC[NH+]2CCCNc2ccccc2)oc2ccccc12,0.6047,4.0661,-8.8,-9.39,
NOC(=O)c1ccc(NC(=O)c2sc3ccc(Cl)cc3c2F)cc1,0.6887,2.3885,-8.4,-9.790000000000001,
N[C@H](NCc1ccn(C[C@@H]2COc3ccccc32)c1)C(=O)N1CCCC1,0.7741,3.628,-8.4,-9.790000000000001,
N[C@H]([C@@H]1CC[NH+](Cc2cc(F)ccc2F)C1)c1ccccc1,0.8898,4.193,-8.4,-9.790000000000001,
O=[N+]([O-])c1cc(NC(=O)c2c(CCl)c3ccccc3[nH]c2=O)sc1,0.4202,2.7444,-8.8,-9.39,
Oc1cc(F)c(Cl)cc1CN1CCO[C@H](c2ccccc2Br)C1,0.822,2.8771,-8.9,-9.290000000000001,
O=c1[nH]cc(CN2CCN(Cc3ccco3)CC2)c(C(=O)OCc2ccccc2)c1,0.6069,2.3268,-8.4,-9.790000000000001,
O=[N+]([O-])c1cc(Oc2ccc(F)cc2F)ccc1NC(=O)N1CCC[C@@H](CO)C1,0.5777,2.7336,-8.6,-9.59,
Oc1ccc(OC(=O)CSc2nnc(-c3cnccn3)n2Cc2ccccc2Cl)cc1,0.2556,2.4316,-8.1,-10.09,
OCc1cc(F)cc(CNC(=O)c2ccc3c(c2)OCCO3)c1,0.9052,2.0553,-8.6,-9.59,
F[C@@]12CCC[C@@H]1[C@@H](Cc1ccccc1OC(F)F)[NH+](CC1CCC1)C2,0.8266,4.7395,-8.5,-9.690000000000001,
Fc1c(F)cc(N[C@H]2CCSc3ccccc32)cc1C,0.8423,2.8473,-8.6,-9.59,
F[C@@H]1C[C@@H]([NH2+]C[C@@H]2CCCO2)[C@@H]1C(=O)Nc1ccc(Oc2ccccc2)cc1,0.7704,4.0092,-8.1,-10.09,
CCCn1cc(NC(=O)[C@@H]2CCC(=O)N(c3ccccc3-OC(C)(C)C)C2)cn1,0.8018,2.8969,-8.1,-10.09,
Oc1cc(Cl)cc(-c2nc(-c3ccccc3F)no2)c1,0.7774,2.1432,-8.5,-9.690000000000001,
CN1CC[NH+](C2CCC(NC(=O)c3ccc4c(c3)OCO4)CC2)cc1,0.85,3.9593,-8.2,-9.99,
CNc1nc(CN2CCCC[C@H]2C[NH+]2CCN(c3cccc(C)c3)[C@@H](C)C2)sc1C,0.7417,4.5684,-9.1,-9.09,
[NH3+][C@@H]1CCC[C@H](C(=O)N2CCC(OCc3ccccc3)CC2)C1,0.9232,3.3386,-8.6,-9.59,
NOS(=O)(=O)c1c(C(=O)Oc2ccc(Cl)cc2OC)sc2c1CCCC2,0.4523,2.7547,-8.6,-9.59,
OC(=O)c1ccc(CSc2nnc(-c3ccccc3)o2)c(Cl)c1,0.6907,2.019,-8.2,-9.99,
[NH3+]c1[nH]c2ccccc2c1C1=c2ccccc2=[NH+]C1,0.4931,3.9323,-8.7,-9.49,
N=CN1CCN(C(=O)[C@@H](Cc2ccccc2)N2CCCC2=O)CC1,0.6469,3.0724,-8.6,-9.59,
[NH3+][C@@H]1[C@H](c2nc3ccccc3[nH]2)NOc2ccccc21,0.6248,3.8011,-8.0,-10.190000000000001,
Oc1cc2ncccc2cc1C[NH2+][C@@H]1CCN(c2cnncc2)C1,0.7512,3.9596,-8.5,-9.690000000000001,
Oc1cc2occc2c(C2CCCCCCC2)c1,0.7682,2.2755,-8.7,-9.49,
O=c1cnn(-c2ccc(Cl)cc2Cl)c(C(=O)Nc2cccc(Br)c2)c1,0.6516,2.3778,-8.5,-9.690000000000001,
NS(=O)(=O)c1ccc(NC(=O)c2cnn(-c3ccc(Br)cc3)c2C)cc1,0.6573,2.0159,-8.1,-10.09,
O[C@H](Nc1cccc2ccccc12)c1ccccc1,0.6889,2.2708,-8.7,-9.49,
CN(C)C(=O)c1ccc(NC(=O)CSc2nc3ccccc3[nH]2)cc1,0.6906,1.9637,-8.1,-9.99,
[NH3+]c1ccccc1-c1ncc(SCc2cccnc2)n1C1CCCC1,0.7,3.1111,-8.2,-9.89,
FCC(F)(F)c1ccc(-c2n[nH]c(S[C@H](CCO)c3ccc(Br)cn3)n2)cc1,0.4554,3.6472,-8.1,-9.99,
c1cc2ncncc2c2c1nc(Nc1ccccc1Cl)n2C,0.6096,2.396,-8.9,-9.190000000000001,
C[C@@]1(c2ncc(Br)cc2F)CCCN(C(=O)CCc2ccccc2)C1,0.7509,2.9867,-8.6,-9.49,
c1cc([C@@H](CCc2ccc(F)cc2)N(CC(F)(F)F)C2CC2)n(Cc2ccccc2)n1,0.4012,3.1041,-8.8,-9.290000000000001,
CNC(=O)C(=O)NCc1cccc(N2CCN(C(=O)CCn3cccn3)CC2)n1,0.6263,2.5176,-8.2,-9.89,
F[C@@]1(Cl)CCc2cc(OCc3cccc(F)c3)ncc2C1,0.793,3.211,-8.5,-9.59,
N[C@H]([NH2+][C@@H]1CCCCc2cccc(Cl)c21)c1ccc(F)cc1Cl,0.632,3.8037,-8.4,-9.690000000000001,
c1nnn(-c2cc(=O)n(-c3ccccc3)nc2CN2CCCC2)c1C,0.7255,2.6372,-8.6,-9.49,
F[C@@H]1[C@@H](C(=O)[O-])CC[C@H]1Nc1ccc(-c2[nH+]c3c(s2)CCOC3)o1,0.8924,5.4742,-8.1,-9.99,
O[C@H](NCc1ccn(Cc2ccc(F)cc2)c1)c1ccc(F)cc1F,0.6675,2.9269,-8.3,-9.790000000000001,
Nc1cc(C(F)(F)F)ccc1NC(=O)C(=O)NCCc1ccccc1OC(F)F,0.3824,2.3391,-8.0,-10.09,
[NH3+][C@@H]1CCCCN1C(=O)N[C@H](c1ccc(F)cc1)C1CCOCC1,0.8869,3.5729,-8.4,-9.59,
c1nc2ccccc2n1-c1cccc(OCCNC(=O)C2CCC2)c1,0.7032,2.0381,-8.5,-9.49,
c1noc(C2CCN(C(=O)[C@@H]3C[C@@H]3c3cc(Cl)ccc3F)CC2)n1,0.852,3.486,-8.4,-9.59,
O[C@H]([C@@H]1CC[C@@H]([C@H]2CCOC2)C1)c1nc2ccccc2cc1[N+](=O)[O-],0.6772,3.8314,-8.5,-9.49,
c1n[nH]c2[nH+]cnc2c2n1CCCC[C@@H]2[C@H]1C[C@@H]1c1ccco1,0.8475,5.2568,-8.7,-9.290000000000001,
CCC1(CC)CCN(C(=O)c2nc(-c3ccc(F)cc3)n[nH]2)C1,0.9415,2.6584,-8.5,-9.49,
CCn1nc(Cl)cc1C(=O)N1CCN(C(=O)[C@@H]2COc3ccccc3C2)CC1,0.788,2.9773,-8.7,-9.290000000000001,
F[C@H]1[C@H]2CCC[C@H]2[C@@H]1CC(=O)Nc1cccc(-n2cncn2)c1,0.9436,3.7437,-8.0,-9.99,
NS(=O)(=O)c1cccc(C[S@@](=O)Cc2cccc(Cn3cncn3)c2)c1,0.6564,2.9693,-8.2,-9.790000000000001,
NS(=O)(=O)c1ccc(CNC(=O)N2CCC[C@@H](COCc3ccccc3)C2)s1,0.7144,2.798,-8.4,-9.59,
Fc1c(O)cc(Br)cc1C[NH+]1CC[C@@H](NCc2ccc(F)cc2)C1,0.7238,4.2009,-8.4,-9.59,
NOc1ccc(-c2noc(-c3ccccc3C(=O)[O-])n2)nc1,0.6859,2.8554,-8.1,-9.89,
Nn1ncnc1[C@H]1CCCN(C(=O)COc2ccc(Br)c(F)c2)C1,0.7926,3.1591,-8.4,-9.59,
OC(SCc1ccccn1)[C@@H]1CCCN(C(=O)Cc2ccccc2)C1,0.8082,3.1053,-8.0,-9.99,
N#C[C@H](COC(=O)c1ccc(-n2cnc3ccccc32)o1)c1ccco1,0.5112,3.3838,-8.3,-9.690000000000001,
C[C@@H]([NH+]c1ccc(Br)cc1)C(=O)[C@H]1COc2c(Cl)cccc2C1,0.8644,4.1295,-7.5,-10.49,
N[C@@H](Sc1nnc(-c2ccc(Br)cc2)n1C)c1cccc(Cl)c1,0.5033,2.8444,-7.8,-10.190000000000001,
N[C@@H](Oc1cccc2cccnc12)c1ccccc1N1CCCCC1=O,0.7292,2.8715,-8.6,-9.39,
Cn1c(SCC(=O)N(C2CCC2)C2CC2)nc2cc(S(=O)(=O)Cc3ccc(F)cc3)c([S-])nc12,0.3319,3.2016,-8.7,-9.290000000000001,
[NH3+][C@H]1COc2ccccc2N1C(=O)c1ccc(CN2CCOCC2)cc1,0.897,3.0318,-8.6,-9.39,
Oc1cc(F)c(CN2CCC(OCc3ccc(F)cc3)CC2)cc1,0.902,2.0575,-8.4,-9.59,
c1n[nH]c([C@@H]2COCCN2C(=O)c2cccnc2NCc2cccnc2)c1,0.7191,3.1758,-8.0,-9.99,
c1n[nH]c(=O)c(-c2noc(C[NH+](C)Cc3ccc4c(c3)OCCO4)n2)n1,0.6089,3.9854,-8.5,-9.49,
O[C@H](N(Cc1ccc2ccccc2n1)C(=O)c1ccco1)c1cccs1,0.5385,3.0246,-8.2,-9.790000000000001,
O=C(Nc1ccc(F)cc1Br)c1ccc(N2CCOCC2)cc1,0.885,1.8449,-8.4,-9.49,
c1ccsc1CNC(=O)C(=O)Nc1cccc2c1CC[NH2+]CC2,0.7236,3.192,-8.1,-9.790000000000001,
O=[N+]([O-])c1ccc(NCc2nc3ccc(Cl)cc3c(=O)[nH]2)cc1,0.5651,2.1698,-8.3,-9.59,
Oc1c(F)cc2sc(N3CCC[NH+](C(=O)c4ccco4)CC3)nn12,0.7133,4.6151,-8.4,-9.49,
c1ncoc1CNc1cc[nH+]c2nc(-c3ccccc3)cn12,0.6269,3.5174,-8.4,-9.49,
c1n[nH]c(Cc2ccccc2)c1CCc1ccc(F)c(F)c1,0.7557,2.2341,-8.3,-9.59,
O[C@H](Oc1ccccc1)C1(c2nc3ccccc3[nH]2)CCC1,0.7252,2.9645,-8.1,-9.790000000000001,
c1noc2sc3nc([S-])nc(SCC(=O)Nc4ccc(Cl)cc4)c3c21,0.2356,3.3705,-8.2,-9.690000000000001,
N[C@]1(C(=O)[O-])CCN(Cc2nc([C@H]3CCc4ccccc43)[nH]n2)C1,0.7861,4.0084,-8.4,-9.49,
CCc1nc(-c2ccc(F)c(F)c2)sc1C(=O)NCC[C@@H]1CCCO1,0.8422,2.8684,-8.2,-9.690000000000001,
CCNC(=O)c1ccc(C(=O)N/N=C/c2ccccc2Br)cc1O,0.5417,2.1448,-8.1,-9.790000000000001,
O=C1[C@@H]2CCCN2SC1=NS(=O)(=O)c1ccc(Cl)c(SCc2ncc(Cl)n2C)c1,0.4647,3.9595,-8.2,-9.690000000000001,
N/C(NCc1ccccc1)=N/OC(=O)Nc1ccc(Cl)cc1Cl,0.3394,2.2366,-8.1,-9.790000000000001,
N#C[C@@](CC(=O)/C=C/c1ccccc1[N-])S(=O)(=O)c1ccc(C(C)C)cc1,0.6464,3.22,-7.4,-10.49,
[NH3+][C@]1([C@H](O)c2ccc3c(c2)OCO3)C[C@H](CO)Oc2ccccc21,0.771,3.9697,-8.5,-9.39,
F[C@]1([C@H](Br)CCc2ccccc2Cl)Oc2ccc(F)cc21,0.6529,3.5061,-8.3,-9.59,
F[C@]1([C@@H]2O[C@H](c3ccccc3)CC2)[C@@H](N2CCCCCC2)CO1,0.8446,3.9444,-8.1,-9.790000000000001,
Oc1cc(OCC[C@H]2OCCO2)ccc1N[C@@H]1CCc2ccccc21,0.7858,2.9814,-8.2,-9.690000000000001,
O=c1[nH]c(-c2ccccc2)nn1-c1ccccc1I,0.7123,2.4778,-8.1,-9.790000000000001,
O=c1[nH]cc[nH+]c1[C@H]1CCC[NH2+]C[C@H]1Cc1ccccc1,0.8468,4.9216,-8.6,-9.290000000000001,
NS(=O)(=O)c1cccc(C(=O)N2CCCC[C@H]2c2cccc(F)c2)c1,0.9116,2.4511,-8.6,-9.290000000000001,
Nc1c(Br)cccc1C(=O)N/N=C\c1ccc2c(c1)OCO2,0.4992,2.3196,-8.3,-9.59,
C[C@@]1(CO)CCCN(C(=O)c2cccc3cnccc23)C1,0.9214,2.8445,-8.2,-9.690000000000001,
NN[C@@H](Cn1cnc2ccccc21)c1ccc(F)c(F)c1,0.5727,2.8096,-8.5,-9.290000000000001,
CSc1ccccc1NC(=O)CCn1c(C)nnc1-c1ccccc1,0.6812,2.0774,-7.9,-9.89,
O[C@@H](Nc1cccc(-c2ccccc2O)c1)c1ccco1,0.6371,2.7419,-8.4,-9.39,
Cn1c(CCOc2ccc(F)cc2)nnc1-c1ccccc1,0.7256,1.8975,-7.9,-9.89,
O=C(Cc1ccc(F)cc1F)N1CCC(Cn2cncn2)CC1,0.8661,2.3246,-8.4,-9.39,
F[C@]12N=C(OCCCC2=O)C[C@H]1CC(=O)c1ccccc1,0.6348,4.5307,-8.4,-9.39,
N[C@H](CNC(=O)c1ccnc(OCc2ccccc2)c1)c1ccco1,0.6916,2.6833,-8.3,-9.49,
[NH3+][C@]1(Oc2ccc(F)cc2)CCCN(CCc2ccccc2)C1,0.8612,3.0575,-8.0,-9.790000000000001,
c1nccc(NC(=O)c2ccc(OCc3ccccc3)cc2)c1,0.7772,1.5686,-8.3,-9.49,
[NH3+]c1[nH]ncc1[C@H]1CCCC[C@H]1COc1cc(Cl)ccc1F,0.9045,3.7796,-8.5,-9.290000000000001,
C=C[C@@H](CS(=O)(=O)CC(=O)Nc1cccc(Cl)c1Cl)c1c(C)noc1C,0.6901,3.3485,-8.3,-9.49,
O=[N+](Cc1nc(-c2ccc3c(c2)OCO3)no1)c1ccco1,0.6839,2.98,-8.0,-9.790000000000001,
c1n[nH]c([S-])c1-c1ccc([C@H](CBr)Cc2ccc(F)cc2)cc1,0.4989,3.2984,-8.4,-9.39,
Nc1ccccc1-c1ccc(CSc2cccnc2)cc1,0.5629,1.9586,-8.3,-9.49,
c1cnn(-c2ccc(C[NH2+]C3(c4ccco4)CCCC3)cc2)c1,0.7874,3.3619,-8.5,-9.290000000000001,
c1n[nH]cc1C[NH+]1CCN(Cc2nnc(-c3ccccc3Cl)o2)CC1,0.7109,3.5699,-8.2,-9.59,
c1noc2c1CCC[C@H]2[NH2+][C@H]1CCCC[C@H]1OC1CCCC1,0.9303,4.6422,-8.1,-9.690000000000001,
c1cc(Cl)c([C@H]2C[NH2+]CCN2c2ccc(Cl)cc2)cc1F,0.898,3.5415,-8.2,-9.59,
C/C(=C\C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1F,0.5105,2.1236,-8.1,-9.690000000000001,
Fc1ccc(Br)cc1CNC[C@H]1Cc2ccccc2CO1,0.9053,2.7382,-8.6,-9.190000000000001,
C[C@@]1(NC(=O)c2ccccc2)Cc2ccccc2S(=O)(=O)C1,0.9239,2.9316,-8.2,-9.59,
CSCC(=O)Nc1c(-c2ccccc2)cn(Cc2ccccc2)n1,0.7419,2.0689,-8.3,-9.39,
Oc1c([N+](=O)[O-])c(CNC[C@H](O)c2ccc3c(c2)OCCO3)cc(Br)c1,0.4817,3.1151,-8.4,-9.290000000000001,
[NH3+][C@@]1(c2ccccc2)CCCN(C(=O)c2ccc3[nH]ncc3c2)C1,0.7565,3.284,-8.3,-9.39,
N[C@]1(C(=O)[O-])CCC[C@H]1CC[S@](=O)[C@@H]1CCC[C@H](C(F)(F)F)C1,0.8108,4.9472,-8.4,-9.290000000000001,
O=C([C@H]1CCCC[C@@H]1OC(F)F)N1CCCc2ccccc21,0.8505,3.2452,-8.4,-9.290000000000001,
c1n[nH]c(-c2ccccc2NCCc2ccccc2Cl)n1,0.7535,2.1592,-8.3,-9.39,
O[C@H](NCc1cnn(-c2ccccn2)c1)c1ccc(F)cc1,0.7088,2.8517,-8.3,-9.39,
C[C@@H]1[NH2+][C@H](Cc2ccccc2)CC(C(=O)NCC2CC2)C(=O)C1,0.7981,4.1335,-8.2,-9.49,
C[C@H]1CC(C(=O)Nc2sccc2C(=O)N(C)[C@@H](C)c2ccccc2)CCO1,0.8318,3.4046,-8.5,-9.190000000000001,
Cn1c(S[NH+]2CCC(c3nnc4ncccn34)CC2)nnc1-c1cccs1,0.5236,3.8079,-7.8,-9.89,
c1cc(-c2cc(F)ccc2NCc2nnc([S-])s2)ccc1O,0.7155,2.8558,-8.2,-9.49,
c1nc2cc(Cl)ccc2n1CCN1Cc2ccccc2C1,0.7347,2.1543,-8.1,-9.59,
c1cocc1CS(=O)(=O)Cc1nc(-c2ccc3c(c2)OCCO3)no1,0.6802,2.7039,-7.8,-9.89,
CCn1/c(=N/S(=O)(=O)c2cccc(Cl)c2)sc2cc(O)cc(Cl)c21,0.7181,2.6288,-8.2,-9.49,
O=c1oc2ccccc2nc1N1CCN(C(C2CC2)C(C)(C)C)CC1,0.8583,3.1789,-8.0,-9.690000000000001,
CNS(=O)(=O)c1cccc(NC(=O)c2ccc(Cl)c(N(C)C)c2)c1,0.8509,2.0358,-8.1,-9.59,
N#Cc1ccc(N(Cc2ccccc2)C(=O)CSc2ccccc2Br)cc1,0.4687,2.1283,-8.2,-9.49,
[NH3+][C@H]1C(=O)NCCCc2cccc(NC(=O)c3cccnc3)c21,0.7603,3.2096,-8.5,-9.190000000000001,
O=C([O-])COc1ccc(S(=O)(=O)N[C@H](CO)c2cc3ccccc3o2)cc1,0.5753,3.0597,-8.0,-9.690000000000001,
c1nnnc2c1CCC[C@@H]2[NH2+][C@H](Cc1ncn[nH]1)c1cccnc1,0.6991,4.6129,-8.9,-8.790000000000001,
C[C@H]([C@@H](C)C(=O)N1CC[C@@](O)(c2ccc(F)cc2)C1)[NH+]1CCCCC1,0.8617,4.4764,-8.0,-9.690000000000001,
c1n[nH]c(-c2ccccc2)c1C[NH2+]CC(=O)NC1CCCCC[C@@H]1CCO,0.5309,3.8724,-8.2,-9.49,
O[C@H](N[C@H]1CCc2ccccc21)c1ccc(F)cc1,0.8281,2.8951,-8.2,-9.49,
O[C@H](N[C@@H]1CCc2c(Br)cccc21)c1ccccc1,0.8456,3.1072,-8.5,-9.190000000000001,
c1c(/N=c2\[nH]c3ccccc3[nH]2)cc(OCC(F)(F)F)c(Br)c1,0.6877,2.8725,-8.2,-9.49,
Cc1[nH]c2ccccc2c1C(=O)OCc1cccc(N)c1,0.5703,1.9618,-8.7,-8.99,
Cc1ccc([N+](=O)[O-])c(S(=O)(=O)Cc2nc3ccc(Cl)cc3s2)c1,0.4992,2.3979,-8.1,-9.59,
c1cnn2nc(SCC(=O)OCCn3cnc4ccccc4c3=O)nc2c1,0.3615,2.7108,-8.0,-9.690000000000001,
NS(=O)(=O)c1ccc(C(=O)NCCc2ccc(C(F)(F)F)nc2)o1,0.8311,2.4584,-8.2,-9.39,
F[C@]1(C[NH2+]Cc2ccc3c(c2)OCCO3)COc2ccccc21,0.935,3.7933,-7.9,-9.690000000000001,
c1ncoc1C[NH+]1CCC[C@H](c2nnnn2-c2ccccc2)C1,0.7641,4.3884,-8.2,-9.39,
CS(=O)(=O)N1CCN(C(C)(C)CNC(=O)Nc2cccc(Cl)c2)CC1,0.8056,2.3123,-8.1,-9.49,
O=C1/C(=N/Nc2ccccc2OCCO)c2ccccc21,0.6935,2.2511,-7.9,-9.690000000000001,
O=C1/C(=C\c2ccccc2F)C(=O)N(CC2CC2)C1=O,0.3633,2.3435,-8.3,-9.290000000000001,
F[C@H]1c2c(F)cccc2CN1Cc1ccc(CO)cc1,0.8688,2.888,-8.3,-9.290000000000001,
N[C@H](NC(=O)Cc1ccc(F)cc1F)c1cccc(F)c1,0.8509,2.6487,-8.5,-9.09,
Fc1c(-c2ccccc2)c(SCC(=O)N2CCC(Oc3cccs3)CC2)cs1,0.4618,2.8675,-7.9,-9.690000000000001,
F[C@@]1(Nc2ccc3c(c2)OCO3)[C@@H](C2CC2)CN1Cc1ccccc1Cl,0.7725,3.517,-9.1,-8.49,
N[C@H](Sc1ccccc1)C(=O)N(CCc1ccccc1F)C1CCCC1,0.5847,2.8493,-8.1,-9.49,
[NH3+][C@@]1(c2cc(F)ccc2Br)c2ccccc2[C@H](c2ccccc2)CO1,0.6895,3.6071,-9.3,-8.290000000000001,
N[C@]1(CO)CCC[C@@H](Nc2ccc3c(c2)CCN3C(F)(F)F)C1,0.7462,3.7714,-8.3,-9.290000000000001,
[NH3+][C@@H]1[C@H](c2ccc(Br)cc2)S/C(=C/c2cccc3c2OCO3)C1=O,0.7801,3.906,-8.2,-9.39,
N[C@]1(NC(=O)OC[C@@H](O)C[NH+]2CCCCC2)CCCc2ccccc21,0.5761,4.624,-7.9,-9.690000000000001,
O=C(CCSc1nc2ccccc2[nH]1)Nc1ccc(F)c(Cl)c1,0.6677,2.0401,-8.1,-9.49,
O=C(NCc1ccccc1SCC(F)(F)F)c1c(F)cccc1F,0.6254,2.2759,-8.2,-9.39,
[NH3+][C@@H]1C(=O)N(C[C@@H]2CCc3ccccc32)C2(c3cccs3)CCCC[C@@H]2C1,0.8657,4.4423,-9.0,-8.59,
[NH3+][C@@H]1COCCN1Cc1noc(Cc2ccc3c(c2)OCO3)n1,0.8324,3.5318,-8.0,-9.59,
c1n[nH]c([O-])c1[C@H](c1cccc(F)c1)[NH+]1CCCC[C@H]1CN1CCCC1=O,0.8141,4.8424,-8.0,-9.59,
C[C@@]1([NH2+][C@H]2CC(=O)N(CCOc3ccccc3)CC2)c2ccccc21,0.875,3.4784,-7.9,-9.690000000000001,
C[C@H]([NH2+]Cc1cc(-c2ccc(Cl)cc2)oc1)[C@@H]1CCC(=O)N(C)[C@H]1C,0.8878,4.3404,-8.1,-9.39,
F[C@]1(n2cccc2)CCCNC1CC1CN1Cc1ccccc1,0.8558,4.2266,-7.9,-9.59,
[NH3+]c1[nH]c(-c2ccc3c(c2)OCCO3)nc1C(F)(F)F,0.8382,3.0639,-8.6,-8.89,
[NH3+]C[C@H](Cc1ccccc1)N1CCC[C@@H]1NC(=O)c1ccccc1,0.8494,3.3142,-8.0,-9.49,
F[C@@H]1[C@H](Cc2ccccc2)[NH2+]C[C@@H]1Cc1ccccc1,0.8782,3.802,-7.8,-9.690000000000001,
c1c(F)cc(Nc2cnn(-c3ccccc3)c2)c(Cl)c1,0.7732,1.951,-8.3,-9.190000000000001,
c1nc2ccccc2n1CSCc1ccccc1N1CCOCC1,0.7079,2.4043,-8.3,-9.190000000000001,
O=c1[nH]ncn1CN1CCC[C@H](c2nc3ccccc3[nH]2)C1,0.763,3.1442,-8.0,-9.49,
c1csc2nc(C[NH+](CCO)[C@@H]3CCc4cc(Cl)ccc43)ccc12,0.7345,4.3581,-8.0,-9.49,
CC[C@H]1CCCN(C(=O)CN2CCN(c3cccc[nH+]3)CC2)C1,0.8397,3.5496,-7.5,-9.99,
O=c1c2ccccc2n2c(nnc3-cnnc3c2=O)c(=O)[nH]c1=O,0.3875,2.9114,-8.4,-9.09,
F[C@@]1(F)c2ccccc2OC2(CCC[NH2+]CC2)C[NH2+]1,0.6489,5.4696,-8.1,-9.39,
OC(n1cnnc1)COc1cc(-c2ccccc2)ncc1C(F)(F)F,0.7659,3.3066,-8.4,-9.09,
c1csc([C@@H]2CCN(C(=O)c3coc4ccccc34)C2)n1,0.727,2.8472,-8.3,-9.190000000000001,
N#C[C@H](C(=O)c1ccc(CCS(C)(=O)=O)cc1)c1ccc(Br)c(Cl)c1,0.6315,2.8577,-8.0,-9.49,
O[C@@H](c1oc2ccccc2c1Cl)c1ccc(Cl)cc1,0.7344,2.6581,-8.1,-9.39,
N[C@@H](Cc1ccccc1)C(=O)Nc1cccc(O)c1,0.7817,2.0893,-8.3,-9.190000000000001,
N[C@@H](c1cc(-c2ccc(O)cc2)no1)c1cccnc1,0.7611,2.8089,-8.1,-9.39,
[NH3+][C@H]1C[C@H](O)CN1C(=O)[C@H]1C=C(c2ccccc2Br)CC[NH+]1C1CC1,0.6493,5.2998,-8.7,-8.790000000000001,
Oc1cc(/C=C/CN(Cc2ccco2)C(=O)c2ccccn2)ccc1Br,0.6465,2.554,-8.3,-9.190000000000001,
[NH3+][C@@H]1CCCC[C@@H](Oc2cc(Cl)cc3ccccc23)C1,0.839,3.4054,-8.4,-9.09,
O=C(NC/N=C/c1ccccn1)c1ccc(S(=O)(=O)N2CCCCC2)s1,0.7625,2.7585,-8.1,-9.290000000000001,
c1nc(-c2c(CO)nc3ccccc3c2C2CC2)[nH]c1C,0.7729,2.7059,-8.3,-9.09,
c1c([O-])ccn1C[C@@H](O)C[NH+]1C[C@H]2CCC[C@@H]2[C@@H]1C1CCCC1,0.8435,5.4427,-8.1,-9.290000000000001,
FC1CCCCC1(CBr)[C@H]1COc2ccccc2C1,0.7253,3.8925,-8.1,-9.290000000000001,
c1ccn(C[C@H]2CCCN2C(=O)[C@@H]2C[C@H]2c2ccc(F)cc2)c1,0.849,3.3386,-8.1,-9.290000000000001,
[NH3+]C1CCCN(C(=O)c2oc(-c3ccccc3)nc2C)CC1,0.92,3.2056,-8.0,-9.39,
F[C@@H]1[C@H](C[NH+]2CCCSCC2)[C@@H]1C(=O)CC(C(=O)[O-])c1ccc(Cl)c(Cl)c1,0.705,5.4753,-8.0,-9.39,
c1c(Cl)cccc1-n1ccnc1CCC(=O)Oc1ccc(CO)cc1,0.5415,2.1874,-8.2,-9.190000000000001,
