smiles,qed,sa,egfr,her2,true_docking_score
[NH3+]S(=O)(=O)c1cncc(N[C@@H]2CCN(c3ccc(F)c(F)c3)C2=O)c1,0.8165,3.4035,-8.5,-9.99,
O=C(CN1C(=O)CCC[C@H]1C1CC1)N1CCN(c2ccc(F)cc2)CC1,0.8284,2.6745,-8.1,-10.39,
c1csc2[nH+]c3c(c2c1)C[C@@H](Cc1ccccc1)CC3,0.6731,3.6861,-8.9,-9.59,
C[C@@H](CNC(=O)c1ccc(Br)cc1[N+](=O)[O-])c1ccc(Cl)c(Cl)c1,0.522,2.5919,-8.6,-9.89,
Fc1cc(S(=O)(=O)N2CCC[C@@H]2Cc2ccccc2)ccc1F,0.8578,2.4143,-8.8,-9.690000000000001,
CNc1nc(-c2ccccc2Br)ncc1NC(=O)CC1(Nc2ccccc2)CC1,0.4744,2.6162,-8.2,-10.290000000000001,
Fc1c(N[C@@H](Cc2ccccc2Br)c2ccccc2)noc1C,0.6594,2.8076,-8.7,-9.790000000000001,
Oc1cc([C@H]([NH2+]Cc2cc[nH]n2)c2nc3ccccc3[nH]2)ccc1Cl,0.4433,4.0014,-8.8,-9.690000000000001,
Cn1c(-c2csc3c(C(=O)OCc4ccccn4)ncnc3[nH]2)c(O)c2ccccc21,0.4686,3.1679,-8.7,-9.790000000000001,
O[C@@H](C[NH+]1CCN(C[C@@H](O)Cc2ccccc2)CC1)c1cc2ccccc2o1,0.5769,3.9678,-8.4,-10.09,
C=Cc1c(/C=C/C(F)(F)F)cccc1NC(=O)Cn1nc(C)cc(O)c1=O,0.8362,3.0676,-8.5,-9.99,
c1cc(-c2csc(NC(=O)c3cccs3)n2)ccc1-n1cccc1,0.5675,2.1763,-8.2,-10.290000000000001,
C#CCn1/c(=S)/N=C/c2ccc(OCccc(OC)c2)sc2cc(C)ccc21,0.5196,5.1749,-8.9,-9.49,
O=C(N[C@@H](CO)c1ccn(Cc2ccccc2)c1)c1ccc(F)cc1,0.7254,2.6,-8.5,-9.89,
c1cn(CCCC(=O)c2ccc3ccccc3c2)n1Nc1nccs1,0.5015,2.9222,-8.3,-10.09,
O=C1CCN(S(=O)(=O)c2cccc(Cl)c2)N1Cc1cc(F)cc(F)c1,0.8114,2.6493,-8.2,-10.190000000000001,
CC1CC(NC(=O)N[C@@H](CC(=O)Nc2ccc(F)cc2F)C(C)C)CC1,0.7156,3.2216,-8.3,-10.09,
c1ccc2cc(-c3ccccc3F)[nH]c(=O)c2c1,0.6937,1.8524,-8.9,-9.49,
C/C(=C\c1ccc(C(N)=O)cc1)C(=O)NCc1ccccc1Cl,0.8274,2.0247,-8.4,-9.99,
Fc1c(/C=C/c2cnco2)c(=O)n(-c2ccccc2Br)c2c1CCC2=O,0.6483,3.3182,-8.9,-9.49,
F[C@]1(c2ccccc2F)C(=O)NC[C@@H]1NCc1ccc(Cl)cc1,0.9011,3.3697,-8.9,-9.49,
F[C@]1(OCCc2ccccc2)C[C@H](c2cccc(Br)c2)[NH2+]C[C@]12CCOC2,0.776,4.8483,-8.2,-10.190000000000001,
O=[N+](C1=c2ccccc2=[NH+]C1CCN1c2ccccc2)CN1C(=O)c1cc2ccccc2o1,0.4797,4.1366,-8.9,-9.49,
Fc1cc([C@@H](O)COc2ccc3c(c2)C(=O)N(Cc2ccccn2)C3)co1,0.7236,3.2547,-8.3,-10.09,
Fc1cc([N+](=O)[O-])c2ncccc2c1-c1ccccc1Cl,0.5131,2.1866,-8.6,-9.790000000000001,
F[C@@]1(CSCCn2c(=O)oc3ccccc3c2=O)c2ccccc21,0.6686,2.8565,-8.4,-9.99,
Oc1cc(=O)n(Cc2ccccc2)c(-c2ccccc2)n1,0.801,2.0272,-8.8,-9.59,
O[C@@H](C1CCCC1)N1CCc2[nH]c3ccccc3c2C1,0.8802,3.0176,-8.6,-9.790000000000001,
O[C@@H](C(=O)Nc1cc(Br)ccc1Cl)c1nnnn1-c1ccccc1,0.6923,2.7339,-8.1,-10.290000000000001,
c1c(F)cc([C@@H]2Nc3c(s2)NCCc2ccccc23)cc1,0.8404,3.2277,-8.8,-9.49,
c1c(-c2ccc(OCCc3ccccc3)cc2)noc1-c1ccco1,0.4856,2.021,-8.5,-9.790000000000001,
F[C@@H]1N=C(NCc2ccccc2F)C1Cc1ccccc1,0.855,3.1944,-8.4,-9.89,
c1coc(CS[C@H](c2ccc3ccccc3c2)CC2CCCC2)c1,0.4811,2.8288,-8.8,-9.49,
Fc1c(-c2ccncc2)sc2c1CCN(c1ncnc(N3CCOCC3)n1)C2,0.6716,2.9517,-8.8,-9.49,
c1ccccc1CN1CC[NH+](Cc2nc(-c3ccncc3)no2)CC1,0.7542,3.1704,-8.5,-9.790000000000001,
O[C@@H](C[C@@H](O)c1ccc2ccccc2c1)N1CCCCCC1,0.9084,2.9423,-8.5,-9.790000000000001,
[NH3+][C@]1(CNCc2ccccc2)CCCN(S(=O)(=O)c2cccc(Cl)c2)C1,0.785,3.1439,-8.0,-10.290000000000001,
c1cc(-c2nc3ccc(C(F)(F)F)cc3[nH]c2=O)ccc1O,0.7246,2.1413,-8.4,-9.89,
Fc1cccc(C2CC[C@H]([NH2+]Cc3cccnc3OCC3CC3)[C@@H]2c2ccco2)c1,0.6023,4.1731,-8.7,-9.59,
Oc1ccc(NC(O)c2ccccc2Br)c2ccc(F)cc12,0.4734,2.7947,-8.2,-10.09,
[NH3+][C@@H]1CCCCCC[C@H]1C(=O)N1CC[C@H](CNc2ccc(Br)cc2)C1,0.802,3.6107,-8.1,-10.190000000000001,
O=[N+](Cc1ccc(Br)cc1)c1ccc(NC(=O)Cc2ccc(Cl)s2)cc1,0.4713,2.447,-8.2,-10.09,
O=[N+](C[O-])c1ccc([O-])c(ONC(c2ccccc2)c2ccccc2)c1,0.4012,3.2739,-8.6,-9.690000000000001,
F[C@@H]1NOC[C@@H]1[C@@H](C(=O)[O-])[NH+]1CCC([NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)CC1,0.4649,6.2201,-8.6,-9.690000000000001,
F[C@@]1(C[NH+]2CCC[C@@H]2CC2C[C@@H]3CC[C@@H](C2)[C@H]1C3)NC1CCCC1,0.7416,6.8241,-8.7,-9.59,
CNS(=O)(=O)c1ccc([C@H](C)N[C@@H](CO)Cc2c[nH]c3ccccc23)cc1,0.4772,2.9897,-8.7,-9.59,
Oc1cc(-c2coc(COc3ccc(Cl)cc3)n2)c(Br)cc1,0.6885,2.3188,-8.7,-9.59,
Fc1ccc2c(c1)CC[C@H]2NCc1ccc(F)cc1F,0.8974,2.5171,-8.4,-9.790000000000001,
NOc1cc(Cc2nc(Cc3cccc(Br)c3)no2)ccc1I,0.4383,2.6431,-8.4,-9.790000000000001,
F[C@@H]1[C@H](O)c2ccc(C(=O)Nc3ccccc3Br)cc2N1,0.7266,3.1983,-8.8,-9.39,
c1noc2nc(N3CCN(c4nccc[nH+]4)CC3)c(=O)[nH]c12,0.6764,3.9714,-8.8,-9.39,
FCCS(=O)(=O)Cc1nc2ccccc2c(=O)n1-c1ccccc1,0.7106,2.3517,-8.4,-9.790000000000001,
N#Cc1ccc(C(=O)NC[C@H](c2ccccc2)[NH+]2CCCC2)cc1,0.881,3.5989,-8.3,-9.89,
N#CCCn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccccc1F,0.6306,2.1232,-8.3,-9.89,
O=C(C[C@H]1CSc2ccccc21)N1CCN(c2cc[nH+]cc2)CC1,0.8612,3.7283,-8.7,-9.49,
Fc1cc(-c2ccccc2)nc2ccccc12,0.6063,1.6617,-8.6,-9.59,
O[C@H](C1CCCC1)C1CCO[C@@H](c2nnc3n2CCCC3)C1,0.9323,3.8661,-8.5,-9.690000000000001,
Oc1cc(NC(=O)c2ccccc2Oc2ccccc2)ccn1,0.7681,2.0005,-8.7,-9.49,
C[C@@]1([NH2+]Cc2ccco2)CCC[C@H](O)[C@@H]1c1cccc(C(F)(F)F)c1,0.8836,4.2038,-8.2,-9.99,
Cc1ccccc1CNC(=O)CNc1ccccc1C(=O)[O-],0.836,2.2052,-8.1,-9.99,
C[C@@H](NC(=O)NCc1cccn1C)c1cnc(-c2ccc(F)cc2)s1,0.7278,2.9001,-8.2,-9.89,
NNc1nccc(Nc2nc3ccc(F)c(F)c3[nH]2)n1,0.4285,2.9008,-8.9,-9.190000000000001,
OC[C@@H]1C[C@@H](Oc2ccc(F)cc2)CN1C[C@@H]1COc2ccccc2O1,0.8889,3.3485,-7.9,-10.190000000000001,
[NH3+]O/C=C/c1ccc(CN2CCO[C@@H](c3ccccc3F)C2)cc1,0.6774,3.1787,-8.7,-9.39,
Oc1c(F)c(NC[C@H]2COc3ccccc32)c(F)cc1F,0.9116,3.1598,-8.8,-9.290000000000001,
O=[N+]([O-])c1cccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,0.5959,2.2973,-8.0,-10.09,
Fc1c(O)cc(/C=C/CC2=c3ccccc3=[NH+]C2)cc1Cl,0.8763,3.7559,-8.3,-9.790000000000001,
COc1ccccc1CNC(=O)NCc1ccc(-n2cnnn2)cc1,0.7129,2.0378,-8.4,-9.690000000000001,
c1csc2nc(SCC(=O)Nc3ccccc3C[NH+]3CCCC3)nc2c1,0.6405,3.4316,-8.4,-9.690000000000001,
O=[N+](C)c1cn(CCc2nc(-c3ccco3)no2)c2ccccc12,0.5247,2.7707,-8.1,-9.99,
O=[N+](C/c1ccccc1O)[NH+]1CCC[C@@H](c2nncn2C2CC2)C1,0.8019,4.5107,-8.6,-9.49,
c1coc(S[C@@H](CCC(=O)NCc2cc(C3CC3)nc3ccccc23)C2CC2)n1,0.5018,3.4267,-8.1,-9.99,
N[C@H]([C@@H]1Cc2cc(F)ccc2O1)c1ccc(F)c(F)c1,0.9164,3.1079,-8.6,-9.49,
N#C[C@H]1CCC[C@@H]1NC(=O)c1cccc(S(=O)(=O)NCc2ccccc2)c1,0.8008,2.8562,-7.7,-10.39,
O[C@H](CCl)c1cccc(-n2nc3ncccc3c3nccc23)c1,0.5878,3.1145,-8.4,-9.690000000000001,
Oc1cccc(CC(=O)N[C@H]2CC(=O)N(C3CC3)[C@@H]2c2cc(Cl)c[nH]2)c1,0.7525,3.6384,-8.3,-9.790000000000001,
c1noc(Cc2cccc(C(=O)Cc3csc(-c4ccco4)n3)c2)n1,0.4914,2.6934,-8.2,-9.89,
Fc1cc2[nH]ccc2cc1C(=O)Nc1ccc(Br)cc1Cl,0.6594,2.15,-8.4,-9.690000000000001,
c1cc([C@@H]2CCCC[NH2+]2)ccc1COc1ccc(Cl)c(Cl)c1,0.8813,3.3393,-8.5,-9.59,
c1cc(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)ccc1Cl,0.9243,2.0592,-8.5,-9.59,
Cn1ccc(C[NH2+]C[C@H](c2cccc(C#N)c2)c2ccc(F)cc2F)c1,0.7281,3.725,-8.8,-9.290000000000001,
[NH3+][C@H](CC(=O)Nc1ccc(Br)cc1)[C@@H]1CCOC2(CCC2)C1,0.8584,4.1273,-8.4,-9.59,
C[C@@](O)([C@H]1CCCC[NH2+]1)c1cccc(OCc2ccccc2)n1,0.8873,3.9153,-8.3,-9.690000000000001,
N/C(C/c1nc2ccccc2s1)C(=O)c1ccc2c(c1)OCO2,0.7463,2.7613,-8.2,-9.790000000000001,
[NH3+][C@@H]1CCCCC[C@@H]1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0.6189,3.5397,-8.4,-9.59,
O[C@@H](c1cc(F)ccc1F)N1CCc2cc(OC(F)F)c[nH+]c2C1,0.8677,4.1126,-8.5,-9.49,
Fc1ccccc1[C@H]([NH2+]C[C@H](O)C1CCC1)C1CCCCCC1,0.7727,3.799,-8.5,-9.49,
c1nc(Cn2cnc3ccccc3c2=O)c2nnsc2c(Cl)c1=O,0.5435,2.9893,-8.4,-9.59,
F[C@@H]1CC[C@H]([NH+]2CCN(C3CCCC3)C2)c2ccccc21,0.8793,4.6409,-8.3,-9.690000000000001,
O=[N+](Cc1ccc(Cl)cc1)N1CCCN(C(=O)Cn2cccc2Cl)CC1,0.7297,2.9596,-8.1,-9.89,
F[C@@]1(F)C[C@H](c2cccc(F)c2)N1Cc1ccccc1Br,0.6897,3.1512,-8.7,-9.290000000000001,
FCC[C@H]1CCC[C@@H]1Cn1c(-c2cccnc2)nc2ccccc21,0.6702,3.1813,-8.8,-9.190000000000001,
FCC[C@@]1(C(=O)OCc2cc3ccc(F)cc3s2)CCCN(S(C)(=O)=O)C1,0.6753,3.4256,-8.0,-9.99,
CS[C@@]1(C)C(=O)N(C[C@H](O)c2ccc3c(c2)OCO3)C(F)(F)C(=O)N1C1CC1,0.7424,4.1073,-8.4,-9.59,
c1ccc2cc(C(=O)N[C@@H](c3cccnn3)C3CC3)sc2c1,0.8013,2.9372,-8.5,-9.49,
Fc1cc(Cn2cnc(-c3ccc(F)cc3)n2)ccc1Cl,0.7339,2.0755,-8.2,-9.790000000000001,
F[C@@]1(c2ccccc2)/C(=N/N=C\c2ccc(Cl)c(Cl)c2)CC1,0.528,3.255,-8.1,-9.89,
F[C@@]1(CNC(=O)c2cccc(F)c2)C[C@H](Cc2cccnc2)O1,0.9219,3.2783,-8.3,-9.690000000000001,
Oc1cc2[nH]c(=O)ccc2c(OCc2ccccc2Cl)n1,0.7799,2.4481,-8.3,-9.690000000000001,
Oc1cc([C@H]2N[C@H](Sc3ccccc3)N2/N=C/c2ccoc2)ccc1[N+](=O)[O-],0.3698,3.9586,-8.9,-9.09,
Cn1nc(N)cc1C(=O)NNC(=O)c1cnc(-c2ccccc2)s1,0.6188,2.5392,-7.8,-10.190000000000001,
C[C@@H](Oc1cc(F)ccc1OC(F)(F)F)C(=O)Nc1cccc(Cl)c1,0.7625,2.4983,-8.1,-9.89,
C=Cc1cc(C)ccc1[C@H](C)NC(=O)[C@@H](C)c1nc2ccccc2s1,0.6845,3.2166,-8.1,-9.89,
OC[C@@H]1[C@H](C2C[NH2+]C[C@H]2CC2CCCC2)Oc2ccc(F)cc21,0.8918,4.6423,-8.1,-9.89,
CSc1nc2ccccc2n1CCC(=O)N[C@H]1C=C[C@@H](C(F)(F)F)C1,0.6447,3.5763,-8.4,-9.49,
N/C(=N/OC(=O)c1ccc2c(c1)OCO2)c1nnc2n1CCC2,0.3779,2.7872,-8.3,-9.59,
c1nnc(-c2cc(C(=O)OCc3nc(-c4ccsc4)co3)sn2)c(C)c1,0.4806,3.2212,-8.2,-9.690000000000001,
F[C@]1(C[NH2+]Cc2cccnc2)c2ccccc2[C@H]1c1ccccc1F,0.7605,3.9276,-8.6,-9.290000000000001,
F[C@H]1[C@H](Oc2ccccc2-c2ccc3c(c2)OCO3)C1(C)C,0.8497,3.1326,-8.7,-9.190000000000001,
N/[NH+]=C(\Cc1ccccc1)NCC(=O)c1cccc(S(C)(=O)=O)c1,0.2142,2.7814,-8.4,-9.49,
Oc1c(F)cc(/C=C2\SC(=S)N(c3ccc(Cl)cn3)C2=O)cc1,0.6431,2.5106,-8.7,-9.190000000000001,
Oc1c(Cl)cccc1[C@H]1CCCN1C(=O)c1ccccc1F,0.9025,2.5006,-8.2,-9.690000000000001,
F[C@@]1(c2ccccc2)CC[NH+](C[C@H](O)c2ccccc2)C1,0.8811,4.1636,-8.3,-9.59,
N[C@H](Nc1ccc(Cc2cccnc2)nc1)c1cccc(F)c1,0.7101,2.8873,-8.1,-9.790000000000001,
N#C[C@]1(O)CCCC[C@@H]1C(=O)NCC(C)(C)c1ccccc1F,0.8383,3.4934,-8.1,-9.790000000000001,
Fc1cc(F)cc(S(=O)(=O)Nc2ccccc2N2CCOCC2)c1,0.917,2.0883,-8.2,-9.690000000000001,
F[C@@]1(c2ccccc2Br)CCCN(C2CCCCCC2)C1,0.6401,3.0078,-8.2,-9.690000000000001,
Oc1cc2c(cc1-c1cc3ncccc3[nH]1)OCCO2,0.7117,2.4721,-8.6,-9.290000000000001,
O=C([C@H]1CCCN(c2cnc3ccccc3n2)C1)N1C[C@H](O)C[C@H]1CO,0.8456,3.3864,-9.2,-8.69,
Oc1cc2nc(C[NH+]3CC[C@@H](c4ccc(Cl)c(Cl)c4)CC3)nc2c1O,0.7561,4.2741,-8.2,-9.690000000000001,
CNC(=O)CSc1ccccc1NC(=O)COc1ccc(C)c(F)c1,0.7433,2.0096,-8.5,-9.39,
Oc1cc(Br)ccc1C[NH+]1CCC[C@H](Cc2ccccc2)C1,0.8591,3.9478,-8.1,-9.790000000000001,
FC1=Nc2ccccc2C[C@@H]1CCc1ccccc1,0.7638,2.8496,-8.3,-9.59,
FC1N(c2ccc(F)cc2)CCN1C1CC[NH+](CCc2ccccc2)CC1,0.809,3.9324,-8.3,-9.59,
c1cc([C@H](CO)CCl)nc(-c2ccc3ccccc3c2)n1,0.7485,2.8447,-8.4,-9.49,
CSc1ccccc1C(=O)N1CCC[C@@H]1c1ccc(C(C)C)cc1,0.6846,2.4723,-8.4,-9.39,
c1n[nH]c2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)ccc12,0.8873,2.9891,-8.0,-9.790000000000001,
F[C@@H]1CCCC[C@@H]1Cc1cncc(-c2ccccc2)n1,0.8344,3.1284,-8.3,-9.49,
Oc1ccccc1[N-]S(=O)(=O)c1ccc(C(F)(F)F)c(C(F)(F)F)c1,0.7715,3.277,-8.0,-9.790000000000001,
[NH3+]S(=O)(=O)c1ccc(NC(=O)c2cc(C(F)(F)F)c(Br)cn2)c(C[NH2+]C(C)(C)C)c1,0.5682,3.69,-8.4,-9.39,
O=C1S/C(=C/c2ccc(Oc3cccc(Cl)c3)o2)C(=O)N=C1[O-],0.7916,3.1404,-7.9,-9.89,
C[C@H](C(=O)[O-])[C@@H](C)NC(=O)[C@@H]1Cc2cc(F)ccc2N1Cc1ccco1,0.8387,3.8068,-8.3,-9.49,
OC=NC1=C(c2ccc(F)cc2)S/C1=N\c1ccc(Br)c(O)c1,0.5683,3.3547,-8.4,-9.39,
N[C@@H]([NH2+]Cc1cccc(-n2cccn2)c1)c1ccc(F)cc1,0.7047,3.3976,-8.4,-9.39,
c1noc(-c2ccc(S[C@@H]3CCS3(=O)CCc3cccc(F)c3)o2)n1,0.6598,4.4691,-7.9,-9.89,
C=CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1cccc(C)c1,0.7427,1.935,-7.8,-9.99,
c1cc(/C=N/SC2CCOCC2)nc(N[C@@H](Cc2ccccc2)C(F)(F)F)c1,0.5212,3.615,-8.5,-9.290000000000001,
NOc1ccc(Cl)cc1[C@@H]1CC(=O)N(Cc2ccc(F)cc2)C1=O,0.6809,2.8348,-8.2,-9.59,
Oc1c([O-])cccc1S(=O)(=O)Cc1cccc(C(F)(F)F)c1,0.9371,2.751,-8.1,-9.690000000000001,
F[C@@H]1NS(=O)(=O)c2cc(S(=O)(=O)c3ccncc3)cc(Cl)c2S1,0.7847,3.8179,-8.7,-9.09,
O=C(CSc1ccccc1)Nc1cccc(NC(=O)c2cccs2)c1,0.6185,1.8342,-8.1,-9.690000000000001,
Oc1cc(O)c(S(=O)(=O)N2CCC[C@H]2CCCCCOc2cccc(F)c2)c(Cl)c1,0.5336,2.979,-8.2,-9.59,
C[C@@]1(C(=O)C(=O)N2CCOCC2)CCC[C@H]1C(=O)Oc1ccc2nccnc2c1,0.4404,3.5846,-8.1,-9.690000000000001,
O[C@H]1CCC[C@H]1C[NH+]1CCC([NH+]2CCC(C3CCCC3)CC2)CC1,0.6924,5.3439,-8.8,-8.89,
c1c(C[NH2+][C@@H]2CCCC[C@@H]2C[C@@H](O)c2ccccc2)cnn1C,0.8584,4.1122,-8.4,-9.290000000000001,
C/C(=N/OC(=O)CCc1ccc(F)cc1)c1cc2ccccc2o1,0.3949,2.2543,-8.3,-9.39,
O=C1O[C@H](Cc2nc(-c3ccccn3)no2)CN1Cc1ccccn1,0.7033,3.0382,-7.9,-9.790000000000001,
F[C@@H]1N2CCCC[C@@H]2[C@@H]1NC(=O)C[C@H]1C=Cc2c1CCCC2,0.8127,4.5539,-8.3,-9.39,
N#C/C(=N\OC(=O)c1ccc(N)cc1)S(=O)(=O)c1ccc(Cl)cc1,0.2934,2.5789,-8.4,-9.290000000000001,
Oc1cc2[nH]c(=O)c(C(F)(F)F)cc2nc1[C@@H]1CCC[NH2+]CC1,0.7414,4.1958,-8.4,-9.290000000000001,
c1noc(Nc2ccc(C[NH+]3CCC[C@@H](n4cnnc4)C3)cc2)n1,0.722,4.7312,-8.3,-9.39,
C[C@@H](c1ccccc1)[C@H](C)NC(=O)N1CC[C@H](n2cccn2)C1,0.9432,3.3652,-7.9,-9.790000000000001,
C[C@@]1(CCc2ccccc2)CN(C(=O)c2ccco2)CCN1C(=O)c1ccccc1F,0.6145,2.9693,-8.4,-9.290000000000001,
N[C@]1(CNC(=O)c2ccc(Cl)o2)CCC[C@H](Sc2ccccn2)C1,0.8471,3.6735,-8.1,-9.59,
[NH3+]c1ccc2c(c1)C(=O)N(Cc1cnn(C(F)(F)F)c1)C2=O,0.8409,3.3303,-7.7,-9.99,
O=C(NC[C@H]1CN2CCCC[C@@H]2CO1)c1cccc([N+](=O)[O-])c1,0.6726,2.9988,-8.0,-9.690000000000001,
OC(F)(F)[C@H]1CCC(F)(F)CC[NH2+][C@@H]1C[C@H](O)c1ccccc1,0.7374,4.565,-8.0,-9.690000000000001,
N[C@H](C(=O)Oc1cccc(OCc2ccccc2)c1)c1ccco1,0.5552,2.588,-8.2,-9.49,
CC[C@@H]1CN(C(=O)NCc2ccccn2)CC[NH+]1Cc1ccccc1,0.8667,3.9157,-8.0,-9.690000000000001,
O=C(Cc1nc(-c2ccco2)no1)N1CC[C@@H]([C@@H]2CCOC2=O)C1,0.7782,3.4392,-8.0,-9.690000000000001,
CO[C@@H](C)c1noc(C[NH+]2CCC[C@H](Oc3ccc(F)cc3F)C2)n1,0.8553,4.6156,-8.1,-9.59,
c1nnn(-c2ccc(NC(=O)[C@@H]3CCCN3C3=COC3)cc2)c1C,0.9287,3.2534,-8.2,-9.49,
O=C(Cc1ccccc1)NCCNC(=O)c1ccc(Cl)c2c1OCCO2,0.7599,2.197,-8.0,-9.690000000000001,
F[C@H]1[C@H]c2ccccc2S[C@@]1(CO)CCc1ccccc1,0.9192,3.712,-8.2,-9.49,
Fc1c(N/N=C\c2ccccc2O)oc2ccccc12,0.563,2.518,-8.1,-9.59,
O[C@@H](C[NH+]1CCC[C@H]1c1cccs1)c1nc(-c2ccccc2)no1,0.7465,4.3659,-8.1,-9.59,
Cc1nn(C)c(C)c1NC(=O)[C@@H]1Cc2ccc(C(F)(F)F)cc2C[C@H]1NC(=O)C(=O)[O-],0.6842,3.7583,-8.8,-8.790000000000001,
NC(=O)[C@H](NC(=O)c1ccc(CBr)cc1Cl)c1ccccc1,0.7808,2.4738,-8.2,-9.39,
Fc1ccc(Cl)cc1CNCc1cnn(-c2ccccc2)c1,0.7722,2.004,-8.1,-9.49,
c1c(S(=O)(=O)c2cccc(F)c2)ccn1Cc1cccnc1,0.7435,2.3922,-8.0,-9.59,
Fc1ccc2[nH]c(S[C@H]3CCC[NH+]4CCC[C@@H]4C3)nc2c1,0.893,4.8092,-8.3,-9.290000000000001,
O=C1C[C@H](c2ccc(Cl)cc2)CCN(C(=O)c2cccnc2)C1,0.8494,2.5869,-8.6,-8.99,
c1n[nH]c([C@H]2CCCN(c3cc[nH+]c4cncnc34)C2)n1,0.756,4.2549,-8.4,-9.190000000000001,
Fc1c(/C=C/C(Cl)c2ccccc2)nccc1N1CCOCC1,0.7897,3.2595,-8.1,-9.49,
F[C@]1(Cl)CCCCC[C@H]1CC[NH+]1CCC[C@H]1c1ccccc1,0.6225,4.8796,-8.3,-9.290000000000001,
c1noc2CSCc3nc(CSc4ccccc4)cnc3c(=O)[nH]c12,0.7031,3.7252,-8.0,-9.59,
O=[N+](CCC1CCC1)c1nc2ccccc2n1C[C@H](O)C[NH+]1CCCCC1,0.6975,4.4081,-8.2,-9.39,
N[C@H](Cc1cc(Cl)ccc1Br)C(=O)Nc1cc(C(=O)[O-])ccc1C,0.7903,2.91,-7.9,-9.690000000000001,
Fc1cc(Cl)ccc1CSCc1noc(-c2ccccc2)n1,0.6605,2.16,-7.8,-9.790000000000001,
Fc1cc(N[C@H]2CCCN(c3ncccn3)C2)c(Cl)c(Cl)c1,0.857,2.8261,-8.5,-9.09,
O[C@H](C1CC[NH2+]CC1)c1ccc(OCc2cc(F)ccc2Cl)cc1,0.8702,3.4892,-8.3,-9.290000000000001,
Oc1ccc(/C=N/NC(=O)c2cc(Cl)c3c(c2)OCO3)cc1,0.673,2.2291,-8.0,-9.59,
N#CCc1ccccc1C(=O)NCCCc1ccc(C(F)(F)F)cc1,0.7996,2.0818,-8.0,-9.49,
Cn1cccc1NC(=O)c1ccc(CN2CCO[C@H](C(=O)[O-])[C@H]2C)cc1,0.8486,3.6287,-8.2,-9.290000000000001,
NOC(=O)[C@@H]1CCCCN1C(=O)Nc1ccccc1C(F)(F)F,0.8156,2.7571,-8.1,-9.39,
OC[C@H]1CN(C(=O)c2cc3ccccc3n2CC2CCCC2)CCO1,0.9293,2.8393,-8.2,-9.290000000000001,
c1ncnc(N[C@@H]2CCC[NH2+]C[C@H]2CC2CCCCC2)n1,0.8836,4.324,-8.3,-9.190000000000001,
F[C@H]1OCCC[C@H]1C[S@@](=O)C(c1ccccc1)c1ccccc1,0.8182,3.6307,-8.4,-9.09,
[NH3+]S[C@]1(/C([O-])=[NH+]\Cc2ccccc2)C(=O)c2ccccc21,0.4319,4.2115,-8.4,-9.09,
F[C@]1([NH2+]CC2CCCCC2)CCCN(c2ccccc2)C1,0.8451,3.5082,-7.9,-9.59,
c1noc2c1CCC[C@@H]2NCc1csc(-c2ccsc2)n1,0.7892,3.4632,-8.4,-9.09,
[NH3+]Cc1ccccc1C[NH2+][C@H](Cc1cccs1)C1CCCCC1,0.784,4.0099,-8.1,-9.39,
OC=N/C(=NS(=O)(=O)c1cccc(F)c1)c1ccccc1,0.6988,2.6726,-8.3,-9.190000000000001,
F[C@H]1[NH2+]CC[C@H]1c1noc(OC[C@H](F)c2ccc(Cl)cc2)n1,0.8533,4.7626,-8.1,-9.39,
c1nnnn1CCCNC(=O)Cn1c(SCn2cccn2)nc2ccccc21,0.3336,2.7257,-8.1,-9.39,
O=C([C@H]1CCCN(C(=O)c2ccco2)C1)[NH+]1CCC(OCc2ccccn2)CC1,0.8221,3.8043,-7.8,-9.690000000000001,
Fc1c(N[NH2+]C[C@@H]2Cc3ccccc3C2)noc1C,0.6471,3.4884,-8.0,-9.49,
FC1Nc2ccc(Cl)cc2C[C@@]1(O)Cc1ccccc1,0.8291,3.3247,-8.0,-9.49,
C[C@@H](Nc1ccc(C(F)(F)F)cc1)NC(=O)c1ccccc1,0.8413,2.4974,-8.1,-9.39,
Cc1noc(C)c1S(=O)(=O)N1CCC[C@H]1c1ccc(Cl)cc1,0.8578,2.6466,-8.3,-9.190000000000001,
C[C@@]1([NH2+]CCc2cccc(OCc3cccs3)n2)CCC[NH+](C2CCC2)C1,0.7256,4.8996,-8.2,-9.290000000000001,
c1cc(S(=O)(=O)N2CCCOCC2)nn1-c1cccc(Cl)c1,0.8554,2.4323,-7.8,-9.690000000000001,
F[C@@H](c1cccc(Br)c1)[C@H]1CN(Cc2ccccc2)C[C@@H]1O,0.8881,3.2929,-8.0,-9.39,
c1ccc([C@@H]2CSCCN2Cc2nnc3n2CCC3)cc1,0.8721,3.0232,-8.1,-9.290000000000001,
O=[N+]([O-])c1cccc(CN2CCO[C@@H](c3ncccn3)C2)c1,0.6339,2.846,-7.7,-9.690000000000001,
FC1=N[C@@H](c2ccccc2c2ncnn2-c2ccccc2)C1,0.7376,3.0355,-7.9,-9.49,
