smiles,QED,SA,EGFR_Docking,HER2_Docking
[C@H](C)c1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,0.7660,3.0770,-9.15,-8.9
[C@H](C)OC(=O)CCc1nnc(S[C@@H](C)c2ccccc2)n1C,0.4790,4.1290,-8.55,-8.9
[C@H]1CCCC[C@@H]1Nc1cc(F)cc(F)c1,0.6870,4.2230,-8.55,-7.8
[C@H]Oc1ccc(Br)cc1OCCC(=O)NCc1ccc[nH+]c1,0.7210,4.4990,-8.55,-9.0
[C@H]1CCCC[C@@H]1NC(=O)CCNC(=O)c1cccs1,0.7670,4.0560,-8.4,-8.6
[C@H]Oc1cccc(OC(=O)Cn2nnc(-c3c[nH]c4ccccc34)c2C)c1,0.3360,3.8390,-9.45,-10.7
[C@H](C)OC(=O)[C@@H](C)Sc1ccc(N)cc1,0.3850,4.2070,-8.0,-7.2
[C@H]1CCC/C(=C/c2ccccc2)C1,0.5020,3.7490,-5.0,-8.1
[C@H]1CC(=O)N(c2ccc(C(F)(F)F)cc2Cl)C1,0.6600,3.8530,-8.7,-8.2
Clc1ccc(NCc2cc(-c3cccnc3)ncn2)o1,0.6960,3.7350,-8.9,-9.2
N#Cc1cccc(NC(=O)NCCc2cc(Cl)ccc2Cl)c1,0.7790,2.9640,-8.85,-10.6
CCCn1ncnc1CCC(=O)N1CC[C@H](C(=O)OC)c2ccccc21,0.6420,4.0200,-8.85,-9.1
O=C(C[NH+]1CCN(CCCO)CC1)N1CCC(OCc2ccccn2)CC1,0.5190,4.4220,-8.55,-8.2
Clc1ccc2c(c1)[C@@H]1CCC[C@H]1[C@@H]2C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0.4890,4.4160,-10.15,-12.0
Clc1cc(F)c(Br)cc1OCc1cc(Cl)ncn1,0.5120,3.4250,-8.6,-8.4
ClCc1cccc2c1CN(CCc1nncn1C1CC1)CC2,0.6950,3.7550,-8.95,-10.6
Cl[C@@H](Cc1ccc(Cl)cc1)[C@H]1CCOC1,0.6400,3.9500,-8.5,-7.8
ClCc1cc(NS(=O)(=O)c2ccc(F)cc2)ccn1,0.7830,3.0260,-8.65,-9.0
Clc1ccccc1OC1CC[C@@]12CCc1ccccc12,0.6720,4.4460,-9.3,-8.1
Cl[C@@H]1CC[C@H](CNC(=O)c2c[nH]c3ccccc23)[C@@H]1Cc1ccccc1,0.5270,4.2940,-9.7,-10.7
Cl/C=C/c1c[nH]c2ccccc12,0.5880,3.3670,-8.2,-7.1
[C@H]/C(=C\c1cc2c(cc1OC)OCO2)c1ccccc1,0.6930,3.5690,-9.0,-8.7
c1cccc(COC2CC[NH+](Cc3ccncc3)CC2)c1,0.8060,4.2540,-8.8,-9.5
[C@H]=N/C(=N\NC(=O)CCc1ccc(F)cc1)c1ccccc1,0.4150,3.4700,-8.85,-10.1
[C@H](NC(=O)c1cnn(CC(=O)Nc2ncccn2)c1)c1ccccc1,0.6060,3.6380,-9.05,-9.8
[C@H]Oc1ccccc1CCNC(=O)C1CCN(C(=O)c2ccccc2F)CC1,0.7350,3.3200,-9.3,-9.8
[C@H]S(=O)(=O)c1ccc(C(=O)NNC(=O)c2ccc(Cl)cc2Cl)cc1,0.6950,3.2880,-9.3,-11.0
[C@H]1C(=O)C[C@@](CCCn2cccn2)C(C(=O)N2CCN(c3ccccc3)CC2)=N1,0.6570,4.0680,-9.15,-8.8
[C@H]Oc1ccc(NC(=O)COC(=O)c2ccc(S(=O)(=O)C(F)F)cc2)cc1,0.6210,3.4090,-8.9,-9.8
c1ccc(CNCc2cccc(Cl)c2)cc1OC1CCCC1,0.7140,2.8790,-9.05,-9.9
[C@H]Oc1ccccc1NC(=O)[C@@H]1CCCN1Cc1c[nH]c2ccccc12,0.6380,3.8850,-9.5,-9.8
[C@H]1CCN(C(=O)CSc2nnc(-c3ccccc3)n2CCC2Cc3ccccc3C2=O)C1,0.4160,4.2160,-9.5,-10.2
[C@H]1CCCC[C@@H]1NC(=O)C(=O)Nc1ccc(C#N)cn1,0.6890,4.3410,-8.8,-9.0
O=S(=O)(c1c(-c2ccccc2)cc(C(F)(F)F)n1Cc1ccc(F)cc1)Oc1cccc(Br)c1,0.0930,3.6400,-9.85,-8.5
c1cccnc1NC1CCN(S(=O)(=O)c2ccccc2)CC1,0.8400,2.9190,-9.0,-9.6
c1cc(Cl)cnc1-c1ccccc1F,0.5970,2.6710,-8.55,-8.0
c1ccc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,0.8430,2.6310,-8.8,-9.9
c1ccc(-c2ccc(Cl)nc2)cc1,0.5270,2.5280,-8.55,-7.7
[C@H]Oc1ccc(NC(=O)NCc2ccc(CCCO)cc2)cc1F,0.6300,3.3180,-8.85,-9.6
[C@H](c1ccc(OCc2ccccc2)c(Br)c1)NC(=O)Cc1ccccc1,0.5030,3.2050,-9.3,-10.6
[C@H]Oc1ccc(NC(=O)[C@H]2CCCN2C(=O)c2cc(F)ccc2F)cc1Cl,0.7580,3.8880,-9.3,-9.0
[C@H](C)C(=O)NC[C@@](C)(O)c1ccccn1,0.6610,4.3490,-8.2,-7.6
[C@H]Oc1ccc(NC(=O)COc2cccc(F)c2F)cc1OCC(C)C,0.6680,3.4630,-8.9,-9.6
[C@H]1CCC[C@@H]1CNC(=O)c1ccc2c(c1)CCCC2=O,0.8180,4.0660,-9.2,-10.5
[C@H]Oc1ccc(NC(=O)c2cccc(OCc3cccc(F)c3)c2)cc1OC,0.5460,3.1930,-9.3,-10.3
[C@H](C)c1ccc(S(=O)(=O)NCCOc2c(F)cccc2F)cc1,0.6890,3.4090,-8.95,-9.6
[C@H](c1ccccc1F)[NH+]1CCN(Cc2cnn(-c3ccccc3)n2)CC1,0.6530,4.3950,-9.15,-10.0
[C@H]1CCCN(c2ccc(-c3ccc(-c4ccc(C(N)=O)cc4)o3)cc2)C1,0.6560,3.4500,-9.7,-10.6
[C@H](C)Oc1ccccc1C(=O)Nc1cccc2ccccc12,0.6590,3.0700,-9.25,-9.5
[C@H]1CCC[C@@H]1C(=O)N1CCN(C(=O)c2noc(C3CC3)n2)CC1,0.7380,4.4150,-8.7,-9.4
c1ccc(N(Cc2ccco2)Cc2ccc[nH]2)cc1,0.6480,3.3490,-8.6,-7.3
O=C(NCC[S@@](=O)c1ccncc1)c1ccc(Br)s1,0.7920,4.1080,-8.55,-8.3
[C@H]Oc1ccc(OCCNc2c(C#N)c(=O)n(Cc3ccccc3)nc2N)cc1OC,0.4060,3.8430,-8.7,-8.2
[C@H](C)[C@H]1CCCN1c1ccc(F)cc1Br,0.6910,4.1860,-8.25,-6.8
[C@H](C(=O)N[C@@H]1CCCn2c(C(F)(F)F)cnc21)Nc1ccc(Cl)cc1,0.7600,4.4330,-8.9,-9.2
[C@H]1CCCN(c2ccccc2C2CCN(C(=O)CNc3ccc(F)cc3F)CC2)C1,0.6800,3.6740,-9.45,-10.5
[C@H](C)CC(=O)Nc1ccc2ccccc2n1,0.7510,3.3080,-8.75,-8.7
[C@H]1CCC[C@]1(Cn1ccnc1)c1ccc(Cl)cc1,0.7180,4.4830,-8.35,-7.4
[C@H]Oc1ccc(C(=O)OCCNC(=O)c2cccnc2)cc1OC,0.5150,3.3610,-8.65,-9.2
[C@H](N)c1cnc(COC(=O)c2ccc(OCc3ccccc3)cc2)cc1,0.5620,3.1920,-9.1,-9.6
c1cnn(-c2ccccc2CSc2cccc(C#N)n2)n1,0.5920,3.7450,-8.75,-8.7
[C@H](C#N)c1cc(NC(=O)CC(C)C)ccc1-n1cccc1,0.8100,3.7790,-8.65,-8.5
[C@H]O[C@@H](Cc1ccccc1)C(=O)NC1CCCC1,0.7640,3.7620,-8.4,-8.7
[C@H](C(N)=O)C(=O)N[C@H](c1ccccc1)c1ccccc1,0.7070,3.1810,-9.15,-8.3
[C@H]Oc1ccc(/C=C2\C(=N)N/C(=C/c3ccccc3)C2=O)cc1OC,0.7430,4.0370,-8.9,-9.8
[C@H](C#N)CNC(=O)NCCc1cccc(C(F)(F)F)c1,0.7150,3.6240,-8.65,-9.2
[C@H]Oc1cccc(C(=O)N/C(=N\NC2=NS(=O)(=O)c3ccccc3)S2)c1,0.5940,4.0010,-9.25,-10.5
[C@H](Cc1ccc(F)cc1)[C@@H](NC(=O)C1(C#N)CCC1)c1ccccc1,0.7630,4.1960,-9.2,-8.9
[C@H]Oc1cc(C(=O)CCc2ccccc2)c([N+](=O)[O-])c2c1OCCO2,0.3550,3.9180,-8.8,-9.1
[C@H]1CCCC[C@@H]1NC(=O)COc1ccc2nccnc2c1,0.8350,4.0630,-8.8,-9.6
[C@H](C(=O)NCc1ccc(-n2cccn2)cc1)c1ccc(C#N)cc1,0.6870,3.4310,-9.05,-9.4
[C@H](C#N)OC(=O)[C@H](Cc1ccccc1)N1CCCCC1=O,0.6740,4.2320,-8.7,-7.1
[C@H]1CCCN1S(=O)(=O)c1ccc2c(c1)CCCC2,0.7230,3.7320,-8.9,-9.2
[C@H]Oc1cc(F)c(NC(=O)/C=N\C2CC2)cc1,0.7100,4.2010,-8.25,-7.8
[C@H](C#CN(C)C(=O)Nc1ccc[nH]c1=O)c1ccc(F)cc1,0.5590,4.1610,-9.25,-10.0
[C@H]1CCN(C(=O)C(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)C1,0.6710,3.4950,-9.9,-10.8
[C@H](C)NC(=O)[C@H](C)Sc1nc2ncccc2c(=O)n1C,0.5740,4.3020,-8.75,-8.4
[C@H]Oc1ccccc1C1=NO[C@@H](c2ccc(O)c(F)c2)C1,0.8390,4.3210,-9.2,-9.3
[C@H](C)OC(=O)CCN(C#N)Cc1cccc(Cl)c1,0.3510,4.1750,-8.25,-7.6
[C@H]#Cc1ccccc1OCC(=O)Nc1cc(C(C)(C)C)on1,0.7810,3.4470,-8.85,-9.8
[C@H](C)SCC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,0.7340,3.7180,-8.0,-7.6
[C@H]#CN(C)C(=O)COc1ccccc1/C=C/C(=O)c1ccc(Br)cc1,0.2220,3.4830,-9.2,-8.8
[C@H]Oc1cncc(NCc2ccc(OCC3CCCC3)cc2)n1,0.7450,3.6380,-8.8,-9.3
[C@H]1CCCC[C@@H]1NC(=O)c1cc([N+](=O)[O-])ccc1N1CCCC1,0.5840,4.0320,-8.9,-8.0
[C@H]=C([C@@H]1CCCc2cc(C(N)=O)ccc21)S(C)(=O)=O,0.8110,4.2780,-8.85,-8.8
[C@H]Oc1ccc(C(=O)NCCNS(C)(=O)=O)cc1[N+](=O)[O-],0.3110,3.6130,-8.5,-8.3
[C@H](C#N)Cc1ccccc1NC(=O)c1cccc(F)c1,0.8230,3.3180,-8.85,-8.8
[C@H](C)NC(=O)CSc1nc(N)nc2c1CCC2,0.5150,4.1050,-8.6,-7.7
O=C(C1CCN(C(=O)c2cnccc2Cl)CC1)Nc1sc2c(c1C1CCCC1)CC2,0.6190,3.6770,-9.8,-10.4
c1ccc(C[S@@](=O)Cc2ccc(Br)o2)cc1,0.7650,3.8000,-8.2,-8.4
[C@H]1NCc2cc(NC(=O)c3cnn(-c4ccccc4F)c3)cn21,0.6790,4.1730,-9.0,-10.2
[C@H](C)CNC(=O)Cn1ccc(=O)c2ccccc21,0.7810,3.4600,-8.65,-8.0
[C@H](C)N(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(C#N)cc1,0.5390,3.4970,-8.55,-7.4
[C@H]Oc1c(N(C)CC2CCN(c3ccc(F)cc3)CC2)cnn1-c1cccc(C(F)(F)F)c1,0.3600,3.9120,-9.4,-9.4
[C@H](C)C[C@@H]1CCCC[C@@H]1NS(=O)(=O)c1ccc(CNC(=O)c2ccc(F)cc2)cc1,0.5580,4.0890,-9.35,-10.9
[C@H]Oc1cccc(-c2nc(NCc3ccc([N+](=O)[O-])cc3)n[nH]2)c1,0.4330,3.6770,-9.0,-9.7
[C@H]1CCc2ccccc2N1Cc1ccc(-c2ccccc2)o1,0.5690,3.4900,-9.6,-11.2
[C@H]Oc1cccc([C@@H](C)CCCNC(=O)c2ccc(Cl)cc2)c1,0.6480,3.7580,-8.9,-9.9
[C@H](C(=O)N[C@@H](CO)c1cccc(C(F)(F)F)c1)c1c[nH]c2ccccc12,0.5500,4.0400,-9.45,-11.1
[C@H](C)[C@H](Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,0.5440,3.8790,-8.75,-9.5
[C@H]Oc1ccc(OCCN(C)c2cccc(C)c2)cc1COC,0.6430,3.5530,-8.5,-9.2
[C@H](C)[C@@H](CNc1cc(Cl)ccn1)NCc1ccccc1,0.7180,4.0040,-8.6,-8.9
[C@H]Oc1ccnc(N2CC[C@@H](C(=O)Nc3cccc(F)c3)C2)c1,0.8430,3.9640,-8.8,-10.3
[C@H](N)C1(NC(=O)c2cccc3cccnc23)CCCC1,0.7980,3.8600,-8.8,-9.2
[C@H](c1cscc1C(=O)NN)n1nnc2ccccc21,0.3250,4.1860,-9.0,-8.4
[C@H]Oc1ccc2ncc(C(=O)NC[C@@H](C)Cc3ccc(Cl)cc3)nc2c1,0.6160,4.0400,-9.0,-10.3
[C@H]Oc1ccc(SCC(=O)N(CC2CC2)c2ccccc2)s1,0.6070,4.0050,-8.55,-7.9
[C@H](C)Nc1cnc(Oc2ccccc2)c2ncnn12,0.6750,3.8530,-8.35,-8.5
[C@H](c1ccc(Cl)c(C(=O)NCC2C(C)(C)C2(C)C)c1)c1ccccc1,0.6700,3.6680,-8.85,-10.3
[C@H]Oc1ccc(O)c(C(=O)Nc2ccc(Cl)nc2)c1,0.7460,3.5400,-8.75,-8.7
[C@H]Oc1cccnc1C(=O)NN/N=C/c1ccccc1Cl,0.5550,4.0250,-8.8,-9.0
[C@H]Oc1cccc(N2CCN(c3nc4cc(C(C)C)ccc4s3)CC2)c1,0.5640,3.5910,-9.3,-9.4
[C@H]1C(C)(C)C[C@@H]1C(=O)Nc1ccccc1C(=O)NC1CCCCC1,0.7800,3.8210,-9.3,-8.6
[C@H](C)OC(=O)c1cccc(OCC(=O)N(Cc2nc3ccccc3[nH]2)C2CC2)c1,0.4940,3.6340,-8.9,-8.9
CCOc1ccc(F)cc1[C@H](O)[C@@H](C)C(C)C,0.7520,3.8930,-8.2,-7.3
c1cc(C[NH+]2CCC(Oc3ccccc3F)CC2)ccc1N,0.7480,4.2940,-9.5,-9.8
c1csc([C@@H](CO)NC(=O)CS(=O)(=O)Cc2ccccc2)n1,0.6810,3.8690,-8.15,-8.1
c1ccc(-c2noc(CN3CC(C4CC4)C3)n2)o1,0.7260,3.4030,-8.35,-8.7
c1ccc2c(c1)C[C@H](CNS(=O)(=O)c1cccs1)CO2,0.8420,3.7240,-8.95,-9.7
c1ccc(Cn2c(CCc3ccccc3)nnn2)cc1,0.6110,2.7950,-8.95,-10.2
c1cncc(C[S@@](=O)Cc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,0.6600,3.8000,-8.85,-9.4
c1ccc2c(c1)CCN(CCOc1cccc[nH+]1)C2,0.7340,4.1280,-8.8,-9.7
c1ccc(Cn2nnnc2COCCO)cc1,0.6240,3.0960,-8.3,-8.1
c1ccc(-c2nnc2n2CCC[C@@H]2NC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.7840,4.0780,-9.75,-8.3
[C@H]Oc1cc(/C=C(\C#N)c2ncnn2-c2ccccc2)ccc1F,0.5900,3.9670,-9.05,-8.6
c1cccc(C2=N/C(=C/c3ccc(O)c(Cl)c3)C(=O)OC2)c1,0.5820,3.4540,-9.4,-10.3
c1cc(-c2cccs2)nc(NCCc2nncn2C)c1,0.6830,3.4560,-8.65,-9.3
[C@H]O/N=C1\S/C(=C\c2ccccc2)C(C)=N1,0.6310,4.2620,-8.6,-8.3
c1cccc(C(=O)NC[C@H](O)CO[C@H]2CCOC2)c1,0.6890,3.7800,-8.45,-8.2
[C@H]Oc1cc(CCCCN[C@@H](C)CN2CCN(c3ccccc3)CC2)cc(Cl)c1OCC(C)C,0.2770,4.1520,-8.8,-8.6
c1nc(Cl)c(/C=N/NC(N)=S)s1,0.3430,4.3050,-7.75,-5.7
[C@H]#Cc1ccccc1C(=O)N1CCC(n2cncn2)CC1,0.6870,3.5330,-8.9,-8.7
[C@H]1C(=O)NC(=O)C[C@@H]1c1ccc(OC2CCCC2)cc1,0.7590,4.1750,-9.1,-9.8
[C@H]Oc1ccc(-c2cc(NC(=O)[C@H]3CC(=O)N(C(=O)c4ccco4)C3)ccc2OC)cc1,0.4980,4.1300,-9.55,-10.0
[C@H]1CCCN(c2cc([N+](=O)[O-])ccc2Cl)[C@@H]1c1cccc(F)c1,0.4900,4.1440,-8.85,-8.1
[NH3+]CC#Cc1ccccc1OCc1ccc([N+](=O)[O-])cc1,0.4270,3.5900,-8.8,-8.8
[NH3+]C[C@@H]1CCN(C(=O)C2CC2)C1,0.4940,4.4460,-7.8,-6.4
[NH3+]c1ccc2nc(SCC3CCCCC3)cnn12,0.7640,4.3600,-8.9,-8.6
[NH3+][C@@H](Cc1ccccc1)c1n[nH]c(=O)c2ccc(Br)cc12,0.6640,4.2200,-8.95,-9.9
[NH3+][C@H]1CCN(c2ccccc2Br)C1,0.6890,4.4170,-7.9,-6.6
[NH3+]C1(C(=O)NCCc2cccc(C(F)(F)F)c2)CCOCC1,0.7750,3.9180,-8.9,-9.7
[NH3+][C@@H](Cc1ccccc1)CSc1ccccc1N1CCCC1,0.7300,3.9910,-8.9,-9.3
[NH3+]CCOc1ccccc1C(=O)[O-],0.5250,4.3140,-7.9,-6.2
[NH3+]CCOC1CCC(n2nnnc2Sc2ccccc2)CC1,0.7740,3.9710,-8.75,-7.7
[NH3+][C@@H]1CC[C@H](C(=O)NCCc2cc(Cl)ccc2F)C1,0.7660,4.4690,-8.65,-9.2
[NH3+]C[C@H](O)COCc1ccccn1,0.5280,4.4330,-7.8,-6.4
[NH3+]Cc1cccc(Oc2cccc(F)c2Br)n1,0.8460,3.9900,-8.55,-8.6
[NH3+][C@@H](C(=O)N(Cc1ccccc1)C(F)(F)F)c1ncccc1F,0.5900,4.3910,-8.85,-8.7
[NH3+][C@H](Cc1ccccc1Br)c1cc2c(Cl)cccc2[nH]1,0.6140,4.3060,-9.1,-9.4
[NH3+]CC1CCC(C(=O)Nc2ccc(NC(=O)c3ccc(F)cc3)cc2)CC1,0.6550,3.2640,-9.0,-11.0
[NH3+]c1cccc(NC(=O)c2cnc(S[C@H](C)CO)cc2)c1,0.6330,4.3960,-8.9,-9.0
[NH3+][C@H]1CCCN(S(=O)(=O)N(Cc2ccccc2)C2CCCC2)C1,0.7810,4.2550,-8.95,-8.6
[NH3+]Cc1ccc(N2CCCC2)cc1,0.6180,3.4610,-8.15,-6.9
[NH3+]Cc1ccccc1NC[C@@H]1Cc2ccc(F)cc2C1,0.7800,4.1660,-9.05,-10.1
[NH3+]Cc1ccc(C2CC(COCCO)C2)cc1,0.6220,3.9360,-8.25,-7.4
[NH3+]c1nc(-c2cccnc2)n[nH]1,0.5060,4.2390,-8.1,-6.6
[NH3+][C@H](Cc1ccccc1)c1ccccc1OC(F)(F)F,0.8190,3.9370,-8.95,-8.6
[NH3+][C@@]1(Cc2cc(=O)oc3ccccc23)CCOCC1,0.7230,4.0970,-8.85,-8.6
[C@@]Oc1ccc(OC)cc1NC(=O)c1ccc(Cl)s1,0.8370,3.5330,-8.2,-8.3
[C@@]Oc1cccc(OC(C)C)c1[N+](=O)[O-],0.4620,3.9390,-8.0,-6.2
[C@@]Oc1cccc(NC(=O)[C@H]2CC(c3ccc(OC)cc3)=NC2=O)c1O,0.5360,4.3940,-9.25,-10.3
[C@@]1(Cc2ccccc2)c2ccc([N+](=O)[O-])cc2O1,0.5110,3.4360,-8.85,-9.3
[C@@](O)(COCc1ccc(Cl)cc1)N1CCC(O)(C(F)(F)F)CC1,0.7550,3.8510,-8.8,-9.1
[C@@]1(C(=O)NCc2ccccc2O)NC(=S)N1[C@@H]1CCS(=O)(=O)C1,0.5480,4.3560,-8.8,-9.3
[C@@](C#N)c1cccc(OCC(=O)Nc2ccccc2F)c1,0.8170,3.3240,-8.65,-10.0
[C@@](CCc1ccccc1)(N(C)C)c1c(F)cccc1F,0.6950,3.2620,-8.9,-8.5
[C@@]1(CC2CSCCC2)Cc2ccccc21,0.6280,4.4710,-8.55,-8.4
[C@@]Oc1ccc(CC(=O)N(Cc2cccs2)C2CC2)cc1C,0.7130,3.7100,-8.75,-7.5
[C@@](C#N)C(=O)Nc1ccc(F)c(-c2c[nH]c3ccccc23)c1,0.6750,3.6700,-9.15,-10.8
[C@@]1(CNC2CCCCC2)CCCO1,0.6230,3.7920,-8.15,-7.1
[C@@]Oc1ccc(OCc2ccccc2)cc1-c1cccc(C)c1,0.5470,3.1660,-9.35,-11.0
[C@@](Cc1cc(=O)[nH]c2ccccc12)NC1CC1,0.6820,3.8700,-8.8,-8.2
[C@@](C(=O)Cc1ccccc1)C1CN(C(=O)c2cc3ccccc3[nH]2)C1,0.6810,3.5790,-9.3,-11.4
[C@@]1(CSc2ccc(F)cc2)CCCN1c1ccccc1Cl,0.5930,3.4450,-8.85,-8.8
[C@@](O)(c1ccc(Cl)cc1)c1ncc(C(N)=O)s1,0.7950,3.6420,-8.7,-8.0
[C@@]1(C#N)CCC[C@H](Oc2cc(C(C)(C)C)nn2Cc2ccccc2)C1,0.7160,4.4180,-9.2,-8.7
S=C(CN1CCN(c2ccc(Cl)cc2Cl)CC1)Nc1cccc2ncccc12,0.4810,3.3040,-9.4,-10.4
O=C(c1ccco1)N1CCC[C@H](Nc2ccccc2F)C1,0.8430,3.4560,-8.95,-8.8
[C@@](O)(c1ccc(Cl)cc1)[C@@H]1CCCN1Cc1ccco1,0.8290,3.7990,-8.65,-8.5
[C@@]Sc1ccc(NC(=O)[C@@H]2CCCO2)c(F)c1,0.7400,4.2530,-8.55,-8.4
[C@@](CNS(=O)(=O)c1ccc(C(N)=O)cc1)NC[C@H]1CCCO1,0.3550,4.1760,-8.5,-8.7
[C@@]1(CNC(=O)c2ccoc2)CCCN1C1CC1,0.7620,3.8930,-8.3,-7.6
[C@@]Oc1ccccc1NC(=O)CCN1CCO[C@@H](c2nc(C)no2)C1,0.7540,4.3100,-9.05,-9.3
[C@@](C#N)c1c(F)cccc1NC(=O)C(=O)NCc1cccc(Cl)c1,0.7370,3.5480,-8.95,-10.0
[C@@]12C[C@H]1CN(C(=O)c1ccc(F)cc1)C2,0.5840,3.9030,-8.55,-8.1
[C@@](C(=O)c1ccc(Br)cc1)c1ccc(C=N)cc1[N+](=O)[O-],0.2880,3.9580,-8.9,-9.3
[C@@]Oc1ncc(CN2CCN(C(=O)Cc3ccc(Cl)s3)CC2)cn1,0.7130,3.8670,-8.65,-8.3
[C@@]1(C)CCCO1,0.3310,4.4990,-6.8,-4.1
[C@@]=C(C#N)C1CCN(C(=O)N2CCOCC2)CC1,0.5470,3.9560,-8.35,-7.8
[C@@]1(c2ncc(C(F)(F)F)cc2C(F)(F)C(F)(F)F)C(C)=N1,0.6540,4.1480,-8.9,-8.7
[C@@](O)(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1F,0.4280,3.1890,-8.8,-9.3
[C@@]1(CCNC(=O)C(=O)c2ccccc2)Cn2cccc21,0.5630,3.7100,-9.0,-9.3
[C@@](C#N)(OCc1cc2ccccc2[nH]1)c1ccc(O)cc1,0.6670,3.6360,-9.0,-9.4
[C@@]1(CNC(=O)/C=C/c2ccnc(-n3cccc3)c2)NC(=O)N1CCC(=O)[O-],0.5190,4.4220,-9.1,-9.9
[C@@](C)(C(N)=O)CCCC1CCC1,0.5700,3.7360,-8.0,-6.6
[C@@](CNC(=O)Nc1cccc(C(F)(F)F)c1)[C@H]1CCCO1,0.7970,4.1970,-8.85,-9.5
[C@@](C#N)c1ccccc1O[C@@H]1CCOc2ccccc21,0.7500,4.1870,-8.9,-8.2
[C@@](C#Cc1nc2ccccc2o1)[C@@H]2c1ccccc1-2,0.5120,4.1480,-9.0,-10.1
[C@@]1(C)CCN(C(=O)Cn2ccc3nc[nH]c3c2=O)C1,0.7560,4.0360,-8.7,-8.8
[C@@](C#N)(CNC(=O)[C@@H]1CCCc2ccccc21)c1ccccc1,0.8410,3.9210,-9.2,-10.4
[C@@]([C@@H]1CCCCN1C(=O)c1ccc(Cl)cc1CO)N1CCC(C(=O)NC2CCOCC2)CC1,0.5610,4.4390,-9.65,-9.9
[C@@]1(C(=O)c2ccc(Cl)cc2)[C@H]2C(=O)C=C[C@@H]21,0.6330,4.4600,-5.0,10000000000.0
[C@@]Oc1cc(C(=O)N[C@@H](C)c2nc(-c3ccccc3)n[nH]2)cc(OC)c1OC,0.5550,4.1270,-9.1,-9.8
[C@@](Br)c1ccc2c(=O)n(CC(=O)NCc3ccc(C(C)(C)C)cc3)[nH]c2n1,0.5540,3.9750,-9.1,-9.9
[C@@]Oc1c(NC(=O)/C=C/c2ccc(F)cc2)cccc1OCC(N)=O,0.6560,3.5850,-8.95,-9.9
[C@@](C#N)(Oc1nnc(COCC2CC2)o1)c1ccc(OC(F)F)cc1Cl,0.5500,4.2260,-8.65,-9.1
[C@@]1(c2ccccc2)NC(=O)N(Cc2ccncc2)C1=O,0.7600,3.4000,-8.9,-9.3
[C@@](C#Cc1ccccc1)c1cccc([N+](=O)[O-])c1O,0.4070,3.7340,-9.05,-9.4
[C@@]1(NC(=O)c2cccnc2)CN(C(=O)OC2CCCCC2)CCC1,0.8250,3.6450,-8.8,-7.3
[C@@](C(=O)c1ccc(OC2CCCCC2)cc1)c1ccccc1Cl,0.5910,3.3880,-9.1,-10.6
[C@@]1(C#N)Cc2oc(-c3ccccc3)nc2[C@@H]1c1ccccc1,0.6110,4.1820,-9.1,-8.1
[C@@]1(C(F)(F)C(F)(F)F)N/C1=N\CC(=O)c1cccc(C(F)(F)F)c1,0.4070,4.2500,-9.3,-10.6
[C@@]Oc1cccc(F)c1C(=O)NCCCc1c(F)cccc1Cl,0.7120,3.5810,-9.1,-9.1
[C@@]1(c2ccsc2)NC(=O)N(C(C)C)C1,0.6940,4.3190,-7.95,-7.4
O=C(N/N=C/c1c2ccccc2ccc1OC(F)F)c1ccccc1,0.4590,3.0300,-9.65,-10.9
CSc1ccc(CNC(=O)N[C@@H](C)CSc2ncncn2)cc1,0.6480,4.0320,-8.6,-8.5
N#Cc1ccc(/C=C/C(=O)N[C@H]2CCS(=O)(=O)C2)cc1,0.7370,3.7810,-8.65,-8.3
[C@@](C#N)C(=O)NC1CCCCC1,0.5630,3.9770,-7.65,-6.6
[C@@]Oc1ccc(CCO)c(NC(=O)C(=O)Nc2cccc(C)c2)c1,0.6340,3.5910,-8.75,-10.6
[C@@](CN/N=C/c1cc([N+](=O)[O-])ccc1OC(C)=O)c1ccccc1,0.1110,3.7870,-8.9,-9.9
[C@@]1([C@H]([O-])Cc2ccccc2)NC(=O)N(CC(=O)NCc2ccccc2)C1,0.6750,4.1030,-9.05,-9.6
[C@@](C#N)(OCc1ccc(C#N)cc1)c1ccccn1,0.7330,3.5290,-8.5,-8.5
[C@@]1(CNC(=O)c2ccoc2)c2ccccc2C1,0.7710,3.6620,-8.75,-8.9
[C@@](F)(c1ccc[nH]1)N1CCN(C(=O)c2cccc(Cl)c2)CC1,0.7830,3.4710,-9.1,-9.1
[C@@]1(NC(=O)C2CCN(c3ccccc3)CC2)NC(=O)N(C)C1=CC(=O)[O-],0.6270,4.0210,-9.1,-8.9
[C@@]1(C)CCC[C@@H]1NC(=O)c1nc(C2CC2)n2ccccc12,0.8400,4.2730,-9.05,-8.8
