smiles,QED,SA,EGFR_Docking,HER2_Docking
S[C@H](c1cccc(OC(F)F)c1)c1c[nH]c2ccccc12,0.5660,3.8600,-9.2,-9.5
S[C@]1(c2ccccc2)CCN(Cc2ccccc2F)C1,0.7390,3.8930,-8.75,-9.0
[C@]1(C#N)C[C@H]1C(=O)c1ccc(F)cc1,0.5670,4.1090,-8.25,-7.5
[C@]1(Cc2ccccc2Cl)CCN(Cn2cnnn2)C1,0.7540,4.0490,-8.75,-9.3
[C@]1(C(=O)C2CC2)cc(-c2ccccc2)[NH+]1Cc1ccccc1,0.7980,4.5000,-8.9,-8.2
[C@](O)(c1ccccc1Cl)[C@@H]1CCCCN1c1ccc(C#N)cc1,0.8020,3.7840,-8.95,-8.5
[C@]Oc1ccccc1NC(=O)c1ccccc1C,0.7910,3.1160,-9.0,-8.7
[C@]([C@H]1CCCCN1C(=O)Cc1ccco1)NCc1ncc(-c2ccccc2)o1,0.5360,4.3420,-9.4,-10.5
[C@](C#N)(C[NH2+]Cc1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,0.7900,4.2750,-8.7,-9.8
[C@]Oc1ccccc1NC(=O)c1cccc2ccccc12,0.6830,3.1100,-9.4,-9.7
[C@](N)[C@@]1(C)CN(Cc2nc3ccccc3s2)C1,0.7420,3.9090,-8.3,-8.7
[C@]1(C#N)CCC[C@@H](NC(=O)C(=O)Nc2ccc(CC#N)cc2)C1,0.7310,4.2110,-8.65,-9.7
[C@](O)(c1ccc([N+](=O)[O-])cc1)N1CCOCC1,0.5300,3.3540,-8.3,-7.6
[C@]1(C(=O)NCc2ccncc2)O[C@H](C2CCCCC2)N1C1CC1,0.8070,4.1940,-8.75,-9.5
[C@](CNC(=O)c1cccc(F)c1)NC[C@H]1CCCC[C@@H]1CO,0.4330,4.4660,-8.6,-9.2
[C@]1(n2cnc3ccccc3c2=O)Nc2c1cnn2C,0.6000,3.9470,-9.0,-9.5
[C@](C#N)(CO)CNC(=O)C1CCCC1,0.5810,3.8190,-7.95,-6.9
[C@]1(C#N)CC(=O)N(S(=O)(=O)Cc2ccco2)C1=O,0.6110,4.4720,-8.5,-7.7
[NH+]=C([O-])COc1ccc(S(=O)(=O)N2CCCCC2)cc1F,0.4390,3.7170,-8.7,-8.6
[C@]([C@@H]1CCCN1C(=O)c1ccccc1)[C@@H](C#N)C(=O)NCc1nc2ccccc2[nH]1,0.5650,4.4770,-9.25,-9.8
NC(=O)COC(=O)CN(C)c1ccc(Cl)s1,0.6990,3.6970,-8.2,-7.1
CSc1ccc(-c2nnc(SCC(=O)Nc3ccc(C)c(C)c3)o2)cc1,0.5140,3.1250,-9.15,-9.7
O=C(CSc1nncs1)Nc1cccc(C(=O)NC2CCCC2)c1,0.6720,3.1590,-8.9,-9.6
[C@]1(C(=O)NC2CCCC2)C[C@@H](c2ccccc2)OC1(Cl)Cl,0.7550,4.2360,-9.05,-8.9
[C@](C#N)(C(=O)[O-])c1cc2ccccc2[nH]1,0.6560,4.0580,-8.6,-8.0
[C@]1(NC(=O)c2ccc(Cc3ccco3)nc2)CC(C)(C)OC1,0.8430,3.9810,-8.8,-9.1
[C@](C#N)(OCc1ccc[nH]1)c1ccccc1,0.7450,3.8590,-8.3,-8.2
[C@](C#C[C@@H]1CCCCN1C(=O)COc1ccccc1Cl)c1ccc(C#N)cc1,0.6380,4.2390,-9.15,-8.3
[C@]1(CNc2ncnc3c2sc2ccccc23)CCC(=O)[C@@H]1C,0.6990,4.4390,-9.1,-10.2
[C@](C#N)(C(=O)[O-])C(=O)N(CCC#N)C1CCCC1,0.5090,4.4330,-8.1,-6.2
[C@]1(c2ccccc2F)[C@H](C(=O)NCc2ccc(C(C)(C)C)cc2)OC1=O,0.7570,3.9470,-9.15,-9.2
[C@]Oc1cccc(NC(=O)N2CCN(C(=O)CSc3ncnc4ccccc34)CC2)c1,0.3910,3.6130,-9.35,-10.3
[C@](NC(=O)C1(c2cccc(C(F)F)c2)CC1)c1cc2ccccc2n1C,0.5810,4.0270,-9.5,-11.7
[C@]1(CNc2nc(C(F)(F)F)cs2)CN(Cc2ccccc2)C1,0.8090,3.6560,-8.6,-9.6
[C@](O)(c1cccc(Cl)c1)[C@H](C)C(=O)[O-],0.7130,4.3740,-8.3,-7.4
[C@]1(Cn2c(=O)[nH]c3ccccc32)CCC(=O)N1Cc1ccc(C(C)(C)C)cc1,0.6490,3.6310,-9.55,-8.9
[NH+]=C(c1cccc(Cl)c1)N1CCN(c2ncnc3ccccc23)CC1,0.4600,3.5630,-9.2,-10.2
[C@]1([C@H](O)C2CCCC2)CCCO1,0.5840,4.4660,-7.95,-6.9
[C@][NH+][C@](CCSc1nc2ccccc2o1)c1nc(-c2ccc3ccccc3c2)c[nH]1,0.2920,4.2980,-9.4,-10.6
[NH+]=C1CCN(c2cccc(OCc3ccccc3)c2)CC1,0.8280,3.4200,-9.2,-10.0
[NH+]=C1NC(=S)N(c2ccc([N+](=O)[O-])cc2)C1=O,0.2880,3.9730,-8.65,-7.9
[C@](C#Cc1ccccc1)C(F)(F)C(F)(F)F,0.4140,4.0170,-8.6,-8.5
[C@]1(C#N)CCC[C@@H](Oc2ccc(F)cc2)C1,0.6630,4.1180,-8.35,-8.0
[C@]1(C(=O)NCc2ccc(Cl)cc2)N/C1=C\c1ccccc1C#Cc1ccccc1,0.4020,3.6090,-10.0,-10.7
[C@](O)(c1cccc(Br)c1)c1nc(-c2ccco2)no1,0.7010,3.6580,-8.8,-9.6
[C@](Cc1cccc(N2CCCOC2=O)c1)N1CCC(Cc2ccccc2)NC1=O,0.7180,4.4520,-9.8,-10.8
[C@]1(C(C)=O)C[C@@H]1CN(c1cnccn1)c1ccccc1,0.7350,4.4080,-8.45,-7.9
[C@](O)(CCC(=O)[O-])Nc1ccc(Cl)cc1Cl,0.7480,3.9960,-8.2,-7.3
O=C(Nc1ccccc1OCC[NH+]1CCCC1)c1cccc2ccccc12,0.6080,3.9420,-9.5,-8.9
N#C[C@H]1CNc2cc(C(=O)NC[C@H](O)c3ccccc3)ccc2N1,0.5890,4.3340,-9.2,-9.8
[C@]1(CNCc2ccncc2)N=N1,0.6190,3.7670,-7.7,-6.3
[C@]1(C(=O)Cc2cccc(F)c2)NCC[C@@H]1CCOc1cccc(C#N)c1,0.7300,4.1710,-9.2,-10.2
[NH+]=C(/NC[C@@H]1CN(C)CCO1)Nc1ccc(Cl)c(Cl)c1,0.4520,4.3700,-8.55,-8.9
[NH+]=C(/NCc1ccc(Cc2ccccc2)nc1)OCc1ccccc1,0.4360,3.4100,-9.1,-10.2
[C@](O)(c1ccccc1)[C@@H]1CCCC[C@@H]1O,0.6780,3.9910,-8.6,-7.8
[C@](C#CCNC(=O)N1CCC(OC(F)(F)F)CC1)c1ccccc1Cl,0.7250,4.1120,-9.0,-10.1
[C@]1(c2ccc(Cl)cc2)NC(=O)N1CCC1CCN(c2ccccc2)CC1,0.7420,3.4370,-9.65,-10.1
[C@]O[C@@H]1CC[C@@H](NC(=O)c2cccc(N3CCN(c4ccc(F)cc4)CC3)c2)C1,0.7450,4.1810,-9.25,-10.2
[C@](NC(=O)c1ccnc(-c2ccc(C(C)(C)C)cc2)n1)c1ncoc1C(C)C,0.5690,4.1160,-9.35,-9.8
[C@]1(Cc2ccccc2Cl)SC(=S)N1Cc1ccc(Cl)cc1,0.5630,3.3930,-8.95,-8.8
[C@](C#Cc1ccccc1)C(=O)N1CCC(OCc2ccccc2F)CC1,0.6910,3.6580,-9.35,-10.1
[C@]O[C@@H]1CC[C@@H](NC(=O)c2ccc(Cl)c(OC)c2)C1,0.8220,4.2730,-8.4,-8.7
[C@](C#C/C([O-])=N/S(=O)(=O)c1ccccc1)c1ccncc1,0.3730,4.3060,-9.2,-9.8
[C@]1(c2ccccc2)NC(=O)O1,0.5510,3.4640,-7.9,-7.1
[C@](C#Cc1noc2cc(C(=O)NCc3cc4ccccc4o3)oc12)C(F)(F)F,0.4370,4.4320,-9.75,-10.6
[C@]1(C(C)(C)C)NC(=O)N(CCc2cccnc2)C12CCCCC2,0.8180,4.3300,-8.8,-7.0
[C@](O)(c1ccc(Cl)cc1)[C@H]1CCCO1,0.7150,3.7930,-8.3,-7.6
[C@](O)(c1ccc(Cl)cc1)C(=O)Oc1ccc([N+](=O)[O-])cc1,0.3060,3.2150,-8.8,-9.2
[C@](C#N)([C@H](C#N)NCc1ccc(Cl)cc1)n1cncc1,0.8120,4.4750,-8.5,-7.8
[C@]1(C)CCC[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)c1ccc(Cl)cc1,0.6720,4.0260,-9.5,-9.1
[C@](CC(=O)Nc1ccc2c(c1)CCC2)C1CCC1,0.7600,3.5940,-8.65,-10.2
[C@]1(c2cccs2)NC(=S)NC(=O)C1,0.5810,4.3010,-7.85,-6.1
[C@]1(c2ccccc2)NC(=O)/C1=C\c1ccccc1,0.5280,3.2360,-9.2,-9.7
[C@](S)(/N=C/c1ccc(C(=O)N(C)C)cc1)c1ccc(F)cc1,0.5800,3.4490,-8.9,-9.4
[C@](O)(Cc1ccc(Cl)cc1)NC(=O)c1ccc(S(C)(=O)=O)cc1,0.7660,3.1590,-8.8,-10.0
[C@](O)(c1ccccc1)c1cc(F)cc(Br)c1,0.7840,3.1530,-8.7,-8.8
[C@]1(c2ccccc2)Nc2ncnn2c1=S,0.6310,4.2230,-8.55,-7.7
[NH+]=C1CCC(Cc2ccccc2)S/C1=C\c1ccccc1Cl,0.8100,4.4040,-9.3,-9.1
[NH+]/C=C/C(=O)c1ccc(F)cc1OCC(F)F,0.4720,4.1130,-8.4,-7.3
O=C(Cc1ccc(F)cc1)Nc1ccccc1F,0.7860,2.4420,-8.85,-9.3
[NH3+]Cc1noc(COc2cccc([N+](=O)[O-])c2)n1,0.5020,3.8240,-8.6,-8.2
[NH3+]CC(=O)N1CCN(C(=O)N[C@@H]2CCCc3ccccc32)CC1,0.7150,4.0290,-8.95,-9.1
[NH3+][C@@H](Cc1cccc(Cl)c1Cl)c1ccc(Cl)cc1,0.7810,4.0370,-9.0,-9.0
[NH3+][C@H]1CCCC[C@@H]1c1nc2ccccc2n1CCc1ccccc1,0.6850,4.2210,-9.5,-9.2
[NH3+]CCn1ccc(COc2ccc(Cl)cc2F)n1,0.7950,3.8640,-8.4,-8.3
[NH3+][C@H](Cc1ccccc1)c1ccc(F)c(F)c1,0.7450,3.8580,-8.85,-9.1
[NH3+]C1CCN(CCOc2cccc(Br)c2)CC1,0.8160,3.6920,-8.35,-7.8
[NH3+][C@H](CCC(F)(F)F)Cc1ccccc1,0.7020,4.2100,-8.1,-8.0
[NH3+][C@H](C1(Cc2ccccc2)CC1)Cc1ccccc1,0.7470,3.9370,-8.7,-8.5
[NH3+][C@@H](Cc1ccccc1)c1ccc(Cl)cc1,0.7430,3.7020,-8.8,-8.8
[NH3+]C1(CCn2ccc(C(=O)N3CCCC3)c2)CC1,0.7450,4.1790,-8.4,-8.1
[NH3+][C@H](C(=O)N1CCOCC1)c1ccc(Oc2ccccc2)cc1,0.8330,3.8300,-9.05,-9.5
[NH3+]CCNCc1ccc(N2CCc3ccc(F)cc3C2)cc1,0.7260,3.5900,-8.85,-9.3
[NH3+][C@@H]1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)C1,0.5380,4.3550,-8.6,-7.9
[NH3+][C@@H](Cc1cccc(F)c1)c1ccccc1,0.7150,3.7960,-8.75,-8.8
[NH3+][C@@H](CC(=O)Nc1ccc(Cl)cc1)c1ccc2cc(O)ccc2c1,0.5790,3.9150,-9.4,-11.1
[NH3+]C1(Cc2ccccc2)CC1,0.5480,3.8210,-7.8,-6.6
[NH3+]C1CCc2cc(C(=O)N(C/C#N)c3ccc(F)cc3F)ccc21,0.7790,4.4780,-9.0,-8.9
[NH3+][C@@H](Cc1ccccc1)C(=O)N1CCN(Cc2ccccc2)CC1,0.7980,3.6550,-9.05,-9.9
[NH3+][C@H](CSc1ccccc1)C(=O)OCc1ccncc1,0.5470,4.0800,-8.45,-8.1
[NH3+][C@@]1(Cc2ccc(Cl)cc2)CCCOC1,0.7190,4.4880,-8.3,-7.7
[C@@]1(C)c2ccccc2N1CC1CCN(S(=O)(=O)c2cncc3ccccc23)CC1,0.5560,3.6150,-9.55,-10.1
[C@@]1(C(=O)N2CC[C@H](NCc3cccnc3)C2=O)C(=O)[C@@H]1c1cccc(F)c1,0.7090,4.4860,-9.1,-10.4
[C@@](C#CCCNC(=O)N[C@@H]1CC(C)(C)Oc2ccccc21)c1cccc(Cl)c1,0.4800,4.4110,-9.25,-10.3
[C@@](C#Cc1ccccc1)C(=O)Nc1cccnc1,0.7090,3.6040,-8.7,-9.0
[C@@]1(CCc2ccccc2)OC[C@H]1C(=O)Nc1cccc([N+](=O)[O-])c1,0.5520,3.8710,-9.3,-10.8
[C@@]S(=O)(=O)NCc1nnc(-c2ccccc2Cl)n1N,0.6890,3.9560,-8.6,-8.6
[C@@](C#N)(COC1CCOCC1)N1CCC[C@](O)(Cc2ccccc2)C1,0.7590,4.3720,-8.6,-8.9
[C@@]1(CC=C2CCCCC2)CCCN(C(=O)CCCc2ccccc2F)C1,0.5050,3.8650,-9.15,-9.8
[C@@](C)(C#N)c1ccc(-c2ccc(O)c(Cl)c2)cc1,0.7760,3.3240,-8.8,-8.8
[C@@]1(c2cccnc2)NC(=O)N(CCC(=O)Nc2nccs2)C1=O,0.6960,3.7620,-8.9,-9.4
[C@@]Oc1cccc(CNC(=O)N[C@@H](C)c2cccc(Cl)c2)c1,0.7810,3.8100,-8.95,-10.1
[C@@](O)(C(=O)c1ccccc1)[C@H]1CCCO1,0.6670,3.7790,-8.35,-7.8
[C@@]1(Cc2ccccc2)=NC(N)=N[C@@H]1C(=O)NC1CCCC1,0.7770,4.1320,-9.35,-9.6
[C@@](O)([C@H]1CC(=O)N(Cc2cccc(F)c2)C1)c1ccc(N)c(F)c1,0.7470,3.9420,-9.55,-10.1
[C@@]1(C)CCN(C(=O)NCc2ccccc2[N+](=O)[O-])C1,0.5690,3.4960,-9.1,-8.4
[C@@](O)(CNC(=O)c1ccc(C(C)(C)C)cc1)[C@@H]1CCCO1,0.7960,3.8270,-8.9,-9.8
[C@@]1(CCc2cccnc2)Nc2nc(C3CCCC3)ncc21,0.8310,3.9660,-9.1,-9.6
[C@@]1(C)CCCN1c1cc(C([N-])=O)cc([N+](=O)[O-])c1,0.5060,4.2460,-8.7,-7.9
[C@@](C#N)S(=O)(=O)c1noc(-c2ccccc2F)n1,0.7270,4.2010,-8.4,-8.4
[C@@]1(CC#N)CCCC(=O)N1c1ccccc1,0.6580,3.6170,-8.3,-7.5
[C@@](O)(c1ccccc1)c1n[nH]c(N2CCCC[C@@H]2C)c1[N+](=O)[O-],0.5680,4.3290,-8.8,-9.4
[C@@](C#Cc1ccc(C(=O)Oc2cccc([N+](=O)[O-])c2)cc1)C(=O)[O-],0.1730,3.7920,-9.2,-10.1
[C@@]1(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)NC(=S)N1c1ccccc1,0.6790,3.5150,-9.35,-9.2
[C@@]1(CNc2cc([N+](=O)[O-])ccc2Cl)CCCCC1=O,0.5780,3.6700,-8.75,-9.1
[C@@]Oc1ccccc1OCC(=O)Nc1ccc([N+](=O)[O-])cc1F,0.5530,3.3900,-8.85,-9.4
[C@@]1(C)Cc2ccccc2N1CCn1cc([N+](=O)[O-])cnc1=O,0.5350,3.8740,-9.25,-9.7
[C@@]1(C(=O)CCC(=O)N/N=C/c2ccccc2C#N)n(CCCc2ccccc2)C1,0.2860,4.1230,-8.95,-10.2
[C@@]Oc1ccc(Nc2ncnc(-c3ccccc3)n2)cc1Cl,0.6930,3.5230,-9.1,-10.9
[C@@](C#Cc1ccc(C(=O)Nc2cc(S(=O)(=O)N(C)C)n[nH]2)cc1)c1ccc(F)cc1,0.5160,4.0810,-9.45,-10.5
[C@@](CNC(=O)N1CCN(C(=O)[C@H]2CCCO2)CC1)c1ccccc1N1CCCC1,0.7210,4.1260,-9.2,-9.5
[C@@](C#Cc1ccccc1)C(=O)Cn1c(=O)[nH]c2ccccc21,0.6500,3.7550,-9.2,-9.5
[C@@](O)(c1ccccc1F)N[C@@H](C(=O)Nc1ccc(Cl)cc1)c1cccc(C#N)c1,0.4590,3.8030,-9.6,-9.7
[C@@]Oc1ccc(C(=O)NC[C@@H]2CCCO[C@H]2c2ccccc2[N+](=O)[O-])cc1OC,0.4680,4.4770,-9.35,-9.6
[C@@]1(CNC(=O)c2ccc[nH]2)Nc2ccccc21,0.6460,3.7370,-8.65,-8.9
[C@@]1(CNC(=O)c2ccc[nH]2)CCC1(C)C,0.6800,4.1090,-8.25,-7.7
[C@@]Oc1ccc2nc(NC(=O)CCC(=O)c3cccc(OC)c3)oc2c1,0.5560,3.6550,-9.0,-10.5
[C@@]1(C(=O)c2cc(Br)c(F)cc2F)NC(=S)N=C1SCc1cccs1,0.3190,4.3010,-9.0,-8.8
[C@@](CCl)c1cccc(OCC(F)(F)F)c1,0.6290,3.8240,-8.15,-7.7
[C@@]1(c2ccccc2)NC(=O)N1CCNC(=O)c1cc2ccccc2[nH]1,0.5710,3.4820,-9.4,-11.0
[C@@](C#C/[NH+]=C(/N)Nc1cccc(OCC(=O)N2CCCC2)c1)C1CCCC1,0.2100,4.3440,-9.3,-10.2
[C@@](C#N)C(=O)Nc1cnn(C)c1,0.5630,4.3690,-7.45,-5.8
[C@@]1(CNc2ccccc2-n2cccn2)CCCN1C(=O)OCc1ccccc1,0.6000,3.5960,-9.25,-9.9
[C@@]1(CNC(=O)[C@@H]2CCCN(c3ccccc3)C2(C)C)CCC1,0.8220,4.2920,-8.55,-8.6
[C@@](CCl)CSc1nc(-c2ccccc2)n[nH]1,0.4050,4.0310,-8.3,-8.0
[C@@](CNCS(=O)(=O)c1cccc(Cl)c1)N1CCNC1=O,0.6580,4.1900,-8.45,-8.5
[C@@]=CCN1C(=O)/C(=C\c2ccc(S(=O)(=O)OC)cc2)SC1=S,0.3590,4.0300,-8.35,-7.1
[C@@](CNc1ncnc2c1nnn2Cc1ccccc1F)c1ccccc1,0.4810,3.7080,-9.4,-10.2
[C@@]1(C#N)C[C@H]1C(=O)N[C@H](Cc1ccccc1)c1ccccc1,0.8190,4.0630,-9.2,-8.4
[C@@]1(C)CC(=O)N(c2ccc(Cl)cc2)C1=Cc1ccccc1,0.6860,3.4290,-9.25,-9.2
[C@@]1(C#N)CCC[C@H]1C(=O)Nc1cccc([N+](=O)[O-])c1,0.5650,4.0980,-8.95,-9.0
[C@@]Oc1ccc(NC(=O)c2ccccc2OCc2ccccc2)nn1,0.6500,3.3640,-9.4,-9.6
[C@@](O)(CNc1ccc([N+](=O)[O-])cn1)c1cccc(Cl)c1,0.5530,3.5340,-8.65,-9.0
[C@@]Oc1ccc(NC(=O)c2cc(Cl)c([N+](=O)[O-])cc2C)cc1[N+](=O)[O-],0.5390,3.6850,-8.95,-9.9
[C@@](C#N)(C(=O)Cc1ccc(F)c(F)c1)NCc1ccc(F)cc1,0.7910,3.4760,-8.9,-9.9
[C@@](C#N)(OCc1ccc(Cl)cc1)N1CCc2ccccc2C1,0.7580,3.3810,-9.05,-10.2
[C@@]1(C(=O)Nc2ccc(F)cc2F)C=C(C(F)(F)F)N=C1[O-],0.7450,4.2200,-9.1,-9.3
[C@@](C#CN(C)C(=O)Nc1cccc(S(=O)(=O)N(C)C)c1)c1ccccc1,0.5650,3.8730,-9.3,-9.1
[C@@]1(c2ccccc2)N(C[C@@H]2CCCO2)c2ccc(Cl)cc2C1=O,0.7500,3.8890,-9.4,-8.0
[C@@](C#Cc1ccc(C(=O)c2ccc(Cl)cc2)cc1)c1cc(F)ccc1F,0.3530,3.4610,-9.55,-11.5
[C@@]1(C)CCCN1C1CCN(C(=O)N2CCCCC2)CC1,0.6370,3.5730,-8.75,-7.6
[C@@]1(c2ccncc2)CCCN(C(=O)Cc2ccccc2F)C1,0.7720,3.4390,-9.25,-10.4
[C@@]1(C(=O)c2ccccc2)N[C@@](CO)(c2ccccc2)[C@@H]1C(=O)c1ccccc1,0.5530,4.3010,-9.2,-8.5
[C@@](CNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccccn1,0.5790,3.5420,-8.85,-9.5
[C@@]1(CCNc2nn3c(C(C)(C)C)nnc3s2)CC1,0.8220,4.2740,-8.25,-8.1
[NH+](CC(=O)Nc1c(Br)cnc2ccccc12)C1CCC1,0.7960,4.2310,-8.8,-8.6
[C@@]1(CCNC2CCCCC2)CCC(=O)N1c1nc(-c2ccccc2F)sc1-c1ccccn1,0.3680,4.0130,-9.5,-8.1
[C@](O)(c1ccc[n+](C(N)=O)c1)C1CCC1,0.6070,4.3050,-8.45,-7.9
[C@]1(COc2ccc(NC(=O)c3ccc(F)cc3)c(Cl)c2)CCCC1,0.7020,3.2980,-9.05,-9.7
[NH+][C@@](CCc1ccccc1)c1ccc(O)c(Br)c1,0.8260,3.5660,-8.7,-9.0
[C@@](C#N)(OCCN1CCN(c2ncccn2)CC1)c1ccc(C#N)cc1,0.6840,3.6860,-8.95,-8.9
[C@@]1(C)S[C@H](C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)C1,0.7950,3.4500,-9.2,-9.5
[NH+]=C(/NCc1ccccc1Br)N(C)Cc1ccco1,0.5560,3.7900,-8.5,-8.9
[C@@](C)(O)CNC(=O)Cc1cccc(Br)c1,0.7800,3.2020,-8.25,-7.6
[C@@]1(C(=O)NC[C@H]2CCCCO2)CC[C@@H]1CCOCc1ccc(Cl)cc1,0.6110,4.3630,-8.8,-9.2
[C@][C@@](C)(CCc1nc2ccccc2n1CC(=O)Nc1ccccc1)c1c(F)cccc1Cl,0.2810,4.0640,-9.85,-10.1
[C@@](C#Cc1cccc(C(F)(F)F)c1)NC(=O)c1cccc(C#N)c1,0.5790,3.7840,-9.2,-10.9
[C@@]1(COc2ccccc2CNCc2nnc3sc4ccccc4n23)c2ccccc21,0.3250,3.7150,-9.45,-10.8
[C@@](C#N)(Cl)COc1ccc(O)cc1,0.7050,3.5300,-7.9,-6.3
[C@@]1(C(=O)OC[C@H]2CCCO2)Cc2ccccc21,0.6450,4.0220,-8.55,-8.5
[C@@](C#N)(OCCCNC(=O)Nc1cccc2cccnc12)c1ccccn1,0.5300,3.6030,-8.95,-9.5
[C@@]Oc1cccc(NC(=O)C2CCCC2)c1[N+](=O)[O-],0.5670,3.6660,-8.6,-8.3
[C@@](CN[C@@H]1CCCC[C@@H]1Oc1ccccc1F)c1nc2ccccc2s1,0.5760,4.4820,-9.35,-10.5
[C@@]1(C(=O)OCc2cccc([N+](=O)[O-])c2)CCCC1,0.3660,3.5260,-8.65,-9.3
[C@@]1(CNC(=O)N2CCCc3cc(Cl)cc(F)c32)CN(Cc2ccccc2Cl)C1,0.6780,3.7770,-9.6,-11.3
[C@@]1(CNC(=O)Cc2csc(COc3ccccc3)n2)CCCO1,0.7470,3.6010,-8.65,-9.2
[C@@](C#N)(CNC(=O)N1CCC[C@@H](C(=O)NC2CC2)C1)c1ccccn1,0.7420,4.1560,-8.9,-8.7
[C@@](CNS(=O)(=O)c1cccc(Cl)c1)NC(=O)C1(c2ccccc2)CCCC1,0.4490,3.7030,-9.35,-10.5
[C@@]1(C#N)CC(CCCN2CCCC2)C1(C)C,0.6260,4.4790,-8.1,-7.0
[C@@](C#N)(CNC(=O)Cc1ccc2c(c1)OCO2)c1ccc(Cl)cc1,0.8070,3.4860,-9.2,-9.8
[C@@]1(C(=O)OCC2CC2)[C@@H](c2ccsc2)Oc2ccccc21,0.7060,4.2590,-8.65,-8.1
COC(=O)CNc1ccc(F)cc1NC(=O)c1ccc(C#N)o1,0.7190,3.4520,-8.75,-8.6
O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Br,0.8090,2.7380,-9.05,-10.0
[NH+]=C(NCc1noc(-c2ccco2)n1)N1CCc2ccccc2C1,0.4350,3.9520,-9.4,-10.7
[C@@]=C(C1CCCC1)N1CCN(C(=O)c2ccc(Oc3ccccc3)cc2)CC1,0.6650,3.3490,-9.4,-10.4
[NH+][C@](CC(F)(F)F)c1cccc(Cl)c1,0.6300,3.9830,-8.25,-7.4
[NH+][C@]1(C(N)=O)CN(Cc2ccc(F)cc2F)C(=O)N(C2CCCCC2)C1=O,0.6500,4.5000,-9.2,-8.0
[C@@][C@](Cc1ccc(O)cc1)C(=O)Nc1sccc1Cl,0.8060,3.9620,-8.85,-8.7
[C@@]Oc1ccc(NC(=O)C(=O)Nc2c(C)c(C)nc3ccc(C)cc23)c(OC)c1OC,0.5110,3.8600,-9.35,-8.8
[C@@]1(CC(CO)Cc2ccc(Cl)cc2)c2ccccc21,0.7750,3.7860,-8.85,-9.8
[C@@](O)(SC[C@H](N)c1ccccc1)[C@H]1CCCO1,0.7450,4.4220,-8.35,-8.0
[C@@]1(C(=O)CCc2noc(Cc3ccc(Br)cc3)n2)CCC[C@H]1CCc1ccccc1,0.2920,4.1740,-9.25,-10.9
[C@@]=C(CN(C)C(=O)Cc1ccccc1OC)c1cccc(C)c1,0.7180,3.4860,-9.15,-10.0
[C@@]Oc1cccc(OCCNC(=O)N[C@@H]2CCCC[C@H]2C)c1OC,0.6530,4.3100,-8.5,-8.9
[C@@](O)(c1ccc(Br)cc1)[N+](=O)[O-],0.5240,3.5180,-7.95,-6.7
[C@@]1(CNC(=O)C(=O)Nc2ccc(Cl)cc2Cl)C=CC1,0.7430,3.5500,-8.75,-9.0
[C@@](C#N)(CNc1ncnc(NN)n1)c1cccc([N+](=O)[O-])c1,0.2950,4.0850,-9.2,-9.5
[C@@]1(CS(=O)(=O)CCCOC2CCCCC2)CCCN(Cc2ccc(Br)cc2)C1,0.3870,3.7670,-8.85,-8.9
[C@@]1(C)CCN(C(=S)Nc2ccccc2)[C@@H]1c1ccccc1,0.7250,3.6740,-9.0,-8.3
[C@@](N)(Cc1ccccc1)c1nc2ccccn2n1,0.6550,3.5540,-8.75,-9.4
[C@@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2OCc2ccccc2)C1,0.5340,3.3340,-9.65,-10.6
[C@@](C#N)(CNc1ccccc1[N+](=O)[O-])c1ccc(O)cc1,0.5490,3.5160,-9.0,-8.8
[C@@]1(C#N)CCOC(=O)[C@H]1CCc1ccccc1Cl,0.6870,4.3120,-8.7,-8.0
[C@@](C#N)c1cc(C(=O)N[C@@H]2CC=CCC2)ccc1O,0.7120,4.4640,-8.9,-8.8
[C@]Oc1ccc(NC(=O)c2cc(SC)ccc2Cl)cc1OC,0.7300,3.4430,-8.55,-8.9
[C@](COC(=O)Cc1ccc(F)c(F)c1F)(C(=O)[O-])C(F)(F)F,0.3610,4.1180,-8.8,-9.0
[NH+][C@](Cc1cccnc1)c1ccc(C(N)=O)cc1,0.7220,3.5630,-8.75,-8.4
[C@](C#Cc1c[nH]c2ccc(Cl)cc12)N1CCN(C(=O)c2ccccc2)CC1,0.5940,3.8090,-9.4,-10.0
[C@]1(C(=O)NCc2ccc(F)cc2F)NC(=O)N(C2CC2)C1=O,0.7090,3.6700,-9.3,-9.7
[C@]([C@H]1CCCN1C(=O)c1ccccc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,0.5060,4.0210,-9.5,-9.4
[C@](N)c1ccc(N2CCSCC2)cc1O,0.6400,3.9870,-8.1,-7.0
O=C(NC1CCCCC1)C1CCC(c2nc3ccccc3o2)CC1,0.8000,3.1650,-9.5,-11.1
CN1c2ccccc2C(=O)N1c1ccc(CN2C(=O)N[C@@](C)(c3ccccc3)C2=O)cc1,0.4090,3.8030,-9.7,-13.9
