smiles,QED,SA,EGFR_Docking,HER2_Docking
[C@](O)(c1ccccc1)c1ccccc1F,0.6910,2.8430,-8.6,-8.4
[C@](N)c1nc2ccccc2cc1OC1CCCCC1,0.7550,3.5680,-8.8,-9.3
[C@](c1ccccc1OCc1cccc(C(F)(F)F)c1)[NH+]1CCCC1,0.7850,4.2360,-9.0,-9.5
[C@]1(c2ccccn2)NC(=O)N(CCCC(=O)N(C)[C@@H]2CCc3ccccc32)C1=O,0.6670,4.2420,-9.45,-10.6
[C@](C#N)(OC[C@@H](O)c1ccccc1)c1ccc(-c2ccccc2)cc1,0.6240,3.7040,-9.3,-10.8
[C@]1(CC2CN(c3ncccn3)CCC2=O)CC1,0.6910,4.4850,-8.6,-7.5
[C@]1(C)C[C@@](CO)(CC(=O)N/N=C/c2ccco2)C1,0.5130,4.0380,-8.3,-7.9
[C@]1(NC(=O)Cc2ccccc2)Oc2ccc3c(C#N)cccc3c21,0.7070,3.4870,-9.6,-10.2
[C@]=CCNC(=O)Nc1cnccc1C#Cc1ccccc1,0.7450,3.9500,-9.05,-8.3
[C@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2OC(F)F)C1=O,0.6600,3.4630,-9.05,-10.0
[C@](O)(c1ccccc1)c1cccc(CNC2CC2)c1,0.7560,3.0260,-8.75,-9.6
[C@]1(C#N)CCC[C@@H]1CCc1ccc(Br)cc1,0.7090,4.1530,-8.45,-8.0
[C@](CO)c1ccc(F)c(S(=O)(=O)C2CCCC2)c1,0.8100,3.8980,-8.75,-9.0
[C@](C#C[C@H]1CCCCN1C(=O)CCN1CCCC1=O)c1ccc(F)cc1,0.6800,4.3650,-9.6,-8.7
[C@]1(C#N)CCN(c2cc(OSc3ccccc3)ncn2)C1,0.7090,4.2430,-8.6,-9.0
[C@](O)(C[NH+](C)C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.8080,4.4670,-8.8,-9.0
[C@](C#N)(OCc1csc(Cc2cccc(Cl)c2)n1)n1nnnc1C,0.5720,4.0120,-8.85,-9.4
[C@](O)(C[NH2+]C1CC1)Nc1cccc2ccccc12,0.6490,4.1550,-8.65,-8.5
[C@]1(C#N)CCCN(c2ccc(Cl)c(S(=O)(=O)NC(F)(F)F)c2)C1,0.7350,4.0970,-8.85,-8.0
[C@](O)(c1ccccc1)C(=O)N[C@@H](CS(C)(=O)=O)[C@H](c1ccc(F)cc1)c1ccccc1,0.4620,4.2870,-5.0,-8.8
[C@](C#N)(Oc1ccc(F)cc1)c1cnc2ccccc2n1,0.6380,3.4380,-8.95,-9.8
[C@](C(=O)Nc1ccccc1F)N1CCN(c2ccccc2F)CC1,0.8370,3.5110,-9.0,-10.1
[C@](O)(c1ccccc1)[C@H]1CCC[C@@H]1OC(=O)C1CCCC1,0.7560,4.1600,-9.0,-9.5
[C@](C#N)(OC1CCN(C(=O)C2CC2)CC1)c1ccncc1,0.7470,3.7340,-8.7,-8.0
[C@]1(N)CC[C@@H](Oc2ccc(Cl)cc2Cl)C1,0.7660,4.0950,-8.45,-7.4
[C@]1(c2ccccc2)NC(=O)N(c2cccc(Sc3ccc(F)cc3Cl)c2C)[C@@H]1C,0.4210,4.2700,-9.45,-9.1
[C@](CN[C@@H](c1ccccc1Cl)c1cccs1)(c1ccccc1)c1ccncc1,0.3000,3.9680,-9.5,-8.2
[C@](CCN(C)c1ccccc1O)Cc1ccccc1,0.6960,3.5260,-8.6,-9.1
[C@](C#N)(OCc1ccc2c(c1)OCCO2)c1c[nH]c2cccc(F)c12,0.6880,3.7720,-9.3,-10.5
[C@]n1c(=O)c(C(=O)N2CCCCC2)ccc1SCC(=O)NC1CCCCC1,0.6870,3.7910,-9.35,-9.6
c1ccc(CN2CCC[C@@H]2c2cc[nH]n2)cn1,0.7750,4.1960,-8.4,-8.3
O=C(CSc1ccccc1)C1CCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2O)CC1,0.3020,3.3990,-9.45,-9.8
Nc1ccc(OCCc2ccc(C#N)cc2)c(Cl)c1,0.7680,2.9000,-8.7,-8.5
Brc1cc(F)cc(NC(=O)CN2C(=O)S/C(=C3/C=CCC3)N(c3ccccc3)C2=O)c1,0.4670,3.9410,-9.5,-11.9
BrCc1cccn1Cc1coc2ccccc12,0.5620,3.4620,-8.7,-8.5
Brc1ccc2ncncc2c1,0.5650,3.0550,-7.85,-6.8
Br[C@]1(F)CCN(S(=O)(=O)c2ccccc2)C1,0.6850,3.9550,-8.4,-8.0
Br/C=C(/CCO)NCc1ccc(Cl)cc1,0.7730,3.6310,-8.05,-7.3
O=C(NCc1cccc(C(F)(F)F)c1)N/N=C/c1ccccc1OCc1ccccc1C(F)(F)F,0.1350,3.4320,-9.85,-12.3
[C@]1(C(=O)CSc2n[nH]c(=O)n2Cc2ccc3c(c2)CCCN3)CCCO1,0.6530,4.0730,-9.4,-9.9
[C@](COC(=O)c1ccc(I)cc1)c1cccc(OCc2cccnc2)c1,0.2860,3.4890,-8.85,-9.8
[C@]1(c2ccco2)NC(=O)N(CC(=O)Oc2ccccc2[N+](=O)[O-])C1=O,0.1830,3.7730,-8.95,-9.8
[C@](Cl)c1cccc(CNC(=O)N[C@@H]2CCCC[C@@H]2CO)c1,0.6830,4.3090,-8.85,-9.0
[C@]1(CC(C)C)C[C@@H](NCc2ccccc2-c2ccccc2)C(=O)c2ccccc21,0.4610,3.9330,-9.65,-9.5
[C@](C#Cc1ccccc1)CC(=O)Nc1cc(C(=O)[O-])ccc1Cl,0.7760,3.9260,-9.15,-10.3
[C@]Oc1ccccc1OCc1nc(CC(C)C)cs1,0.7020,3.7060,-8.3,-8.6
[C@](O)(c1cnncc1OCC(N)=O)C(c1ccccc1)c1ccccc1,0.5830,3.6280,-9.3,-7.9
[C@](C#CCCNC(=O)c1cccc(F)c1)C1(c2ccccc2)CC1,0.5600,3.6460,-9.1,-10.5
[C@]1(c2ccccc2)Oc2ccc(Br)cc21,0.6580,3.3650,-8.8,-7.9
[C@]O[C@H](c1ccc(Cn2cccc2)cc1)C(=O)Nc1cc(C)on1,0.6570,4.2740,-8.95,-10.1
[C@](C#N)(CNC(=O)C(=O)Nc1ccc2c(c1)CCC2)c1cccc(F)c1F,0.7140,3.6780,-9.25,-10.9
[C@](O)(c1c(F)cccc1F)COc1n[nH]c2ccccc12,0.6750,3.6080,-9.2,-10.3
[C@]1(c2ccc(F)cc2)NC(=O)N(Cc2ccccc2)C1,0.8130,3.3290,-9.0,-9.7
[C@]1(C#N)N(c2ccc(C)c(C(F)(F)F)c2)C(=O)N(CCc2ccccc2)C1,0.6900,3.7170,-9.25,-10.7
[C@](O)(c1ccc([N+](=O)[O-])cc1)C(=O)N1CCC(c2ccccn2)CC1,0.5820,3.5180,-9.05,-9.9
[C@]1(CCc2ccccc2F)NC(=O)N1Cc1ccc(C#N)cc1,0.8210,3.4950,-9.1,-10.1
Nc1ccc(Sc2nc(N)cc(NCc3ccc4c(c3)OCO4)n2)cc1,0.3660,3.4930,-9.35,-10.3
CC(C)c1ccccc1NC(=O)CN1C(=O)N[C@](C)(c2ccccc2Br)C1=O,0.5850,3.6540,-9.3,-10.1
O=C(c1ccc(Cl)cc1Cl)N1CCC(C(F)(F)F)CC1,0.6490,3.0700,-8.9,-9.3
[C@]1(NC2CCCCC2)CCSC1(C)C,0.6530,4.2100,-8.0,-7.4
c1cnnnc1COc1ccc(S(=O)(=O)N2CCN(c3ccc(F)c(F)c3)CC2)cc1,0.4730,3.4500,-9.65,-10.5
c1ccc(CNc2ccc(Br)c(O)c2)cc1,0.7950,2.7520,-8.5,-8.8
c1ccc(-c2ccccc2NCC(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,0.5640,2.9390,-9.75,-10.7
[C@](O)(c1ccc([N+](=O)[O-])cc1)c1ccc(NCC(=O)NC2CC2)cc1,0.4310,3.2330,-9.0,-9.1
[C@]/C=C1/N=C(c2ccc(OC(C)C)c(OC)c2)C(=O)N=C1SCc1cccc(I)c1,0.3800,4.2490,-8.85,-10.2
[C@](C#Cc1ccccc1Cn1cccn1)NC(C1CC1)C1CC1,0.5560,4.1480,-8.8,-8.7
[C@]1(c2ccc(F)cc2F)NC(=O)N(Cc2cccc3ccccc23)C1=O,0.6310,3.4400,-9.75,-11.2
c1ccc(-c2coc(C(=O)N3C[C@@H]4CCC[C@@H]4C3)c2)cc1,0.7380,4.0220,-9.3,-10.3
O=C(c1cccc(F)c1)N1CCN(C(=O)/C=C/CCc2cc(F)ccc2F)CC1,0.6180,3.2970,-9.45,-10.0
[C@]1(CC(=O)Nc2nc3ccc(Cl)cn3n2)CCCN(Cc2ccc([O-])cc2)C1,0.6150,4.2990,-9.5,-11.0
c1ccc(-c2n[nH]cc2CN(Cc2nc3ccccc2-3)C2CCCC2)cc1,0.5790,3.8880,-9.8,-10.2
[C@](O)(c1ccccc1)[C@@H]1CCCCN1C(=O)NNc1ccccc1,0.6540,3.7910,-9.75,-8.6
[C@](O)(c1ccco1)[C@@H]1CCCCN1Cc1ccc(OCC(F)(F)F)cc1,0.7140,3.9590,-8.9,-8.7
[C@]1(NC(=O)c2cccc(C#N)c2)NCc2c1CC[C@@H](C)C2,0.7740,4.4710,-9.15,-9.8
[C@](CCl)(Oc1cnnc(Br)c1)NC1CCCC1,0.7480,4.3560,-8.25,-8.2
[C@]1(c2ccc(Cl)cc2)NC(=O)N1CC(=O)NCC1(c2ccccc2)CC1,0.7230,3.5660,-9.6,-10.3
[C@](C#Cc1ccc(Cl)c(Cl)c1)[C@H]1Oc2ccccc2NC1,0.6920,4.4720,-9.25,-10.1
[C@]1(C)CCC[NH+]1CCN1CCN(c2nc3ccccc3n2Cc2ccccc2)CC1,0.5850,4.4970,-9.35,-10.1
[C@](CN(C)C(=O)N1CCCC1)c1nc(C(C)C)nc(C(C)C)c1C,0.7280,4.2470,-8.8,-10.1
[C@]1(NC(=O)c2ccc[nH]2)Nc2c(Cl)cccc2N1,0.5710,4.0610,-8.8,-9.2
[C@]#CC1CCN(C(=O)NC[C@H](c2ccco2)N2CCOCC2)CC1,0.7530,4.4090,-8.5,-8.9
[C@]#Sc1n[nH]c2c1CN(C1CCCCC1)CC2,0.7280,4.2970,-8.15,-8.3
[C@]#CCNC(=O)CC[S@@](=O)Cc1ccc(C(F)(F)F)cc1,0.7170,4.4450,-8.4,-8.8
[C@](O)(c1ccc(F)cc1)c1nnc(SCc2cccc(Cl)c2)o1,0.5890,3.4590,-9.2,-10.3
[C@](Cc1ccccc1)c1ccc(Cl)nc1,0.6160,3.4170,-8.55,-8.4
[C@](C#Cc1ccccc1)c1ncc[nH]1,0.5670,4.1110,-8.2,-7.8
[C@]1(c2ccccc2)NC(=O)N(Cc2ccc(F)cc2)C1,0.8130,3.3350,-9.1,-9.9
[C@](C(=O)c1ccc(F)cc1)N1CCN(C(=O)c2ccccc2[N+](=O)[O-])CC1,0.3590,3.5870,-9.15,-10.1
[C@]1(c2ccccc2)OCC[C@@H]1OC1CCC1,0.6750,4.1260,-8.3,-8.0
[C@](CCl)c1ccc(F)c(C(F)(F)F)c1,0.4330,3.9600,-8.15,-7.9
[C@](C#Cc1nccc2ccccc12)NC[C@H](O)c1cccc(Cl)c1,0.3350,4.3820,-9.15,-10.5
O=C(Nc1ccccc1OCc1ccccc1)[C@H]1COCCO1,0.8220,3.3900,-8.95,-8.8
Nc1ccccc1COc1ccc([N+](=O)[O-])c(Cl)c1,0.4280,2.9860,-8.8,-9.0
[C@](C#N)([C@H]([NH3+])c1ccccc1)c1ccccc1O,0.7560,4.2980,-8.55,-8.5
[C@](O)(CCNC(=O)c1cc(F)cc(F)c1)N1CCN(c2ccccc2)CC1,0.7170,3.3040,-9.3,-9.2
[C@]1(C)[C@@H](CCO)C[C@@H]1NC(=O)Nc1cccc(-c2ccccn2)c1,0.6900,4.2640,-9.3,-10.2
[C@](O)(c1ncc[nH]c1=O)c1c(O)ccn1Cc1ccc(Cl)cc1Cl,0.5630,3.9380,-8.95,-8.8
[C@](C#N)(O[C@@H](C)C(=O)Nc1ccc(F)cc1)c1cccc([N+](=O)[O-])c1,0.5410,3.8410,-9.1,-9.9
[C@]1(C#N)CN(c2ccc(OC(F)F)cc2)CN1C(=O)c1cccs1,0.7500,3.9280,-8.85,-8.3
[C@]1(C#N)COc2ccc(S(=O)(=O)CCC(F)(F)F)cc21,0.7590,4.0880,-8.7,-7.8
[C@](O)(c1ccccc1)C1(CNC(=O)c2cccc(I)c2)CC1,0.6440,3.4420,-9.1,-10.0
[C@](O)(c1nc(C2CC2)no1)[C@@H](CO)c1ccc(Cl)cc1,0.7860,4.2090,-8.7,-8.7
n1cnn(-c2ccc(C(=O)Nc3nc(-c4ccc[nH]4)ccc3)cn2)c1,0.4970,3.5710,-9.3,-10.3
n1ccnc(Nc2cccc(C(F)(F)F)c2)c1,0.7740,3.0430,-8.65,-8.9
[C@](C#N)([C@H]([O-])Cc1ccc(Cl)cc1)NC(=O)N(C)c1ccc(F)cc1,0.7910,4.3060,-9.1,-9.0
[C@](F)(c1ccc([N+](=O)[O-])cc1)N1CCOCC1,0.3580,3.4200,-8.25,-7.8
[C@]1(C#N)CCN(C(=O)Cc2ccc(Br)s2)C1,0.7410,4.0810,-8.1,-7.9
O=C(COc1ccccc1Br)[C@@H]1CN(C2CC2)CC[C@@H]1c1c[nH]c2ccccc12,0.4620,4.2820,-9.4,-8.0
Fc1ccc(S(=O)(=O)N[C@@H]2CCCC2(CO)C(F)(F)F)cc1,0.7250,4.4530,-8.75,-8.3
[C@]([C@@H]1CCCCN1c1ccc(F)cc1)C(=O)Nc1ccccc1OCn1ccccc1=O,0.5090,4.2460,-9.6,-9.9
[C@](CNC(=O)Cc1ccc(C(F)(F)F)cc1)NNc1ncccn1,0.3080,3.8410,-8.95,-9.7
[C@](C#N)([C@H]1CCCN1c1ncnc(Nc2ccc(C)cc2)c1[N+](=O)[O-])c1ccccc1,0.3660,4.1380,-9.1,-8.3
n1cncn1CN1CCc2ccc(F)cc21,0.6640,3.5330,-8.5,-7.8
[C@]O[C@H](Cn1cnc(-c2cccc(OC)c2)n1)C(=O)NCC#Cc1ccccc1,0.5280,4.4190,-8.85,-9.3
[C@](CC(=O)NCCCNC(=O)c1ccccc1)c1ccc(C(C)(C)C)cc1,0.6010,3.3360,-9.15,-9.9
[C@]1(c2ccccc2)NC(=O)c2cccnc2N1CC(=O)Nc1ccc(N2CCCC2=O)cc1,0.5360,3.5920,-10.05,-9.5
c1ccc2c(c1)N(Cc1ccc[nH+]c1)CCC2,0.6670,4.1040,-8.85,-8.2
c1cncc(C(C)(C)NS(=O)(=O)CCO)n1,0.6380,3.9890,-8.15,-6.5
[C@]c1c(C)[nH]c2cc(C(=O)Nc3cccnc3OC)c(=O)n(C)c12,0.6690,4.0090,-9.55,-9.3
c1cc([C@@H]2C-c3ccccc3C(=O)N2C(C)C)nc2ccccc12,0.6030,3.7780,-9.55,-8.2
c1ccc(COc2nc3ccccc3[nH]2)cc1C(=O)[O-],0.6770,3.5260,-8.95,-10.2
[C@]c1c(C)sc(CCNC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)n1,0.5220,4.0540,-8.9,-9.7
[C@](c1cccc(Cl)c1)n1cnc2ccc(SCC(=O)NCc3ccc(F)cc3)cc2c1=O,0.3070,3.7470,-9.6,-11.0
[C@]1(C#N)C[C@H](Oc2ccccc2)c2ccccc21,0.6940,3.9990,-8.95,-8.5
[C@]c1cccc(NC(=O)c2cnc([C@H](C)O)n2Cc2ccccc2)c1,0.6540,4.2300,-9.15,-10.0
c1ccc(CNC2CCC(Oc3cccnc3)CC2)c(F)c1,0.8140,3.1010,-8.95,-9.6
c1nc(C[NH2+]Cc2cccnc2)sc1Cc1ccccc1,0.6590,4.0260,-8.55,-8.9
c1ccc(OCCNC(=O)CN2CC[NH+](S)CC2)cc1,0.3770,4.0470,-8.3,-7.7
c1ccc(C2=NOc3c2cnn3CC(N)=O)cc1,0.6470,3.6000,-8.95,-9.1
c1cc2cc(-c3ccccc3)nc(-n3cccc3)c2c(=O)n1COC(=O)c1ccccc1,0.2870,3.5320,-10.15,-10.8
[C@](C(=O)OCc1ccccc1Br)[C@H]1CCCO1,0.7020,4.3390,-8.45,-8.1
[C@]1(CCc2ccccc2)NC(=O)N(Cc2cccc(C(F)(F)F)c2)C1=O,0.7210,3.4350,-9.35,-11.9
O=C([O-])c1ccc(CN2C(=O)[C@@H]3CCCC[C@@H]3C2=O)cc1,0.6670,4.1070,-9.05,-10.1
C=CCN(C)C(=O)COc1cccc2ccccc12,0.6690,2.9840,-8.7,-9.1
NC(=O)COc1cccc(NC(=O)/C=C/c2ccccc2[N+](=O)[O-])c1,0.3530,3.0860,-9.0,-10.3
[C@](C#Cc1ccccc1)NC(=O)Nc1ccc([N+](=O)[O-])c(Cl)c1,0.2920,3.7290,-9.2,-9.3
[C@]1(C#N)CC[C@@H](Nc2ccc(Cl)cc2C(F)F)c(=O)n1Cc1ccccc1,0.6890,4.2110,-8.95,-8.8
[C@](O)(c1ccccc1)[C@H]1CCCCN1Cn1c(=O)[nH]c2ccccc21,0.6700,3.9650,-9.6,-8.7
c1ccc(C[C@@H]2Sc3ccccc3NC2=O)cc1,0.7910,3.3830,-8.75,-8.0
c1ccc(CC(=O)Nc2ccc(-c3nnc4n3CCC4)cc2F)cc1,0.6960,3.0790,-9.65,-11.2
c1ccc(C[NH+]2CCC(Oc3ccc(C(F)(F)F)cn3)CC2)cc1,0.8290,4.3500,-9.15,-10.6
c1nn(CC(C)C)c(C(=O)NCCOc2ccccc2)c1Cl,0.6980,3.1770,-8.55,-8.8
[C@](c1ccc2ccccc2c1O)c1n[nH]c(C2CC2)n1,0.6630,3.9760,-9.15,-10.0
[C@](O)(C1CCCCC1)C(=O)c1c(Cl)cccc1Cl,0.7200,3.4120,-8.65,-7.6
[C@](O)(c1ccc([N+](=O)[O-])cc1)c1cc(Br)cc(Cl)n1,0.4240,3.6460,-8.7,-8.5
[nH]1C[C@H](C(=O)NCc2ccc(NCc3ccccc3)s2)cn1,0.6660,4.2970,-8.9,-9.3
[C@]1(CO)C[C@H]1CNC(=O)c1ccccc1C1=CCCC1,0.7640,4.3220,-9.0,-8.4
C[C@H]1C[C@H](C)CN(S(=O)(=O)Nc2cccc(Cl)c2)C1,0.8330,3.8800,-8.65,-9.7
Nc1nc(SCC(=O)NC2CCCC2)c[nH]1,0.5890,3.7820,-8.3,-7.6
c1ccc(-c2nnc(CNC(=O)C3CC[NH+](CC4CC4)CC3)n2CC(C)C)cc1,0.6170,4.3490,-8.95,-9.7
[C@](O)(c1ccccc1)[C@H]([NH3+])c1ccc(Br)s1,0.7990,4.4790,-8.35,-7.7
[C@](C)(CNC(=O)N[C@H]1CCC[C@@H](C(N)=O)C1)NC1CC1,0.4750,4.4300,-8.9,-8.8
[C@]([C@H]1CCCCN1C(=O)c1ccccc1)c1ccc(C(=O)c2cccs2)cc1,0.4710,3.8840,-9.65,-10.1
[C@](C#N)(CNC(=O)Nc1ccc(Br)cc1)c1ccccc1,0.7890,3.2860,-8.85,-9.8
[C@](C(=O)NC[C@@H](c1cccc(F)c1)c1ccc2c(c1)C(=O)O2)c1ccccc1,0.5700,4.1890,-10.35,-11.3
[C@]1(C(=O)N[C@H]2CCCc3ccc(OC(F)F)cc32)CCC1(C)C,0.8030,4.3030,-9.25,-9.1
[C@](O)(c1cccc(Cl)c1)[C@@H]1CC=CCC1,0.6500,4.0580,-8.65,-8.4
[C@]1(C)CCC[C@@H](Nc2ccccc2)C1,0.6470,3.7070,-8.3,-7.9
c1coc(C[NH2+]Cc2ccc(Cl)cc2)c1,0.7450,4.0920,-8.3,-7.8
n1cc(N2CCC(NC(=O)c3cccnc3-c3ccccc3)CC2)ccc1N1CCOCC1,0.5520,3.3370,-9.85,-8.7
n1cc([C@@H]2CN3CCCC[C@@H]3CO2)ccc1F,0.5990,4.3250,-8.5,-8.5
[C@]/[C@]/c1ccccc1C(=O)N1CCC[C@H](CCO)C1,0.7940,4.1250,-8.4,-8.5
NC(=O)c1cccc(CNC(=O)Nc2cc(Cl)ccc2O)c1,0.5500,2.8710,-9.45,-10.7
O[C@@H](CN1CCN(c2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,0.5750,3.3760,-9.05,-10.1
c1ccc([C@H](C)NC(=O)NCCOc2ccc(F)cc2)cc1Cl,0.6860,3.2420,-9.1,-9.5
c1nnc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)cc2)n1,0.7040,3.0590,-9.25,-8.6
c1ccc(-c2nn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,0.4130,2.9080,-9.85,-10.8
c1ccc(CCC2(CNC(=O)COc3ccccc3C#N)CCCCC2)cc1,0.6300,3.2760,-9.3,-9.8
c1cncc(-c2nc(CSCC(=O)OCc3ccccc3)n[nH]2)c1,0.5660,3.4040,-8.7,-9.1
[C@]1(c2cccnc2)O[C@H](C(=O)Nc2ccc(Br)cc2F)C1(C)C,0.7810,4.2460,-8.85,-9.5
[C@]1(C#N)CCC[C@@H](n2ccnc2-c2ccc(Cl)cc2Cl)C1,0.6750,4.4120,-8.9,-7.5
[C@]1(C(=O)[C@@H]2CCOC2)[C@H](C)N(CCOc2ccccc2)C1,0.7020,4.4230,-8.3,-7.9
[C@](Cc1ccccc1C(F)(F)F)N1CCN(C(=O)c2c[nH]c(C(C)(C)C)n2)CC1,0.7410,4.3080,-9.2,-10.6
[C@]1(c2ccccc2)NC(=O)N(CN2CCC(Cc3ccccc3)C2=O)CC1,0.7890,4.2640,-9.6,-10.8
[C@](O)(C[C@@H]1CCCCO1)C(=O)c1cc(F)cc(F)c1,0.7550,4.0840,-8.7,-8.9
[C@](O)(Cc1cccc(N)c1)NCc1ccco1,0.5890,3.4710,-8.7,-8.2
[C@]1(C#N)Cc2ccccc2N[C@H]1c1ccccc1Cl,0.7430,4.0670,-9.05,-8.1
[nH]1C[C@@H](c2ccccc2)c2c1[C@@H](c1ccccc1)CCN2,0.7790,4.3780,-9.3,-9.1
[C@]=[C@]=N/C(=O)COc1cccc2ccccc12,0.6490,3.6770,-8.65,-8.7
[C@](C#N)(OCC(=O)N[C@@H](c1ccccc1)C1CC1)c1ccncc1,0.7510,4.0400,-8.75,-9.0
[C@](O)(c1ccncc1)[C@H]1CCCC[C@@H]1O,0.6760,4.3160,-8.4,-7.5
[C@](CN(C)c1ccc(C#N)cc1)NCc1cc(C(C)C)ccc1F,0.5160,3.8520,-8.4,-9.9
[C@](O)(c1ccc(C(=O)N(C2CCCC2)C2CC2)cc1)Sc1ncc[nH]1,0.6690,3.8810,-8.8,-8.8
CC(C)c1nc(C(=O)Nc2ccc(OC(F)F)cc2)cs1,0.8030,3.1070,-8.6,-9.1
O=C(Nc1cc(-c2ccncc2)ccc1O)c1ccc(F)cc1,0.6230,2.8040,-9.45,-10.3
c1ccc(-c2noc(C3CCCCC3)n2)cc1,0.6850,2.8280,-8.85,-9.7
[C@]1(c2ccccc2)NC(=O)N(c2ccc(F)cc2)C12CCN(C(=O)C3CCCCC3)CC2,0.6490,4.1020,-9.5,-5.9
c1ccc2nc(C(=O)NC[C@H]3CCOc4ccc(F)cc43)cn2c1,0.7050,3.9440,-9.4,-11.1
[C@]#[C@]c1ccccc1,0.3360,3.7460,-7.3,-5.9
[C@](C#N)(OCc1cnn(-c2ccccc2F)c1)c1ccc(F)cc1,0.6180,3.5820,-9.1,-10.0
N#Cc1ccc(N[C@@H]2CCCC[C@@H]2O)cn1,0.6900,4.1380,-8.3,-7.4
CC(C)[C@@H](C#N)NC(=O)c1cccc2c1NCCN2C,0.7810,4.2990,-8.7,-8.2
O=C(Cn1cnc(-c2ccc(Br)cc2)n1)Nc1nccs1,0.6730,3.3080,-8.75,-9.4
c1cc2cc(OCCCOc3cc(F)ccc3F)cn2cc1,0.5410,3.4250,-8.8,-9.4
c1ccc(-n2cccn2)cc1CNCCc1cccnc1,0.6050,3.0690,-8.85,-9.3
c1cc2c3c(ncc2n1-c1ccncc1)CCCC3,0.5620,3.5800,-8.95,-8.7
c1cc(C2CC2)cc(Cn2cnc3c(cnn3C3CC3)C2)n1,0.7700,4.2480,-8.8,-10.0
c1ccccc1CN1CCO[C@](O)(CNC(=O)Cc2cc(C#N)ccc2F)C1,0.6910,4.0940,-8.9,-9.7
c1ccc(-c2nc(CNC(=O)CCC#N)no2)cc1,0.7780,3.2130,-8.55,-9.0
c1cn(C)c2ccc(C[NH2+]Cc3ccncc3)nc12,0.6600,4.3440,-8.55,-8.8
c1ccc(-c2cnc(-c3cccc(OCc4ccccc4)n3)s2)cc1,0.3830,3.0950,-9.5,-11.0
[C@]Oc1ccccc1NC(=O)CCc1ncc(C(C)(C)C)o1,0.8180,3.7380,-8.65,-9.5
[C@](C#N)(O[C@H](C)CNc1ccccc1)c1cccnc1,0.7730,3.9900,-8.2,-8.6
[C@]=C[C@H]1CCCN(C(=O)NCCCc2cccc(Cl)c2)C1=O,0.7480,4.2940,-9.0,-10.3
c1nc2c(N)c(F)n(-c3ccccc3)c(=O)c2[nH]c1=O,0.5400,3.6980,-8.95,-8.5
c1cccc(NC(=O)c2cc(S(N)(=O)=O)ccc2Cl)c1O,0.6490,2.8300,-9.0,-9.3
c1ccc([C@@H]2C[C@@H]2C(=O)N2CCc3ccccc32)cc1,0.7130,3.6120,-8.9,-9.1
CC(C)(CO)NC(=O)c1ccc(-n2cc([N+](=O)[O-])cn2)cc1,0.5380,3.3470,-8.7,-9.0
O=C(Nc1cccc(CN2CCC([NH+]3CCCC3)CC2)c1)C(F)(F)F,0.7640,4.4320,-9.1,-10.4
N#Cc1ccc(OCc2cccc([N+](=O)[O-])c2)c(C(F)(F)F)c1,0.5280,3.1570,-9.2,-9.4
Fc1ccc(OCC/C=N/n2c([O-])c3ccccc3n2)cc1,0.4370,3.9300,-9.05,-10.0
c1cncc(CNCc2cc(F)ccc2F)c1,0.7790,2.8480,-8.7,-8.7
c1ccc(-c2[nH]ncc2C(=O)N2CCc3c(F)cccc32)cc1,0.6880,3.2660,-9.55,-9.2
c1cc(-n2nnnc2CNc2ccc(C(=O)NCCc3ccccc3)cc2)ccc1Cl,0.3410,3.0510,-9.7,-10.8
c1ccc(-c2nc(CCl)no2)c(Br)c1,0.6890,3.2880,-8.45,-7.7
[C@](C#N)c1ccc(Cl)c(NCC(=O)Nc2cnccc2Cl)c1,0.7790,3.7990,-8.7,-9.2
[C@]1(C(=O)OCCCN2CCOCC2)CCCN(Cc2ccc(C(F)(F)F)cc2F)C1,0.2770,3.7580,-8.95,-8.8
c1cnc(CN2CCO[C@@H](c3ccc(F)cc3C)C2)cn1,0.7690,3.8360,-8.9,-7.9
c1sc(C(=O)N(Cc2cccnc2)c2ccccc2)cn1,0.6410,3.2800,-8.75,-7.5
c1ccc(CCNC(=S)Nc2cccc(Cl)c2)cc1,0.7360,2.6130,-8.6,-8.9
c1ccc(-n2cccc2)c(C(=O)NCc2ncc[nH]2)c1,0.6600,3.2670,-8.65,-8.1
c1cc(Cl)nc(NNCN2CCc3ccccc3C2)c1,0.5700,3.6180,-9.1,-10.0
[C@](C#N)(CNC(=O)N(C)C)Cc1cccc(Cl)c1,0.8070,3.7580,-8.2,-8.0
c1ccc(OCc2n[nH]c(S[C@H](C)C(=O)c3ccccc3F)n2)cc1,0.4130,3.8110,-8.95,-10.0
[C@](C#N)(CNC(=O)Nc1ccc(Br)cc1)C1=CCCCO1,0.7750,3.8750,-8.65,-9.5
[C@]1(CCc2ccccc2)O[C@H](c2ccncc2)NC(=O)N1CC1CC1,0.7760,4.1880,-9.05,-8.9
