smiles,QED,SA,EGFR_Docking,HER2_Docking
[NH2+]/C=C/C(=O)c1ccc(F)cc1,0.4040,3.7010,-8.0,-6.9
[NH2+][C@H](Cc1ccccc1F)c1cncc([N+](=O)[O-])c1,0.5680,4.3160,-8.8,-8.8
[NH2+]=C(NCCN1CCCC1=O)c1ccc(Br)cc1,0.5150,3.8000,-8.6,-9.2
[NH2+]=C(c1ccsc1)N(CCc1ccccc1)C1CCCC1,0.5670,3.6900,-9.05,-8.1
[NH2+]CCC(=O)NC[C@H](c1cccnc1)N1CCCCC1,0.6760,4.1290,-8.65,-7.8
[NH2+][C@H](Cc1ccccc1)Cc1cc(F)ccc1F,0.7560,3.8820,-8.8,-9.0
O=C(/C=C/c1cccs1)N/N=C/c1ccco1,0.4120,3.5630,-8.4,-8.2
CCc1ncc(CN2CCCC[C@H]2Cn2ccccc2=O)cc1C,0.7470,3.9650,-9.05,-8.9
N#Cc1cccc(C(=O)N[C@@H](c2ccccc2)c2cccs2)c1,0.6860,3.3810,-9.15,-9.0
[NH2+]=C1CSc2ccc(N3CCSCC3)cc2N1,0.6930,4.3940,-8.6,-8.3
[NH2+]=C/c1c([N+](=O)[O-])cccc1Sc1ccc(F)cc1,0.4280,3.8340,-8.55,-8.2
[NH2+][C@@H](CSc1ccccc1)c1ccc(Br)cc1,0.7610,4.0000,-8.35,-8.5
[NH2+]=C1S/C(=C/c2ccc(SCc3ccccc3Cl)o2)S/C1=C\c1c(Cl)cccc1Cl,0.2840,4.3960,-9.1,-7.9
[NH2+]=[N+]=Cc1c[nH]c2ccccc12,0.2340,4.3050,-8.55,-7.3
[NH2+]Cc1ccccc1CO,0.4780,3.8830,-7.85,-6.1
[NH2+][C@H](C(=O)N1CCCCC1)c1cn(Cc2cccnc2)nc1C(F)(F)F,0.7880,4.4430,-8.95,-8.4
[NH2+]c1ccc(Cc2nc(Cc3ccccc3)no2)cc1,0.6330,3.6530,-8.95,-9.9
[NH2+]=[N+]([O-])c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,0.4160,3.5700,-9.2,-8.7
[NH2+]Cc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,0.5590,3.3830,-8.85,-8.4
[NH2+][C@H](Cn1cccn1)C(=O)NCc1ccc(Cl)c(Cl)c1,0.7610,4.2200,-8.5,-8.9
[NH2+][C@@H](CSc1ccccc1)c1nccn1Cc1ccccc1,0.6120,4.0020,-8.8,-9.3
[NH2+]c1ccc(NC(=O)C2CCC2)cc1Br,0.6910,3.7560,-8.5,-8.2
[NH2+][C@@H](Cn1cncn1)c1ccc(F)cc1,0.6790,4.4030,-8.25,-7.2
[NH2+]=[N+]([O-])c1ccc(N2CCC(C(=O)NC3(C4CC4)CC3)CC2)cc1,0.3850,3.9830,-8.75,-9.8
[NH2+][C@H](C(=O)Cc1cc(C(F)(F)F)c(F)cc1)c1ccccc1C(F)(F)F,0.7080,4.2710,-9.4,-10.6
[NH2+][C@@H](CSCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,0.7770,3.9540,-9.0,-8.6
[NH2+][C@H](Cc1c[nH]c2ccccc12)c1ccccc1,0.6010,3.8500,-9.1,-9.4
[NH2+][C@@H]1CC[C@@H](OCc2ccccc2)C1,0.6640,4.4230,-8.25,-8.0
[NH2+]Cc1cc(Br)ccc1O,0.5910,4.1120,-7.75,-6.4
Nc1ccc2nc(COc3ccc(C(=O)N4CCOCC4)cc3)[nH]c(=O)c2c1,0.5650,3.2720,-9.65,-11.3
O[C@@H]1CCCC[C@@H]1c1c(Cl)cccc1Cl,0.6920,3.8380,-8.5,-7.1
[NH2+]=C1CSc2cc(C(=O)Nc3ccc(Cl)cc3)oc12,0.7880,4.0510,-8.9,-10.1
[NH2+]=C1c2ccccc2C(=O)N1c1cccc(F)c1,0.6950,3.4950,-9.5,-9.3
[NH2+]Cc1ccc(OC2CCCC2)cn1,0.6740,3.9230,-8.2,-7.2
[NH2+]n1c(OCC(F)(F)F)nnc1SCc1c(F)cccc1F,0.4100,4.1860,-8.7,-9.5
[NH2+]=C1CSc2nc(SCc3cccc(Cl)c3)nnc2N1,0.7330,4.4690,-8.95,-9.2
[NH2+]CCN1CCN(C(=O)c2nc(C3CC3)no2)CC1,0.6330,4.0450,-8.25,-8.1
[NH2+]=C(Nc1ccc2nccnc2c1)N(CCCl)c1ccccc1,0.3360,3.7870,-8.9,-9.5
[NH2+]Cc1cccnc1N1CCOCC1,0.5850,3.8010,-8.1,-6.9
[C@H]1N/C(=[NH+]/c2ccc(OCCc3ccccc3)cc2)SC1=S,0.7250,4.4970,-8.85,-9.5
[C@H](C)CNC(=O)Nc1cc2c(cc1Br)OCCO2,0.8010,3.6540,-8.55,-8.1
[NH2+][C@H](CCc1ccc(F)cc1)c1ccc(F)c(F)c1,0.7790,3.9370,-9.05,-9.4
[C@H]Oc1ccccc1CC(=O)NCCS(=O)(=O)N1CCC(COc2ccccc2)CC1,0.5090,3.5730,-9.05,-9.9
[C@H](C)N(C(=O)C1CCCC1)[C@H](C)c1ccc(CN2CCOCC2)c([N+](=O)[O-])c1,0.4260,4.2940,-8.65,-8.4
[C@H]1CCC/C(=C/c2ccc(O)cc2)C1,0.6120,3.8970,-5.0,-8.1
[C@H]Oc1ccccc1C[C@@]1(C)CCCN(C(=O)NCc2ccncc2)C1,0.7940,4.2940,-9.1,-8.3
O=C(COc1ccc(F)cc1)Nc1ccc(Cl)cc1,0.8300,2.4040,-8.6,-9.5
[C@H]OC[C@@H](NC(=O)CSc1nc2ccccc2n1C)c1ccccc1,0.5630,3.8950,-8.75,-9.2
[C@H]Oc1cc2[nH]c(=S)n(-c3nccs3)c2cc1OCCO,0.6070,4.2500,-8.5,-7.1
[C@H]Oc1cc(C)c(NC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)cc1OC,0.7030,3.3310,-9.15,-10.2
[C@H]=C(NSc1ccccc1)C(=O)Nc1c(F)cccc1F,0.5560,3.7740,-8.95,-9.4
[C@H]1C=[NH+]/C(=C/c2ccccc2Cl)c2ccccc21,0.7030,4.3000,-9.45,-7.6
[C@H]Oc1ccc(NC(=O)CSc2nccs2)cc1C(N)=O,0.6940,3.6920,-8.4,-8.3
[C@H]#C[C@@H](C(=O)OCCN1CCOCC1)c1ccccc1,0.4980,3.8090,-8.4,-7.8
[C@H](N)c1ccc(C#N)cc1OCC(=O)Nc1ccccc1,0.7770,3.2490,-8.6,-9.3
[C@H]1CC[C@H](C)C(Nc2ccccc2NC(=O)c2ccccc2F)C1,0.7410,4.1620,-9.5,-8.7
[C@H](C#Cc1ccccc1)C(=O)N(C)[C@H](C)Cn1ccnc1,0.7030,4.4740,-8.55,-8.4
[C@H](C#N)c1csc(-c2ccc(F)c(F)c2)n1,0.7010,3.8540,-8.45,-8.1
[C@H](c1ccccc1Cl)NC(=O)C1=CN(c2ccc(Cl)cn2)CC1,0.8150,4.0610,-9.45,-10.2
[C@H](N)c1ccc2c(c1)nc(C1CC1)n2C[C@@H]1Cc2ccccc2C1(C)C,0.6550,4.4850,-9.35,-8.4
[C@H]1CC[C@@H](Oc2ccc3c(c2)OCCO3)C1,0.6650,4.2430,-8.5,-8.0
[C@H](C)[C@H](NS(C)(=O)=O)c1ccc(Cl)cc1Cl,0.8220,4.2260,-8.1,-7.6
[C@H]1CN(C(=O)c2ccc(CS(N)(=O)=O)cc2)CCO1,0.7520,3.7170,-8.75,-8.6
[C@H](C)C(=O)NCCc1nc(-c2cccs2)no1,0.7760,3.5980,-8.25,-8.1
[C@H](C)CN(C[C@H]1CCCO1)C(=O)CN1CCN(c2ccccc2)CC1,0.6580,3.8540,-8.65,-8.2
[C@H]Oc1ccc2nc(C)c(C(=O)Nc3ccn(Cc4cccc([N+](=O)[O-])c4)n3)nc2c1,0.2770,3.8640,-9.7,-11.8
[C@H]Oc1ccc(-c2noc(N)c2C(N)=O)cc1C(=O)N[C@H](C)c1ccc(C)cc1,0.4910,4.1560,-10.05,-9.5
[C@H]Oc1ccc(NC(=O)CSc2nncn2C2CC2)cc1OC,0.6850,3.6590,-8.4,-9.5
[C@H](C)N(CCO)c1ccc(-c2nnnn2C(F)F)c(Cl)c1,0.7860,4.2770,-8.85,-7.9
[C@H]1CCCN1c1ccccc1CNc1ncnc2ccccc12,0.6910,3.5700,-9.45,-9.2
[C@H]Oc1ccc(CNC(=O)c2cc(C#N)cc([N+](=O)[O-])c2C)cc1O,0.5360,3.7670,-9.0,-9.3
[C@H]1C(C#N)=C(N)[C@@H]1c1ccccc1OCc1cc(F)ccc1F,0.8390,4.2560,-9.3,-9.3
[C@H](C(=O)NCC#CCOc1ccccc1)c1ccc(-c2cnn(C)c2)nc1,0.5860,3.8820,-8.95,-9.6
[C@H]Oc1cc(OC)ccc1OCC(=O)Nc1ccc(N2CCCCC2)c(Cl)c1,0.6430,3.3530,-9.0,-9.4
[C@H]1C(=O)Nc2ccccc21,0.4640,3.8250,-7.8,-6.6
[C@H]Oc1ccc(-c2noc(C(=O)[O-])n2)cc1OC,0.6580,4.1610,-8.45,-8.0
[C@H](C(=O)c1ccc(Cn2cccn2)c(F)c1)c1cc(Cl)c2cccnc2n1,0.3900,3.8910,-9.55,-10.6
[C@H]Oc1cccc(Oc2ccccc2NC(=O)c2c[nH]c3ccccc23)c1,0.4130,3.3240,-9.85,-9.6
[C@H](C)OC(=O)c1ccc(C(C)(C)C)cc1C(=O)[O-],0.6630,4.1490,-8.55,-7.3
[C@H]1CCCN(C(=O)Nc2ccc(N3CCCC3)c([N+](=O)[O-])c2)C1,0.5860,3.5400,-8.7,-9.7
[C@H]Oc1ccc(OCCNC(=O)C(=O)Nc2ccc(C)c(Cl)c2)cc1,0.5130,3.3340,-8.85,-9.0
[C@H](C(=O)NCc1noc(C(F)F)n1)NC(=O)c1ccc(Cl)cc1,0.7340,3.8520,-9.0,-9.6
Clc1ccccc1[C@@H]1CCCN1C(=O)Cc1ccc([N+](=O)[O-])cc1,0.5180,3.4180,-9.35,-8.7
Clc1cccc(Oc2ncccc2C2(CO)CC2)c1,0.8280,3.4010,-8.45,-8.4
ClCc1cc(-c2ccccc2)n[nH]1,0.6290,3.0820,-8.3,-7.4
Cl[C@@H](Cc1ccc(Cl)c(Cl)c1)Cc1ccccc1,0.5640,3.2930,-8.8,-9.3
ClCc1ccc(O[C@@H]2CCCc3ccccc32)cc1,0.6240,3.4660,-9.1,-8.9
Clc1ccc(NC[C@H]2CCCN(c3cccnc3)C2)cc1,0.8230,3.4280,-8.9,-9.4
ClCc1cccn1C1CC1,0.4790,3.6400,-7.35,-5.9
Clc1c(F)cc(C[C@@H]([NH3+])COc2ccccc2)cc1Cl,0.7440,4.1820,-8.75,-8.9
Cl[C@@H]1CCCC[C@@H]1OCC(=O)NC1CCN(Cc2c[nH]c3ccccc23)CC1,0.6210,4.1940,-9.1,-10.5
ClCc1ccc2c(c1)[C@@H](n1ccoc1=O)CC2,0.6670,4.3770,-8.6,-8.5
Cl[C@@H](CNc1ncccn1)c1ccc(F)cc1,0.7490,3.6710,-8.55,-8.8
ClCCS(=O)(=O)c1cccc(F)c1,0.6320,3.0830,-8.1,-6.7
ClC/Cn1ccc(-c2ccccc2Br)n1,0.6890,3.3170,-8.4,-7.5
Clc1ccc2c(c1)c1ccc(F)cc1-2,0.4170,2.7780,-8.65,-8.6
ClCCc1ccc(OC2CCOCC2)cc1,0.6540,3.0730,-8.15,-7.9
Clc1ccc(F)c(C(F)(Cl)N(C(Br)=O)C2CCC2)c1,0.3070,4.4440,-8.3,-7.2
Cl[C@@H](Cc1ccccc1Cl)c1c(F)cccc1Cl,0.5420,3.5600,-8.85,-8.5
Cl[C@@H](Cc1ccccc1)[C@@H]1COc2ccccc2C1,0.6650,3.8550,-9.15,-10.4
Cl[C@H](CCc1cccs1)C(=O)N1CCC[C@@H]1c1ccccc1Cl,0.5560,4.1260,-9.05,-8.1
Clc1ccc(-c2ccc(Cl)c(-c3ncoc3CC(F)(F)F)c2)cc1,0.4300,3.5590,-8.65,-10.2
ClC[C@H](O)c1cc(F)c(F)cc1Cl,0.5080,3.9050,-8.1,-6.5
Cl[C@H](Cc1ccccc1Cl)C(=O)NC[C@@H]1CCCO1,0.7490,3.9890,-8.6,-8.9
Clc1ccc2cc(CNc3cccc(F)c3)c(=O)oc2c1,0.6370,3.1310,-9.4,-10.4
Cl[C@@H]1CC[C@@H](CNC(=O)CCc2cccc(F)c2)O1,0.7450,4.0950,-8.75,-9.2
ClCc1ccccc1OCCN1CCCCC1=O,0.6680,3.0420,-8.4,-8.4
ClCOc1ccc(F)cc1NC(=O)OC(CO)CO,0.5880,3.5120,-8.35,-7.4
Cl[C@@H](C[C@H]1CCCO1)c1ccc(F)cc1,0.6180,3.8940,-8.2,-8.0
ClCCCNC(=O)CCc1ccccc1Cl,0.5180,2.8340,-8.2,-7.8
Cl[C@@H](Cc1c[nH]c2ccccc12)c1ccccc1,0.5540,3.3110,-9.0,-9.8
Cl/C=C(\Cl)COC(=O)c1cnc(Oc2ccccc2)s1,0.6620,3.7510,-8.25,-8.6
Clc1ccc(-c2nc3cc(NCCc4cc[nH]n4)ccc3o2)cc1,0.4610,3.5840,-9.4,-10.4
ClCc1cccc(OCC(F)(F)F)c1,0.6160,3.0070,-8.2,-7.4
Clc1ncccc1C(=O)Nc1c(F)cccc1F,0.7500,2.8820,-9.15,-8.7
ClC[C@@H]1CCCC[C@@H]1Oc1ccc(Oc2ccccc2F)cc1,0.5440,3.8500,-8.85,-9.8
Clc1ccc(-c2cccc(-c3nnco3)n2)cc1,0.6060,3.2040,-9.0,-9.8
Cl[C@H](Cc1ccccc1)c1ccc(Br)o1,0.6530,3.6090,-8.4,-8.5
ClCCOC[C@H]1CCCN(c2ncccn2)C1,0.4960,3.8310,-8.2,-7.1
Cl[C@@H](CC(=O)[O-])C(=O)Nc1ccc2c(c1)CCC2,0.7220,4.1600,-8.8,-9.0
Clc1ccccc1C[C@@H]1CCCN1C(=O)c1ccc(OCc2ccc(F)cc2)cc1,0.3930,3.4160,-9.55,-10.6
Cl[C@@H]1CC(C(=O)Nc2ccccc2Cl)=NC1,0.7130,4.0870,-8.6,-8.6
Cl[C@H]1CCO[C@@H]1c1ccccc1,0.5070,4.0580,-8.0,-7.0
Clc1ccccc1-n1cnnc1SCC(=O)Nc1ccoc1,0.6250,3.4970,-8.5,-8.9
Cl[C@@H]1CCN(c2cncc(C(=O)NCc3ccccc3)c2)C1,0.7820,3.5970,-9.05,-10.2
ClCCc1nnc2sc(-c3ccccc3)nn12,0.5830,3.3090,-8.75,-8.4
Clc1ccc(CBr)cc1F,0.5400,2.9770,-7.5,-6.2
Clc1cccc(OC[C@H](O)c2ccccc2)c1,0.7980,3.0870,-8.6,-8.7
ClCc1ccc2nccn2c1,0.4930,3.6120,-7.65,-6.8
ClC[C@@H]1CCCC[C@]1(O)c1ccccc1C(F)(F)F,0.7050,4.3380,-8.55,-7.7
Clc1ccc(Cl)cc1/C=N\N=C\c1ccccc1,0.4850,3.1690,-8.65,-8.2
Cl[C@@H](CC(=O)NC[C@@H]1CCCO1)c1nc2ccccc2s1,0.7590,4.2100,-8.75,-9.2
ClCC1CCN(C(=O)NCc2cccnc2)CC1,0.7540,3.1280,-8.55,-8.9
Clc1ccc(COCCO[C@H]2CCOC3(CCOCC3)C2)cc1,0.6410,4.4810,-8.5,-9.1
ClCc1cc(Br)ccc1O[C@H]1CCc2ccccc21,0.5950,3.6800,-8.95,-9.1
ClCC1CCN(c2ncccc2C2CC2)CC1,0.6650,3.3670,-8.45,-6.8
Clc1cccc(SCc2nc(-c3ccc(Cl)cc3)o[n+]2C2CC2)c1,0.3300,4.0570,-9.0,-9.5
Clc1ccccc1OC1(CCl)c2ccccc21,0.6550,3.6170,-8.55,-8.3
ClN1CCN(c2ccc(C=O)cc2Cl)CC1,0.5020,3.4970,-8.25,-7.2
ClCc1cn(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2ccc(F)cc2)nc1N1CCOCC1,0.2470,3.6840,-9.7,-9.5
Cl[P@](Cc1ccc(F)cc1)SCCN1C(=O)c2ccccc2C1=O,0.4270,4.1440,-9.05,-9.7
Clc1ccc(CN2CCO[C@@]3(CCc4c(F)cccc4C3)C2)cc1,0.7070,4.3400,-9.55,-9.0
[P@]=C(Br)CCn1ncc(C(F)(F)F)cc1=O,0.7040,4.3200,-8.15,-8.0
[P@]=C(c1cccs1)N1CCOCC1,0.5950,3.9640,-7.75,-5.7
[P@]=C(\NCc1ccccc1)Nc1ccccc1C(=O)[O-],0.6930,3.7240,-8.9,-9.2
[P@]=C([O-])c1ccc2ccccc2c1O,0.6160,3.7290,-8.45,-7.5
[P@]=C(/CCCn1ccccc1=O)c1cc(Cl)ccc1Cl,0.6380,3.7150,-8.7,-8.8
[P@]=C([O-])COC(=O)c1cccc([N+](=O)[O-])c1C(F)(F)F,0.2650,4.1900,-8.45,-7.9
[P@]=C([O-])[C@H]1COCCN1S(=O)(=O)c1ccccc1,0.6320,4.2490,-8.35,-7.3
[P@]=C(S[C@H]1CCCO1)C(=O)N1CCN(c2ccc(Cl)cc2)CC1,0.6610,4.3560,-8.65,-8.3
[P@]=C(Cl)C(F)(F)Oc1cccc(Br)c1,0.6600,4.0480,-8.1,-7.4
[P@]=C([O-])CNS(=O)(=O)c1ccc(Cl)cc1Cl,0.7480,3.9510,-8.25,-7.4
[P@]=C(SCc1cccc(Cl)c1)Nc1cccc(C(N)=O)c1,0.6750,3.5500,-9.1,-9.5
[P@]=C(S)N1CCN(C(=O)c2ccsc2)CC1,0.5560,3.8800,-7.85,-6.7
[P@]=C(SCc1cccnc1)c1ccccc1,0.6560,3.5850,-8.25,-7.9
[P@]=C(\Cc1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-],0.3470,3.5110,-8.55,-9.0
[P@]C1CCN(c2ccccc2-c2nc(-c3ccccc3)cs2)CC1,0.4500,3.6070,-9.3,-10.5
Nc1ccc(C(=O)NCc2ccccc2)c(Cl)c1,0.7340,2.5670,-8.9,-9.0
CC(=O)c1cccc(NC(=O)COc2ccc3ccccc3c2)c1,0.6220,2.6740,-9.45,-11.7
O=S(=O)(Cc1ccc(Cl)cc1)c1ccccc1,0.7540,2.5400,-8.75,-8.7
[P@]=C(Cl)CCC(=O)Nc1nncs1,0.7110,4.2850,-7.85,-7.0
[P@]=C(Cl)COc1ccc(OCc2ccccc2)nc1,0.6590,3.4790,-8.35,-8.6
[P@]=C(Br)/C=C\c1ccccc1Cl,0.5960,3.8970,-7.8,-6.2
[P@]=C([O-])Cn1nccc1-c1nnc(-c2ccco2)o1,0.5610,4.4320,-8.3,-8.3
[P@]=C(\CC1=CCCOC1)c1ccc(F)cc1,0.4750,4.2290,-8.5,-8.5
[P@]=C(\C1CCCCC1)c1ccc(Br)cc1,0.5720,3.5480,-8.4,-8.4
[P@]=C(Cl)CC1CCN(S(=O)(=O)c2c(Cl)cccc2F)CC1,0.6510,3.8470,-8.85,-7.8
[P@]=C(\OCc1ccccc1)NCCc1ccccc1OC(F)F,0.5980,3.4860,-8.6,-9.1
[P@]=C(Br)C1CCCCC1,0.4760,4.1360,-7.35,-5.4
[P@]/C=C1/SC(=S)N1CC(=O)NCc1ccccc1Br,0.5460,4.0180,-8.15,-7.0
[P@]=C(Nc1ccccc1)N(Cc1ccccn1)C1CC1,0.7200,3.5040,-8.35,-8.0
[P@]=C(Cl)c1c([N+](=O)[O-])cccc1O,0.3690,4.0250,-8.0,-6.0
[P@]=C(\CCOc1ccc(Cl)cc1)c1ccccc1,0.6160,3.2250,-8.45,-8.9
[P@]=C(\Cc1cccc(F)c1)Nc1cc([N+](=O)[O-])ccc1Cl,0.3970,3.5600,-8.95,-9.4
[P@]=C(Cl)CSc1ncnc2cccnc12,0.3800,4.1480,-8.05,-6.9
[P@]=C([O-])Cc1cccc(F)c1,0.5100,3.9450,-7.75,-6.4
[P@]/C=C(Cl)Cc1ccccc1,0.5120,3.8460,-7.8,-6.4
[P@]=C(Nc1ccccc1)c1ccc(F)cc1,0.6900,3.1810,-8.45,-8.7
[P@]=C(\CCCc1ccccc1)Nc1cccc(Br)c1,0.5960,3.3380,-8.55,-9.4
[P@]=C([O-])CN(c1ccc(-n3cccn3)cc1)C[C@@H]1CCCO1,0.6620,4.4650,-8.5,-8.4
[P@]=C(Nc1ccccc1)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,0.4340,3.6120,-9.15,-9.9
[P@]=C(\NCc1ccc(OC(F)F)cc1)[C@@H]1SCCS1,0.7060,4.1740,-8.25,-7.7
[P@]=C[C@H]1CCCN1CCc1ccccc1,0.6020,4.0650,-8.05,-7.6
[P@]=C(Cl)c1ncccc1Oc1ccccc1-c1ccncc1,0.5290,3.5720,-8.85,-8.6
[P@]#Cc1ccc(Br)cc1O,0.5590,4.2560,-7.5,-5.7
[NH2+]Cc1ccc(N2CCC(c3nc(N)ncn3)CC2)nn1,0.6540,4.1990,-8.95,-9.1
Cc1cccc2nc(C)c(CCC(=O)N3CCCC[C@@H]3C(=O)Nc3cccc(C#N)c3)nc12,0.5430,3.9350,-10.05,-10.0
[NH2+]=C1/S(=O)(=O)c2ccc(C(=O)c3ccccc3)cc2N1,0.6740,3.8690,-9.35,-9.8
[NH2+][C@@H](c1ccc(F)cc1)c1ccc(Cl)cc1Cl,0.7660,3.9460,-8.85,-8.4
[NH2+]=C1\C[C@H](CCCOc2ccccc2)C(=S)N1c1ccccc1,0.5550,4.1820,-9.1,-9.5
[NH2+]=C1c2ccccc2S(=O)(=O)N1c1ccccc1,0.7060,3.7300,-8.8,-8.8
[NH2+][C@H](CSc1ccncc1)c1ccc(F)c(Cl)c1,0.7760,4.3630,-8.6,-8.1
[NH2+][C@]1(c2cc(Cl)ccc2O)C=C(c2ccccc2)N1c1ccc(Cl)cc1,0.6030,4.2040,-9.6,-6.8
[C@](C)(O)CN(C)C(=O)N[C@@H](C)c1ccc(C(N)=O)cc1,0.6600,3.7720,-8.6,-8.4
[C@]1(C(=O)CNC(=O)/C=C/c2ccc(Cl)cc2F)N[C@@H]1c1ccc(F)cc1F,0.4840,4.2670,-9.5,-10.3
[C@](O)(CNc1nc(C#N)cs1)N1CCOCC1,0.7180,4.1600,-8.15,-7.1
[C@](C#COc1ccc(Br)cc1)c1cccc(F)c1F,0.6540,3.8630,-8.9,-9.5
[C@]1(C#C[NH2+]CCC(=O)NCCOc2ccccc2)CCCCC1(C)C,0.4900,4.3610,-8.7,-9.0
[C@](O)(c1ccc(F)cc1)C1CCC(n2ccccc2=O)CC1,0.8390,3.4980,-9.25,-9.9
[C@](O)(/C=N/O)C1=C(C#N)CN(C(=O)COC(=O)c2ccc3c(c2)OCCO3)S1,0.1440,4.4930,-9.15,-9.2
[C@]1([C@@H](O)c2ccccc2O[C@H](C)c2ccccc2)Cc2ccccc2C1,0.5870,4.2130,-9.9,-10.1
[C@](C#Cc1ccc(-c2cccnc2)cc1)NN[N+](=O)[O-],0.1880,4.1670,-8.8,-9.2
[C@]1(c2ccccc2)NC(=O)N(C[C@@H]2CCCCO2)C1=O,0.7530,4.0300,-8.8,-9.2
[C@](C#CC[C@@H](O)CO)NC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,0.3410,4.3370,-8.8,-9.3
[C@]1(C(=O)OC2CCCC2)CCC[C@H]1CCOc1ccc2ccccc2c1,0.5480,4.0100,-9.6,-10.7
[C@](C#C[C@@H]1NC(=O)NC1=O)c1ccc(OCc2ccccc2Cl)cc1,0.5560,4.4310,-9.35,-10.1
[C@]1(c2ccccc2)NC(=O)N(CC(F)(F)F)C1=O,0.7190,3.7450,-8.95,-8.4
[C@](C#C/N=C/c1cccc(Br)c1)c1cccc(C#N)c1,0.5120,4.2510,-8.75,-9.6
[C@](C#N)([C@@H](Cl)c1ccc2c(c1)CCO2)N1CCCC1,0.6960,4.3010,-8.5,-8.4
[C@](C#N)(CNC(=O)c1ccc(Cl)nc1Cl)c1ccccc1,0.7800,3.5880,-8.85,-9.7
[C@]1(SCC(=O)Nc2ccccc2)[C@H]2CN(C(=O)Cc3ccccc3)CC[C@@H]21,0.7340,4.0010,-9.3,10000000000.0
[C@]Oc1ccc(NC(=O)C(=O)NCc2ccc(F)cc2O)cc1OC,0.6170,3.5620,-9.05,-9.4
[C@](O)(c1ccccc1)[C@@H]1CCCN1C(=O)c1ccncc1Cl,0.8450,3.7960,-8.8,-8.1
[C@]1(CCl)N/C=C\c2cccc(Cl)c21,0.6070,4.2830,-7.95,-7.2
[C@](O)(c1ccc(C(F)(F)F)cc1)C1CCC1,0.7180,3.3100,-8.55,-8.7
[C@]1(NC(=O)Nc2ccccc2F)CCCC1c1ccccc1,0.7630,3.7350,-9.35,-11.0
[C@]Oc1cc(N[C@@H]2c3ccccc3OC2)ccc1OC(C)C,0.8070,4.1490,-8.8,-9.3
[C@](O)(C[NH2+]Cc1ccc(Cl)cc1)c1cnn(C(C)C)c1,0.7570,4.4620,-8.4,-8.9
[C@](O)(c1ccco1)S(=O)(=O)c1cc(Cl)cc2ncnn12,0.6900,4.2110,-8.65,-8.1
[C@]1(c2ccccc2)Oc2c(cccc2C(=O)Nc2cnn(C)c2)c2ccccc21,0.4620,3.5500,-9.95,-10.5
[C@](C#N)(OCc1ccccc1)[C@H]1CCCO1,0.6760,3.9540,-8.15,-7.7
[C@]1(COc2ccccc2)NC(=O)c2ccccc21,0.7910,3.2160,-9.1,-9.5
[C@]([NH3+])c1c[nH]nc1COc1ccc(F)cc1Cl,0.7660,4.3160,-8.65,-8.2
[C@]1(C#N)CCC[C@@H]1Sc1nnc(NC(=O)c2ccco2)s1,0.7700,4.4770,-8.65,-8.3
[C@](C#CCC1(CNC(=O)c2cccc(F)c2F)CC1)N1CCOCC1,0.7320,4.3430,-9.1,-9.5
[C@](O)(c1ccccc1)[C@@H]1CCCC[C@@H]1C(=O)[O-],0.7590,4.4820,-8.6,-8.7
[C@](C#N)(O[C@H](C[NH3+])c1ccccc1Cl)c1ccccc1,0.8190,4.4680,-8.55,-8.1
[C@](Cc1ccc([N+](=O)[O-])c(Cl)c1)C1CCOCC1,0.5210,4.0230,-8.5,-8.6
[C@](C#N)([N-]c1ccccn1)c1cc(Cl)ccc1Cl,0.7280,4.3140,-8.6,-8.2
[C@]1(CNc2ccc([N+](=O)[O-])c(Cl)c2)CCCN(c2ncccn2)C1,0.5600,3.8180,-8.85,-9.1
[C@](O)(c1cccc(O)c1)[C@H]1CCCO1,0.6530,4.0110,-8.25,-7.8
[C@](O)(c1ccc(F)cc1)c1cc2cc(OC(N)=O)oc2cc1[N+](=O)[O-],0.4510,3.8820,-9.3,-9.2
O=C(Nc1ccc(F)cc1F)c1ccccc1,0.7470,2.3720,-9.0,-9.4
[C@](O)(c1ccccc1)[C@@H](C[NH3+])c1cccc(Cl)c1,0.7730,4.1540,-8.7,-8.7
[C@]1(CNc2cccc(C(=O)N3CCCCC3)c2)CCCN1,0.7940,3.4890,-9.05,-9.6
[C@](Cc1cc(F)ccc1F)NC[C@@H](O)c1ccccn1,0.5280,4.3530,-8.85,-8.9
[C@](S)(CC(C)(C)O)C(=O)N1CCCCC1,0.6230,3.8600,-8.05,-6.8
[C@](CO)CNC(=O)Cc1cc(Cl)ccc1[N+](=O)[O-],0.3580,3.7550,-8.25,-7.4
[C@](C#Cc1ccccc1)c1ccc(-c2nnc(-c3ccc(Cl)s3)o2)cc1,0.3380,3.7370,-9.45,-10.8
[C@](C#N)c1ccc(COc2ccc(Br)cc2)cc1,0.7550,3.3060,-8.3,-9.2
[C@](O)(c1ncc(C(C)(C)C)o1)[C@H](C#N)c1ccccc1OC1CCCC1,0.7310,4.4580,-9.05,-8.4
